Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2001-03-20-lower	ParlaMint-NO_2001-03-20-lower.ana.ud1345e42	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2001-03-20	2001-03-20	Lower house	Term 1997-2001	Session 2000-2001	-	Sitting day 2001-03-20	-	Reference	English	Chairperson	MP	notMinister	Sp	Senterpartiet	-	Centre	person.JR	Ringstad, Jorunn	F	1943	
ParlaMint-NO-en_2001-03-20-lower	ParlaMint-NO_2001-03-20-lower.ana.ud1345e45	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2001-03-20	2001-03-20	Lower house	Term 1997-2001	Session 2000-2001	-	Sitting day 2001-03-20	-	Reference	English	Regular	MP	notMinister	V	Venstre	-	Centre	person.LS	Sponheim, Lars	M	1957	
ParlaMint-NO-en_2001-03-20-lower	ParlaMint-NO_2001-03-20-lower.ana.ud1345e50	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2001-03-20	2001-03-20	Lower house	Term 1997-2001	Session 2000-2001	-	Sitting day 2001-03-20	-	Reference	English	Chairperson	MP	notMinister	Sp	Senterpartiet	-	Centre	person.JR	Ringstad, Jorunn	F	1943	
ParlaMint-NO-en_2001-03-20-lower	ParlaMint-NO_2001-03-20-lower.ana.ud1345e53	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2001-03-20	2001-03-20	Lower house	Term 1997-2001	Session 2000-2001	-	Sitting day 2001-03-20	-	Reference	English	Regular	MP	notMinister	H	Høyre	-	Centre-right	person.PKF	Foss, Per-Kristian	M	1950	
ParlaMint-NO-en_2001-03-20-lower	ParlaMint-NO_2001-03-20-lower.ana.ud1345e58	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2001-03-20	2001-03-20	Lower house	Term 1997-2001	Session 2000-2001	-	Sitting day 2001-03-20	-	Reference	English	Chairperson	MP	notMinister	Sp	Senterpartiet	-	Centre	person.JR	Ringstad, Jorunn	F	1943	
ParlaMint-NO-en_2001-03-20-lower	ParlaMint-NO_2001-03-20-lower.ana.ud1345e70	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2001-03-20	2001-03-20	Lower house	Term 1997-2001	Session 2000-2001	-	Sitting day 2001-03-20	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.JS	Simonsen, Jan	M	1953	
ParlaMint-NO-en_2001-03-20-lower	ParlaMint-NO_2001-03-20-lower.ana.ud1345e89	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2001-03-20	2001-03-20	Lower house	Term 1997-2001	Session 2000-2001	-	Sitting day 2001-03-20	-	Reference	English	Chairperson	MP	notMinister	Sp	Senterpartiet	-	Centre	person.JR	Ringstad, Jorunn	F	1943	
ParlaMint-NO-en_2001-03-20-lower	ParlaMint-NO_2001-03-20-lower.ana.ud1345e103	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2001-03-20	2001-03-20	Lower house	Term 1997-2001	Session 2000-2001	-	Sitting day 2001-03-20	-	Reference	English	Chairperson	MP	notMinister	Sp	Senterpartiet	-	Centre	person.JR	Ringstad, Jorunn	F	1943	
ParlaMint-NO-en_2001-03-20-lower	ParlaMint-NO_2001-03-20-lower.ana.ud1345e117	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2001-03-20	2001-03-20	Lower house	Term 1997-2001	Session 2000-2001	-	Sitting day 2001-03-20	-	Reference	English	Chairperson	MP	notMinister	Sp	Senterpartiet	-	Centre	person.JR	Ringstad, Jorunn	F	1943	
ParlaMint-NO-en_2001-03-20-lower	ParlaMint-NO_2001-03-20-lower.ana.ud1345e124	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2001-03-20	2001-03-20	Lower house	Term 1997-2001	Session 2000-2001	-	Sitting day 2001-03-20	-	Reference	English	Regular	MP	notMinister	H	Høyre	-	Centre-right	person.BJH	Hernæs, Bjørn	M	1936	
ParlaMint-NO-en_2001-03-20-lower	ParlaMint-NO_2001-03-20-lower.ana.ud1345e141	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2001-03-20	2001-03-20	Lower house	Term 1997-2001	Session 2000-2001	-	Sitting day 2001-03-20	-	Reference	English	Chairperson	MP	notMinister	Sp	Senterpartiet	-	Centre	person.JR	Ringstad, Jorunn	F	1943	
ParlaMint-NO-en_2001-03-20-lower	ParlaMint-NO_2001-03-20-lower.ana.ud1345e149	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2001-03-20	2001-03-20	Lower house	Term 1997-2001	Session 2000-2001	-	Sitting day 2001-03-20	-	Reference	English	Chairperson	MP	notMinister	Sp	Senterpartiet	-	Centre	person.JR	Ringstad, Jorunn	F	1943	
ParlaMint-NO-en_2001-03-20-lower	ParlaMint-NO_2001-03-20-lower.ana.ud1345e469	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2001-03-20	2001-03-20	Lower house	Term 1997-2001	Session 2000-2001	-	Sitting day 2001-03-20	-	Reference	English	Chairperson	MP	notMinister	Sp	Senterpartiet	-	Centre	person.JR	Ringstad, Jorunn	F	1943	
ParlaMint-NO-en_2001-03-20-lower	ParlaMint-NO_2001-03-20-lower.ana.ud1345e480	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2001-03-20	2001-03-20	Lower house	Term 1997-2001	Session 2000-2001	-	Sitting day 2001-03-20	-	Reference	English	Chairperson	MP	notMinister	Sp	Senterpartiet	-	Centre	person.JR	Ringstad, Jorunn	F	1943	
ParlaMint-NO-en_2001-03-20-lower	ParlaMint-NO_2001-03-20-lower.ana.ud1345e489	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2001-03-20	2001-03-20	Lower house	Term 1997-2001	Session 2000-2001	-	Sitting day 2001-03-20	-	Reference	English	Chairperson	MP	notMinister	Sp	Senterpartiet	-	Centre	person.JR	Ringstad, Jorunn	F	1943	
ParlaMint-NO-en_2001-03-20-lower	ParlaMint-NO_2001-03-20-lower.ana.ud1345e527	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2001-03-20	2001-03-20	Lower house	Term 1997-2001	Session 2000-2001	-	Sitting day 2001-03-20	-	Reference	English	Chairperson	MP	notMinister	Sp	Senterpartiet	-	Centre	person.JR	Ringstad, Jorunn	F	1943	
ParlaMint-NO-en_2001-03-20-lower	ParlaMint-NO_2001-03-20-lower.ana.ud1345e536	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2001-03-20	2001-03-20	Lower house	Term 1997-2001	Session 2000-2001	-	Sitting day 2001-03-20	-	Reference	English	Chairperson	MP	notMinister	Sp	Senterpartiet	-	Centre	person.JR	Ringstad, Jorunn	F	1943	
ParlaMint-NO-en_2001-03-20-lower	ParlaMint-NO_2001-03-20-lower.ana.ud1345e603	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2001-03-20	2001-03-20	Lower house	Term 1997-2001	Session 2000-2001	-	Sitting day 2001-03-20	-	Reference	English	Chairperson	MP	notMinister	Sp	Senterpartiet	-	Centre	person.JR	Ringstad, Jorunn	F	1943	
ParlaMint-NO-en_2001-03-20-lower	ParlaMint-NO_2001-03-20-lower.ana.ud1345e612	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2001-03-20	2001-03-20	Lower house	Term 1997-2001	Session 2000-2001	-	Sitting day 2001-03-20	-	Reference	English	Chairperson	MP	notMinister	Sp	Senterpartiet	-	Centre	person.JR	Ringstad, Jorunn	F	1943	
