Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2001-11-08	ParlaMint-NO_2001-11-08.ana.ud2577e29	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-11-08	2001-11-08	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-11-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
ParlaMint-NO-en_2001-11-08	ParlaMint-NO_2001-11-08.ana.ud2577e42	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-11-08	2001-11-08	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-11-08	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.MMK	Kleppa, Magnhild Meltveit	F	1948	
ParlaMint-NO-en_2001-11-08	ParlaMint-NO_2001-11-08.ana.ud2577e47	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-11-08	2001-11-08	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-11-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
ParlaMint-NO-en_2001-11-08	ParlaMint-NO_2001-11-08.ana.ud2577e58	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-11-08	2001-11-08	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-11-08	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.KMB	Bondevik, Kjell Magne	M	1947	
ParlaMint-NO-en_2001-11-08	ParlaMint-NO_2001-11-08.ana.ud2577e215	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-11-08	2001-11-08	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-11-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
ParlaMint-NO-en_2001-11-08	ParlaMint-NO_2001-11-08.ana.ud2577e229	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-11-08	2001-11-08	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-11-08	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.AAMH	Haga, Åslaug	F	1959	
ParlaMint-NO-en_2001-11-08	ParlaMint-NO_2001-11-08.ana.ud2577e238	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-11-08	2001-11-08	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-11-08	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2001-11-08	ParlaMint-NO_2001-11-08.ana.ud2577e249	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-11-08	2001-11-08	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-11-08	-	Reference	English	Regular	MP	notMinister	A	Kystpartiet	-	Centre-left	person.SEBA	Bastesen, Steinar	M	1945	
ParlaMint-NO-en_2001-11-08	ParlaMint-NO_2001-11-08.ana.ud2577e266	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-11-08	2001-11-08	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-11-08	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_2001-11-08	ParlaMint-NO_2001-11-08.ana.ud2577e273	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-11-08	2001-11-08	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-11-08	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.JL	Lilletun, Jon	M	1945	
ParlaMint-NO-en_2001-11-08	ParlaMint-NO_2001-11-08.ana.ud2577e280	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-11-08	2001-11-08	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-11-08	-	Reference	English	Regular	MP	Minister	V	Venstre	Coalition	Centre	person.ODDØ	Dørum, Odd Einar	M	1943	
ParlaMint-NO-en_2001-11-08	ParlaMint-NO_2001-11-08.ana.ud2577e285	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-11-08	2001-11-08	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-11-08	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.ON	Nilsen, Oddvard	M	1940	
ParlaMint-NO-en_2001-11-08	ParlaMint-NO_2001-11-08.ana.ud2577e290	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-11-08	2001-11-08	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-11-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
ParlaMint-NO-en_2001-11-08	ParlaMint-NO_2001-11-08.ana.ud2577e298	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-11-08	2001-11-08	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-11-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
ParlaMint-NO-en_2001-11-08	ParlaMint-NO_2001-11-08.ana.ud2577e305	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-11-08	2001-11-08	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-11-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
ParlaMint-NO-en_2001-11-08	ParlaMint-NO_2001-11-08.ana.ud2577e325	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-11-08	2001-11-08	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-11-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
