Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2001-11-06	ParlaMint-NO_2001-11-06.ana.ud422e39	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-11-06	2001-11-06	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-11-06	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
ParlaMint-NO-en_2001-11-06	ParlaMint-NO_2001-11-06.ana.ud422e108	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-11-06	2001-11-06	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-11-06	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
ParlaMint-NO-en_2001-11-06	ParlaMint-NO_2001-11-06.ana.ud422e126	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-11-06	2001-11-06	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-11-06	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
ParlaMint-NO-en_2001-11-06	ParlaMint-NO_2001-11-06.ana.ud422e142	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-11-06	2001-11-06	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-11-06	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
ParlaMint-NO-en_2001-11-06	ParlaMint-NO_2001-11-06.ana.ud422e158	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-11-06	2001-11-06	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-11-06	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.MN	Nybakk, Marit	F	1947	
ParlaMint-NO-en_2001-11-06	ParlaMint-NO_2001-11-06.ana.ud422e199	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-11-06	2001-11-06	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-11-06	-	Reference	English	Regular	MP	Minister	V	Venstre	Coalition	Centre	person.ODDØ	Dørum, Odd Einar	M	1943	
ParlaMint-NO-en_2001-11-06	ParlaMint-NO_2001-11-06.ana.ud422e226	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-11-06	2001-11-06	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-11-06	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.PEOW	Width, Per Ove	M	1939	
ParlaMint-NO-en_2001-11-06	ParlaMint-NO_2001-11-06.ana.ud422e233	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-11-06	2001-11-06	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-11-06	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
ParlaMint-NO-en_2001-11-06	ParlaMint-NO_2001-11-06.ana.ud422e241	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-11-06	2001-11-06	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-11-06	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
ParlaMint-NO-en_2001-11-06	ParlaMint-NO_2001-11-06.ana.ud422e606	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-11-06	2001-11-06	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-11-06	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
ParlaMint-NO-en_2001-11-06	ParlaMint-NO_2001-11-06.ana.ud422e611	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-11-06	2001-11-06	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-11-06	-	Reference	English	Regular	MP	notMinister	A	Kystpartiet	-	Centre-left	person.SEBA	Bastesen, Steinar	M	1945	
ParlaMint-NO-en_2001-11-06	ParlaMint-NO_2001-11-06.ana.ud422e616	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-11-06	2001-11-06	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-11-06	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
ParlaMint-NO-en_2001-11-06	ParlaMint-NO_2001-11-06.ana.ud422e637	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-11-06	2001-11-06	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-11-06	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
