Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2003-05-06	ParlaMint-NO_2003-05-06.ana.ud1019e26	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-05-06	2003-05-06	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-05-06	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2003-05-06	ParlaMint-NO_2003-05-06.ana.ud1019e64	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-05-06	2003-05-06	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-05-06	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2003-05-06	ParlaMint-NO_2003-05-06.ana.ud1019e69	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-05-06	2003-05-06	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-05-06	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.ML	Lund, Morten	M	1945	
ParlaMint-NO-en_2003-05-06	ParlaMint-NO_2003-05-06.ana.ud1019e74	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-05-06	2003-05-06	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-05-06	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2003-05-06	ParlaMint-NO_2003-05-06.ana.ud1019e88	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-05-06	2003-05-06	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-05-06	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
ParlaMint-NO-en_2003-05-06	ParlaMint-NO_2003-05-06.ana.ud1019e130	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-05-06	2003-05-06	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-05-06	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2003-05-06	ParlaMint-NO_2003-05-06.ana.ud1019e133	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-05-06	2003-05-06	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-05-06	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.MAA	Arnstad, Marit	F	1962	
ParlaMint-NO-en_2003-05-06	ParlaMint-NO_2003-05-06.ana.ud1019e140	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-05-06	2003-05-06	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-05-06	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2003-05-06	ParlaMint-NO_2003-05-06.ana.ud1019e150	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-05-06	2003-05-06	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-05-06	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2003-05-06	ParlaMint-NO_2003-05-06.ana.ud1019e157	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-05-06	2003-05-06	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-05-06	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2003-05-06	ParlaMint-NO_2003-05-06.ana.ud1019e169	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-05-06	2003-05-06	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-05-06	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
