Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2003-01-14	ParlaMint-NO_2003-01-14.ana.ud1395e28	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-01-14	2003-01-14	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-01-14	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2003-01-14	ParlaMint-NO_2003-01-14.ana.ud1395e47	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-01-14	2003-01-14	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-01-14	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2003-01-14	ParlaMint-NO_2003-01-14.ana.ud1395e84	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-01-14	2003-01-14	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-01-14	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2003-01-14	ParlaMint-NO_2003-01-14.ana.ud1395e98	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-01-14	2003-01-14	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-01-14	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.PES	Sandberg, Per	M	1960	
ParlaMint-NO-en_2003-01-14	ParlaMint-NO_2003-01-14.ana.ud1395e124	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-01-14	2003-01-14	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-01-14	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.PEG	Gitmark, Peter Skovholt	M	1977	
ParlaMint-NO-en_2003-01-14	ParlaMint-NO_2003-01-14.ana.ud1395e131	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-01-14	2003-01-14	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-01-14	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.AAS	Sæle, Anita Apelthun	F	1951	
ParlaMint-NO-en_2003-01-14	ParlaMint-NO_2003-01-14.ana.ud1395e144	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-01-14	2003-01-14	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-01-14	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.KAAN	Andersen, Karin	F	1952	
ParlaMint-NO-en_2003-01-14	ParlaMint-NO_2003-01-14.ana.ud1395e165	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-01-14	2003-01-14	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-01-14	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KSP	Schjøtt-Pedersen, Karl Eirik	M	1959	
ParlaMint-NO-en_2003-01-14	ParlaMint-NO_2003-01-14.ana.ud1395e182	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-01-14	2003-01-14	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-01-14	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.MMK	Kleppa, Magnhild Meltveit	F	1948	
ParlaMint-NO-en_2003-01-14	ParlaMint-NO_2003-01-14.ana.ud1395e205	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-01-14	2003-01-14	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-01-14	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.TOA	Andersen, Torbjørn	M	1957	
ParlaMint-NO-en_2003-01-14	ParlaMint-NO_2003-01-14.ana.ud1395e218	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-01-14	2003-01-14	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-01-14	-	Reference	English	Regular	notMP	Minister	H	Høyre	Coalition	Centre-right	person.VN	Norman, Victor	M	1946	
ParlaMint-NO-en_2003-01-14	ParlaMint-NO_2003-01-14.ana.ud1395e229	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-01-14	2003-01-14	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-01-14	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.PES	Sandberg, Per	M	1960	
