Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2003-01-23	ParlaMint-NO_2003-01-23.ana.ud1153e29	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-01-23	2003-01-23	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-01-23	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2003-01-23	ParlaMint-NO_2003-01-23.ana.ud1153e53	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-01-23	2003-01-23	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-01-23	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2003-01-23	ParlaMint-NO_2003-01-23.ana.ud1153e64	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-01-23	2003-01-23	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-01-23	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2003-01-23	ParlaMint-NO_2003-01-23.ana.ud1153e67	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-01-23	2003-01-23	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-01-23	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.OVA	Vaksdal, Øyvind	M	1955	
ParlaMint-NO-en_2003-01-23	ParlaMint-NO_2003-01-23.ana.ud1153e72	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-01-23	2003-01-23	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-01-23	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2003-01-23	ParlaMint-NO_2003-01-23.ana.ud1153e86	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-01-23	2003-01-23	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-01-23	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GHA	Halvorsen, Gunnar	M	1945	
ParlaMint-NO-en_2003-01-23	ParlaMint-NO_2003-01-23.ana.ud1153e104	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-01-23	2003-01-23	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-01-23	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2003-01-23	ParlaMint-NO_2003-01-23.ana.ud1153e112	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-01-23	2003-01-23	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-01-23	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2003-01-23	ParlaMint-NO_2003-01-23.ana.ud1153e181	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-01-23	2003-01-23	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-01-23	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2003-01-23	ParlaMint-NO_2003-01-23.ana.ud1153e186	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-01-23	2003-01-23	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-01-23	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.OVA	Vaksdal, Øyvind	M	1955	
ParlaMint-NO-en_2003-01-23	ParlaMint-NO_2003-01-23.ana.ud1153e191	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-01-23	2003-01-23	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-01-23	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2003-01-23	ParlaMint-NO_2003-01-23.ana.ud1153e211	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-01-23	2003-01-23	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-01-23	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
