Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SI-en_2005-06-16-SDZ4-Izredna-09	ParlaMint-SI_2005-06-16-SDZ4-Izredna-09.ana.u1	Minutes of the National Assembly of the Republic of Slovenia, Term 4, Extraordinary Session 9, (16. 06. 2005)	2005-06-16	Lower house	4. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SDS	Slovenian Democratic Party	Coalition	Right	CukjatiFrance	Cukjati, France	M	1943	
ParlaMint-SI-en_2005-06-16-SDZ4-Izredna-09	ParlaMint-SI_2005-06-16-SDZ4-Izredna-09.ana.u2	Minutes of the National Assembly of the Republic of Slovenia, Term 4, Extraordinary Session 9, (16. 06. 2005)	2005-06-16	Lower house	4. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SDS	Slovenian Democratic Party	Coalition	Right	CukjatiFrance	Cukjati, France	M	1943	
ParlaMint-SI-en_2005-06-16-SDZ4-Izredna-09	ParlaMint-SI_2005-06-16-SDZ4-Izredna-09.ana.u3	Minutes of the National Assembly of the Republic of Slovenia, Term 4, Extraordinary Session 9, (16. 06. 2005)	2005-06-16	Lower house	4. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SDS	Slovenian Democratic Party	Coalition	Right	CukjatiFrance	Cukjati, France	M	1943	
ParlaMint-SI-en_2005-06-16-SDZ4-Izredna-09	ParlaMint-SI_2005-06-16-SDZ4-Izredna-09.ana.u4	Minutes of the National Assembly of the Republic of Slovenia, Term 4, Extraordinary Session 9, (16. 06. 2005)	2005-06-16	Lower house	4. mandat	-	Izredna	-	-	Reference	English	Regular	notMP	notMinister	NSi	New Slovenia – Christian Democrats	Coalition	Centre-right	BajukAndrej	Bajuk, Andrej	M	1943	
ParlaMint-SI-en_2005-06-16-SDZ4-Izredna-09	ParlaMint-SI_2005-06-16-SDZ4-Izredna-09.ana.u5	Minutes of the National Assembly of the Republic of Slovenia, Term 4, Extraordinary Session 9, (16. 06. 2005)	2005-06-16	Lower house	4. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SDS	Slovenian Democratic Party	Coalition	Right	CukjatiFrance	Cukjati, France	M	1943	
ParlaMint-SI-en_2005-06-16-SDZ4-Izredna-09	ParlaMint-SI_2005-06-16-SDZ4-Izredna-09.ana.u6	Minutes of the National Assembly of the Republic of Slovenia, Term 4, Extraordinary Session 9, (16. 06. 2005)	2005-06-16	Lower house	4. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	SDS	Slovenian Democratic Party	Coalition	Right	StarmanBojan	Starman, Bojan	M	1950	
ParlaMint-SI-en_2005-06-16-SDZ4-Izredna-09	ParlaMint-SI_2005-06-16-SDZ4-Izredna-09.ana.u7	Minutes of the National Assembly of the Republic of Slovenia, Term 4, Extraordinary Session 9, (16. 06. 2005)	2005-06-16	Lower house	4. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SDS	Slovenian Democratic Party	Coalition	Right	CukjatiFrance	Cukjati, France	M	1943	
ParlaMint-SI-en_2005-06-16-SDZ4-Izredna-09	ParlaMint-SI_2005-06-16-SDZ4-Izredna-09.ana.u8	Minutes of the National Assembly of the Republic of Slovenia, Term 4, Extraordinary Session 9, (16. 06. 2005)	2005-06-16	Lower house	4. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	NSi	New Slovenia – Christian Democrats	Coalition	Centre-right	TestenCiril	Testen, Ciril	M	1947	
ParlaMint-SI-en_2005-06-16-SDZ4-Izredna-09	ParlaMint-SI_2005-06-16-SDZ4-Izredna-09.ana.u9	Minutes of the National Assembly of the Republic of Slovenia, Term 4, Extraordinary Session 9, (16. 06. 2005)	2005-06-16	Lower house	4. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SDS	Slovenian Democratic Party	Coalition	Right	CukjatiFrance	Cukjati, France	M	1943	
ParlaMint-SI-en_2005-06-16-SDZ4-Izredna-09	ParlaMint-SI_2005-06-16-SDZ4-Izredna-09.ana.u10	Minutes of the National Assembly of the Republic of Slovenia, Term 4, Extraordinary Session 9, (16. 06. 2005)	2005-06-16	Lower house	4. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	SLS	Slovenian People's Party	Coalition	Centre-right	BajcJosip	Bajc, Josip	M	1949	
ParlaMint-SI-en_2005-06-16-SDZ4-Izredna-09	ParlaMint-SI_2005-06-16-SDZ4-Izredna-09.ana.u11	Minutes of the National Assembly of the Republic of Slovenia, Term 4, Extraordinary Session 9, (16. 06. 2005)	2005-06-16	Lower house	4. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SDS	Slovenian Democratic Party	Coalition	Right	CukjatiFrance	Cukjati, France	M	1943	
ParlaMint-SI-en_2005-06-16-SDZ4-Izredna-09	ParlaMint-SI_2005-06-16-SDZ4-Izredna-09.ana.u12	Minutes of the National Assembly of the Republic of Slovenia, Term 4, Extraordinary Session 9, (16. 06. 2005)	2005-06-16	Lower house	4. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	SNS	Slovenian National Party	Opposition	Right to far-right	PečeSašo	Peče, Sašo	M	1971	
ParlaMint-SI-en_2005-06-16-SDZ4-Izredna-09	ParlaMint-SI_2005-06-16-SDZ4-Izredna-09.ana.u13	Minutes of the National Assembly of the Republic of Slovenia, Term 4, Extraordinary Session 9, (16. 06. 2005)	2005-06-16	Lower house	4. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SDS	Slovenian Democratic Party	Coalition	Right	CukjatiFrance	Cukjati, France	M	1943	
