Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-TR-en_2012-11-12-tbmm-T24	tbmm-2012-11-12sit01spe0001par0001	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 3, Session 22	2012-11-12	Unicameralism	24	3	22	-	-	Reference	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Mehmet.Sağlam	Sağlam, Mehmet	M	1938	
ParlaMint-TR-en_2012-11-12-tbmm-T24	tbmm-2012-11-12sit01spe0002par0003	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 3, Session 22	2012-11-12	Unicameralism	24	3	22	-	-	Reference	English	Regular	MP	notMinister	MHP	Nationalist Movement Party	Opposition	Right to far-right	Oktay.Vural	Vural, Oktay	M	1956	
ParlaMint-TR-en_2012-11-12-tbmm-T24	tbmm-2012-11-12sit01spe0001par0004	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 3, Session 22	2012-11-12	Unicameralism	24	3	22	-	-	Reference	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Mehmet.Sağlam	Sağlam, Mehmet	M	1938	
ParlaMint-TR-en_2012-11-12-tbmm-T24	tbmm-2012-11-12sit01spe0003par0005	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 3, Session 22	2012-11-12	Unicameralism	24	3	22	-	-	Reference	English	Regular	MP	notMinister	CHP	Republican People's Party	Opposition	Centre-left	Kamer.Genç	Genç, Kamer	M	1940	
ParlaMint-TR-en_2012-11-12-tbmm-T24	tbmm-2012-11-12sit01spe0001par0006	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 3, Session 22	2012-11-12	Unicameralism	24	3	22	-	-	Reference	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Mehmet.Sağlam	Sağlam, Mehmet	M	1938	
ParlaMint-TR-en_2012-11-12-tbmm-T24	tbmm-2012-11-12sit01spe0004par0007	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 3, Session 22	2012-11-12	Unicameralism	24	3	22	-	-	Reference	English	Regular	MP	notMinister	MHP	Nationalist Movement Party	Opposition	Right to far-right	Oktay.Vural	Vural, Oktay	M	1956	
ParlaMint-TR-en_2012-11-12-tbmm-T24	tbmm-2012-11-12sit01spe0005par0008	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 3, Session 22	2012-11-12	Unicameralism	24	3	22	-	-	Reference	English	Regular	MP	notMinister	CHP	Republican People's Party	Opposition	Centre-left	Aykan.Erdemir	Erdemir, Aykan	M	1974	
ParlaMint-TR-en_2012-11-12-tbmm-T24	tbmm-2012-11-12sit01spe0004par0009	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 3, Session 22	2012-11-12	Unicameralism	24	3	22	-	-	Reference	English	Regular	MP	notMinister	MHP	Nationalist Movement Party	Opposition	Right to far-right	Oktay.Vural	Vural, Oktay	M	1956	
ParlaMint-TR-en_2012-11-12-tbmm-T24	tbmm-2012-11-12sit01spe0006par0010	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 3, Session 22	2012-11-12	Unicameralism	24	3	22	-	-	Reference	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Mehmet.Sağlam	Sağlam, Mehmet	M	1938	
ParlaMint-TR-en_2012-11-12-tbmm-T24	tbmm-2012-11-12sit01spe0004par0011	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 3, Session 22	2012-11-12	Unicameralism	24	3	22	-	-	Reference	English	Regular	MP	notMinister	MHP	Nationalist Movement Party	Opposition	Right to far-right	Oktay.Vural	Vural, Oktay	M	1956	
ParlaMint-TR-en_2012-11-12-tbmm-T24	tbmm-2012-11-12sit01spe0006par0012	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 3, Session 22	2012-11-12	Unicameralism	24	3	22	-	-	Reference	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Mehmet.Sağlam	Sağlam, Mehmet	M	1938	
ParlaMint-TR-en_2012-11-12-tbmm-T24	tbmm-2012-11-12sit01spe0007par0013	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 3, Session 22	2012-11-12	Unicameralism	24	3	22	-	-	Reference	English	Regular	MP	notMinister	CHP	Republican People's Party	Opposition	Centre-left	Kamer.Genç	Genç, Kamer	M	1940	
ParlaMint-TR-en_2012-11-12-tbmm-T24	tbmm-2012-11-12sit01spe0004par0014	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 3, Session 22	2012-11-12	Unicameralism	24	3	22	-	-	Reference	English	Regular	MP	notMinister	MHP	Nationalist Movement Party	Opposition	Right to far-right	Oktay.Vural	Vural, Oktay	M	1956	
ParlaMint-TR-en_2012-11-12-tbmm-T24	tbmm-2012-11-12sit01spe0006par0015	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 3, Session 22	2012-11-12	Unicameralism	24	3	22	-	-	Reference	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Mehmet.Sağlam	Sağlam, Mehmet	M	1938	
