Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SE-en_2018-11-15-prot-201819--17	i-42ffa84fb1231c55-0	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 17	2018-11-15	Unicameralism	2018/19	-	-	2018/19--17	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4935873	Andersson, Magdalena	F	-	
ParlaMint-SE-en_2018-11-15-prot-201819--17	i-42ffa84fb1231c55-21	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 17	2018-11-15	Unicameralism	2018/19	-	-	2018/19--17	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q3373667	Olovsson, Fredrik	M	-	
ParlaMint-SE-en_2018-11-15-prot-201819--17	i-42ffa84fb1231c55-37	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 17	2018-11-15	Unicameralism	2018/19	-	-	2018/19--17	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18617010	Sjöstedt, Oscar	M	-	
ParlaMint-SE-en_2018-11-15-prot-201819--17	i-42ffa84fb1231c55-41	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 17	2018-11-15	Unicameralism	2018/19	-	-	2018/19--17	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q3373667	Olovsson, Fredrik	M	-	
ParlaMint-SE-en_2018-11-15-prot-201819--17	i-42ffa84fb1231c55-44	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 17	2018-11-15	Unicameralism	2018/19	-	-	2018/19--17	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18617010	Sjöstedt, Oscar	M	-	
ParlaMint-SE-en_2018-11-15-prot-201819--17	i-42ffa84fb1231c55-46	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 17	2018-11-15	Unicameralism	2018/19	-	-	2018/19--17	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q3373667	Olovsson, Fredrik	M	-	
ParlaMint-SE-en_2018-11-15-prot-201819--17	i-42ffa84fb1231c55-49	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 17	2018-11-15	Unicameralism	2018/19	-	-	2018/19--17	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4981393	Svantesson, Elisabeth	F	-	
ParlaMint-SE-en_2018-11-15-prot-201819--17	i-42ffa84fb1231c55-76	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 17	2018-11-15	Unicameralism	2018/19	-	-	2018/19--17	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18617010	Sjöstedt, Oscar	M	-	
ParlaMint-SE-en_2018-11-15-prot-201819--17	i-42ffa84fb1231c55-91	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 17	2018-11-15	Unicameralism	2018/19	-	-	2018/19--17	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q5928457	Källström, Emil	M	-	
ParlaMint-SE-en_2018-11-15-prot-201819--17	i-42ffa84fb1231c55-103	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 17	2018-11-15	Unicameralism	2018/19	-	-	2018/19--17	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q4935938	Andersson, Ulla	F	-	
ParlaMint-SE-en_2018-11-15-prot-201819--17	i-42ffa84fb1231c55-130	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 17	2018-11-15	Unicameralism	2018/19	-	-	2018/19--17	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q5737841	Forssmed, Jakob	M	-	
ParlaMint-SE-en_2018-11-15-prot-201819--17	i-42ffa84fb1231c55-153	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 17	2018-11-15	Unicameralism	2018/19	-	-	2018/19--17	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q6043377	Persson, Mats	M	-	
ParlaMint-SE-en_2018-11-15-prot-201819--17	i-42ffa84fb1231c55-170	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 17	2018-11-15	Unicameralism	2018/19	-	-	2018/19--17	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q18238692	Ericson, Janine Alm	F	-	
