Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-DK-en_2021-12-22-20211-M42	ParlaMint-DK_20211222193502	Hansard of the session of the Danish Parliament (Folketinget), 20211, M42 (2021-12-22), preliminary version	2021-12-22	Unicameralism	Regeringen Mette Frederiksen	20211	M42	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2021-12-22-20211-M42	ParlaMint-DK_20211222193530	Hansard of the session of the Danish Parliament (Folketinget), 20211, M42 (2021-12-22), preliminary version	2021-12-22	Unicameralism	Regeringen Mette Frederiksen	20211	M42	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2021-12-22-20211-M42	ParlaMint-DK_20211222193603	Hansard of the session of the Danish Parliament (Folketinget), 20211, M42 (2021-12-22), preliminary version	2021-12-22	Unicameralism	Regeringen Mette Frederiksen	20211	M42	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2021-12-22-20211-M42	ParlaMint-DK_20211222193632	Hansard of the session of the Danish Parliament (Folketinget), 20211, M42 (2021-12-22), preliminary version	2021-12-22	Unicameralism	Regeringen Mette Frederiksen	20211	M42	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2021-12-22-20211-M42	ParlaMint-DK_20211222193738	Hansard of the session of the Danish Parliament (Folketinget), 20211, M42 (2021-12-22), preliminary version	2021-12-22	Unicameralism	Regeringen Mette Frederiksen	20211	M42	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2021-12-22-20211-M42	ParlaMint-DK_20211222193755	Hansard of the session of the Danish Parliament (Folketinget), 20211, M42 (2021-12-22), preliminary version	2021-12-22	Unicameralism	Regeringen Mette Frederiksen	20211	M42	-	-	COVID	English	Regular	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	JoelJens	Joel, Jens	M	1978	
ParlaMint-DK-en_2021-12-22-20211-M42	ParlaMint-DK_20211222193817	Hansard of the session of the Danish Parliament (Folketinget), 20211, M42 (2021-12-22), preliminary version	2021-12-22	Unicameralism	Regeringen Mette Frederiksen	20211	M42	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2021-12-22-20211-M42	ParlaMint-DK_20211222193822	Hansard of the session of the Danish Parliament (Folketinget), 20211, M42 (2021-12-22), preliminary version	2021-12-22	Unicameralism	Regeringen Mette Frederiksen	20211	M42	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2021-12-22-20211-M42	ParlaMint-DK_20211222193844	Hansard of the session of the Danish Parliament (Folketinget), 20211, M42 (2021-12-22), preliminary version	2021-12-22	Unicameralism	Regeringen Mette Frederiksen	20211	M42	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2021-12-22-20211-M42	ParlaMint-DK_20211222193905	Hansard of the session of the Danish Parliament (Folketinget), 20211, M42 (2021-12-22), preliminary version	2021-12-22	Unicameralism	Regeringen Mette Frederiksen	20211	M42	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2021-12-22-20211-M42	ParlaMint-DK_20211222193911	Hansard of the session of the Danish Parliament (Folketinget), 20211, M42 (2021-12-22), preliminary version	2021-12-22	Unicameralism	Regeringen Mette Frederiksen	20211	M42	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2021-12-22-20211-M42	ParlaMint-DK_20211222193919	Hansard of the session of the Danish Parliament (Folketinget), 20211, M42 (2021-12-22), preliminary version	2021-12-22	Unicameralism	Regeringen Mette Frederiksen	20211	M42	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2021-12-22-20211-M42	ParlaMint-DK_20211222193940	Hansard of the session of the Danish Parliament (Folketinget), 20211, M42 (2021-12-22), preliminary version	2021-12-22	Unicameralism	Regeringen Mette Frederiksen	20211	M42	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
