Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IS-en_2018-07-18-82	ParlaMint-IS_2018-07-18-82.u1	Speeches in the national parliament of Iceland, 23. term, regular meeting 148-82, 18.07.2018.	2018-07-18	Unicameralism	23. kjörtímabil	148. löggjafarþing	Hefðbundinn	-	-	Reference	English	Chairperson	MP	notMinister	Vg	Vinstrihreyfingin - grænt framboð	Coalition	Centre-left to left	SteingrimurSigfusson	Sigfússon, Steingrímur J.	M	1955	
ParlaMint-IS-en_2018-07-18-82	ParlaMint-IS_2018-07-18-82.u2	Speeches in the national parliament of Iceland, 23. term, regular meeting 148-82, 18.07.2018.	2018-07-18	Unicameralism	23. kjörtímabil	148. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	Minister	Vg	Vinstrihreyfingin - grænt framboð	Coalition	Centre-left to left	KatrinJakobsdottir	Jakobsdóttir, Katrín	F	1976	
ParlaMint-IS-en_2018-07-18-82	ParlaMint-IS_2018-07-18-82.u3	Speeches in the national parliament of Iceland, 23. term, regular meeting 148-82, 18.07.2018.	2018-07-18	Unicameralism	23. kjörtímabil	148. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	Minister	S	Sjálfstæðisflokkur	Coalition	Centre to centre-right	BjarniBenediktsson1970	Benediktsson, Bjarni	M	1970	
ParlaMint-IS-en_2018-07-18-82	ParlaMint-IS_2018-07-18-82.u4	Speeches in the national parliament of Iceland, 23. term, regular meeting 148-82, 18.07.2018.	2018-07-18	Unicameralism	23. kjörtímabil	148. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Flf	Flokkur fólksins	-	Centre-left	IngaSaeland	Sæland, Inga	F	1959	
ParlaMint-IS-en_2018-07-18-82	ParlaMint-IS_2018-07-18-82.u5	Speeches in the national parliament of Iceland, 23. term, regular meeting 148-82, 18.07.2018.	2018-07-18	Unicameralism	23. kjörtímabil	148. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Sf	Samfylking	-	Centre-left	LogiEinarsson	Einarsson, Logi	M	1964	
ParlaMint-IS-en_2018-07-18-82	ParlaMint-IS_2018-07-18-82.u6	Speeches in the national parliament of Iceland, 23. term, regular meeting 148-82, 18.07.2018.	2018-07-18	Unicameralism	23. kjörtímabil	148. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	M	Miðflokkurinn	-	Centre to centre-right	SigmundurGunnlaugsson	Gunnlaugsson, Sigmundur Davíð	M	1975	
ParlaMint-IS-en_2018-07-18-82	ParlaMint-IS_2018-07-18-82.u7	Speeches in the national parliament of Iceland, 23. term, regular meeting 148-82, 18.07.2018.	2018-07-18	Unicameralism	23. kjörtímabil	148. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	Minister	F	Framsóknarflokkur	Coalition	Centre to centre-right	SigurdurJohannsson	Jóhannsson, Sigurður Ingi	M	1962	
ParlaMint-IS-en_2018-07-18-82	ParlaMint-IS_2018-07-18-82.u8	Speeches in the national parliament of Iceland, 23. term, regular meeting 148-82, 18.07.2018.	2018-07-18	Unicameralism	23. kjörtímabil	148. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	V	Viðreisn	-	Centre-right	THorgerdurGunnarsdottir	Gunnarsdóttir, Þorgerður K.	F	1965	
ParlaMint-IS-en_2018-07-18-82	ParlaMint-IS_2018-07-18-82.u9	Speeches in the national parliament of Iceland, 23. term, regular meeting 148-82, 18.07.2018.	2018-07-18	Unicameralism	23. kjörtímabil	148. löggjafarþing	Hefðbundinn	-	-	Reference	English	Chairperson	MP	notMinister	Vg	Vinstrihreyfingin - grænt framboð	Coalition	Centre-left to left	SteingrimurSigfusson	Sigfússon, Steingrímur J.	M	1955	
ParlaMint-IS-en_2018-07-18-82	ParlaMint-IS_2018-07-18-82.u10	Speeches in the national parliament of Iceland, 23. term, regular meeting 148-82, 18.07.2018.	2018-07-18	Unicameralism	23. kjörtímabil	148. löggjafarþing	Hefðbundinn	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	PiaKjaersgaard	Kjærsgaard, Pia	F	1947	
ParlaMint-IS-en_2018-07-18-82	ParlaMint-IS_2018-07-18-82.u11	Speeches in the national parliament of Iceland, 23. term, regular meeting 148-82, 18.07.2018.	2018-07-18	Unicameralism	23. kjörtímabil	148. löggjafarþing	Hefðbundinn	-	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	GudniJohannesson	Jóhannesson, Guðni Th.	M	1968	
ParlaMint-IS-en_2018-07-18-82	ParlaMint-IS_2018-07-18-82.u12	Speeches in the national parliament of Iceland, 23. term, regular meeting 148-82, 18.07.2018.	2018-07-18	Unicameralism	23. kjörtímabil	148. löggjafarþing	Hefðbundinn	-	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	GudniJohannesson	Jóhannesson, Guðni Th.	M	1968	
