ParlaMint-BE_2020-10-22-55-plenair-ip065x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2020-10-22-55-plenair-ip065x.u2	The President [[in front of the assembly standing]] [[:]] Colleagues, It was with horror that we learned of the odious assassination, on Friday, October 16, 2020, of Samuel Paty, professor of history in a college of Conflans-Sainte-Honorine in France. We bow with emotion to this unfortunate victim and take part in the pain of his family, relatives and co-workers. Beyond the mediatization of this tragedy, there is collective indignation that overwhelms us, pain and incomprehension. This tragedy brutally confronts us with the need to remain extremely vigilant when it comes to preserving the values which form the basis of a modern democracy. We must vigorously defend freedom of expression. Let us face reality: the fundamental freedoms in which we believe with conviction are threatened. Teachers like Samuel Paty open a window on the world and broaden our horizons. In any dictatorship, by the way, they do everything in their power to silence them. In the face of this blind violence, which involves logics that go beyond us, it is up to the women and men of good will to give decisive priority to dialogue, understanding and cooperation in order to chart the paths of a world that is more fraternal, more solidarity and more human. Without that, what we are doing here in this place par excellence of democracy would not make sense. I have addressed to my counterpart, the President of the French National Assembly, the condolences of our assembly and have also requested him to convey to the representatives of the French people our expressions of support and empathy.
ParlaMint-BE_2020-10-22-55-plenair-ip065x.u3	In accordance with the opinion of the Conference of Presidents of 21 October 2020, you have received a proposal to amend the agenda for today's meeting. In accordance with the opinion of the Conference of Presidents of 21 October 2020, you received a proposal to amend the agenda for today's sitting. Is there any comment on this? Are there any comments on this? Accordingly, the agenda was adopted. The agenda has therefore been adopted.
ParlaMint-BE_2020-10-22-55-plenair-ip065x.u4	Madam President, I have noticed that three topical questions have been tabled on the same subject, namely the terrorist act in France for which you have just expressed your deep regret. I wonder why these questions are not grouped together and answered by one minister. I note that one question was asked to the Prime Minister, but it will be answered by Minister Van Quickenborne. I note that two questions were put to Minister Verlinden and that they remain with Minister Verlinden. It seems logical to me, according to the usual way of working in committees, that questions on the same subject should also be answered with a joint answer by one minister. So I would like those three questions answered together.
ParlaMint-BE_2020-10-22-55-plenair-ip065x.u5	Madam President, I would like to add that Mr Metsu's question was addressed to the Prime Minister because it is a serious matter which transcends trade ministers. I do not think it is a mistake to let the Prime Minister answer this question. Otherwise, we'll end up in difficult situations. The list shows that two ministers are called upon to answer the same question.
ParlaMint-BE_2020-10-22-55-plenair-ip065x.u6	Are there any other comments? I would just like to remind you that each member of Parliament is putting his or her questions to the minister whom he or she wishes to question. Nevertheless, the last word is for the government to distribute the answer and reply according to departmental jurisdiction and, if necessary, delegate them. This is, moreover, the case for some of today's questions.
ParlaMint-BE_2020-10-22-55-plenair-ip065x.u7	Madam President, it is indeed up to the government itself to decide who answers, but it is still customary, when several ministers get questions on the same subject, to bring them together in one debate and, if necessary, to allow both ministers to reply, but at least to deal with all these questions at the same time. That is always the case in Question Time.
ParlaMint-BE_2020-10-22-55-plenair-ip065x.u8	To the extent possible, the services attempt to gather questions on the same subject matter, unless the member absolutely requests a response from a particular minister, and the minister agrees, of course, to respond. To the extent possible, the services review the issues in order to be able to reach them.
ParlaMint-BE_2020-10-22-55-plenair-ip065x.u9	Madam President, I was told that Mr Metsu's question would not only be addressed to Minister Van Quickenborne, but also to Minister Verlinden. I got a text about that. In this respect, I do not know whether the government knows how it intends to deal with this, but fortunately the Prime Minister is among us and he can, of course, enlighten us.
ParlaMint-BE_2020-10-22-55-plenair-ip065x.u10	With regard to Mr Metsu's question about terrorism in France, the answer will be provided by both the Minister of the Interior and the Deputy Prime Minister and Minister of Justice. There are therefore two ministers who will be able to answer the question.
ParlaMint-BE_2020-10-22-55-plenair-ip065x.u11	Madam President, I do not see what the problem is with the combined response of the Ministers for the Interior and Justice. This is not so unusual, for a subject that is specifically covered by both domains. I believe that both ministers absolutely have the combined power to answer such a question. In previous weeks, for example, questions about COVID-19 were also answered in combination by Minister Vandenbroucke and myself. I have the impression that there is a problem here that there is not in reality. It is actually the logic itself that the Ministers of the Interior and Justice together answer this question.
ParlaMint-BE_2020-10-22-55-plenair-ip065x.u12	Madam President, ladies and gentlemen, before I ask my question, I would like to offer our encouragement to our former Prime Minister, Sophie Wilmès, and to all the patients who are affected by the disease. [[I think that colleagues will also be with them wholeheartedly.]]
ParlaMint-BE_2020-10-22-55-plenair-ip065x.u13	Of course!
ParlaMint-BE_2020-10-22-55-plenair-ip065x.u14	Prime Minister, all the signals are bright red. VOCID-19 always gallops a little faster and projections of the coming days are not good. To take strong measures is to take hard measures but for much longer, with far greater health and economic consequences. So now it is up to you to make strong decisions, also hoping for more coherence, more clarity, not like last week when, barely the decisions taken, ministers called for their disagreement. How do you want to convince the citizens and that they adhere after such a communication? You have made the decision not to test people who are in contact with a positive carrier and who are asymptomatic, because the device is saturated. What a failure! But what a risk too! To stop testing asymptomatics is to risk that the situation escapes us even more, with unidentified chains of contamination, with even less respected quarantines. However, there is an alternative, using salivary self-sampling as well as rapid antigenic tests for asymptomatics. Belgium is still thinking about it, while other countries sometimes command it massively. It is urgent to order and have a much more effective device on the "test, trace, isolate". Finally, I would like to ask you to provide urgent and massive support to caregivers. They need arm reinforcements. Let us innovate, let us mobilize all the caregivers who agree and who are not active in the health sector! Let's free them from their professional activity with a crisis status! Let's engage the students! Let's engage the nurses and teachers who agree! Let us also free them from their activity! Let's engage Defence caregivers who aren't on the ground yet! Let us also provide logistical support! Prime Minister, I would like to give you the requests defined by the General Union of Nurses of Belgium. Concretize them immediately! Caregivers are under maximum pressure. We cannot succeed in having to choose who to treat. (...)
ParlaMint-BE_2020-10-22-55-plenair-ip065x.u15	Madam President, Prime Minister, like many of our fellow citizens, I have had enough! I'm tired of seeing our country pointed out by all the newspapers around the world. I'm tired of seeing the same still stigmatized: the young, the horeca. I am tired of repeating the need to prepare for a second wave because it is a situation that the health care staff does not deserve. Finally, I am tired of getting a systematic response that everything is under control. Indeed, today it is clear that this is not the case. We are still in the reign of improvisation. Again last Wednesday, I was asking the Minister of Health about the situation in the screening centres, but also in the laboratories that are completely overcrowded. The minister's response was reassuring. He said that the task force set up was thinking about how to further strengthen our capacity for sampling and analysis. And what did we learn on Monday? Not that this capacity was going to be strengthened, but that, on the contrary, would be excluded purely and simply asymptomatic tests, i.e. 50% of PCR tests. It is up to these people to quarantine themselves, without asking themselves whether they will be able, from a professional and economic point of view, to respect this quarantine, without saying that, under these conditions, we will no longer be able to cut the transmission lines properly, and without saying that we are heading straight towards a new confinement. Today, Wallonia mobilizes new mobile teams and implements the use of quick salivary tests. And, in the meantime, what does the federal government do? He is waiting; he is waiting for the validation of quick salivary tests which have been used for many weeks by other countries. Prime Minister, what is our response to this second wave today? Are you going to call the army for backup in our hospitals? When will the new testing platform finally be operational? Can you commit yourself to ensuring that we do not have to close the schools that need to be preserved in order to avoid sacrificing an entire generation because of mismanagement of the crisis?
ParlaMint-BE_2020-10-22-55-plenair-ip065x.u16	Madam President, the Group of the European People's Party (Christian Democrats) and European Democrats would like to express its sincere support for Mrs Wilmès and for all the patients who are currently fighting against this terrible virus. It shows once again that this virus can affect anyone and also how unpredictablely hard it can strike. Prime Minister, you announced stricter measures last week. That was necessary, too. Will these measures be sufficient to bring that curve down again and save hospitals from the abyss? It's not clear yet. It is also logical that it is not yet clear. The measures have not been implemented long enough. That uncertainty, however, makes people angry. Anger makes them point the finger and let us divide into groups. That's not helping. You rightly said that the fight against this virus is a team sport, with eleven million at a time, tous ensemble, against one common enemy called the coronavirus. However, this anger also means that we need more than ever to hold on, to be clear, to be predictable. That's why we expect so much from the barometer that will come tomorrow. It must be predictable. If there are so many hospitalizations a day, we will automatically go to stricter measures and a different level, and vice versa. The first version showed us that we're in level four out of five. There is another unnamed fifth level called the inevitable new lockdown by several experts. How inevitable is this new lockdown? The barometer will make clear what we expect from the population. Will it include what the population can expect from us? The Minister of Health has said very nicely 'we will not let you go'. What can someone who feels lonely expect from us when we all crawl into our cave again?
