ParlaMint-BE_2020-10-08-55-plenair-ip062x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2020-10-08-55-plenair-ip062x.u2	In accordance with the opinion of the Conference of Presidents of October 7, 2020, I propose that you appoint the President of the House's final Bureau during the sitting on Tuesday, October 13, 2020. In accordance with the opinion of the Conference of Presidents of 7 October 2020, I propose that the President of the Permanent Bureau of the Chamber be appointed at the plenary session on Tuesday 13 October 2020. In view of the difficulty of organising a secret ballot in the Chamber, I propose that you follow the following procedure: Given the difficulty of organising a secret ballot in the hemisphere, I propose that the following procedure be used: - Candidates may be nominated until today at 3 p.m. (art. 157, No. 5, Rgt). - Also today, no later than 4:00 p.m., I will communicate to you the candidate or candidates who will be nominated. - The candidates can be nominated until today at 15:00 (Art. 157, No. 5, Rgt). I will inform you today at the latest at 4:00 p.m. of the candidate or candidates to be nominated. - If more than one candidate is nominated, members can vote today at 4 p.m. until Tuesday, October 13, 2020, at 2 p.m. Their ballot papers are then available to the General Secretariat. If several candidates are nominated, Members may vote from 4 p.m. to 2 p.m. on Tuesday 13 October 2020. Their ballot note will then be available to the General Secretariat. I would remind you that only members can receive the ballot paper, it must be completed on the spot and deposited in the ballot box. I would remind you that only Members can receive the ballot, fill it in on the spot and deposit it in the ballot box. The ballot paper will be opened during the plenary session on Tuesday, 13 October 2020. The ballot urn will be opened at the plenary session on Tuesday 13 October 2020. There was a consensus yesterday at the Conference of Presidents on this procedure. Is anyone asking for the floor?
ParlaMint-BE_2020-10-08-55-plenair-ip062x.u3	Mr President, you have correctly expressed the consensus. In normal circumstances, there is little dispute about this. That appointment is part of agreements. However, we will also apply ourselves, which I will give you. We will propose Mrs Van Peel as President, although we originally did not intend to do so. However, we are responding to the new government's promise to adopt new policies. In the old circumstances, that function was effectively part of the formation of the government, which is actually not entirely correct. We have all been guilty of it in the past, and we must not throw stones at each other. The new wind that the government wants to blow in that area offers it the opportunity to be open to a candidate of the opposition. In the Netherlands that works very well. The legislative and executive powers always have a somewhat controlling role opposite each other. That is why we have decided to apply. I'll let them become you here. Do I have to take any further steps?
ParlaMint-BE_2020-10-08-55-plenair-ip062x.u4	In the meantime, it has been made known to the world and the services and myself can therefore already record them, of which it is noted, but submit them in and bonne et due form.
ParlaMint-BE_2020-10-08-55-plenair-ip062x.u5	Mr President, I understand today that it should not have been a fate at all that we had to take Mr Bracke as President for five years. I have to say, that brings some emotion to me. Now that there are two candidates, I would like to know more about the practical aspect, because it will therefore have to be voted on. I understand that no one should be physically present and that a vote can be cast until Tuesday morning, after which the urn will be opened at 2 p.m. on the same day. Is that how it's gonna happen?
ParlaMint-BE_2020-10-08-55-plenair-ip062x.u6	That is what I have just read out, but I would like to repeat it to the good listener. No vote will be held on Tuesday 13 October, as usual. We have experience with the agreed voting procedure. From 4 p.m. on, the vote has been opened, for which all members have to go to the General Secretariat. They have the necessary days. I shall then announce the result of the vote on Tuesday. No more, no less. Is that clear to everyone?
ParlaMint-BE_2020-10-08-55-plenair-ip062x.u7	The Prime Minister has already taken his place on his couch. Prime Minister, I believe that Mr Vandenbroucke is on his way. Does the Chamber object to us starting and developing the questions?
ParlaMint-BE_2020-10-08-55-plenair-ip062x.u8	Mr. President, Prime Minister, the pandemic has been showing a worsening trend for several weeks now. Decisions at the level of the concertation committee were taken this Tuesday. These decisions are restrictive and difficult for citizens and especially for the Horeca sector as regards coffees. But those measures had to be taken. Furthermore, the clarity of the communication at the end of this consultation committee should be stressed. There is a "newness" effect and we must be fair and be able to recognize it when there is positive. However, several points are raised and problematic. First of all, it is very clear that a number of indicators are being monitored. We know the geographical location, etc. However, unlike other countries, it is not explained to citizens what types of places are most important for transmission. Are these coffee shops or rather places where families find themselves, the workplace, transportation, etc.- Is that what you're saying? The more people are convinced of the merits of the measures, the more important is adherence to the measures. Secondly, decisions taken on Tuesday followed, yesterday, decisions for Brussels and, today, perhaps measures will be taken for universities. There is a form of "saucissoning" of these different measures. Again, the lack of overall coherence could undermine citizens' understanding and acceptance. Finally, I would have liked to hear from you about the key points in the fight against VOCID-19, namely testing, tracing and isolation. As far as testing is concerned, it's a long time! Too long! The centers are saturated. The time frame is sometimes seven days to achieve the results. Centers are closing. Should we not reorganise testing to prioritise those who are symptomatic and in contact with a positive and then make quick self-tests for others? The same applies to tracing as well as to the actual isolation rate that is not known. Efforts must be made in this regard. Prime Minister, do you agree with these findings? Do you also agree to try to move forward, making these efforts? This is where one can mark the difference, both to avoid one (congestion?) but also to allow caregivers to take care of both VOCID and non-VOCID patients as best as possible.
ParlaMint-BE_2020-10-08-55-plenair-ip062x.u9	Thank you, Mrs. Fonck. However, let us try to respect the speaking time!
ParlaMint-BE_2020-10-08-55-plenair-ip062x.u10	Prime Minister, the epidemiological situation required us to tighten the screw to avoid the saturation of our hospitals, but also a greater exhaustion of our health care staff. On the other hand, I was surprised to see that the new health measures were taken not by the National Security Council, but by the concertation committee; as if the policy set aside the experts, but also as if the Regions were to do the dirty work by complementing the measures adopted by the federal government. You will tell me that we now have a Commissioner for Coronavirus, and that is very good. However, he was not able to prevent some mayors from violating the distribution plan between our hospitals, refusing to take care of Brussels patients with VOCID-19. It is true that Brussels is greatly affected, but it is certainly not because of its mayors. The reason is simply that, like all major cities – European and non-European – Brussels is a place of concentration of commuters, workers, high schools, universities, but also of social and cultural activities, from which all Belgians ultimately benefit – whether they are Walloon, Brussels or Flemish. All these Belgians are ready to continue their efforts today, but it is important – in order to do so – that the measures be coherent and that they no longer consist of a succession of decisions which are taken one day by the federal government, the next day by the regions and, on the second day, by the Communities. Prime Minister, what specific role does the federal and the National Security Council play today in managing this second wave? What is your strategy to preserve the population's commitment to health measures? Finally, what initiatives will you take to support sectors that are heavily affected by these provisions?
ParlaMint-BE_2020-10-08-55-plenair-ip062x.u11	Prime Minister, Minister, I shall begin by complimenting you on the effectiveness of communication over the last few days. It was not easy to tighten up the measures so quickly, but communication about them was clear, clear and accessible to everyone. However, compliance with the measures is a matter of credibility. I still read and hear testimonies from people who doubt the usefulness of the measures and ask why we are taking them. I feel that people need figures, data and the reasons why we are taking these measures. Why are we closing down the cafes and not the restaurants? I also feel that people need intermediate targets. Why are we doing this? We don't want to overload our care system. We want our caregivers to be able to keep track. We want our kids to keep going to school. Do you intend to include figures and intermediate targets in the communication in order to increase credibility? We all need to have a grip. We are all finding it increasingly difficult to maintain these measures. We also hear from the field that people are becoming lonelier and more fearful. This week is the week of mental health care. That's why I want to make a call. Let us together ensure that the pandemic of the corona virus does not cause an epidemic of mental health problems. Before the summer we approved an extra budget for mental health care. Your predecessor, Mrs De Block, has already started processes to spend that budget quickly and well. I'm worried about the caregivers. What are your short-term plans to take care of who, so that they can keep it going and so that we can prevent a tsunami of mental health problems?
