ParlaMint-BE_2020-12-16-definitief-55-plenair-ip076x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2020-12-16-definitief-55-plenair-ip076x.u2	I propose that you devote one discussion to these three bills. I propose that a single discussion be devoted to these three draft laws.
ParlaMint-BE_2020-12-16-definitief-55-plenair-ip076x.u3	I would remind you of the rules agreed at the Conference of Presidents: 30 minutes per recognized political group and 15 minutes for the other groups. I repeat the rules agreed at the Conference of Presidents: 30 minutes per recognised group, 15 minutes for the other.
ParlaMint-BE_2020-12-16-definitief-55-plenair-ip076x.u4	The general discussion is open. The general discussion is open. The rapporteurs are Messrs. Steven Mathei, Joy Donné, Benoît Piedboeuf and Wouter Vermeersch and Mrs Sophie Thémont and Kathleen Depoorter. They refer to the written report.
ParlaMint-BE_2020-12-16-definitief-55-plenair-ip076x.u5	Madam President, Mr Donné will be speaking in the debate with Minister Van Peteghem on the new taxes, with which he will have his hands full.
ParlaMint-BE_2020-12-16-definitief-55-plenair-ip076x.u6	Prime Minister, Madam Secretary of State for the Budget, Minister Van Peteghem, thank you for attending this important debate. Two months ago, we sat together for the first time before the first plenary session on your first government agreement of the purple green government that you are now leading. That was a special meeting, since it did not take place in this Chamber's plenary room, but on location, in the Chamber of the European Parliament, together with all colleagues in the Chamber at a safe distance. I remember a similar moment, because I was a minister myself for years... [[(Hilarity]] ) (...):A freudian slip!
ParlaMint-BE_2020-12-16-definitief-55-plenair-ip076x.u7	Weeks! I have been a minister myself for weeks, days, minutes and seconds, but I have also been a Member of the European Parliament for a few years, so I know this Chamber and the European Parliament's seat quite well. I have seen a number of strong speakers in this Chamber, including the Secretary-General of the United Nations. The Pope has also come to speak. So, Prime Minister, I can imagine that you thought it was a special time to be on the floor of the European Parliament. I have seen a show on this Chamber, with European cachet, on other days by a former Liberal Prime Minister, Guy Verhofstadt, the Prime Minister of the first purple-green government in this country. For one thing, Mr Verhofstadt is a role model for your own government, especially if I can rely on a few speeches and certainly also on Minister Van Quickenborne. Moreover, Prime Minister, it is going around that you yourself have European and international ambitions, which may explain some of your career choices, but that is another debate. So we were in the European Parliament about two months ago. We didn't really have much at the time. We had received from you a half A4' from a notebook with some numbers on it. That was all we had available. That's what we had to do with it. But even then, with that one A4's, we already knew the bill was wrong. That's the analysis the experts made back then. I remember in particular the debate on the figures for fraud. At that time, you did not even have a minister responsible for the fight against fraud. In the meantime, fortunately, after our intervention, that has been corrected. Congratulations, Mr Van Peteghem. There was already a discussion about the fraud figures on the basis of that A4's. You said then: the N-VA is a kindergarten, she's completely wrong. In the meantime, however, we have seen a number of analyses. We have seen the European Commission's report, which says that these fraud figures are unrealistic. We have seen the Court of Auditors' analysis, which says that what is being done there is simply a rich calculation. A lot of financial experts say those numbers don't add up. In short, at the time of the first debate in the European Parliament, we already knew: there is a smell on this. In the meantime, we are two months ahead and we have your first full budget, not an A4' anymore, but 2,000 pages of letters and figures. You know, Prime Minister, that I am a lawyer. I have a natural tendency to pay particular attention to the letters, to the words, to the coalition agreement. In the meantime, I have been working on this in Brussels for some time, and I have learned that the best way to look at the figures is to look at the figures. What we politicians all know is that half the truths and all the lies are hidden in the letters and in the words, but that the truth is revealed in the budget tables. If you look at exactly what the money is spent on, you will see effectively what kind of policy a particular government can pursue. Behind the text, behind the words, politicians can hide, but not behind the figures. The figures show the policy choices that are really being made. That's what I want to talk to you about. About the policy choices your government makes. About your slogans, your promises, your fine words, about the letters, but I will then confront them with the figures, with your own budget tables. In this way, reality is exposed. The first promise of the purple-green government was that you would do it differently. You were supposed to listen to the experts. You wouldn't risk populism or wet fingering, but listen to the experts. We saw this when the CREG wanted to present a critical analysis of nuclear energy. She was silenced. When the privacy committee recently came up with an analysis because you wanted to browse all the people's bank accounts, you ignored the experts' advice not to. There are also experts in the budget, at the Court of Auditors and at the European Commission. They have also been guests in the Chamber. The Court of Auditors refers to your own tables. If nothing were to change, i.e. if policies were unchanged, the deficit would be around EUR 21.5 billion in 2024. You promise to implement a number of measures which would make a structural improvement of the balance by EUR 3.9 billion. We would then reach around EUR 17 billion. That is a deficit of just over 3% of GDP, close to what the European Union is supposed to expect. So you really want an exercise with reforms, improvements and savings of EUR 3.9 billion. The Court of Auditors is actually asking itself questions about EUR 3 billion in these plans; EUR 3 billion in the proposals is simply not guaranteed; EUR 3 billion in budget reforms are currently air. There's no foundation. There are reforms that may follow, but they are not yet in place. Every so many pages there is such a reference. On page 14, the Court of Auditors points out that the figures only explain a government policy intention, but that they are not based on a specific analysis. On page 18, they report that there are no underlying calculations. On page 21, the Court of Auditors points out that it is not possible to assess the correct impact of this. Page 30 deals with the corona measures. The Court of Auditors states that the overall economic contraction is not taken into account, so that there is a risk of overestimate. For tax fraud on page 37, there is no detailed calculation in support of the estimate. There's nothing in the budget draft. She's missing. I'll be on page 58. Although you also seem to want to increase the budget for development cooperation to 0,7%, the Court states that your multiannual budget does not yet take into account the government's plan to increase the appropriations. It is about millions and even hundreds of millions of euros, but they are air in your budget. You're asking for EUR 3 billion in air. It's a bubble. I've already used the image in committee, because I've had to think about it a lot. It has become a famous political photo, namely the photo of Gwendolyn Rutten on her Instagram page blowing a bubble. It is a beautiful, beautiful bubble in purple-green colors. It's a beautiful picture. Mr Prime Minister, at that time you were not so satisfied with that image. Mr Lachaert was furious as well as Vincent Van Quickenborne, before becoming the biggest fan of the current government. Today, however, you are blowing those bubbles yourself. Today, you are doing exactly what you accused Mrs Rutten of doing. You put air in your numbers. The Court of Auditors is gonna pop that bubble. The experts are piercing that bubble. It would adorn you if you kept your promise and listened to the experts. The European Commission is actually doing the same analysis. She too has been a guest in the European Parliament. She makes three decisions. First of all, you're a rich man. Your figures in terms of deficit, growth, private consumption, exports, unemployment and productivity are all considered unrealistic. The European Commission comes up with detailed tables that show that your figures are simply not correct. Personally, I found the most striking example of the European Commission's analysis of public debt. In your budget, you state that there are additional expenditures due to corona, which, by the way, makes sense. That means they need to be funded, which will have an impact on the government debt. However, we do not need to panic, as from 2022 and even from 2021, public debt will begin to fall again. However, the European Commission notes that this view is not correct. Government debt will continue to rise in 2021 and later. So you're not just putting an invoice on the table today and you're not only bringing new taxes, but also additional debts, which in future will be taxes for our children and our grandchildren. That is the first lesson of the European Commission. The European Commission's second lesson is the following. The European Commission states that you may be able to pretend that you have made an effort, but that this is not the case with all European countries. After all, the European Commission is not only making an analysis of our budget, but also of the budget of all the European Member States. What is the European Commission's position? The deficit is only greater in one country than in Belgium, particularly in Spain. One country is doing even worse than your government, and that is Spain. All the other countries in the European Commission have a better budget than you, all of them. They too have the challenge of corona. They too have the economic impact. They still have a budget that is better than yours, except Spain. Perhaps that's your reference, but certainly not ours. I come to the third lesson of the European Commission. All the reports are here. Not only did she look at budget deficits, she also looked at policy. How big is the impact of the corona crisis? How much prosperity is affected? How did they do that? They looked at the situation today, during corona, and they compared it to the situation before corona. What does that show? Again, we're champions. The loss of prosperity is again greater with us than in the rest of the EU. There are two countries that are doing even worse: Spain and Italy, but everything else is doing better. Everyone has a better economic policy that has less economic impact in the EU than your government. Your government hasn't been running for two months, Prime Minister. Your parties were already in the Wilmès government and had already been given the keys to implement the Corona policy. It would be a good thing for you to take responsibility for that. In any case, the European Commission makes that analysis and says: Belgium is champion, but in all the wrong championships. Is there a prize you don't want to win? Belgium gets him: high taxes, high public debt, high deficits, high welfare losses. Hopla, all the prizes they don't want, all the championships they don't want to win, Belgium is on stage. Congratulations. At the same time, we must always be honest. What is the honesty in this debate? It is not easy to draw up budgets today. The context changes every day. There's gonna be more severe numbers, then even more severe numbers. We're going from one misery to even bigger misery, and that's constantly changing. It is not easy to draw up a budget in this context. That's right. My accusation is not that this is not obvious. I think it is logical that at some point you should complete that exercise, draw up texts and tables and come to Parliament to put it to the vote. I respect that a choice is made and that progress must be made within the variable context. That's not my criticism. My criticism is that you don't listen to the experts. Within this uncertainty, you do not choose the certainty that there is. Even in a crisis, there are facts and certainties that you could take into account, but you are quite deliberately not doing so. Hence my appeal to you, Prime Minister. You say the government will listen to the experts. Then please do so. Listen to the experts, listen to the Court of Auditors, listen to the European Commission. You yourself say that you are leading a very pro-European, even europhile government. Then I cannot imagine that you would simply side with the European Commission's opinion. Unfortunately, it looks like you're doing that. We have already had part of this debate in committee. I remember a speech by Mr Laaouej, leader of the PS group. You will have to forgive me, Mr Laaouej, but I got a feeling of flashback to the period of the Di Rupo administration. At the same time, there was a lot of criticism from the European Commission about the budget. But the answer of the Di Rupo government was: who is Olli Rehn? The European Commission was then competent to carry out the analyses of the countries. But all the government said back then was, "Who the hell is this man?" We're just doing our own thing. They can send us as many reports as they want, we can just put them next to us. Prime Minister, I hope that is not your style and that you do not choose Mr Di Rupo's tradition, and that you will, on the other hand, take account of the budgetary experts. The second promise in your coalition agreement: "no panic, everything will be fine, you can trust us." This government has said this a number of times. That's one of the red threads from Secretary of State De Bleeker's policy statement. Everything's gonna be okay. We can sleep on our two ears, because we finally have a real leader. The Wilmès government is gone. We have a real leader. But let's be honest, we actually have two leaders. Mr De Croo is a Prime Minister in terms of title, Professor Vandenbroucke is actually Prime Minister. We can sleep on both our ears. Everything's gonna be okay. That's not true. It's just not true. Your budget is already running a huge deficit. The European Commission and the Court of Auditors say so, but you simply ignore it. But this isn't the end of it. You manage not to include costs that are certainly not included in your budget at all. Madam Secretary of State, we should have a word about that. First of all, the corona vaccines. We all know that we need to order the vaccines and that they need to be administered soon. That's gonna have to be paid for, too. We're not the only country in the world to get those vaccines for free. We too will have to pay for these vaccines, but the budget includes EUR 0 for them. Nothing, zero, nope, nada, nougat balls. It is a crisis, we know that it is not obvious and that the timing of the vaccines is already difficult, but the signal your government is sending to the people is that we are not even sure whether we will be able to pay for those vaccines. Mr Kathleen Depoorter asked that question in committee and what was the answer from Minister Vandenbroucke? The pennies aren't provided. Mr Depoorter once again asked Professor Vandenbroucke this question in plenary and what was the answer? The pennies aren't provided. The Court of Auditors makes the analysis and says, I quote from the report: "The money is not foreseen." Mrs De Bleeker, I put the question to you in the Committee on Budgets. You couldn't answer back then, but you did this morning. I asked the question again on Twitter, and then you tweeted an answer that pissed me off. Do you know why? Because you say in your tweet that a corona commission of 907 million has been provided for and that if it were not enough for the measures and the vaccines, we will then continue to supplement them. You give the impression that the EUR 907 million will allow at least some of the vaccines to be paid. What is in your own budget? What is the response from Minister Vandenbroucke? That a commission of EUR 907 million has indeed been entered in your budget in two parts, 500 million and 407 million. Of this, 500 million goes straight to hospitals, as was the case in 2020. So there's 500 million missing immediately and then 407 million left. Of this, Minister Vandenbroucke has explicitly said that it is already intended for additional costs in the areas of health care, consultation and personal protection, but not for vaccines. He has explicitly said that it is not registered for vaccines and what do you say on Twitter? That we will spend that money twice and pay for the vaccines with it. That's not serious. That Minister Vandenbroucke has got $400 million to buy useless medicines, such as remdesivir, we have seen, but he hasn't registered money to pay for the vaccines, he says so himself. In your communication on the social media, you act as if the money could be used for this, but that is really not serious, Prime Minister. People are insecure, they want the guarantee that the vaccines will get there quickly and that they will be able to be paid. That question is actually almost laughed away, when not only we make that remark, but also the Court of Auditors. It refers to a commission of EUR 900 million, but this year there was a commission of EUR 4 billion for corona, and you pretend that next year you will solve all the problems with EUR 900 million and that you will also be able to pay EUR 370 million for vaccines, because that will be about the cost. This is simply irresponsible, Prime Minister. You're just laughing at people, you're turning a wheel in their eyes. This just can't be happening. If you come up with some kind of grievance later, I will be happy to hear it, but at least I assume that you will confront yourself with the statements made by Minister Vandenbroucke, who has repeatedly said that the EUR 907 million is gone, that there is no money for the vaccines. You do not listen to the experts, you do not charge the costs of the vaccines, and there is another big challenge ahead: the Brexit. In a time of crisis, there are also certainties and, unfortunately, it is a certainty that the United Kingdom will leave the European Union. We do not yet know exactly how that will go, whether there will be a thicker or a thinner border, whether there will be a deal or not, but we do know that the Brexit is coming and it will have a very big financial impact, especially in Flanders, especially in West Flanders, my own province. If there is no deal, we know that around EUR 3 billion less will be exported to the United Kingdom. Today, we are exporting around EUR 29 billion, but that will immediately amount to EUR 3 billion. Even if there is a deal, EUR 1.6 billion less will be exported to the United Kingdom. I would think that you would take this into account in the budget and that you would nevertheless provide for a number of aid measures because it is a corresponding amount. The Brexit can have a huge impact: more than 40,000 jobs can be compromised. Well, there's 26 million euros in the budget for the Brexit. Hundreds of millions of euros for corona, 26 million euros for the Brexit. That's not serious either. If we ask a question about this, then the answer is always the same: that is not bad at all, because the European Commission comes up with a bag of money, a EUR 5 billion Brexit fund that will solve all our problems. What you're not saying is that that bag of money will have to be distributed. Not only Flanders, but also France, the Netherlands, Denmark and Ireland are affected. Nor do you say that the distribution key of the EUR 5 billion is still unknown. I have repeatedly asked for your target figure, but your government does not even know how much of that 5 billion it wants to achieve. Perhaps, after my question, a calculation has been made, but last week it was not yet the case. So you are telling us a story as if Europe could save us with that EUR 5 billion. You say that you will solve it with EUR 26 million in your budget, because we can trust you, we can sleep on both ears, as you are doing serious work. Your government, you say, will not excel in amateurism. Well, please. Soit, the promise to listen to experts, we don't respect. The promise not to count us rich, neither do we respect it. The third promise is that there will not be too much air in the figures, but that there will be a realistic calculation. In this context, I would like to mention two examples. A first example is employment policy. It's not funny, on the contrary. Your budget is turning red and social security is turning dark red numbers. In fact, we all know that there is only one solution, namely more people at work, so that we have to pay less benefits and more income. That must, of course, be done in a sensible way. People who can work have to work.
ParlaMint-BE_2020-12-16-definitief-55-plenair-ip076x.u8	Mr Loones, Mr Hedebouw wishes to interrupt you.
ParlaMint-BE_2020-12-16-definitief-55-plenair-ip076x.u9	Mr Loones, I will explain my criticism of this government's budget later, but you are talking about social security now, and I find that strange. You are now speaking for 15 minutes, but in the last five years N-VA has always returned the word "saving": saving, saving. Now, after 15 minutes of your speech, that word still hasn't fallen. You're talking about social security and you're saying we need more jobs. On 9 January 2016, Bart De Wever said: "There is only money in social security." When, in 2016, a reduction in the number of beds in hospitals was also discussed. Ladies and gentlemen, I am sure you will remember that discussion at the time. We can certainly discuss to what extent Maggie De Block was doing this, but the N-VA was also a very enthusiastic government party that said that the number of beds in the hospitals should be reduced. Mr Loones, come back to that sentence of Mr De Wever, said on 9 January 2016: "There is only money in social security." Or do you think the government should go further in this direction? What is your position on the matter today?
ParlaMint-BE_2020-12-16-definitief-55-plenair-ip076x.u10	Thank you for your question, which gives me the opportunity to look back somewhat satisfied with the result of the Swedish Government, at least the part of it that we have walked along. That was actually a cool government. She has managed to reduce the tax burden. It has managed to bring the public debt below 100 %. She has not only reduced taxes and public debt, but she has also succeeded, Mr Hedebouw, in helping a lot of extra people to get a job. Maybe that's the difference. I'm okay with that. I think having a job is an added value. This is important not only for the person himself, so that he strengthens himself individually, but also for all of us, because in this way no benefits must be paid, but, on the contrary, income can be obtained, in a positive way. Those people will be working for our state. You also said that we wanted to save a huge amount of money. (laughs) A bit serious, in Belgium it is simply impossible to reform very strongly. This country just won't allow it. That is also what we have established. Yes, we have been able to do all kinds of things with the Swedish Government, but this country is not structurally reshapeable. That is simply not possible, unless one chooses confederalism, unless one goes for firm recipes. I would also advise you to look on the social media at a very sensible economist, Bart Van Craeynest. A few days ago, he posted a nice chart in which you can see what I just proved: there was no huge savings on public spending. They have just continued to rise because economic growth has also continued to increase. GDP continued to increase. The economy grew and in absolute terms spending is thus continuing to rise. There has been no huge saving, as you are trying to put into the market. Those are the simple facts. I shall come back to employment policy and the budget.
ParlaMint-BE_2020-12-16-definitief-55-plenair-ip076x.u11	Mr Loones, this debate was held in the government. There may also be a debate on the bilan. The political positioning of the N-VA in the government was earlier socio-economic right. I asked you whether you still support Mr De Wever's political stance that social security should be cut today. I have heard your answer, but you do not answer the question. If you were in the government, would you cut social security? There was also a concrete debate at the time on the financing of hospitals. Does the N-VA still have the same position or has it changed its position?
