ParlaMint-BE_2020-06-25-55-plenair-ip048x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2020-06-25-55-plenair-ip048x.u2	Proposal submitted by: Proposal tabled by: Wouter De Vriendt, Samuel Cogolati, Christophe Lacroix, Séverine de Laveleye, Georges Dallemagne.
ParlaMint-BE_2020-06-25-55-plenair-ip048x.u3	The text adopted by the committee serves as the basis for discussion. (Rgt 85, 4) (1071/6) The text adopted by the committee is the basis for the discussion. (Rgt 85, 4) (1071/6) The discussion is open. The meeting's open. The rapporteur is Mrs Jadin who refers to her written report.
ParlaMint-BE_2020-06-25-55-plenair-ip048x.u4	Mr President, I should like to make a brief statement on this resolution. We have tabled this resolution with a number of objectives in both the humanitarian, political and legal fields, in order to address the situation in Idlib. That is what is urgently needed. The UN is also calling for more humanitarian aid funds. Our resolution has received a majority in the Committee on External Relations. I would like to thank my fellow Members for that. Our resolution contains three parts. The most important and concrete of these is the humanitarian component, which calls on the government to provide for an additional contribution on the budget line of humanitarian projects, in addition to the funds already provided for this year, to some three funds. Firstly, the Humanitarian Fund for Syria, for which EUR 7 million was already foreseen this year. Secondly, the Syrian Cross-border Humanitarian Fund, for which EUR 7 million was already foreseen this year. Thirdly, the Central Emergency Response Fund, for which EUR 17 million was already foreseen this year. This resolution calls on the government to release additional funds and to respond to the call of the United Nations, in view of the serious humanitarian needs in the region. On the diplomatic front, we call on the government to commit itself to extending the UN cross-border assistance mechanism for the north-west of Syria and for cross-border access to the north-east. The third part concerns a number of legal questions, requiring the Commission of Inquiry on Syria and non-governmental human rights organisations to have unhindered access to the country in order to make the necessary findings. We are also making a plea to try to bring those suspected of war crimes and crimes against humanity to justice. We have also had a discussion on this in committee.
ParlaMint-BE_2020-06-25-55-plenair-ip048x.u5	Mr President, I would like to respond briefly to the proposal put forward by my fellow Members. As in committee, our amendments form the basis for my speech. You know that Flemish interest often refers to reception in the region as a solution to the refugee problem in Europe, because according to our group, refugees would be better received in the region of origin, for example in neighbouring countries. After all, they do not have to undertake a dangerous journey to Europe for which they have to pay a great deal of money to smugglers, with all the consequences. In addition, they could return to their own countries more quickly if that home country became safer again. Finally, this could solve many problems in Europe associated with migration, especially illegal migration. For these reasons, we have tabled a number of amendments in committee. First of all, we want to add to the proposal the statement that reception in the region is preferable to illegal migration in every respect and for all concerned. A third amendment is not now on the table and I will simply put it to the vote. Our second amendment is very important and has just been referred to by Mr De Vriendt. Indeed, an essential element of the resolution proposal is an additional contribution to the United Nations HRRP. We believe that if this is to be done, these resources should be sought in the donation of the Federal Agency for the Reception of Asylum seekers. By allocating additional resources for the reception of refugees in the region, we can save on the reception of asylum seekers in Belgium, and a shift of these resources seems to us to be very fair and fair. Mr President, with this I also have our amendments which will be justified again in the near future.
ParlaMint-BE_2020-06-25-55-plenair-ip048x.u6	Mr President, as a penholder with Germany and Kuwait in the Security Council on the subject at hand, the government can certainly play a significant role. That does not apply to all the resolutions in the Chamber, but the resolution before us can therefore get its feet in order to express it in this way, and have more meaning than a run-up. The agreement between Turkey and Russia has resulted in a ceasefire, which is always precarious. The proxy conflict in Libya and the condition in Idlib sometimes give the impression of being communicating vessels. The situation that is very unstable in one region usually has an impact on the other. The question of a cease-fire and keeping a humanitarian corridor or humanitarian corridors open seems to be the most ethically responsible choice. We support that choice, albeit not without some reservations, which I would like to formulate here. From a strictly rational point of view, there are arguments against this choice. Of course, they offer a breather, which is a good thing for the population. However, there is a risk that the conflict will be extended and that support for jihadic groups with direct ties with Al Qaeda will be offered. We must not be naive. These corridors, which are intended to bring food to the population, which is an initiative that needs to be supported, can and will probably also be abused at least in part for the transport of weapons and ammunition. A no-fly zone is of course a protection for the defenceless citizen, but it is of course also for the jihadis. Freezing at a certain time of the status quo is not just black and white a positive thing. We must keep that element in mind when discussing the text before us. We do not, of course, want there to be a so-called frozen conflict in the Idlib region, with a de facto permanent Turkish occupation, as there is one at the Golan Heights, for example. In other words, we really have to choose between two potential evils. We in the N-VA are particularly sensitive to the use of funds for reception and protection in the region, which hopefully prevents a number of people from taking very dangerous and expensive trips of thousands of kilometres. That is certainly an argument that has to play with this. Originally, the situation at the Turkish-Greek border and any material or moral support from Turkey to fighting groups in Idlib were not mentioned. We thought that was a shortcoming. We thought that was a flaw. This has been dealt with by amendments which, I believe, have improved the text. That has also proved to be true, because I may not be the only one who has received a letter from the Turkish ambassador in recent days, who was rather moderately enthusiastic about the adjustments. If it is my job to be here for the sake of the Turkish ambassador in all circumstances, that could be an argument. But that is not the case. I read that letter, but it doesn't change our minds. We shall therefore support this resolution, although we must realise that, like everything else in the world, this text is not entirely risk-free, especially in the international battlefield which confuses everything in the Middle East. But the pros are considering the risks, and we will support them.
ParlaMint-BE_2020-06-25-55-plenair-ip048x.u7	Mr President, ladies and gentlemen, the pros are up against the counters, all the more so because the situation in Idlib is really poignant. It concerns 1 million people, of which 81 percent are women and children. The UN is talking about the biggest humanitarian horror story of the 21st century. There are no alternatives to humanitarian corridors for the time being. We must accept our responsibility and give humanitarian aid. People live in tents and trees. The winter with the worst cold is fortunately over, but diseases are still around, including COVID-19. Living conditions therefore cost human lives. We are therefore kicking in an open door when we say that humanitarian aid is urgently needed. Our country has made a great deal of efforts in recent years. Last year our country provided EUR 21 million in humanitarian aid. This year is EUR 14 million for the time being, but of course we can do more. The UN states that additional resources are needed for the humanitarian emergency plan for North-West Syria, to which Mr De Vriendt also referred. We confirmed our commitment to the UN Security Council in February. I think it is useful for Parliament to support that. We are grateful for the submission of this motion for a resolution, which we also fully support.
ParlaMint-BE_2020-06-25-55-plenair-ip048x.u8	Mr President, ladies and gentlemen, the resolution before us today calls for increased humanitarian aid in northern Syria. With my group, of course, we are in favour of this humanitarian aid and we support the people who are suffering from a war that has been going on for too long. This resolution is aimed primarily at Russia and Syria. It is clear that these forces have their responsibility in this conflict and use reprehensible methods. However, other forces are equally responsible and accountable for the situation in the region. They are completely absent from this resolution. I am thinking of Saudi Arabia, Qatar, Israel. I am also thinking of forces like Hayat Tahrir al-Sham, who is the last incarnation of the Nusra Front and who controls much of the Idlib region. Al-Nusra was the Syrian branch of al-Qaeda, the Front de libération nationale, an alliance supported by Turkey, which includes pure and hard Islamist groups as well as several groups fighting under the banner of the Free Syrian Army. A branch of al-Qaeda, the Islamic Party of Turkistan, not all these actors are mentioned in this resolution when they play an important role in northern Syria. If, in this text, we must not limit ourselves to humanitarian aid and take a political position, we want all belligerents to be taken into account. We must not be biased or reducers in a war involving several foreign actors. Mr President, we shall abstain on this resolution.
ParlaMint-BE_2020-06-25-55-plenair-ip048x.u9	Mr. President, please excuse me for my slight delay. Madam and gentlemen, ladies and gentlemen, while we discussed earlier in this plenary session the potential resumption for Belgium of military missions via its F-16s in the coalition against Daesh, this text is obviously essential. For my group, as I recall, the resolution of global conflicts is - more than an anti-enne, it is a conviction rooted in us - by strengthening multilateralism and respecting international law. This is tantamount to giving priority to prevention, dialogue and diplomacy at all levels, even in times of crisis. From this point of view, the fundamental role of the United Nations and the European Union must be given priority. At our level, permanent dialogue between the Departments of Defence, Development Cooperation and Foreign Affairs must be pursued in the formulation of policies, in particular in terms of conflict monitoring and post-conflict reconstruction, in order to ensure lasting peace and coherence in development policies. We must never underestimate the stakes of "after" in the long term, at the risk of reviving the same horrors. Unfortunately, in this case, we are still in the "now". Indeed, we are all aware of the current situation in this part of the world from which a particularly atrocious human suffering arises. Meanwhile, diplomatic progress appears to have stalled and the security situation is far from improved, as evidenced by the presence of numerous militias and terrorist groups. I am not even talking about the impunity that seems to prevail, while various international reports follow each other to show on many occasions the horror of the abuses of the Syrian regime, both in the use of chemical weapons and in strikes against schools or hospitals. The crisis of the VOCID-19 has led to this situation, however unsustainable it may be, going under radar. This text is essential. That is why I co-signed it with, of course, the agreement of my group. Until a structural solution for peace is found and international organizations and justice can act freely, our country must maintain its strong and coherent three-D strategy in the region, particularly in the humanitarian sphere. It is the meaning of this text that calls on the government to provide in the short term for the provision of additional funds for the humanitarian situation in the Idlib region of Syria. The text also recalls, at the diplomatic level, the importance for our country, through its seat on the Security Council, of continuing to make every effort to ensure that international justice can do its work in that region. Respect for multilateralism, human rights and international law must guide all our actions and positions. More than ever before, we must be part of any initiative to help the populations affected by these abuses, both in humanitarian and socio-economic terms, in Iraq, Syria and, of course, in the neighbouring countries that are hosting the most refugees fleeing barbarism. Here too, the European Union has a leading role to play. The aim is also to ensure the renewal of the United Nations cross-border assistance mechanism, thereby enabling United Nations humanitarian agencies and their implementing partners to deliver food, medicines, medical supplies and essential assistance to civilians in need. I was able to question the minister in committee on this point. I therefore hope that this text by my colleagues, which I thank very much, can be adopted by our House and, above all, that it will be followed in practice by our Government. Thank you for your attention.
ParlaMint-BE_2020-06-25-55-plenair-ip048x.u10	I would like to thank the initiator, Mr De Vriendt, for a motion for a resolution on a matter which, as Mrs Van Hoof said earlier, perhaps few people in Europe know the order of magnitude and depth. It is a terrible humanitarian crisis, in a context where international action has been repeatedly called for in recent weeks to stop air strikes because human suffering and deprivation are so great that helping so many people becomes a necessity. In this sense, it is a bit of a wretched debate here in plenary today, especially in view of the ease with which air strikes are welcomed and the lack of ease with which this Parliament is prepared to make additional resources available in the event of such a massive humanitarian crisis. I certainly thank the initiators, and indeed the speed with which we have been able to do and improve it, as Mr De Roover said earlier. I would like to send the message to the government that we have the position to ensure that this unlikely humanitarian crisis becomes much better known and that it becomes very clear that Belgium, without any conditions, without fear, will move without resources, but really with additional resources, will alleviate the humanitarian crisis there. It is not only a major crisis, it is also far too long before an international initiative is launched. As Mr De Roover said, this is a resolution on which Parliament must ensure that it is used effectively. She gives a mandate to the government to do what is necessary. I will not repeat myself in two resolutions, but I am sorry that in such resolutions there are still people who find reason not to approve them. I would like to express my thanks to those colleagues who will vote in favour.
ParlaMint-BE_2020-06-25-55-plenair-ip048x.u11	Mr President, I am pleased that this resolution is being put to the vote in this House. This makes it possible to highlight the dramatic situation that still prevails in Idlib. This is a situation that has tended to be forgotten in recent weeks, in recent months, due to the fact that today media attention is focused mainly on the fight against the pandemic. Yet these people deserve our full attention as well as additional humanitarian aid than they are receiving today. So I'm glad. In addition, I have co-signed this text. I would like to return briefly to two or three points. First of all, I think that with humanitarian aid, what is always important is the protection of the people. For having been with these people for a long time in another life, I certify that the first need for a civilian population is to be protected. Unlike others, I make the link between the stabilization operations in the region we are conducting. We are trying to prevent other tragedies from occurring. And if there were only humanitarian aid, we would always be too late in relation to the suffering of civilians. I therefore establish this link between the need for protection and the need for humanitarian aid. In view of the letter we receive from the Turkish Embassy, I am pleased that it responds to our debates and expresses its point of view, but I cannot let go of the elements that hinder the Turkish Ambassador and, through him, his Government. First of all, he protested that Turkey did not support a group of armed jihadists in the Idlib region. Unfortunately, we all know – I insist – that Turkey has given its support and continues to give it to many jihadist groups in the region. I simply want to point out the very shocking murder and the hallucinating violence of Kurdish leader Hevrin Khalaf. Everyone remembers it, it was in October 2019. She was murdered by the Ahrar al-Sharqyia group, which was supported, armed and financed by Turkey. I therefore believe that the Ambassador should at least remember this example, among the many examples in connection with support for jihadist groups. Furthermore, we call on Turkey not to seek permanent occupation of Syrian territory and the Ambassador tells us that he occupies Syrian territory in full agreement with international legality. In this regard, we can only disapprove of this view, because there is no legitimacy, no legal basis for Turkey's current occupation of Syria. Therefore, we were right to ask Turkey to respect the integrity of Syria's borders.
