ParlaMint-BE_2020-03-12-55-plenair-ip027x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2020-03-12-55-plenair-ip027x.u2	First of all, I would like to inform the Chamber that we discussed the state of play regarding the corona crisis in the Conference of Presidents. The Conference considers that the work of the Chamber should continue, taking into account, of course, the directives issued by the government, which we follow from hour to hour. As far as the staff of the Chamber are concerned, we are in agreement with what is applicable to all members of the public office. I mean that, for example, working at home and following committee meetings via the livestream are allowed. One is not obliged to be physically present. There are sufficient possibilities to respect caution. We will cancel all visits from Monday. There are a lot of associations and schools visiting the Chamber and I think that this entails unnecessary risks. The monitoring of our work in the gallery is also suspended, except, of course, for the members of the press and the officials. It is important that I inform you of this, because the core task of the Chamber is, of course, parliamentary control of the government, and I believe that it should be safeguarded at all costs. Finally, I would like to point out that international contacts, such as foreign missions, have in principle all been cancelled, except where certain priorities apply. With regard to next week's work, only the meetings of the priority committees will take place. Maybe we'll see about that on Monday. This means that at the moment the meetings of the Committee on Finance and the Budget are certainly being maintained, and I am looking at the Minister for the Budget. The Court will have to give its opinion on the provisional appropriations in the next few days. Together with the Conference of Presidents, we are following the issue further. Should the government take additional measures, it goes without saying that we will comply with these measures. So much for my announcement.
ParlaMint-BE_2020-03-12-55-plenair-ip027x.u3	We shall now begin Question Time. Nor can it be other than that a lot of questions about the coronavirus act. On this point, the Conference of Presidents has agreed that all the groups that have tabled questions will, of course, be dealt with. I would also suggest that there should be some flexibility to allow questions to be dealt with not for two minutes but for three minutes. There is only one questioner, which combines the various aspects, such as health and economic impact, into one question. The government, which is well represented here with the Prime Minister and all the competent government members, will then respond. As regards the replies, it was agreed that it was not necessarily the questioner responsible for the reply. Someone else may therefore be referred to for the reply, which may not be one minute but one and a half minutes. There are a number of other questions, but only three of them do not relate to the corona crisis. They will be discussed afterwards. Are you sure you don't mind? [[No.]] Thus shall be done. No observation? [[No]] That will be the case.
ParlaMint-BE_2020-03-12-55-plenair-ip027x.u4	Mr President, Madam Prime Minister, ladies and gentlemen, first of all I want to take advantage of this question to address my emotional thoughts to the first victims of coronavirus in our country, as well as to their loved ones. Secondly, I would like to thank you for the constructive work you have done in consultation with the federated entities as well as with the specialists, especially the virologists. In addition, I want to thank you for the common sense instructions that were issued to the population, which were essential. You understood that, despite the institutional complexity that you highlighted at the previous plenary session, it was nevertheless the federal responsibility to take action in the event of a pandemic. You also understand that we urgently need to slow down the spread of this virus in our country to avoid overloading our hospitals and, ultimately, ensure proper care for our patients. I must, however, regret a number of things in relation to the measures you have taken, but above all in relation to their follow-up. First, on Tuesday, you recommended prohibition measures since municipalities, provinces and regions remain competent to cancel certain events. However, some have taken the opportunity not to follow these recommendations, which has deliberately put our people at risk in order to politicize this crisis. I find this totally unacceptable. Secondly, according to figures from the World Health Organization (WHO), Belgium is now the first European country in terms of the speed of spread of the virus, with a rate that exceeds the 20 confirmed cases per million inhabitants. Thirdly, we still lack reagents. It's always coming to us from the ground. It shows that some hospitals get the results directly, while others have to wait several days, days that are crucial to the health crisis we are facing. Fourth, general practitioners and nurses still lack masks and detection equipment. Finally, doctors deplore that suspicious cases could not be dealt with simply because their last contact with a risk area was 14 days old, while the incubation period for some could be longer, up to 27 days. There's still a nuance between the two. As a result, the Prime Minister – I would point out that my questions were initially addressed to the Minister of Health – why did Belgium, as soon as the pandemic in China was announced, not acquire a strategic stock of masks? When will we have sufficient reagents? In the meantime, should we not isolate any symptomatic patient? With respect to incubation time, is it necessarily fourteen days or may it be longer? If so, will the patient have to wait for a decision from the doctor to terminate his confinement?
ParlaMint-BE_2020-03-12-55-plenair-ip027x.u5	I would like to make it clear that the government is represented by all ministers who have some competence in this area. They're gonna split the answers.
ParlaMint-BE_2020-03-12-55-plenair-ip027x.u6	Mr President, Prime Minister, ladies and gentlemen, it is clear to everyone that Belgium, and not only Belgium, is facing a huge challenge. That huge challenge creates uncertainty and fear. In these times of uncertainty and fear, there is also a point of light, namely the solidarity and resilience of our fellow countrymen. We have seen this before in the attacks in Brussels, and we are seeing this today. There is an incredible sense of responsibility for nursing and caring staff, for the local authorities. Cultural institutions decide to ban events in financially very difficult times themselves. Companies take measures themselves and place the health of their employees above profit. This solidarity and resilience is embedded in Belgian society and is unique to Belgium. The political world must embrace them more and support them better. That requires leadership. For the Ecolo Green Group, leadership does not begin to fantasize here in the gallery about what action should be taken now. I won't. I think we should leave this to experts. When experts ask to ban events, we forbid events. If experts ask us to close schools, we close schools. If experts ask for medical supplies, we do. Madam Prime Minister, I would ask you to follow these opinions and take these measures without delay, even if they are sometimes difficult measures. Exceptional circumstances require exceptional measures. Exceptional circumstances also require clarity. Unity of message, not a whole series of press conferences, not even a whole series of answers in Parliament today, but one message and one spokesperson. Unity of measures, everywhere the same measures in Belgium Flanders, Wallonia and Brussels. The corona virus knows no language. The virus can affect seniors in Arlen, but also in Ostend. I want to make it very clear that you, Madam Prime Minister, are in charge of us. You're the boss for us. You will have that confidence from the Ecolo Green Group. You will have that confidence from the Belgian ministers. You will have that confidence from the Belgian mayors. Even though some find it difficult, the motto for the coming days and weeks is "L'union failure la force - Converging makes power." Madam Prime Minister, we'll give you a chance. Show leadership. Get some clarity. Only together can we cope with this crisis.
ParlaMint-BE_2020-03-12-55-plenair-ip027x.u7	Mr President, Madam Prime Minister, the coronavirus is expanding further. Since yesterday, we can officially talk about a pandemic. In the meantime, more than 300 people have already been infected in our country. Every day there is growing concern but also uncertainty. Firstly, I would like to express my respect for all the care personnel who, in these very difficult circumstances, ensure that the epidemic does not have any further spread. Madam Prime Minister, people are worried and have a lot of questions. It has already been said that clear guidelines and clear communication are needed at such a time. There must be a unit of command. This is certainly not the time for political games. Madam Prime Minister, that clarity is unfortunately not given today. People don't understand that one school closes and the other stays open. People don't understand that one retirement home closes faster than the other. However, the experts are very clear. The corona virus is here and will not disappear. All we can do is slow down the epidemic. We must therefore avoid a rapid peak and our hospitals facing a great many victims. That is why uniform and clear measures are needed. What instructions have been given to the hospitals at the moment? Why hasn't the federal contingency plan been announced? That creates the advantage of unity of command. If people can work at home today and have to work at home, why is this directive not clearly stated?
ParlaMint-BE_2020-03-12-55-plenair-ip027x.u8	Mr President, first of all, on behalf of my group, I would like to express my sincere condolences to the families and relatives of the first victims of the coronavirus. Prime Minister, my question will be divided into two parts. First of all, I will remind you that fear and panic are often very bad counselors. I have been repeating this since the beginning of this health crisis. Thus, since the appearance of the latter, we see a series of behaviors, which are neither ethical nor rational: purchases of panic, storage of products, speculation, etc. These behaviours include, in particular, products necessary to stop the spread of the disease. Hydro-alcoholic gels have seen their sales grow by more than 1,800 per cent in one month. Their price rose by more than 700% over the same period. The protective masks have also experienced this inflation. A trader recently explained in the press that he had dried up the European market to create a shortage of protective masks. The price of these masks has increased tenfold since the beginning of the crisis, while our general practitioners, our front-line agents, home nurses, the paramedical sector and the hospital sector are in dire need of them. Madam Prime Minister, it is unacceptable for speculation to occur in the context of a health crisis, such as that of VOCID-19. On this basis, the French President has recently taken measures: he has limited the 100 ml of hydro-alcoholic gel to 3 euros and has requisitioned the protective masks to reserve them to the healthcare staff. My questions are as follows. Are such leads under consideration? Are you going to use legal means? I am thinking in particular of books V and XVIII of the Code of Economic Law, the law of 22 January 1945 on economic regulation to stop these market failures. What is your response to today's speculation about the Coronavirus epidemic? Finally, I would like to announce that the PS Group will table a proposal for a law to address these issues, to combat speculation and to correct certain market failures in the event of a health crisis. Finally, Madam Minister, it was reported this morning that five million masks were coming to Belgium this Friday. I assume and hope that this arrival will enable us to properly equip our general practitioners, our nurses at home, the people who work in the paramedical sector, who are sorely lacking. I met them again this week. They're shouting an alarm, Madam Minister of Health. I hope they will be heard and equipped. In conclusion, I have just received a call for follow-up to a meeting with the governor of the province of Hainaut and all the mayors. The mayors are behind you, Madam Minister. What they are waiting for are clear measures for the country as a whole to stem the coronavirus epidemic.
ParlaMint-BE_2020-03-12-55-plenair-ip027x.u9	Madam Secretary, ever since the Corona virus hits our country, I keep hearing you say again and again that we should not worry and that it is just a flu. But the reality is different: corona is deadlier, more contagious and a completely different type of virus than the common flu virus. So yes, Madam Secretary, our people are worried, and rightly so. We too are concerned. We are concerned because the information we receive from you is very unclear. There's hardly any information coming and when she gets there, she's chaotic and incomplete. We are concerned because the signals we get from the healthcare sector are anything but reassuring: lack of masks and protective material, insufficient and incomplete information, insufficient testing material, insufficient breathing equipment. Not enough of everything! We are on our way to Italian conditions, where the hospitals cannot cope with the influx. The images from those hospitals are shocking and reminiscent of war zones. Madam Secretary, you're going to have 15 million dollars at your disposal to fight the corona virus and implement your plan. I have only one clear question and I hope that I will get a clear answer. Mrs. De Block, you say to the people, "Stay in your barn." It is time for you to finally get out of your barn: show us your plan! Madam Prime Minister, you like to turn it into an urban or municipal authority: the mayors should draw their plan. Maybe I should ask this question to my mayor and the city council, but when will you accept your responsibility? The Prime Minister also specifically asked you to start the federal phase. Where is your action plan to deal with this crisis?
ParlaMint-BE_2020-03-12-55-plenair-ip027x.u10	Mr President, Prime Minister, we face a huge challenge. In Italy we see a taste of what it means when the corona virus really breaks out in a country. People have to stay inside, there are many deaths and the whole economy is also falling silent. Actually, the country's being shut down. As a political class, we face this challenge, but we must also be honest. Over the past year, we have seen a far from beautiful picture of politics. Politics has not succeeded in making a federal government in the Rue de la Loi for over a year, to create consensus on important measures for our society. The fact that we face challenges today is an opportunity for us as politicians to work together to find solutions in the uncertainty that people face. The worst thing we can do now is try to push the blackbird through, because that will really not get us there. Citizens expect from us clear and also united answers, the same communication across policy levels. The aid workers must now embark on a very difficult journey. If we follow very closely and implement the prevention measures of the government, we can avoid it getting as bad as in other countries. This means, however, that we must jointly defend these preventive measures. We simply need to keep a close eye on what is being said, without creating any more unnecessary unrest in our country. Economically, of course, this also has a lot of consequences. For example, for an independent entrepreneur who sees his order cancelled because of the still life, it is not evident. Fortunately, last week, the outgoing federal government submitted a number of measures that can really help. If things get farther out of hand, it will, of course, get worse and we will have to see what else we can do. Madam Prime Minister, first of all, I have questions about public health. A number of preventive measures have been communicated which have also been reviewed with the governors and mayors. Can we expect further measures today? Secondly, many commuters are also worried. We expect people to go to work and many workers use public transport. Measures are appropriate. What measures are being taken with regard to transport companies? Thirdly, what additional compensatory measures can be taken if the corona virus actually breaks out, as is the case in Italy?
ParlaMint-BE_2020-03-12-55-plenair-ip027x.u11	Mr President, first of all, I would like to encourage all doctors and nurses, and all those working in the healthcare sector, who are in the front line in the fight against the coronavirus. I'd like to thank them for their commitment. Madam Minister, you have held dozens of meetings with the other ministers to see how we should combat the coronavirus. And what's the result? That people don't really understand anymore. At federal level, certain things are recommended, in certain regions they are prohibited, and in other regions they are restricted. What a lack of clarity, Madam Secretary! My first question is quite clear: when will you take clear and uniform measures in this corona crisis? My second question is, of course, about resources. It is clear that we will need more resources to fight this virus. Yesterday, the PVDA proposed an action plan based on the WHO guidelines, which provides resources for both prevention and hospital capacity. But what have we seen? Yesterday the vote on that budget was postponed, as if there were no urgency. I now address Minister De Block. As a general practitioner, I can tell you that the situation on the ground is very serious. It is very important to be able to test people who may have coronavirus to know if they are infected and to be able to take appropriate action. Two days ago, we were told that we were not able to carry out the tests because there was a shortage of raw materials and that, therefore, they were only reserved for priority cases. However, I received an offer from a laboratory to test a person who is not on the list of priority patients. The test is carried out at his expense and costs 45 euros. This means that there is a shortage of raw materials unless money can be put on the table. Some, who are thirsty for profit, are now using the anxiety of people associated with coronavirus. This is also the case in Flanders. There I have colleagues who get the proposal from labs to pay up to EUR 130 if they want to know the test result quickly. Minister, I know you're going to receive a lot of questions today. Mine is very clear: what are you going to do concretely to requisition the equipment to ensure that patients who need the coronavirus test can receive it, free of charge?
