ParlaMint-BE_2020-12-17-definitief-55-plenair-ip079x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2020-12-17-definitief-55-plenair-ip079x.u2	The general discussion was resumed. The general discussion has resumed. Ladies and gentlemen, we are continuing the thematic discussion of external relations, specifically the development cooperation section with Secretary of State Meryame Kitir.
ParlaMint-BE_2020-12-17-definitief-55-plenair-ip079x.u3	Madam President, Minister, ladies and gentlemen, after a 24-hour marathon, we are finally returning to the soft sector with development cooperation. It's a very nice jurisdiction. I believe in it very strongly. I really had high expectations when I heard that we would have a Minister of Development Cooperation among us. Unfortunately, I find the budget and also the content of the budget to be a poor thing. After the policy paper and the policy statement, which we have spoken through together and which you have explained, I have actually seen very little of you in the last two months. There was a topical debate on which I could not be present, but quite apart from that, a number of things have happened. For example, we have had World AIDS Day. AIDS is a global problem, which could certainly be tackled in your department. A clear publication has also been published asking for more tests for AIDS. I haven't heard from your department about that. I'm also thinking about the covid crisis. We are in the process of vaccination here. The COVAX program has been launched. There are conversations with Pfizer and Moderna, but I haven't heard anything about that either. It may be up to me, but I am a little disappointed that I have not heard you, as Minister for Development Cooperation, take a real position on these very pressing issues. There is also a serious humanitarian crisis in Ethiopia. I think it's very quiet about that in your department, too. Of course, it can all be a matter of taking action, but I hope that there will be a very clear global policy and that effective action will be taken. In your policy paper, for example, you refer to the growth path, which you will develop, but we do not see any of that in the budget. Is that all for after 2024? Is it simply an ideological choice, which is not linked to concrete actions, without any rational approach? That's what I'd like to hear from you. There are absolutely positive things in the policy paper. I explained it to you, too. We believe that your continued commitment to women's rights is absolutely important. Your cooperation with security actors in certain development dimensions is also a good step forward. However, I see very few concrete budgetary plans there too. The cooperation in the Sahel between Enabel and Justice, for example, is not concrete. I would have liked to have seen concrete budgets on that. As far as the development of reception and protection of refugees in the region is concerned, we are your partner. We will certainly agree to that subject to certain conditions. You also attach a great deal of importance to integrity in this respect, as well as to self-reliance and resilience. That is good, but perhaps you can attach a certain conditionality and ownership to that, so that we can really plan a journey together. Madam Minister, your policy paper is actually more of a statement of intent than a real note of action and that is reflected in the budget. There really is a lack of clear targets. This will make your policy more difficult to steer and more easily stray. This also applies to the external actors you will work with. They will have to carry it out and they will have to have a clear objective where they are going. I miss that in the note and the budget that goes with it. I'm a little disappointed in that. What also disappoints me is that the equivalence of the partners is somewhat missed and that you ignore certain changing dynamics in Africa. We all see them. Unfortunately, the note does not contain the influence of other, regional and international players. It is a policy of choosing old solutions: small-scale agriculture, fair trade formulas and the link with migration. We agree that it needs to be fixed, but you are getting out of the way. While you allow more money from private actors to be invested, you also give the leading role to civil society. Without having to justify itself, civil society will, without any conditions or additional control, implement the policies and dictate the lines of action. I don't think that's the idea.
ParlaMint-BE_2020-12-17-definitief-55-plenair-ip079x.u4	What is also very special, and perhaps you can shed some light on that today, is the discharge. We discussed this during the discussion of the policy paper. In your note, you announce that you will work on the debt discharge. You are making way for development funding through debt cancellation, but you said in committee at the same time that that is not really your competence. Perhaps you have already had time to consult with your colleagues, Minister Van Peteghem or Secretary of State De Bleeker? Are there any funds entered for that debt discharge? Is it intended that you will take effective action, or is it an announcement policy? You will also make efforts to finance the climate, in addition to the development cooperation efforts, but that is the only point in the entire memorandum that mentions the regions. It happens in that too that it is agreed who will pay what. This is programme 14.54.6. Are the funds entered in them federal or regional funds? What's its distribution? I'm sorry, Madam Secretary. This is a nice department. It really should be a passion for man. I miss that passion for man. I would like to hear from you what you will actually do with this fine authority.
ParlaMint-BE_2020-12-17-definitief-55-plenair-ip079x.u5	Madam President, Minister, ladies and gentlemen, I will return to our discussion in committee. You have also heard the floor of our group, but I have not at any time heard you respond to or answer my group's concerns and questions. That's why I'm trying again today. I will, like Mrs Depoorter, make a general comment on your policy paper, which we have just discussed. I should also like to say that your policy paper contains many noble objectives, but you will forgive me if I say that there are also a number of woollyly, predictable and conditional factors in it. There are also many references to the current covid crisis, which makes sense, but we still lack a strong long-term vision. Your policy paper is, for a large part, simply a continuation of the previous policy. There's not much news under the sun. Forgive me again, but it seems a little old cabbage to me. I know you personally, Madam Secretary. We're peers from the most beautiful province in this country, aren't we? I know you as a driven politician. I would have judged you better in this respect. This policy area is very important and cross-border when it comes to packages of competence. I wanted to see a more important signal. A number of general concerns about your policy paper. You have indicated that, beyond the well-known general objectives, you also want to continue to focus on debt cancellation as part of that development financing and to urge other partners to do the same. You are also holding on to defining a growth path towards that standard of 0.7 % by 2030 and you are also talking about cash transfers as a means to reach the poorest directly. After your reply in committee, it is not clear to me what you intend to do: with this discharge, with the cash transfers and, of course, with the objective of 0,7% as the main growth standard, but on which we see very few concrete initiatives in your policy. You know that the Flemish interest is a social and national party. In this respect, we are in favour of solidarity with peoples in difficult circumstances. What we are proposing is that funding should promote self-reliance. You confirm this, I read. You also confirmed that in committee. You also argue for policy coherence, which is positive in itself. However, we do differ widely on the general view of development cooperation. We see that our world or region of Flanders, or Belgium if you like, is facing a number of global challenges such as migratory flows, globalisation, geopolitical conflicts and the corona crisis. Because of the fact that this international problem does not leave the Flemings untouched, we must dare to take action outside our own borders in a strong and self-conscious, independent way. This is primarily to ensure the prosperity, security and culture of our people. This brings me immediately to a structural point of pain for our party, in particular the division of powers. You must forgive us, we are Flemish nationalists. We see that Flemish development policy is not in Flemish hands. Development cooperation in this country is still carried out by the federal government, partly by the state governments and partly by local authorities. However, in 2001, almost twenty years ago, this federal Parliament, by means of a special law, has already called for the transfer to the Länder of the components of development cooperation relating to regional and community materials. That law was never implemented. The last working group of this data dates back to 2005. We find nothing about this in this coalition agreement or your policy paper. That division of competence therefore immediately creates financial uncertainty and it is perhaps therefore not possible to make this aspect clear in your policy statement. That is regrettable. As far as we are concerned, development aid should be used to remedy the structural causes of migration. This should focus, among other things, on combating Islamic fundamentalism, accessible food distribution, health care, education and also political reforms in exodus countries. Only in this way can we tackle the causes of economic and asylum migration at its roots and will these migration flows be reduced in the long term. At the same time, development aid can only be granted to our party if it is linked to a number of strict conditions. This can only be done with partners with a good and sound reputation and with guarantees that the money will be used in a targeted way. In addition, there must be clear compensations from third world countries. That is why I have a number of reservations. I hope you can give your views on that. You say that if our prosperity increases, our solidarity must also increase. But one must dare call a cat, a cat. In the light of poverty in our own country and the limited budgetary framework, we must dare to make choices. Where you are calling for a continuation of the policy in this area, we are strongly in favour of a reorientation of development policy, especially to the home countries of the largest group of recognised refugees and the non-European foreigners residing here. The funds allocated to development cooperation can stimulate reconstruction and socio-economic development in these countries. We must dare to question or question the target of 0,7%. I don't want that to become a fetish. We must also take into account the socio-economic context of the corona crisis. In this respect, we are in favour of an adjustment of the financial resources. Since we have not been given an exact framework, we cannot say anything specific about this. We don't know where the resources will go. A completely different vision from what is in store here but sometimes managers have to make bold choices to give a new impetus to the policy. I have two further questions concerning emergency humanitarian aid. As will be mentioned later, my group is opposed to stepping up development aid. Emergency humanitarian aid is needed in certain parts of the world to alleviate the suffering of the affected people in those regions. The region of the Sahel is the model of an area currently hard hit by, among other things, a serious humanitarian crisis, famines and armed conflicts. We're also very active with the DOD. On top of that, we also have the corona crisis. In the case of emergency aid, too, we believe that the clarity, the duration of operations, the amount of money invested in them and the organisation that distributes the aid. You have announced an additional EUR 8 million over the EUR 10 million for emergency humanitarian aid in the Sahel region, of which EUR 5 million will be made available to Mali and Niger through the Red Cross and EUR 3 million for Burkina Faso through the UN Refugee Commissioner. The latter is a sub-organisation of the UN on which third world countries have an important stamp and whose neutrality can at least be contested. I ask your view on this? If you move towards emergency humanitarian aid, would it not be desirable, for example, to allow emergency aid to Burkina Faso to go through the Red Cross? What are your views on the clear definition of the mission to be carried out on the ground? My second question concerns the reason cited as the main cause of the problems in the Sahel region, in particular climate change. In addition to climate change, researchers point to the direct responsibility of political authorities in a region such as the Sahel. It can therefore be concluded that a political or long-term vision cannot be achieved as long as the structural reasons for this crisis are not addressed. What is your view on the possibility of political accountability, possibly in cooperation with Defence? Mr Flahaut has already opened the door to this. What's your vision on that?
ParlaMint-BE_2020-12-17-definitief-55-plenair-ip079x.u6	Development cooperation is indeed a beautiful, but also a difficult department, because it is often about helping vulnerable people in very difficult situations, which they have often not asked for. I'm glad you're underlining the need for that. We may have a different view on certain issues, but I am glad that we are at least in agreement on them. Mrs Depoorter, you mentioned the lack of visibility. You also cited World AIDS Day. I would like to remind you that, together with the head of UNAIDS, I wrote an opinion paper on World AIDS Day. I have also taken the necessary action on the Human Rights Day. So we are trying to create sufficient visibility in different areas. You may have missed that, but I would like to tell you that we are working on it effectively. As far as humanitarian aid is concerned, you know that at the moment we are mainly investing in the flexible funds because they enable us to move quickly in the event of a crisis, and that is, of course, the intention. Otherwise, we must always act ad hocly. We have increased humanitarian aid by EUR 22 million, which, of course, is not a good sign, because the bigger the problems, the more we have to increase the budget. We prefer to see the budget fall, but if the need is high, we must provide assistance. I have discussed the current crisis in Ethiopia extensively with Commissioner Lenarcic. Together with my colleague Spohie Wilmès of Foreign Affairs, I closely monitor the situation. We are looking at what steps we can take. You know that the situation there is very difficult. We are even talking about a situation in which access to aid is refused. The UN Secretary-General has also expressed its views on this issue. The European budgets have also been cut off. You know that humanitarian aid can never be used as a means of negotiation. It is therefore important that we at least ensure that the agreements made with Ethiopia to allow access to humanitarian aid are respected, but we are following it closely. You've both come back to the growth path story. You also referred to a passage in the coalition agreement, Mrs Ponthier. We are aiming for a growth path of 0.7% by 2030. The growth path depends on the rise in prosperity. If prosperity is to rise, then our solidarity must also increase. You have said that you do not find much of that in the budget, Mrs Depoorter, but I have already indicated in committee that it is not obvious to maintain the budget at a time when our country is in a very serious crisis. We have already taken a first step in the right direction. If we had to save in other countries, we would always have saved on the budget of development cooperation. We didn't do that. We've held out. We're supposed to grow. I have also asked the administration to develop a route and to see how we can take the path. When the process is completed, I am prepared to discuss it with you in committee and see how we can best achieve it. There were questions about the priorities and goals. I feel some support for the self-reliance and resilience of the people. I support the conditionality attached to it. That is also clearly stated in the policy paper. At the moment we are also starting up all the country portfolios, some of which need urgent renewal. We are in full preparation and start-up. We're evaluating. The intention is to be ready by the end of next year and then to see what choices we can make with which partner countries. Mrs. Depoter, you referred to the private sector versus civil society. I can give you some good examples in this area, such as D4D or the Beyond Chocolate project, which shows that this means can help to achieve our objectives. I also said in committee that on the other hand it is not sacrificing, but that it still needs to be evaluated, per project, in order to achieve our objectives as much as possible. You said in committee that we are almost giving civil society a blank cheque and have no control over it. I think that the rules in this area are very strict: they have to submit their programme and their results, checks are being carried out. We are one of the most controlling countries. Civil society is complaining about the administrative burden, but we must be able to retain that control. I believe in the partners of civil society. I have also given you some examples of good results in committee, thanks to civil society and the role they play in helping people when there is a lack of a government on the ground as an interlocutor. As regards climate finance, we have an increase of 30% or EUR 20 million for next year, as already explained. This is a relocation of our own budget, which means that climate finance will reach EUR 87 million. Additionally, outside the budget of DGD, another 12 million euros will be added. As you yourself say, this must be negotiated with the regions in order to see how they will be deployed. Those negotiations are already under way. As soon as that is clarified, we will give it to you. Mrs Ponthier, you have shared your views on the transfer of the Länder. This could be part of the debate with my colleagues Verlinden and Clarinval, who are tasked with thinking about institutional reforms. Your suggestion may be included in that committee. Then I come to your question about cash transfers and waivers. Studies show that cash transfers are an effective means of combating poverty. Quite a lot of people appeal to it. Because there is a large transport cost involved and because there is a relapse in the current covid crisis, the resources on the ground have been greatly reduced, which requires our attention. In some places, cash transfers are higher than the development cooperation budget. It remains an important tool that has been proven to help people out of poverty, but it is not intended to make cash transfers structural. I see them as an intermediate step towards structural solutions. The discussion on waivers is ongoing. Our country doesn't have that much debt in that area. I cannot yet put an amount on it, since, of course, the countries themselves must first ask for remission. At the moment there is a delay of six months, which is not enough. This debate is taking place at European level. It looks at how we can alleviate countries and how this can contribute to achieving the objectives of development cooperation. In committee, I have set an example of a country that has to pay more for waivers than it can invest in the development and health care of its own country together. So we certainly need to look at how we can restore that balance. I have answered the questions about the 0,7% standard and the transfer to the Länder. Mrs Ponthier, you also had a question about the Sahel and the main causes that we need to address. As you know, we keep the focus on fragile and low income countries, which is clearly stated in the policy paper. We need to look at the root causes, as you say for yourself. We must invest not only in the climate, but also in political accountability. We want to implement coherent policy-making in this area, a comprehensive approach. It is useful and important that we sit together not only with the Minister of Defence, but also with the Minister of Foreign Affairs, to tackle this political response together and to make progress. That is, of course, a difficult subject, which we follow closely. So much for my answers.
ParlaMint-BE_2020-12-17-definitief-55-plenair-ip079x.u7	Madam President, Minister, I am a little disappointed. What I said at first turns out to be true. Your policy paper is actually an announcement policy. You start with that growth path and you say that you will no longer invest, that you will not take any steps when there is a crisis in our country. I agree with that, because our people really need a lot of resources. Our businesses moan, our care sector moans. That's right, but why are you announcing it? Then why put it in your policy paper? Isn't that what a budget is for? If you have an action, put a budget against it. That's the essence of what we're doing here. I beg your pardon? We're in a crisis. That's why we don't have any money. So far, we're in agreement. But then you say you're gonna do it anyway. Then you don't have to announce that, do you? Then you'll just scrape it. Then we'll see what decision will be taken in the future. That is what a budget is for. I do not agree with you at all about the private actors. You refer to D4D, but that is still very limited. Civil society organisations will indeed receive a blank cheque. However, these are all basically details of the other issues, first and foremost that growth path. Secondly, there is the climate agreement. You did not answer me: who will pay for this action? You still have to negotiate it. Here again, you will provide additional resources for the climate, but you do not yet know whether you will pay them yourself or whether you will tell them in the Länder. You don't know that yet. Again, a budget is action and budget. Finally, the debt cancellations. You refer to Europe and you say that you do not yet have a specific amount. That's the same thing again. Madam Secretary, you have the responsibility for development cooperation. Take it, do it effectively. If you do not get a budget, I understand that it will be very difficult to do something with it. I would like to address your colleague, Mr De Bleeker. It is now yet another time that we do not find a budget in relation to a particular action. I'm really starting to worry about your budget. You have registered everything, but you have not set a budget against it. Then there are two possibilities: either you are not going to do anything, or your budget is going to derail enormously.
ParlaMint-BE_2020-12-17-definitief-55-plenair-ip079x.u8	Madam President, Minister, thank you for your reply, which disappoints me somewhat. With all sympathy, but I think that the critical remarks that my group has just made are confirmed for a great deal. You still speak in a very general and conditional key, in all kinds of domains. Let me give you an example: I mentioned the structural pain of our party, in particular the division of competence in development cooperation, which is divided into all possible policy areas of our country. Of this, you say that I should actually address myself to the Ministers for Institutional Reforms, Minister Clarinval and Minister Verlinden. They'll have to work that out. I would like to ask you explicitly not to wait. As Mr Depooster says: you are Minister of your policy area, address those ministers and take the initiative to move things forward. Indicate that there is a need for improvement in that domain. It will also facilitate your task. If there is financial clarity in this area, you have clearer visions in mind and then you can focus your budget very well on that. Secondly, you replied to the question on humanitarian aid. We will certainly keep an eye on what is going to happen in practice with the flexible funds, because a flexible fund can of course be as flexible as one wants. Where is that going to come from? I understand it's easier to use. In this respect, I would be happy to support you and give you the confidence, but in other areas we lack concrete action plans. You also say that, in the event of a crisis in our own country or region, we have long been pleased to be able to survive. Then we're definitely not gonna give extra resources, then we're gonna focus on our own crisis. I would like to say the following: if there is a crisis in your own country, you must certainly look at your own needs. Then you certainly should not invest extra money in development aid, but perhaps look at the emergency situation in our own region. That has nothing to do with selfishness. That has to do with common sense. I think there are many countries in the world that are ahead of us in this respect. I would ask you to keep that position in mind and to adjust it if necessary. Madam President, Minister, we can conclude that we have a different view of development aid in part. If we were on the buttons, we would indeed make other choices. In your policy vision, in which you continue the policies of the past governments, we believe you have missed the opportunity to implement an innovative policy. I really expected that from you. I mean that. I know that you are very passionate in other areas, and I expected a new wind to blow in this policy area. You didn't do that until further notice. You may be able to adjust, I hope. At the moment, you have already missed the opportunity to renew and to express the new political culture in this area. We can only regret this, but we will, of course, follow it very closely in your continued policy.
ParlaMint-BE_2020-12-17-definitief-55-plenair-ip079x.u9	Madam President, I would like to thank the two colleagues for their critical remarks. As a result, I remain focused and keep the objectives in mind. Mrs Depoorter, I would like to clarify something. We are not going to negotiate the EUR 12 million with the regions. That 12 million euros is in our budget. You can literally find that in the budget. We are going to negotiate with the regions so that they can make a contribution. When I speak of EUR 12 million or an increase of 30%, it is effectively included in the policy. I just wanted to clarify that.
ParlaMint-BE_2020-12-17-definitief-55-plenair-ip079x.u10	Madam Secretary, that's good news. That's one in three, so it's still tubular.
ParlaMint-BE_2020-12-17-definitief-55-plenair-ip079x.u11	Ladies and gentlemen, if no one asks to speak, we can conclude the discussion on this subject.
