ParlaMint-BE_2020-04-09-55-plenair-ip035x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2020-04-09-55-plenair-ip035x.u2	Ladies and gentlemen, I would like to remind you, although you already know, that the speaking time is two minutes per speaker. As for the speaking time reserved for the government, I will appreciate it. But I ask all of you to limit your intervention. There are other important items on the agenda.
ParlaMint-BE_2020-04-09-55-plenair-ip035x.u3	Mr. President, Prime Minister, the Council of General Medicine recommends that the mask be worn by the entire population. He sees it as one of the conditions of deconfination. This position has been joined by many experts: Nathan Clumeck, Marco Natile, Jean-Luc Gala and Yves Coppieters. We could proceed in three levels. FFP masks would obviously remain reserved for hospital and nursing staff. Surgical masks would remain reserved for nursing staff and front-line actors who work with people who are still not known if they are infected. I'm thinking of home nurses, pharmacists, physiotherapists, dentists, cashiers, factors or police officers. Finally, alternative fabric masks could be worn by the rest of the population, especially in situations where social distancing is difficult to enforce, for example in supermarkets. Your Government's position so far has been to reject this strategy, in particular because the World Health Organization (WHO) does not recommend it. More and more municipalities, however, recommend the widespread wearing of the mask as a complement, of course, to hygiene and social distancing instructions. I am thinking of Woluwe-Saint-Lambert, Auderghem, but also of communes run by your own party like Wavre. In addition, these recommendations are welcomed by the public. In times of crisis, Madam Prime Minister, the recommendations must be clear and addressed to all. The other municipalities also expect a signal from you, such as that of Austria, Slovenia, the Czech Republic and even France, which follows the opinion given by the National Academy of Medicine. My question is very simple. Do you today encourage the wearing of the mask for all by making sure to distinguish the categories of masks according to the people most to protect? If so, with what large-scale manufacturing strategy and with what communication strategy?
ParlaMint-BE_2020-04-09-55-plenair-ip035x.u4	Mr President, Madam Prime Minister, hold on! That is the message of the campaign launched by the various governments of this country. That is also my appeal today to you, Madam Prime Minister, to your government and to the other governments of this country. This crisis calls for solidarity and cooperation. There is indeed a lot of hard work, but I also see a number of pain points. Unfortunately, I sometimes see a lack of solidarity and cooperation in this country, between governments and between politicians. Last week we had the initiative of the Minister of the Interior and this week two dossiers for which I ask your attention and for which I also count on your leadership as Prime Minister. First of all, the residential care centers. Colleagues, there is a crisis within the crisis at the moment. From Ostend to Arlen, seniors panic and feel trapped like rats. The problem has been known for some time, but I think it deserves more attention. Under the impulse of Secretary of State De Backer there is accelerated in the field of medical equipment. However, I do not believe that this is going to happen quickly enough. I therefore fear that our senior citizens and the people who care for them will be the victims of the complexity of this country. There's too much working side by side and too little with each other. They are in danger of being the victims of 9 health ministers. In that respect, I really want to ask for more cooperation. Secondly, Belgium's voice in Europe. We are a pioneer of the European idea. At least we were. Today we are often a country without opinion. First of all, we have the story of the euro notes, the solidarity and now the Green Deal. I would also like to ask for this dossier, Madam Prime Minister, to clarify what Belgium stands for and to make it clear that the Green Deal is a solution and not a problem. I realize that you are not alone in managing this country, but that you are doing so with a great deal of support. There is a great deal of public support for solidarity and cooperation. Let us make sure that "all together" is not a slogan, but something that is realized daily.
ParlaMint-BE_2020-04-09-55-plenair-ip035x.u5	Colleagues, may I ask you to respect a safe distance and stand behind the rows of banks if you wish to discuss with each other.
ParlaMint-BE_2020-04-09-55-plenair-ip035x.u6	Mr President, Prime Minister, ladies and gentlemen, our country will be in lockdown for exactly one month. Everything and everyone came to a standstill with one goal, namely to contain the further spread of the coronavirus. We can see that the measures you have taken are having an effect. Despite the high death toll and the many difficulties on the ground, we see a number of bright spots, including the falling number of sick people admitted to hospitals. Still, we have to be careful. The World Health Organisation is very clear today: if we are now celebrating the reins, then we are playing with our health. Madam Prime Minister, in addition to caution, people also need hope and perspective. People want to see light at the end of the tunnel: our citizens, who occasionally go mad in their quarters, our businesses, our economy, workers who are technically unemployed. The bill of the crisis is estimated by the National Bank and the Planning Agency at EUR 45 billion. That is why it is time to work on an exit strategy to get out of the crisis, in a sensible and step-by-step way, as far as we are concerned, with the most important first. For our group, the most important thing is, of course, health, but equally important is the economy and jobs of the people. It is important that the economic engine starts again and gets going, because it is thanks to the economy and jobs that our health care and our welfare state are being paid for. You've convened an expert group with a lot of experts, including the governor of the National Bank, a manager like Johnny Thijs and the crumb of the virologists. When do you expect that expert group's advice to the National Security Council? When will you, as Prime Minister of our country, give people a perspective to get out of the crisis?
ParlaMint-BE_2020-04-09-55-plenair-ip035x.u7	Mr President, Prime Minister, the death toll in this country today stands at 2,523, with as many as 283 deaths in the past 24 hours. In number of coronadoes per million inhabitants worldwide, Belgium follows immediately after Spain and Italy. We are doing much worse than the United Kingdom and the United States. Four out of five of our coronados are 75-plussers. That too is a major disgrace in your policy, too little protection for one of our most vulnerable populations, the elderly. Yesterday, I saw a poignant testimony from a doctor who, through the private market, provided home-care centers with tests to test the elderly there, contrary to your guidelines. When will this government provide sufficient tests for all residential care centres and also for the service flats? Is it true that oxygen devices were removed from residential care centers to take them to hospitals? If that were true, the elderly in this country would be literally suffocated. I want to hear from you today how quickly you will resolve that lack of test capacity and oxygen. I also want to know what your exit strategy is. In Austria, the Netherlands, Denmark and Germany the playbook is already ready. In this country only this week an expert group was set up to work out the exit. Does it just give advice or does it make decisions? When will that plan be ready and communicated? In fact, you should know by now how you will deal with this phase-out: with mass testing, with immunity tests, with protective equipment for all those who are going to work or by recommending mouth masks for everyone, as the mayors in Brussels are already doing today? How will you do that? I would like to make that clear today.
ParlaMint-BE_2020-04-09-55-plenair-ip035x.u8	Madam Prime Minister, I have two questions. The first question is from Anna from Italy. She works in Cremona in Lombardy, in the only hospital there, and she says: where is Europe? Where is the European Union? Why do we see Europe when it comes to savings in health care? Why do we not see Europe when it comes to concrete solidarity? I think we should take the feeling of Anna's life seriously, because between 2011 and 2018, the European Commission issued 63 directives to encourage Member States to save health care. In the midst of the health crisis in which we now find ourselves, partly because of these savings, Europe's future is also at stake. Either Europe goes down, along with the hardliners and selfishness and neoliberalism of Mark Rutte, the Austrians and Germans, countries that are for a single market but not for a basic solidarity. Either there is now a minimum of European solidarity and fair aid with Eurobonds and other systems. Madam Prime Minister, which of these two choices will you defend on behalf of Belgium in Europe? My second question follows on from that. This is about recovery in Europe. I hear colleagues here talking about a recovery in our country, but the crisis is European. The recovery will also be partly European. The legitimate question arises as to whether it will once again be the Corona heroes, the low-wagers who are holding the economy fair today in our country and in all other countries, those who have long been ignored, who will have to pay for the crisis. Will you support a number of initiatives at European level? For example, Economist Zucman is calling for the introduction of a European capital tax to enable this relance in Europe and to ensure that the corona heroes do not pay for the crisis this time?
ParlaMint-BE_2020-04-09-55-plenair-ip035x.u9	Madam Prime Minister, it is unbearable for the families concerned to know that their elders have been without visits for weeks in their nursing homes, with admirable staff, but ill or exhausted, with the army that must sometimes intervene, but above all, I repeat, without the equipment and oxygen needed to protect and treat, without the tests announced for weeks being implemented. This situation is not acceptable! We ask you once again to weigh your weight as prime minister and to find all the means necessary to ensure that all the most vulnerable people are tested and treated properly, as quickly as possible. Priority must be given to nursing staff, residents and staff in nursing homes. It's a vital emergency. Last week, you announced the setting up of a group of experts to think about the deconfinement. There is no doubt that it is necessary to anticipate the future. We welcome the presence of health and social professionals in this group, although we believe that it could be usefully supplemented by other profiles, such as psychologists or education experts. I want to send you an essential message in relation to the deconfinity. At a time when some in the political or economic world are rushing to restart our economy as before, without calling into question, even if it is to the detriment of individual or collective health, we want the absolute priority, before all others, in the management of this health crisis, to be public health and the protection of the most fragile. I ask you to be the guarantor, not only in the day-to-day decisions of the government, but also in the measures envisaged in the context of this definity. Then you will have our support.
ParlaMint-BE_2020-04-09-55-plenair-ip035x.u10	Mr. Speaker, Madam Prime Minister, we are experiencing a dramaticly exceptional situation that has led to a whole series of measures being taken by the government, the main one of which is, of course, confinement. In that regard, the efforts and discipline of the population, which respected that measure, should be commended. Without rejoicing too quickly, we feel that efforts are beginning to bear fruit. There are encouraging signs, with fewer hospital admissions and more outings. But let us remain lucid: this is not the time to relax efforts, certainly not, especially as we see that the number of deaths is still growing daily, that many families are bruised by these deaths, especially since the staff who work daily suffers from this intensive work. This is really not the time to relax efforts. There is an increasing question of deconfinity and the prospect of deconfination. In this context, some specialists – not all – recommend wearing the fabric mask for the population. Some municipalities advise him. This is not the opinion shared by all, and the Public Health FPS insists on respecting social distancing and hygiene measures, avoiding unnecessary travel, etc. WHO is also cautious, believing that the most important thing is to avoid direct contact. Madam Prime Minister, could you recall the strategy advocated by the experts who advise the regional and federal authorities? Should the wearing of the mask ever be recommended, will there be any advice on how to make the masks and, above all, how to use them? Thank you.
ParlaMint-BE_2020-04-09-55-plenair-ip035x.u11	Madam Prime Minister, the Chinese corona virus has been keeping our country locked for almost a month. That was also absolutely necessary, in order to prevent us from going through scenes like in the Italian hospitals. In the meantime, it seems that we have also succeeded. We read that the end of the pandemic is far from being in sight, but hopefully the peak is gradually behind us. After the demand for clear rules, the question and the call for a perspective for our entrepreneurs, our employers and our employees are now, logically speaking, getting louder and louder. When can we go further in the direction of normal life? How will we do that? I am therefore pleased to hear from Mr Van Quickenborne that voices call for perspective in your government as well. Austria, the Netherlands, Denmark and Norway have already announced how they see a loosening of the lockdown. In the Flemish Parliament yesterday all parties called for the opening of garden centres, for example. Madam Prime Minister, when and how can we expect relaxation? What perspective can you give our citizens?
