ParlaMint-BE_2020-06-04-55-plenair-ip043x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2020-06-04-55-plenair-ip043x.u2	Madam Prime Minister, yesterday at the press conference, you gave some perspective to all those who want social contacts, to the cultural sector, to the cafes and to the restaurants. It was necessary, but you didn't say one thing. You have not said what support the catering industry can count on in the coming period. However, that is the most important question of a sector which has had to close the doors as one of the first, but which can restart as one of the last. Even that reboot doesn't go without a headache. The premiums are falling, while the income may be lower due to the distance rules. What about a party room or a small café without a terrace? Cafés and restaurants cannot be allowed to go bankrupt because they are allowed to open the doors again. Madam Prime Minister, the aid measures of the last few months have not prevented cafés and restaurants from being on the verge of bankruptcy. They are excited to start up again, but they are also afraid that if a strong government does not support them and invests in them, they will soon have to shut down permanently due to the restrictive measures. A strong government that makes quick and concrete decisions, that's what they're asking. The sp.a wants to participate in this. We have put on the table four concrete proposals: extend temporary unemployment, reduce the burden on permanent workers, get rid of the choke contracts of the breweries and ensure that a tax-free loan is possible for the catering industry. That's our plan. In this way we think that the catering industry can be well supported. I only have one question for you. What is your plan and when will you propose a specific package of measures?
ParlaMint-BE_2020-06-04-55-plenair-ip043x.u3	Madam Prime Minister, yesterday we received good news: at last we will be able to see each other again with more than ten people; at last we will be able to open up the catering business; finally social contact is allowed again and we are moving towards a normal situation. What I do not understand, however, is why you are still applying the cooperation ban. Why shouldn't actions be allowed to happen? Madam Prime Minister, yesterday you made good decisions: the possibility of seeing ten people, of reopening horeca establishments, of increasing social contacts. We can go to the shops, there's a lot of people on the streets to go shopping... but you keep the ban on protesting, you ban large gatherings. It's a little easy. The VOCID-19 should not be used as an alibi to muzzle the social challenge! And the boss doesn't wait. Have you read what Mr Pieter Timmermans is demanding in the press: an index jump, a stop to the bridge pension, yet again to attack wages? Privatisation of social security is requested by employers with the second pillar and the third pillar. Employers come with their agenda and we workers would not have the right to collective action. Do nurses have this right, Prime Minister? Of course they can take action! Of course, physical distancing must be respected, but actions can be taken. At VCST in Sint-Truiden, 171 jobs are lost. Do these workers have the right to act together? Sure, they should have that right. Does the young people who want to fight racism have the right to protest against racism today? They certainly do. I really do not understand, Madam Prime Minister, that you say that there is no problem with going to the shops, etc., but that we would not have the right to demonstrate. I therefore ask you to take a position. Yes, there is the right to social action and no, we are not going to muzzle it in the name of VOCID-19! The boss won't wait. We have the right to react.
ParlaMint-BE_2020-06-04-55-plenair-ip043x.u4	Mrs Verhelst is delayed. I'll move on to colleague Jan Brier's immediately.
ParlaMint-BE_2020-06-04-55-plenair-ip043x.u5	Mr President, Madam Prime Minister, most media agree that the coronateugels can be celebrated because the citizen has behaved responsibly and with dignity. For this reason, 200 spectators may also be invited to events from 1 July. This applies to both indoor and outdoor activities, but the sector does not understand this. We can walk and shop on the dike with thousands of people and go to animal and amusement parks with thousands of people. We're gonna have 600 exams in a closed hall. Coming weekend we are entitled to argue against racism in Antwerp and Brussels, but only 200 people are allowed to attend an open air concert, with fixed chairs and with a distance of one and a half metres. Meanwhile, we notice that 1,000 visitors are allowed in Germany and Spain. For the organizers it is clear: the current scenario is a strangle scenario, unless you make it clear when they can expand. The festival and event organizers are grateful to our Parliament for the support measures, but today they need an economic model for the future. Madam Prime Minister, what is the reason for the restriction to 200 spectators for outdoor concerts? When will the Memorial Van Damme of the National Security Council, for example, hear that more than 200 athletics enthusiasts are allowed in the Heysel Stadium? Can the Crisis Centre consult with the sector again to look at this measure? How will the demonstrations be managed next weekend?
ParlaMint-BE_2020-06-04-55-plenair-ip043x.u6	Prime Minister, for some time now, news on the health front has become increasingly reassuring. However, let us not be mistaken: the virus is still there. And even if we've had a sense of freedom since yesterday, we'll have to keep in mind the caution we need. As we said a few weeks ago, this serious health crisis must not turn into an economic crisis. In parallel with the fight against VOCID-19, there is therefore an urgent need for an economic recovery plan. Without recovery, families, independents, restaurateurs, businesses, the cultural sector: all these economic actors affected by the crisis may not recover. One of the major challenges, however, is the sustainability of the players in this sector, with jobs being safeguarded in the background. This revival is vital and, above all, urgent. It must be large-scale in order to overcome the difficulties. Two weeks ago, my group was firing the alarm bell. Recovery is necessary immediately, and certainly at the time of the reopening of all these sectors of activity. On Monday, however, there will be an important shift in the deconfinement, particularly for the Horeca. In the face of all useful sanitary precautions, some warn that a reopening is complex or will have to wait. In the face of fears and demands, we must take sectoral aid measures, such as the reduction of VAT in Horeca, for example. Madam Prime Minister, we are working together, that is true; but then, let us work well, and above all, quickly. Could you then give us a precise agenda for the work on drawing up the various recovery plans? What measures are on the table and can be implemented quickly? Thank you.
ParlaMint-BE_2020-06-04-55-plenair-ip043x.u7	Madam Prime Minister, I welcome the measures taken by the National Security Council. I would like to focus less on how and when we want to proceed, no matter how right these questions are, but on the feasibility of the measures. Citizens are aware of the problems that arise today and want to subject themselves to the rules, but these rules must be logical and manageable. Last week we saw a lot of unrest about the horror list that would accompany the opening of the catering industry. The cafes and restaurants did not open, they had to turn into cafeterias in East Block style. Fortunately, there has been an evolution, so that one can open in normal circumstances. One can now with friends at café and not Kafka. That was the fear that lived with many operators last week. I am very happy about that. I would ask you to bear in mind the feasibility of rules in the future. Ask citizens to behave maturely, but also consider citizens to be adult people who can comply with rules if they are somewhat readable. Madam Prime Minister, will the controls be based on clear regulations and not fall into pest inspections? I am also very pleased that we are going back to normality and that anything that is not prohibited and explicitly on a list is allowed. Can you confirm that it is quite clear that anything that is not prohibited is allowed, as it should be in a normal rule of law?
ParlaMint-BE_2020-06-04-55-plenair-ip043x.u8	Madam Prime Minister, the corona crisis has deeply affected our society, particularly economically. In the first phase, bazookas were rightly brought up to stabilise the economy. However, as we come out of the lockdown, the economic consequences will become even stronger. Our country has faced the greatest challenge since the Second World War, when it laid the foundations for years of economic growth. Now we have to make even more crucial choices to ensure economic growth in the future. After all, there is no logical reconstruction this time as in a post-war period. Developing a well-considered recovery plan that saves our economy and creates jobs is the task, without unnecessary intervention as a government in economic law. That plan has to step away from the expensive bazookas of the early stages. Companies that were already unhealthy before the crisis are now impossible to keep alive with taxpayers' money. We can no longer support the stagnation of the economy; it is time for tailor-made work. On the left I hear all kinds of recipes from the past, for example extending bridge pensions and banning dismissals. However, as a liberal, I prefer to look at an affordable and viable future. Before the crisis, productivity growth in Belgium was too low. Let us use this relance to increase productivity in our country, not by writing off people, but by supporting lifelong learning. Only investments that increase productivity will earn themselves back and reduce our debt rate. Some of them do not even have to cost the State anything, for example the introduction of the 5G network. I'll come to my questions. Is sufficient care being taken to ensure that the measures provide for a relance rather than a standstill? Is there a check on whether there are no overlaps with the Länder? Is there any evidence that the measures are fraud-proof? How does that happen? Are abuses being corrected by companies, but certainly by workers?
ParlaMint-BE_2020-06-04-55-plenair-ip043x.u9	Madam Prime Minister, the fact that there are fewer and fewer questions indicates that it is heading in the right direction.
ParlaMint-BE_2020-06-04-55-plenair-ip043x.u10	Mr President, several sectors are affected by the resumption of activity under Phase 3. The main sectors are the Horeca, Culture and Sport sectors. I will not repeat all the decisions that were detailed yesterday, but I will dwell on the more specific points that are the subject of questions. As I said yesterday, the Horeca sector will be able to resume on 8 June with some exceptions. A protocol negotiated with industry representatives has been put in place to enable restarting while ensuring the safety of staff and clients. This protocol is included in a good practice guide that was published today. It is true that, in relation to the initial protocol, we have taken into account practicality in the field. We have kept the rules friendly enough to ensure that the desire to go to the restaurant persists, while still protecting the health of our fellow citizens, which remains our first duty. We are aware that the adjustments requested will require an effort on the part of the sector. We hope that the rules in force will not affect the pleasure of visiting these institutions. However, respecting these measures is fundamental to the health of our citizens, our clients and those who work there. However, I am pleased to hear that, according to a survey conducted by Edenred, eight out of ten Belgians intend to return to a café or restaurant as soon as they are reopened. I hope I'm part of it, too. I'm still looking for who will be part of my enlarged bubble but I'm sure I'll be in one of those places on Monday, if only as a support. I'll make a reservation. Thanks for the tip. However, I cannot invite everyone.
ParlaMint-BE_2020-06-04-55-plenair-ip043x.u11	[[...]]
