ParlaMint-BE_2020-04-30-55-plenair-ip038x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2020-04-30-55-plenair-ip038x.u2	Ladies and gentlemen, you know the system in the meantime. Everyone asks his question from his bank and the Prime Minister can take his place at the front of one of the puppets. I would like to point out once again that speaking time is strictly regulated. There are 13 questions. That means that I have to give the government at least one minute per question. That means 13 minutes, Madam Prime Minister. After that, Members will have one minute to reply. This meeting will be broadcast. As soon as your micro goes out, you won't hear anything in the living room. So try to stick to those two minutes' speaking time. Mr Mertens, you are welcome to begin.
ParlaMint-BE_2020-04-30-55-plenair-ip038x.u3	The problem with last Friday's press conference was that everything was fine, except for one thing. The figures were in order, the phases, the intermediate stages, the abstract explanations and the attention to our two national sports, kayak and golf. But the later it became, the clearer it became that you were forgetting something, namely man. Where is the man who has been retreating for weeks and strictly adheres to all possible measures in this corona crisis and craves for family? Where is the man who is sometimes lonely, who has a hard time and longs to see children or grandchildren again? Have we forgotten how people live? There was a proposal at the beginning of last week to possibly meet two, five or ten people from the family at home. That proposal was wiped off the table by the National Security Council under pressure from the lobby of the VBO and Voka. Apparently, in our country, the lobby of the big business is bigger than the lobby of the heart. In essence, you have decided two things: firstly, that we will see our boss faster than our family and friends, and secondly, that safety in the workplace will no longer be fully guaranteed from 4 May. That is why I have two questions for you, Madam Prime Minister. Who finally decided not to discuss that proposal to see family back on the Security Council, or to throw it off the table there. Where do the forces who say that only the economy counts and not the social, and who do not seek a balance between economic, social and scientific? Are you prepared to strengthen the social inspection at these times in order to be able to carry out mass checks on the workplace from 4 May onwards?
ParlaMint-BE_2020-04-30-55-plenair-ip038x.u4	Madam Prime Minister, in a few days' time, we will begin the first phase of deconfination decided by the National Security Council. This means a gradual return to employment. I said it last week, and I say it again: for the PS, the health of workers is and will remain the top priority. The human must pass before the economy. We have already experienced more than 7,000 deaths. People are still in the hospital, in intensive care. We can't take any chances. Return to work can only take place if the safety of workers, their families and the population is guaranteed in the enterprise. Contrary to what we heard this morning with the new provocations of the boss of the FEB, we believe that confinement has a meaning and allows us to save lives. Pretending that going to work is the safest thing not to be contaminated is really living on another planet. A large survey of the FGTB with 10,000 respondents shows that at the heart of the crisis, almost 10% of workers found themselves in work without being able to respect social distancing and without specific material or protection. Most workers are concerned and fear a sharp increase in stress and pressure at work. Prime Minister, it is now time to announce strong measures to reassure workers who will have to return to work. How will their safety be ensured? Will employers have to put in place specific measures before they return to employment? Should they respect the guide negotiated by the social partners? Will controls be carried out? What will the worker be able to do if he feels that his safety is not guaranteed? Can he refuse to go to work, without risk of reprisals and with continued pay?
ParlaMint-BE_2020-04-30-55-plenair-ip038x.u5	Mr President, Madam Prime Minister, we need prospects to get out of this crisis. We must resume our economic and social life. But not at any price! And certainly not at the cost of our health! However, as we can see, the conditions surrounding deconfination are still not present to date. Firstly, while the number of hospitalizations is declining, it remains well above the 100 hospitalizations per day recommended by the experts. Today, we still have 178 hospitalizations a day. Secondly, we would have a test capacity of 25,000 tests a day, except that the general practitioners tell us today that they will not test people who have symptoms if they have not obtained guarantees on your part as to the place of collection, the protective equipment and their remuneration. Thirdly, the precise modalities of tracing are still unclear. The same applies to the distribution of tissue masks to the population. In addition to all this, the Prime Minister, the experts are concerned about the short period of time that has been set between the various stages of the decoupling. We are talking about May 4th, May 11th, and then May 18th. However, it is known that it takes a minimum of 15 days to assess the effects of economic and social measures on the spread of the virus, if they will accelerate or slow it down. But if it accelerates it, the consequences will be catastrophic for our hospitals and our health care staff, who are literally exhausted today. I come to my questions. What do you respond today to the experts, the doctors who are concerned about this plan of deconfination as well as about a potential second wave of the epidemic. Why not have a two-week delay between the various stages of this deconfining plan? Why did you prefer the opening of department stores to family meetings? Finally, what is your strategy, and what is your precise timetable for the full implementation of the conditions of deconfinement by 4 May?
ParlaMint-BE_2020-04-30-55-plenair-ip038x.u6	Madam Prime Minister, I understand that drawing up an exit strategy is not easy. It seems to be a choice between health, economy or social contacts. For sp.a, it's not an or-or story but an en-and-story. It is a difficult balance, but it must be a balance. Yesterday you confirmed that the first phase of easing indeed starts from Monday. Companies from essential or non-essential sectors may resume their activities. Everyone hopes that the rest of the timing will be able to preserve the stores on 11 May, the schools on 15 May and finally the prospects for social contact, but then it is important that everyone remains motivated. The motivation in the population is falling rapidly. In particular, it fell sharply after last Friday's press conference of the National Security Council. You have given a very long press conference, but your message was not understandable and the people have dropped out. In order to make the exit strategy a success, we should not only count on today's heroes, but also have a great responsibility for the government. The exit strategy will only succeed if the government also does its part, and there is still a lot of work to be done in this respect. You promised everyone a mouth mask on Friday, but soon came the communication that no one knows when they'll be there. You promised a lot of tests, but communication shows that there are already too few. You chose 2,000 trackers instead of an app, but the communication afterwards was that none of them have yet been recruited. The people are coronamoe, but what they are especially tired is the confusion and the unclearness. A strong government looks ahead, prepares decisions and communicates only then. My question is very simple. Why didn't you prepare the measures in advance? Only in this way will the announced measures enjoy the confidence of the people and will they continue to maintain them.
ParlaMint-BE_2020-04-30-55-plenair-ip038x.u7	Mr President, Madam Prime Minister, like thousands and thousands of Belgians, I listened to your press conference last Friday. After hearing you, I wondered what planet you could live on. In any case elsewhere, not here in Belgium. What is this contempt? What is this contempt for disembarking at 10:30 p.m., when people have been waiting for 5:30 p.m. in front of their television station? What is this contempt? That is not what we need today. We need clear and constructive measures. What have we been offered last Friday? Seriously? Actually, you've made two decisions. After the first one, we'll see all our bosses again before we see our families again. Following the second, all the safety conditions that had to be guaranteed in companies must no longer be guaranteed. These are the two decisions that the government proposed on Friday night. Prime Minister, I do not agree with you! I don't understand that we had to go find our dad, our mom, our cousins and our cousins in Hema's department! One of your Liberal ministers even confirmed it. Do you find that normal? In what radius are we going to meet? In the canned one? A little serious, please! People must be given priority! That's what people are waiting for. The economic aspect should not only be taken into account. Who wrote your text, Madam Prime Minister? Who congratulated you on Friday night? Only one organization congratulated you: the Belgian Federation of Enterprises. The latter actually applauded. But for ten years, I have never experienced such a manifestation of anger on the part of the people. This anger is terrible! My question is very clear: are you going to review your plan to give priority to families, to human warmth rather than to business, to money, to the coldness of the money? Other priorities need to be taken into account as part of the decoupling plan! Madam First Ministry, I am angry and you must know that!
ParlaMint-BE_2020-04-30-55-plenair-ip038x.u8	Mr President, Prime Minister, it is becoming increasingly clear that contact tracing will play an important role in the exit strategy. You can do that manually or via an app. Experts argue that these two should be used complementaryly. However, my questions to you are not of a technological nature, they are about essential political coordination. Madam Prime Minister, I am asking you the questions, because you are actually my last hope for clarity. Three weeks ago, a debate in plenary revealed that such an app would be available in the very short term. For our group, that was the incentive to submit a resolution to meet the necessary conditions of such an app. There also appears to be broad parliamentary support for this. Last week I and my colleagues learned that such an app would not be available. On the same day, however, a bill was submitted to the Data Protection Authority. That bill is about an app that wouldn't come. Madam Prime Minister, I can't follow anymore. Meanwhile, the regions are recruiting massive coronas peurders. The work of these investigators is labour-intensive but also invasive: data are kept for ten years, people can expect home visits. The federal government provides the platform and the Länder with the staff. Madam Prime Minister, frankly, this approach sounds more and more like a compromise à la belge. Everyone colors neatly within the lines of his authority, but a global vision is lacking. Madam Prime Minister, what will happen to people living in Flanders or Wallonia and working in Brussels? What agreements have been reached on coordination? How many services are they going to get in touch with? In the meantime, several countries use such an app. Is he gonna come to us or not? Where is the legal framework for regulating the whole approach to contact tracing?
ParlaMint-BE_2020-04-30-55-plenair-ip038x.u9	Mr President, Madam Prime Minister, if the COOVID crisis is good for one thing, then it is for the inventing of new words such as the 'and-a-half-meter economy' and the 'COVID haircuts'. Yesterday there was a new word, "exitenthusiasm." You have just announced a very cautious relaxation of the measures and we are already dreaming massively. Exitenthusiasm strikes strongly. After such a stressful period and with the summer in front of the door, we naturally dream of holidays, sun, sea and beach. You heard yesterday that the coastal mayors are of the opinion that not everyone can come to the coast. Yeah, it's hard to travel. There are also European countries that are already looking ahead and say that tourists are welcome but that they want to impose certain conditions. With the COOVID passport, another new word, one should prove that one is healthy. Austria says it only wants to allow tourists who are very healthy, if the virus is very well controlled. There will also be corona corridors. In short, where and how to travel within Europe is still far from clear. Those who have done their best to comply with the rules and really deserve to be praised for doing so now also deserve to know where and how they will be able to travel. They deserve at least a perspective, even if you say that you will have to stay in your own country rather than in your own house. We know that then, and we'll find alternatives. The Belgians have shown that they can handle this very well and creatively. If necessary, they will come camping with you or with me in the garden. Madam Prime Minister, is there a view of a coordinated approach within Europe to border policy for non-essential movements and family visits? Is there an agreement with colleagues on this?
ParlaMint-BE_2020-04-30-55-plenair-ip038x.u10	Mr President, Prime Minister, every week I ask you to communicate clearly about the measures taken in this crisis. Every week, I don't think it's gonna get any worse, but you're still astounding. Last Friday's toe-curving press conference was due to come. Chaos, surrealism and incompetence, that not only sums up the late press conference, but also the late policy of your government. For weeks, you communicated that masks don't help, which your Health Minister still claims to be today. Last week you stated here that these mouth masks would play an important role in the exit strategy. Now the government makes mouth masks mandatory in public transport, in school and in some workplaces from 4 May, but it appears that the mouth masks have not even been ordered. Madam Prime Minister, how is that possible? Half of your government is competent for mouth masks! We have Minister De Block, the Minister for the Destruction of Mouth Masks, who refuses to answer questions about this in Parliament. There is Minister De Backer who has to buy the medical mouth masks for the care staff who, after months, are still not getting the protection they need. Minister Muylle has to order the filters. Minister Goffin is responsible for the foreign purchase of mouth masks. In the meantime, Minister Geens has become the home minister and has to take care of the substances that citizens need to make their own mouth masks. Madam Prime Minister, when will the citizens receive the masks you promised by 4 May? Do you really think it is a testament to good governance that an important pillar of your exit strategy is based on private crafting and sewing by citizens? Do you really think so? Or do you think, like me, that this is very humiliating and unworthy of a welfare state?
ParlaMint-BE_2020-04-30-55-plenair-ip038x.u11	Madam Prime Minister, it's actually going from evil to worse with your policy. I even wonder if it can be called another policy. I've been asking you for weeks who's responsible for destroying millions of mouth masks. If you want the evidence of that, I have them with me. You might want to take a look at this: the order to the Van Gansewinkel firm to burn the mouth masks. I have it with me, Madam Prime Minister. You'd better listen. You're not answering. Is it fun? Meanwhile, everyone has to take a cut and seam course to choke their own mouth mask. In the 1990s we got an environmental box; now we don't even get a seafood box. You gave a press conference last Friday night with measures so confusing that a cat didn't find her boy in it. What you said on Friday night, I think it's the worst thing, you all denied when you were on TV on Sunday morning. Our shopkeepers are running out of water and they're still not sure when they're allowed to open their shop, maybe on May 11th. It is even so cynical that the garden centers have been open for weeks, but the little florist may be allowed to sell a flower the day after Mother's Day. Soon the schools will be able to open again, but one must already be a mathematics teacher to understand the classification of the classes. It is a Community agreement rather than an educational agreement. Our old folks stay locked up in the residential care centers, without any perspective. Mass testing is required, but there are not enough test kits. There's a massive check-up, but you won't find enough contact trackers. You promise clarification, but you bring darkness, Madam Prime Minister. Even the virologists contradict each other. The people are dying, there will be an end to the civic spirit, hence one question. When will you show leadership, when will you take concrete action and when will you give hope to the people?
