ParlaMint-BE_2020-05-14-55-plenair-ip040x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2020-05-14-55-plenair-ip040x.u2	Madam Prime Minister, yesterday the National Security Council announced a number of relaxations for our country. Markets can be partially reopened, contact professions such as hairdressers and many people need to go back to work. And when the Rue de la Loi is open, one can expect zoos to open. [[Hilarity]] In all seriousness, we carry out the proposed exit plan step by step. Some have claimed that there was no clear plan. I think that there is and that you manage to maintain the timing that was set a few weeks ago. However, it remains crucial to monitor the reproduction rate of the coronavirus. That's 0.6, and it's up slightly now. We must follow that up and ensure that the virus does not spread further. The measures do weigh heavily. People can see limited friends now, but not that much, children have been at home for two months, playgrounds and schools remain largely closed. Some sectors, such as the catering industry, are still waiting for more clarity. Everyone is also looking forward to the coming summer holiday. We have no choice but to be patient. We can only re-engage the activities that I just mentioned and which we hope will soon be able to re-engage, if we follow the security measures and if we keep the figures under control. Our country can't handle a second lockdown, and we can only avoid it by complying with the precautionary measures together. Madam Prime Minister, 80 000 people are employed in the major catering sector. How will you monitor the situation and what prospects do you see for the sector in order to maintain the timing of, for example, 8 June? Is that indeed the timetable or can things be done faster? Will it be possible to follow the timetable?
ParlaMint-BE_2020-05-14-55-plenair-ip040x.u3	Madam Prime Minister, if the leaders of the government parties in particular are asking questions about the decisions of the National Security Council, then it must have been excellent decisions. You rightly pointed out yesterday that the relaxation of a lockdown is quite different from its introduction, because it is more subtle and much more delicate. If our group has to choose between no markets or a market with 50 stalls, 70% of Belgian markets are markets with less than 50 stalls, then we choose the latter, because it is done in consultation with local authorities and because it is a choice for small scale. This will also be the choice that will be necessary in the event of subsequent relaxations. If we want to make events possible after 30 June, that will be with consultation and small scale. Madam Prime Minister, you are quite right to wait until 8 June to look at the consequences of the measures taken before proceeding with possible relaxations. We have to be careful. Be careful doesn't mean we have to sit still. In this sense, I agree with the Flemish Youth Minister's plea to prepare us for the re-opening of the play streets. There are children who do not have a garden and who are not at a sports club. There are kindergarten children who pass along a playground with their parents and can't get on it. Why don't you explain that? If Heads of Government and European leaders say that the Schengen borders should be open and tourism should be possible next summer, as I hope, then the playgrounds should certainly open and young people should be able to go to camp. First things first . Madam Prime Minister, how can we prepare that? How can we prepare other measures against the next Security Council communiqué aimed at the most vulnerable in our society?
ParlaMint-BE_2020-05-14-55-plenair-ip040x.u4	Mr President, I am surprised to see my question taken up under the same title as those of my colleagues, because it is slightly different. However, the most important is the answer. Madam Prime Minister, ladies and gentlemen, since the beginning of the crisis, the concern of environmentalists has been to participate in the collective effort to preserve the health of our citizens, but also to act for all the victims of the economic and social crisis that we are going through. Among these, there are all the staff of the Horeca, but also the artists, who are currently without activity and income. You need to hear their alarm cry. Everyone must mobilize for this sector and we welcome the statements made by each other and the first meeting of the interdepartmental conference on culture that took place this Tuesday. Now we need answers. On 8 May, Minister Muylle announced a series of measures for workers in the sector. I am, of course, pleased to do so, but it is still insufficient. Today we need extraordinary measures that guarantee an income to all those who can justify artistic activities, throughout the period of the crisis, for which we do not have an end date. As Prime Minister, you are aware that the cultural sector is the third largest European employer, with no fewer than 200,000 workers in Belgium. Urgent action is needed at the federal level, and unfortunately our bill has not been given the urgency. In the meantime, we learned in the press that the MR announced, through its president, a plan for culture. I am obviously delighted to see that other political parties are worried about the fate of our artists. Madam Prime Minister, culture is the guarantor of our democracy. That is why it is time to take note of the scale of the situation and to offer artists and technicians in this country a status worthy of their skills and sufficient social protection that will enable them to go through this unprecedented crisis. Otherwise, the special powers granted to this government will have contributed to the abandonment of a whole part of our workers and citizens. Prime Minister, I look forward to a clear commitment from your government to culture and thank you for your response.
ParlaMint-BE_2020-05-14-55-plenair-ip040x.u5	Mr President, ladies and gentlemen, like every week, I would like to focus on the evolution of epidemiological data, which are essential in the current phasing-out process. After all, only on the basis of that evolution can subsequent phases be initiated. The positive tendencies of the past few days continue. I would like to take this opportunity to thank all the staff in the health sector once again for their efforts. In recent days we have seen a decreasing trend in the number of hospitalisations and also the figures of the occupation of the intensive care departments are good.
ParlaMint-BE_2020-05-14-55-plenair-ip040x.u6	Madam Secretary, there is a problem with the microphone. The microphone works, but its indicator lamp doesn't work.
ParlaMint-BE_2020-05-14-55-plenair-ip040x.u7	Mr President, I propose that I continue with this micro without the light. Mr President, ladies and gentlemen, I have just mentioned the decreasing trend in the figures. We also see this trend in the number of deaths, but of all the figures, that is without doubt the figure that will always be too high. The reproduction number is now 0.8, which means that a person is on average less infected than one other person. The GEES also uses other, more qualitative indicators to build a position, such as the availability of protective equipment for the care personnel, testing and tracing. The combination of all these elements determines whether we can move on to another phase. The reproduction number does indeed play a very important role, but that is not the only indicator. What is and remains very important is not only the general spread of the virus, but also our ability to manage it. Each time we ease the containment measures further, the risk of a flare-up increases. That is why it is very important that we continue to monitor the situation very closely, but also that everyone tries to respect the rules as closely as possible. As you know, yesterday, the NSC expanded to include Ministers-Presidents took the decision to initiate phase 2 of our deconfining plan from 18 May, always on the basis of expert advice. It concerns the resumption of the courses of certain pupils, the contact trades, the markets, the opening of zoological gardens or even sports training, all subject to strict conditions. As far as culture is concerned, since you are talking about it, you know that the cultural sector is a sector which, in essence, brings together and generates many exchanges. In a time when we are trying to limit contacts between different groups to the maximum, it must be admitted that the process of deconfining is more difficult to understand for this sector. It should also be noted that in this sector the activities are very diverse and the particular situations are multiple. Nevertheless, it was still possible, from 18 May onwards, to provide for the reopening of museums and so-called "cultural interest" infrastructures, subject to strict conditions. By infrastructure of cultural interest, we think of historical monuments or castles, citadels. At the federal level, as you said, we have already taken a number of steps in favour of artists, to provide them with a replacement income. We also worked on the tax shelter to adapt it to the exceptional conditions of the crisis. It is clear that other proposals and arrangements can be considered. Indeed, we know well that certain sectors – not only artists but also the Horeca and I will come there – are harder hit by this crisis and will probably be impacted more at length by the very essence of their activities. On Tuesday, an interdepartmental conference was held at the appeal of Minister Jan Jambon – while it is a community jurisdiction at first – which brought together the federated entities and the federal level. I wish to welcome this initiative. The aim was to take stock of the situation, to see what each entity and the federal level could already do in the context of this crisis, to think about the plan of deconfinement – a rather special task, as we know, of lace – that we must be able to understand in the best possible way. All this takes a little time. At this meeting, we also agreed to be able to adopt, or at any rate to discuss, other topics at future interdepartmental conferences, such as the status of artist particularly highlighted during this crisis. As they say, it's never too late to do well. As mentioned after the National Security Council, phase 2, which starts on 18 May, will be followed by several other phases. It will include elements of cultural and sporting life, as well as social life, tourism, events and creeds. Of course, catering activities will also occupy an important place in our thinking process regarding the gradual restart. The hospitality industry has been very badly affected by the crisis. This sector is not forgotten at all. We are committed to developing a detailed plan for them. We will also have to work on the organisation of the summer, for children and parents. We think specifically of the shelter, the youth camps, the summer activities but also of the play streets. In order to achieve this, we must strike a balance between the needs of children in order to be able to leave their bubble, the need for their parents to find shelter and the general health situation. As you see – and we will never repeat enough – deconfining is a particular exercise of delicate balances, which must bring together the aspirations of all to resume a normal life and the imperatives of the health crisis that we are experiencing. We work there day after day, the Regions, the Communities, the Federal, in team and in consultation with the local level. We are talking here about the decisions that we make, but they apply at the local level. I would like to take this opportunity to thank the mayors of our country for ensuring that all this happens in the best possible conditions.
ParlaMint-BE_2020-05-14-55-plenair-ip040x.u8	Madam Prime Minister, I am pleased with your answer because you mention the categories of people who are still looking for perspective. I understand that the next meeting of the Security Council will be D-day for those groups that are still looking forward to prospecting for relaxation. For those children who cannot go to school yet, there may be more possible in June. There are also certain sectors that are affected by the crisis for a long time. For example, tourism, events and catering are sectors that do not know where they stand today. If we all take our responsibilities together and ensure that the reproduction rate remains low, then we can ensure that sectors such as the catering industry get a chance to start up again in June. The 80,000 people who make their living there can then get back to work. We look forward to evolution and hope that you will be able to bring good news within a few weeks.
ParlaMint-BE_2020-05-14-55-plenair-ip040x.u9	Madam Prime Minister, thank you for the answer. COVID-19 is like a runaway horse. One cannot keep the reins tight to control that horse, but if one celebrates them too quickly, the horse, or the virus, will run away again. You rightly said that we must be careful, and it must remain safe and healthy in any case. The choices you make for catering, events and tourism but especially for families, young people and vulnerable people are the right ones. We need to move forward gradually, in consultation and in small scale, so that we can have a viable summer for everyone.
ParlaMint-BE_2020-05-14-55-plenair-ip040x.u10	Madam Prime Minister, thank you for your answer. I am delighted to hear that you appreciate the importance for the federal government of acting with its own levers to save the cultural sector and its artists. The perspective you have described is quite interesting. I think that if we reach a clear and optimal decision in the Federal Parliament on the status of artists, it will be a historic step forward, very positive for our political history. However, artists also need immediate answers to this crisis. I would like to remind you that our bill, which introduces an emergency fund, is on the agenda of next week's commission, the main theme of which is artists. Other texts are also on the agenda of this committee. In line with what you have just said, with the support you have just described for this sector, with what your President has said in the press, I hope that these texts, and ours in particular, will be able to obtain the support of your political formation. I think we need to work together in the committee next Tuesday to meet the expectations of the cultural sector. I would also like to remind you that the Horeca is on hold. You quoted it. The Ecolo-Groen Group has also made proposals and I hope that they will go as far as possible in the work of the committees. Indeed, the answers must be strong in view of the unprecedented crisis we are going through.
ParlaMint-BE_2020-05-14-55-plenair-ip040x.u11	Mr President, Minister, the aviation sector is one of the most affected sectors in the corona crisis. Everyone has noticed that there have been hardly any flights in Europe in recent weeks. Of course, this has very serious consequences, including for us, for the more than 4,000 employees of Brussels Airlines, who are in serious uncertainty. In short, if no rescue buoy is thrown at Brussels Airlines, that company may soon go bankrupt. We need to get everything out of the closet to avoid that. After all, this is not just about the 4,000 jobs at Brussels Airlines. Each of those jobs has a multiple of other jobs attached. Four to five times as many. This is because our national airport, Brussels Airport, is one of the most important economic growth poles in this country. That's where prosperity is created for all of us. It is therefore in the interests of all of us to ensure that Brussels Airlines does not crash. How will we do that? Above all, we should not send a blank cheque to the German shareholders. If taxpayers' money is put on the table, there must be a return on it for the people. Security of job retention, fair opportunities for sustainable growth in the future. And if profits are made, a fair share of them must be returned to the taxpayer. Over the last ten years, Lufthansa Group has distributed 1.6 billion euros of profits to its shareholders. It can't be the intention that profits continue to go there, but that in bad times the government has to come up with money. I come to my questions, Minister. If the news is correct, you'll see Lufthansa's top man tomorrow. What's your negotiating position? And above all, what are you trying to achieve tomorrow?
