Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2020-05-25-55-commissie-ic183x	ParlaMint-BE_2020-05-25-55-commissie-ic183x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2020	2020-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Chairperson	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	VerherstraetenServais	Verherstraeten, Servais	M	1960	
ParlaMint-BE-en_2020-05-25-55-commissie-ic183x	ParlaMint-BE_2020-05-25-55-commissie-ic183x.u2	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2020	2020-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	BertelsJan	Bertels, Jan	M	1968	
ParlaMint-BE-en_2020-05-25-55-commissie-ic183x	ParlaMint-BE_2020-05-25-55-commissie-ic183x.u3	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2020	2020-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	PVDA-PTB	Partij van de Arbeid van België - Parti du Travail de Belgique	Opposition	Left to far-left	DeVuystSteven	De Vuyst, Steven	M	1987	
ParlaMint-BE-en_2020-05-25-55-commissie-ic183x	ParlaMint-BE_2020-05-25-55-commissie-ic183x.u4	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2020	2020-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	DockMagali	Dock, Magali	F	1979	
ParlaMint-BE-en_2020-05-25-55-commissie-ic183x	ParlaMint-BE_2020-05-25-55-commissie-ic183x.u5	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2020	2020-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	notMinister	-	-	-	-	SlegersBercy	Slegers, Bercy	F	1976	
ParlaMint-BE-en_2020-05-25-55-commissie-ic183x	ParlaMint-BE_2020-05-25-55-commissie-ic183x.u6	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2020	2020-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	DepoorterKathleen	Depoorter, Kathleen	F	1971	
ParlaMint-BE-en_2020-05-25-55-commissie-ic183x	ParlaMint-BE_2020-05-25-55-commissie-ic183x.u7	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2020	2020-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	VB	Vlaams Belang	Opposition	Right to far-right	VanLangenhoveDries	Van Langenhove, Dries	M	1993	
ParlaMint-BE-en_2020-05-25-55-commissie-ic183x	ParlaMint-BE_2020-05-25-55-commissie-ic183x.u8	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2020	2020-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	PS	Parti Socialiste	Opposition	Centre-left to left	TillieuxEliane	Tillieux, Eliane	F	1966	
ParlaMint-BE-en_2020-05-25-55-commissie-ic183x	ParlaMint-BE_2020-05-25-55-commissie-ic183x.u9	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2020	2020-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	DeBlockMaggie	De Block, Maggie	F	1962	
ParlaMint-BE-en_2020-05-25-55-commissie-ic183x	ParlaMint-BE_2020-05-25-55-commissie-ic183x.u10	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2020	2020-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Guest	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2020-05-25-55-commissie-ic183x	ParlaMint-BE_2020-05-25-55-commissie-ic183x.u11	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2020	2020-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	DeBlockMaggie	De Block, Maggie	F	1962	
ParlaMint-BE-en_2020-05-25-55-commissie-ic183x	ParlaMint-BE_2020-05-25-55-commissie-ic183x.u12	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2020	2020-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Guest	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2020-05-25-55-commissie-ic183x	ParlaMint-BE_2020-05-25-55-commissie-ic183x.u13	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2020	2020-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	DeBlockMaggie	De Block, Maggie	F	1962	
ParlaMint-BE-en_2020-05-25-55-commissie-ic183x	ParlaMint-BE_2020-05-25-55-commissie-ic183x.u14	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2020	2020-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Guest	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2020-05-25-55-commissie-ic183x	ParlaMint-BE_2020-05-25-55-commissie-ic183x.u15	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2020	2020-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	DeBlockMaggie	De Block, Maggie	F	1962	
ParlaMint-BE-en_2020-05-25-55-commissie-ic183x	ParlaMint-BE_2020-05-25-55-commissie-ic183x.u16	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2020	2020-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Guest	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2020-05-25-55-commissie-ic183x	ParlaMint-BE_2020-05-25-55-commissie-ic183x.u17	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2020	2020-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	DeBlockMaggie	De Block, Maggie	F	1962	
