ParlaMint-BE_2020-06-18-55-plenair-ip046x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2020-06-18-55-plenair-ip046x.u2	Proposal submitted by: Proposal tabled by: Özlem Özen, Ludivine Dedonder, Sophie Thémont, Patrick Prévot, Evita Willaert, Julie Song. Ladies and gentlemen, we agreed at the Conference of Presidents on how to proceed with this proposal. I agreed with the Conference that next Wednesday I would report further on the follow-up to the opinions requested from the Court of Auditors, for which there was no majority, but also to the Council of State, for which a full opinion was requested. I would therefore like to postpone the debate until we have these opinions.
ParlaMint-BE_2020-06-18-55-plenair-ip046x.u3	Proposal submitted by: Proposal tabled by: Marc Goblet, Jan Bertels, Laurence Hennuy, Barbara Creemers, Caroline Taquin, Robby De Caluwé, Els Van Hoof, Catherine Fonck, Sofie Merckx, Kathleen Depoorter.
ParlaMint-BE_2020-06-18-55-plenair-ip046x.u4	The general discussion is open. The general discussion is open. The rapporteur is Mr Rigot, who refers to his written report.
ParlaMint-BE_2020-06-18-55-plenair-ip046x.u5	Mr President, on to the soft sector of care, I would say. The N-VA will support this bill.
ParlaMint-BE_2020-06-18-55-plenair-ip046x.u6	I apologise, Mrs Depoorter, but the reporter is just coming in and would like to present his report briefly. I apologize for interrupting you, Mrs. Depoorter.
ParlaMint-BE_2020-06-18-55-plenair-ip046x.u7	No problem, Mr President.
ParlaMint-BE_2020-06-18-55-plenair-ip046x.u8	Mr President, ladies and gentlemen, it was agreed in committee that, as the written report would not have time to be validated, an oral report would be made in plenary session. I will therefore try to be as succinct as possible to present to you this important report, drawn up on behalf of the Committee on Health and Equal Opportunities, which met on 16 June, on the examination of the draft law to sustain the White Blouse Fund and to allocate its resources for the year 2020. Mr. Marc Goblet, the main author of the bill, first of all, gave an account of the situation and recalled the origin and raison d'être of the Fund. He also recalled that it had been agreed to set up a working group to allocate funds for 2019, which had been done, but also to allocate funds in the best possible way to meet the needs in 2020. It is with happiness that a bill came into the Health Committee, supported by ten signatories. This is a bill that not only targets nursing practitioners, but also all the functions that can relieve the work of front-line nurses and enable them to be closer to patients. An evaluation of the scheme is scheduled for 30 March 2021. The bill and the amendments were the subject of a comprehensive agreement by all parties that had undertaken to sign the bill. Mr. Marc Goblet also recalled the remarkable work done by the PS staff member, Cédric Norre, to coordinate the work. He thanked all the signatory parties for their cooperation in the working group in order to reach a balanced solution and agreement. Ms. Katleen Depoorter, co-signator of the bill, pointed out that the proposal had evolved well to achieve a balanced proposal. She was pleased to see that the goal of allowing active nurses to be more present at the bedside of patients had been met. She welcomed the availability of resources for home-based nurses and expressed satisfaction that sexual abuse centres had not been forgotten. Laurence H annoyance, for her part, also stressed the importance of this balanced agreement. Many things remain to be done, she said, in terms of salary revalorisation. This is a first step, but we must continue to requalify the nursing profession. Ms. Caroline Taquin stated that the MR group was satisfied with the progress made in this White Blouse Fund. She also noted that she was pleased to note that the employee nurses component, as well as the independent nurses component, had been taken into consideration. In addition, she was pleased that the aspect of nurses in charge of sexual abuse had been taken into consideration. Ms. Els Van Hoof (CD&V) stressed that the bill under consideration was the result of constructive cooperation and a balanced compromise in the above-mentioned working group. She also praised the involvement and motivation of nurses and caregivers during the Coronavirus crisis. During the preparatory work on the texts, Ms Van Hoof stressed the importance of social consultation, as evidenced by the developments in the bill. Ms. Sofie Merckx (PVDA-PTB) recalled the origins of this bill. It is clear from this that a great deal of progress has been made. She also recalled what led us all to act. It is obviously the protests and strikes that took place in 2019 to express the anger of the white coats. The proposal, she said, guaranteed sustainable funding for the White Blouse Fund and regulated the independent nursing component. For the Open Vld, Mr Robby De Caluwé recalled that the budget had been drawn up rigorously. He was satisfied with the work that a number of parties had done. The bill under consideration provides a significant amount of money for the creation of jobs for health-care workers in the care of bed and breakfast patients. He also welcomed the emphasis placed on the initial objective, namely more staff in hospitals and in home care, with regard to the allocation of resources. Mr Jan Bertels (sp.a) stressed, as a co-author of the text, the good parliamentary cooperation that surrounded the long genesis of the bill under consideration. The proposed regulations are intended to sustain the resources of the White Blouse Fund. Thanks to the effective work of the social partners, the resources for 2019 allocated to the various "Maribel Social" Funds are even better used today. The scheme for self-employed persons has also been the subject of effective consultation in which the spirit of the White Blouse Fund has been taken into account. Catherine Fonck, co-chair of the bill, for her part, also highlighted the excellent work done through positive cooperation between the various interlocutors. First of all, it pointed to the effective consultation between the various parties in Parliament under the leadership of Mr Marc Goblet. She then praised the collaboration between Parliament and the government. She referred to fruitful cooperation between politics and actors on the ground. The sustainability of the White Blouse Fund is a first step in the right direction. On the DeFI side, Sophie Rohonyi thanked her colleagues for having concluded this agreement, which allows the White Blouse Fund to be sustained. She obviously pointed out that her group would support this bill. She asked a number of questions, including the monitoring of the allocation of the Fund. How can the firing be corrected if the allocation of resources has not been carried out correctly in particular? All of his questions were answered by the various co-sponsors during the Public Health Committee. At the level of the articles, a series of amendments were tabled by various co-sponsors. All the articles and all the amendments were voted unanimously and the text as such was voted on, which is something that all the political groups welcome. I also welcome this, and I have no doubt that today we will continue in the same direction. Thank you all for your attention and congratulations for the work done!
ParlaMint-BE_2020-06-18-55-plenair-ip046x.u9	Mr President, the N-VA Group has signed this bill and will, of course, support it. As Mr Rigot said, there was a very good cooperation in dealing with this bill. We have all worked very well together for the care. I was very pleased that everyone at the table had the care of the patient, the nurse and the care professional in mind and that there was a very good will around the table, or at these times around the computer. With this bill, we will really allocate the funds for 2020 and the institutions can really get started, the home nurses can actually get started and we will take care of the patient's bed. That's the one that counts in the whole story. In corona times we have seen the distressing conditions in which the care staff worked, both at home and at home, as well as in the institutions. In fact, a number of eyes have been opened there that may not have been completely open before. Investing in more hands on the bed. The N-VA Group has been in favour of this for a long time and is very pleased to have been able to participate in it. I would like to remind you that we have come this way and started it in a special way. The N-VA Group has always called for a legal framework to be drawn up before we fill it out and allocate the funds. We have now followed the opposite path. However, this reverse path leads to a very nice and harmonious result. This will also lead to more hands on the bed by means of the control mechanisms that have been introduced. Mrs Van Camp has been advocating this in the Chamber for years. That is a good conclusion to the many work they have done in this respect. I think it is very important that we have put in place a monitoring mechanism, namely an evaluation at the beginning of 2021. For example, next year we can see whether these needs have been effectively met and whether the funds invested have also resulted in more care time and more hands on the bed. So we will be able to check that we have achieved our goals. For my group, it is also very important that home nurses are included in this. These people go home to their patients every day and follow them very closely in the path of their long-term illness. We know we have enough people trained as nurses, but the problem is that our nurses and caregivers aren't holding up. The pressure is too great and the work is too difficult to combine with their social life. Now we are trying to ease that pressure by making sure that they can call on more colleagues and be better framed. The educational aspect is also very important, because in order to be able to provide optimal care, these people must, of course, also receive optimal training. For the home nurses we provide internships that work with a kind of mentoring because there too we want to tackle the drop-out. We will ensure that people who have not been active for more than 3 years as nurses can take an internship with a home nurse. This way they can get back into the job or record it for the first time. We will now create this very important framework. Are all the problems solved now? Of course not, but it is a nice step forward. I would also like to thank colleagues for providing training for nurses working in the reception centres for women who are victims of sexual violence, at the time set up by Secretary of State Zuhal Demir. This is very important at this corona time when we see that there is a bit more intrafamilial and sexual violence. As a result, there are more women in need who have to address these centres in a precarious situation, where they are entitled to the best care of those who are really trained to do so. We're gonna answer that, too. Finally, we know that the administration is the largest ballast for people in the healthcare sector. The administration must of course be very precise, but it weighs very heavily. We are now making arrangements so that the administration can be outsourced. That will help the home nurses forward and provide more care time. That way, there's more time to care for the patient. That is why we are in favour of this proposal. Colleagues, thank you all once again. We have achieved a good result. Commission President Goblet has managed the meetings very well. I think we can all be enthusiastic about this bill.
ParlaMint-BE_2020-06-18-55-plenair-ip046x.u10	Mr President, ladies and gentlemen, it has been three years now that the white coats are waiting for recognition of their profession. If they expect an improvement in their working conditions, it is first and foremost so that patients are better treated. A staff who have been in arrears for too long, but who have not asked 10,000 questions to respond to the crisis. They gave themselves without counting, to the detriment of their health and their families, when they were already exhausted. Today, we can give them a first answer, promised for eight months: the White Blouse Fund, a budget of 402 million euros now reserved each year to strengthen the employment, training and supervision of nurses, whether employed or self-employed, in hospital or in outpatient settings. Ecolo-Groen, of course, welcomes the unanimous vote on this law in the Health Committee. This issue required many exchanges within and outside the working groups, in order to finally reach a balanced agreement. I thank all colleagues, cabinets and administration for this rather new but ultimately constructive method of work. The implementation modalities of the White Blouse Fund include a range of benchmarks and evaluations, which will ultimately ensure that the funds are used for additional use. This is obviously crucial, and environmentalists will continue to propose improvements to the scheme. But neither will it be necessary to put senseless pressure on the sector to achieve its objectives, while it is still on the bridge to manage a crisis that is not over. We must not lose sight of the fact that it took us six months to reach this text. We are not going to require the sector to have far-reaching results in terms of short-term recruitment. It would be a little "hospital making fun of charity," without a bad pun. This bill is an important step in improving the working conditions of nurses, but we must not rest on our laurels either. The White Blouse Fund must be the first step in a much more comprehensive plan for the health care sector, and more broadly for the non-market sector that is back on the streets today. The health crisis we are experiencing reminds us every day that the professions of health and personal care are pillars of our society. Today, we don't give them a gift. We're just giving them a budget so that their working conditions reach an international standard of eight non-nursing patients. It is a substantial budget, I admit, but it is also a reflection of the chronic disinvestment in health care in recent years. As we have said, the White Blouse Fund is only a partial response to the legitimate demands of nurses. It is therefore essential for environmentalists not to let go of the fight. First of all, the government must take the task of upgrading the nursing profession, whether in terms of wage conditions, working conditions or fair requalification of the profession. The question of upgrading is obviously a prerequisite for achieving a sustainable increase in employment in the profession in the long term. This is why environmentalists will remain attentive to the government's ongoing consultations with the sector. From promises, we must now move to action because we will no longer have to ask the sector for patience or flexibility. He's already given everything he's got. Thank you for listening.
ParlaMint-BE_2020-06-18-55-plenair-ip046x.u11	Mr President, ladies and gentlemen, we were already aware of the unsustainable situation of healthcare staff. Throughout the day, nurses, nurses, caregivers do everything they can. They run, provide care, handle patients and heavy loads, side by side with the pain of the sick, families and death sometimes. Already before the crisis, the lack of staff was felt. Caregivers do not count their hours, between guards and alternate hours. To treat us, these workers do not hesitate to sacrifice part of their privacy. Nevertheless, the situation is far from satisfactory. Having to wait long hours to get care is the daily life of patients who suffer and can no longer. In this vicious circle, the exasperation of patients who are insufficiently accompanied, cared for or listened to leads to an aggressiveness that makes it even more complicated for caregivers who simply struggle to exercise their profession under suitable conditions. The coronavirus attack obviously didn't fix anything. It is the caregivers who are on the front line to fight the virus. Some have left their lives there. Despite concerns and fear, they responded present and fought to provide the best care. I would like to pay tribute to all these men, especially those women, who are true heroes. We will never say it enough: thank you for everything, thank you for your work, we owe you so much! Colleagues, there are issues that go beyond the political divide, and this is certainly one of them. I am particularly pleased to be able to present to you this bill, co-signed by all the political groups, which perpetuates and implements the White Blouse Fund. With this text, every year 402 million euros will be used to recruit staff, improve training and provide better support for young workers. This is the result of a dialogue that began before the crisis and continued with the ambition to improve working conditions and patient care. As chairman of the working group, I would like here to welcome all the political groups that participated in our working group, and to thank the social partners who have been consulted widely. I also really want to associate with these thanks the important work that was carried out by my collaborator, Cédric Norré. While sometimes the discussions have been complicated, they have always been constructive and have led to a balanced proposal that will enable staff to be recruited quickly in accordance with social dialogue. More arms at the patient's bedside: this has always been our priority. We are aware, however, that the work has not been completed and that other measures need to be presented to upgrade nursing and nursing occupations. It is in part up to the social partners, together with the government, to continue work to improve the conditions of healthcare workers. As I pointed out in committee, our working group will continue its consideration of the evaluation before 31 March, but will also address various issues that could not be taken into account in the proposal presented today. We have committed ourselves to evaluating the law in a few months to monitor the progress of social dialogue and to check whether jobs have been created to improve care. Ladies and gentlemen, as we have already discussed this text sufficiently, I will not be longer. I will therefore conclude by thanking you once again for this work of dialogue, which goes beyond the traditional divides and is an example for our democracy.
