ParlaMint-BE_2020-01-09-55-plenair-ip019x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2020-01-09-55-plenair-ip019x.u2	I note that Minister Bellot is present. I invite him to take a seat next to me. There is an agreement within the government that Mr. Bellot will respond first, as he must leave immediately after his answers. That was so agreed within the government.
ParlaMint-BE_2020-01-09-55-plenair-ip019x.u3	Minister, a few days ago we heard that Mr Luc Lallemand is leaving Infrabel and is going to work for the French railways. You immediately responded by announcing that the search for a new fully-fledged CEO must be started immediately. But you have also launched a remarkable proposal. You said that the salaries of the CEOs of the railway companies, which today earn EUR 290,000 per year, should be raised to EUR 400,000 or even EUR 500,000 per year. You must dare, Minister! We're in the middle of a social conflict by the tracks. A few weeks ago, the railway workers left work because a rise of 1.1 % seems to be too much to ask for. And then you come up with the proposal to double the pay of the CEOs. How strange can a minister be? What would your proposal mean for the traveller? If the CEO's pay doubles, will there be more trains? Will they ride more punctually? I don't think so! If I compare today's situation with that of 15 years ago, when Mr Lallemand started, I see that punctuality has fallen, and that passenger satisfaction has fallen. So, your proposal isn't just foreign to the world, it's also completely out of place. My question is very simple. Are you prepared to renounce your statements and confirm here that there can be no question of raising the wages of the rail summit?
ParlaMint-BE_2020-01-09-55-plenair-ip019x.u4	Mr President, Mr Minister, ladies and gentlemen, this week I was saddened to hear you plead for the doubling of the salaries of the leaders of public companies, wages capped under the Di Rupo government, at an already very comfortable level. It seems to me that the two companies, SNCB and Infrabel, with these salaries, were not prevented from working with their skills. To plead to double a wage representing sixteen times the minimum wage of workers is, from our point of view, inept. It's amazing and perhaps worthy of thatcherism of the '80s. It is also contempt for the workers. Because, today, after all the efforts they have made, the latter claim a salary increase of 1.1%. This statement seemed to us to be truly intolerable even if it was made in a personal capacity. You may as well say that this is not audible to workers in the companies concerned. Minister, by proposing to double the salaries of CEOs on rail, what message do you send to workers who have increased their productivity by 20% with 4,500 fewer colleagues, the result of the three billion savings you have imposed on this sector? Do you think that earning sixteen times the minimum wage is really too little to fulfill a mission in the service of the general interest?
ParlaMint-BE_2020-01-09-55-plenair-ip019x.u5	Mr Minister, while Infrabel is cutting staff and increasing workload there, while there is cutting projects as the necessary opening-up of the port of Antwerp, the engine of the Flemish economy, you seem to have the budgetary space at Infrabel to raise the CEO's wages very spectacularly. Precisely on the day on which the cleaning aid stops because of the wage increase of 1% on their wages that they do not receive, you want to increase the wages of the CEO of Infrabel by more than 70 %. 290,000 euros are not enough. To get to a skilled successor to Lallemand, you want to give the top managers of the public companies a wage of half a million euros. Minister, there are other professions who can use a higher income! What an idea, by the way, that hallucinating high wages would guarantee better capacities! As if there would then be no more political appointments, as if getting a lot of taxpayers' money is a guarantee of competence. There are several ministers who prove the opposite on a daily basis. Getting a lot of taxpayers' money is really not a guarantee of skill. On the contrary: think of our royal house. Minister, I wonder whether the government shares your insane and shameless view, whether you should apologize and whether you can assure us that you will not change that line of conduct which today provides for the wage ceiling of EUR 290,000 for public enterprises.
ParlaMint-BE_2020-01-09-55-plenair-ip019x.u6	Mr Minister, I am honestly not grieved about the departure of the CEO of Infrabel, Mr Lallemand. That has nothing to do with his person, but the policy has just not been good enough in recent years. Half of the trains do not run on time, the traveller is not satisfied and the current infrastructure is insufficient to address future challenges. Moreover, if a job where one earns 290,000 euros a year is not enough for someone, then he is indeed not the government manager we are looking for. That is why I do not understand at all, Minister, that you say that EUR 290,000 would not allow us to find a competent CEO. For Green, his departure must be an opportunity to put the traveller back at the centre, to ensure that we have public transport with affordable trains, with punctual trains and with accessible trains. That is why I have a number of questions for you, Minister. Is it your personal opinion that EUR 290,000 is insufficient, or is that the government's position? Are you indeed convinced that we will not find a competent CEO for EUR 290,000 a year? What qualities do you think the CEO should possess?
ParlaMint-BE_2020-01-09-55-plenair-ip019x.u7	Mr President, ladies and gentlemen, first of all, my best wishes. I would like to tell you that I have spoken in my personal capacity, but I can still claim a good experience in public companies, since I have been in the Infrastructure Committee since 2000. I have, however, seen a number of things that must be questioned in public enterprises if we are to guarantee both their future and the future of public service in the world that is ours. I recently learned of the willingness of Infrabel's current CEO, Luc Lallemand, to leave his post in order to join the French railway network manager, SNCF Réseau, as CEO. This opportunity reflects the recognition of the skills and professionalism of Belgian managers and managers on the European stage, in a world where European competition over talent is increasingly evident, and often at the expense of Belgium. The challenges for the Belgian track remain great. I'll mention some of them. Security still needs to be improved with the settlement of the ETCS file. Furthermore, the modal shift should be strengthened in the context of combating congestion and CO2 emissions. A further increase in the supply of rail is also envisaged by the roll-out of the new transport plan. Social dialogue also remains a challenge. It is therefore clear that the appointment of a new CEO should not be delayed. The selection procedure will have to be approved within the next few days. I would point out that this will be carried out within the same framework as that which saw the designation of the CEO of SNCB, under the conditions laid down by law and in compliance with the salary ceilings currently planned and decided in 2013, no more, no less. The established pay rules will be respected. I note today that we are implementing a recommendation which is not always followed up in other Belgian public institutions. For example, a CEO's salary ceiling is €329,000 on the French-language public radio and television channel, 25% higher than the current remuneration of Infrabel's CEO. Would you be of the opinion that the management of a company such as Infrabel is less complex than that of that other company? The question deserves to be asked. Contrary to what two interlocutors said, I never spoke about the level at which the amount should be determined. I would like to make it clear that the debate on the ceiling on remuneration is very important if we are to keep the management posts of public enterprises attractive, in extremely technical areas where competition from employers is raging. Otherwise, at similar function, at similar risks, difficulties and challenges, candidates will turn away from public enterprises and it is the entire public service that will suffer. That is why I call for an objective and serene debate in the near future, regardless of the choice of a new CEO for Infrabel, which takes place under the same conditions and within the same limits as today. When, as the responsible minister on SNCB and Infrabel, I hear the number of talents that have left, since I took office - and not because I am a minister... [[Laughs]] I hope so in any case, since several others have joined us. In short, when I see these talents who have left the world of public enterprises to pursue the same profession in private companies, because they were aspired by often much more favourable conditions, I ask you the question but I do not answer it. This subject is clearly established. Be aware that this phenomenon is not limited to managers, since technical talent – at all levels – also shows a shortage of staff, so that competition rules sometimes frustrate indecency.
ParlaMint-BE_2020-01-09-55-plenair-ip019x.u8	Minister, you must conclude.
ParlaMint-BE_2020-01-09-55-plenair-ip019x.u9	I know that this debate will be difficult, but it must be conducted if we are to retain or attract to public enterprises the talents we will need to respond, in particular, to the climate challenge in terms of mobility.
ParlaMint-BE_2020-01-09-55-plenair-ip019x.u10	Thank you, Minister, for your reply. Instead of opening a strange debate about increasing the wages of top managers on the track, I propose that we open another debate on the major challenges facing us. Let us see how we can bring the activities of SNCB and Infrabel together as much as possible in one company, with one CEO and one board of directors. Instead of spending more money at the top, you can save money at the top. You can invest that money in those things that are important for the staff and for the traveller.
ParlaMint-BE_2020-01-09-55-plenair-ip019x.u11	We agree on one thing: the need for a debate. We initiated this debate by the resolution of the Socialist Group in the Committee on Mobility on the capping of the remuneration of heads of public companies. However, in this brief reply, I want to get out of the frame of the rail. What world do we live in? When the Michel 1st government came to power, a little over five years ago, you said that you would, for example, raise the minimum social benefits to the level of the poverty line. Five years later, we are far from the promised result: for one isolated, 940 euros per month. In this context, proposing to double the wages of the employers of public enterprises seems indecent to us! You tell us we don't attract flies with vinegar. We're talking about a salary of 290,000 euros. It's not nothing! And living with 940 euros a month is simply impossible. This is a substantive debate that our Parliament, our country, must conduct.
