ParlaMint-BE_2020-12-17-definitief-55-plenair-ip080x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2020-12-17-definitief-55-plenair-ip080x.u2	I would remind you that speaking time is limited to two minutes for the question, two minutes for the reply of the Member of the Government and one minute for the reply of the questioner. I should like to recall that the time limit for speaking is two minutes for the question and two minutes for the response of the members of the Government, plus one minute for the speaker's reply. We will be strict in view of the agenda that awaits us. The first questions are addressed to the Prime Minister. It is the Deputy Prime Minister and Minister for Social Affairs and Public Health, Mr Vandenbroucke, who will respond and whom we thank for his presence because he was also present all night in the Chamber with us.
ParlaMint-BE_2020-12-17-definitief-55-plenair-ip080x.u3	Minister, the numbers of the epidemic and the human tragedies they hide are improving. If they are not good enough to soften the measurements, they are not bad enough to harden them either. Therefore, we must maintain our efforts and, above all, enforce the current measures because it is unacceptable today that the efforts of a vast majority of our citizens are ultimately compromised by a very small minority. This repressive message that has been launched, whether by your government or by the College of Attorneys General this week, will only be effective under several conditions. First, it should not be addressed to citizens alone. It must also apply to employers who do not respect telework when it is mandatory. It is enough to observe the traffic jams during peak hours, but also to listen to the workers to see it. This message must also be accompanied by sufficient human resources to support the King's prosecutors but also the police officers in their work, which is ultimately increasingly ungrateful. You also need a message of prevention because the message that was scanned and repeated during the first wave and that was to say "stay home!" is not today, when it should be. It is also time to move towards labour penalties which, for some, will have far more effect than a fine, even if it is very salty. Finally, there is a need for a message of support for young people, isolated people, people who respect the rules but for whom this respect is increasingly difficult to observe and has even become untenable both financially and psychologically, and I know, Minister, that you are aware of this. Minister, if we want to act as a team against this virus that only increases inequality but also desperation, we will have to make sure that we don't forget anyone and provide opportunities for everyone. Therefore, Minister, can you assure us that tomorrow's Consultation Committee will take it fully into account, but also that the measures that will be taken will not be relativized or contradicted by any member of your government this time? Thank you.
ParlaMint-BE_2020-12-17-definitief-55-plenair-ip080x.u4	Madam President, Minister, Steven Van Gucht has been pointing out all week that we are at a turning point. It is this week and these days crucial to reverse the slightly rising trend, which does not seem to be happening for the time being. Minister, I want to be hopeful with you. Tomorrow, the schools will go on holiday and a number of companies will press the pause button. If we all use our common sense, stay at home, do not go to the shopping streets and have modest parties in a limited circle, we can cash in on that tilting moment. Then we can go to the safe haven that we have in mind. Mr. Secretary, you're worried. I am, too. Our neighbors are closing. We read in the press about additional measures. What, however, are additional measures other than closing down schools or shops? Minister, perhaps we do not emphasise enough that so many Belgians have complied with the measures. We have incredibly much respect for that. It is, after all, thanks to those people who have complied with the strict rules that we have got so much down the curve. With regard to the tilting moment, I have to say that the hospitals will not be able to cope if the figures rise again. Professor Vlieghe stated two weeks ago on the corona committee that it might be time for the new barometer. After all, we need clarity now. What if? What's the scenario if the numbers are going the wrong way? What's the perspective if they go the right way? What's the safe haven? Mr Minister, I have two simple questions. First of all, is there going to be a new barometer? Secondly, what will we do about the motivation of the ever-growing group of corona-tired people who no longer follow the rules?
ParlaMint-BE_2020-12-17-definitief-55-plenair-ip080x.u5	Minister, I have already asked you on a regular basis about the covid vaccination. At that time it was usually about the strategy, about making plans, about the oh so important registration, but now we are at another stage, the stage in which it becomes concrete. A number of countries have already started to vaccinate at-risk groups, but in Europe we are still waiting for the approval of the European Medicines Agency. It would be there next week and we could start vaccination before Christmas. So I would like to know what is really going on with the vaccines, because it is getting a little unclear for the population. You have informed us that Pfizer will deliver 10,000 vaccines to Belgium in December. France expects about a million vaccines around the parties. Germany wants to start vaccination on the day after Christmas. You have already stated that European cooperation guarantees a proportional distribution of vaccines across Europe. Shouldn't we get more vaccines before the new year? A symbolic delivery is positive, but of course that is not the real start of the campaign. When can we really expect this first serious shipment? How many vaccines will we get? Will that happen proportionally? Can you guarantee that? Do you have a contract there and have you received in that contract, which is still secret and which we do not have access to, a timeline with forecasts of delivery for the coming weeks and months? A symbolic vaccination at Christmas is a fine thing, Minister, but even more beautiful would it be to give our people at the Christmas table a real perspective, a real future, a real outlook for a beautiful summer.
ParlaMint-BE_2020-12-17-definitief-55-plenair-ip080x.u6	Minister, for young people social contacts are just as important as healthy eating and healthy moving. It is time we recognised that as a society. That's what 250 professors and teachers in the newspaper say today. I think they're right. All signals go in the same direction. Young people say they can't stand it anymore: "I've been home for a year. I don't see anyone anymore. I'm walking up the walls. I'm exhausted by social isolation. I rise every day with stress and fear." You know that most young people are only at home for a computer. Their hobbies are gone. Friendships are in lockdown and a perspective seems very far away. It is difficult not only for schoolchildren, but also for students and working young people. They go to work all week, day after day, and look forward to the weekend, and then find that nothing comes in that weekend. Young people also often feel that in this corona crisis they are being fingered very hard, as if they were responsible for the corona pandemic. They also feel that they are at the front of the queue of fines and GAS fines, but at the back of the queue of measures. Minister, we must ensure that this generation does not become a corona generation. Tomorrow there will be an important Consultative Committee. You know that the young people do not have such a strong lobby as, for example, the VBO. That is why I ask you to put young people first in the consultation committee tomorrow. I understand very well that it is difficult, because the figures are rising. However, I would like you to leave the Youth Consultation Committee tomorrow and look for a perspective for their social life, hobbies and mental health. That is a specific question and a mandate for the Consultative Committee tomorrow. Make sure that young people come first when giving perspective in this corona crisis.
ParlaMint-BE_2020-12-17-definitief-55-plenair-ip080x.u7	Madam President, Minister, tomorrow the Consultative Committee will meet for the 20th time. Christmas holidays are at the door, schools are closing the doors, a lot of people will take time off. This is the time to reduce the numbers. We must encourage people to follow the measures. Those who are hard learners must, in my view, be hard hit. I regret the lockdown parties throughout the country, including in the College of Europe in my own city. They're not appropriate. I am pleased that the College of Attorney General has provided clarity by stating that serious offenders will be dealt with hard. However, our country is neither a police state nor a drone state. On this point, too, the College of Attorneys-General expressed itself clearly, as there was some ambiguity on the ground in this respect. As Bruggeling who lives not far from Sluis, and on behalf of many border municipalities on the border with the Netherlands, I would like to make a special appeal to you. Now that the non-essential stores in the Netherlands are closed, the chance has become that Dutch people will buy their last Christmas gifts or come to fun shopping. When the non-essential shops in the Netherlands were closed, the government made it clear to the Belgians that they were not welcome in the Netherlands. Well, I hope that tomorrow you will send out a similar clear signal so that the border communities will not have any problems. As MEPs, we are looking forward, together with the people, to the outcome of the Consultation Committee tomorrow. I hope that you will already be able to reflect a direction, that you can already tell us whether or not new measures will be introduced. There was also a raiser this week. After all, the European Community will give the green light for a first vaccine before Christmas. Vaccination will therefore be possible before 5 January. Mr Minister, when will the first load be there and when will the first (...)
ParlaMint-BE_2020-12-17-definitief-55-plenair-ip080x.u8	Madam President, Minister, ladies and gentlemen, 2020 will undoubtedly be a year that we will never forget. Our lives were shaken up, both our professional lives and our social lives. The worst part is that we had to say goodbye to a lot of people. At the moment, despite the increasing number of infections, we are on the eve of the new year 2021. That's a year in which there's a bright spot. There's a light at the end of the tunnel. The vaccines, which have to give back our normal lives, will soon be there, sooner than expected. Even earlier than expected, there was positive news from the European Medicines Agency, which states that the approval of vaccines will take place by 21 December. Mr Minister, yesterday you also told us that Pfizer-BioNTech will deliver 10,000 doses, allowing us to vaccinate 5,000 people in our country before the end of the year. With this positive prospect, I hope, and I believe from the bottom of my heart, that all the compatriots will make a final effort to comply with the measures, in order to further reduce the virus. Those efforts are needed. The corona study shows that everyone adheres to the agreed measures. The measures are clear. The communication around it is also clear. Minister, the President of the European Commission, Ms Ursula von der Leyen, asked the Member States to start vaccination together. Does this mean that it already has an insight into the work of the EEA? Does this mean that the action is effectively guaranteed and that the medicine is approved? The start of vaccination does not mean that we can abandon the preventive measures. How will you motivate the population in the coming crucial weeks and months to continue to comply with these measures? People need perspective in this difficult period.
ParlaMint-BE_2020-12-17-definitief-55-plenair-ip080x.u9	Mr. Secretary, would you have enough for your answer in eight minutes?
ParlaMint-BE_2020-12-17-definitief-55-plenair-ip080x.u10	Madam President, ladies and gentlemen, tomorrow is the Consultative Committee, where we will look with the other governments at the situation, the circulation of the virus, the infections and what to do. We always do that first on the basis of the figures. At the end of October, in our country, we had 22,000 corona virus infections per day. Today there are almost ten times less, about 2,400 a day. That's a great drop, but it's still way too much. It's too much. We expected that this decline would at some point be less strong because we had reopened the schools, which is necessary and good, and because life resumed after the autumn holidays. That wouldn't have surprised us. What worries us today is that we see increases that are remarkable in a number of provinces. They must not be the harbinger of a flare that would lead to a third wave. We can't go through that. We'll see what we can do tomorrow in these circumstances. I will not anticipate that now, but one thing is clear. The contagions need to go further down. They have to descend again. We all have a very good opportunity during the Christmas holidays, because the schools are closed and many more people are at home. We can provide a very nice Christmas gift for ourselves, for the care sector and for young people by limiting our personal contacts as much as possible during this period and celebrating the Christmas and New Year's celebration in very small circles. That is not an easy message, we know, but the best gift for young people who are having a hard time is that this misery does not last too long. So we need to get the numbers down, and that's what we have in our hands. The fact that we are now among the best in Europe has not come of our own accord. That is because a overwhelming majority of people adhere to the measures. It is constantly argued that motivation is falling. Is that so? This is not evident from the surveys that are being carried out. The motivation has increased over the past few weeks. However, it is true that the reports about the fact that we could not have ordinary Christmas have been a turnoff for many people. A lot of people are having an extra hard time with that right now. That's right. It strengthens us, however, that a overwhelming majority wants to keep to the agreements and show solidarity. That is what we will have to do. As for the minority who does not respect these rules, no, there will be no more leniency and certainly no more for all those who organize or participate in illegal festivals! Fines have been substantially increased this week to €750 for participants, €4,000 for organizers and there will still be an opportunity to seize the cars involved. They are warned, but it is a small minority that exceeds the rules; the majority knows what solidarity is. Of course, we are concerned about compliance with the telework obligation, and we find that it is becoming less and less respected, that there is fatigue in this matter. That is why the federal government has already sent a very clear signal this week, both to the private sector, to employers, to the social partners, but also to the public sector, where the federal system is even stricter than we are asking the private sector. And my colleague, Petra De Sutter, reminded all services of the very strict regime that applies in our administrations. The situation in our neighbouring countries and the borders are indeed a matter of concern. You have undoubtedly heard that the Prime Minister has been in close contact with neighbouring colleagues in recent days. This morning, together with Prime Minister Rutte of the Netherlands and Prime Minister Laschet of North Rhine-Westphalia, he sent a very clear message in Germany. When all these political leaders say we should stay home, that is another message of solidarity by staying home and sticking to the rules. The consigns are ready. Don't cross the border! Funshopping is not allowed in Belgium and is not possible. The mayors will take care of that. That is also what we expect from them. Questions have been asked about the vaccination. Mrs Depoorter, you are right that we must be ready. We'll be ready, too. We depend on the suppliers. You can't ask me to say here what Pfizer will certainly do. You'll have to ask Pfizer. We're done. A few hours ago, I had contact with the Prime Minister and the Chairman of the Task Force on Vaccination, so that we could give the clear answer to Mrs von der Leyen that we are participating. If Pfizer will distribute a limited number of symbolic deliveries equally among the European countries to say in those difficult days between Christmas and New Year that science and solidarity bring hope, then we will also be able to give that signal of hope limited that vaccination is taking place. At the beginning of January, our campaign can be rolled out. This European solidarity is an enormous strength. Everyone on the European train is treated equally. Other European countries will not get a head start on us. Nobody's got a line for it. We don't ask that either because Pfizer is with us. Everyone here is treated equally. The challenge for us is to be ready. We'll be ready. Not being ready would do real injustice to our people, to the most vulnerable people who need this vaccine and to everyone who is waiting for perspective. Let me finish with that. We have achieved a great deal with the population, from the most dramatic figures from all over Europe to the better figures. We can look back on a fantastic achievement, but the last pieces are the hardest. However, we will succeed, on the basis of sustained solidarity, in view of the difficulties that people have, older people, younger people and people with children. We'll get out. The decisions we will take tomorrow will strengthen that policy and approach, better framework it, strengthen it where necessary and implement it decisively everywhere. That's what's gonna happen tomorrow. Thank you for your interest.
ParlaMint-BE_2020-12-17-definitief-55-plenair-ip080x.u11	I thank the Minister for his answer. Nevertheless, I regret that he has not answered in concrete terms the question of the means available both to front-line actors to enforce the measures, and to the public to keep it good. If we are to avoid this third wave that no one will recover from, neither healthcare staff nor young people, nor our self-employed people, we absolutely must limit our movements and launch the signal to stay at home. It is a signal that you send to the Dutch but not to the attention of our people, at least not clearly enough. Indeed, the restriction of our movements is a restriction of our freedoms, but we must be aware and tirelessly explain that this is the only way for us to find all these same freedoms as soon as possible. We are all entitled to hope for this new year, and for that we all have the cards in hand – those of solidarity and collective responsibility.
