ParlaMint-BE_2020-01-16-55-plenair-ip020x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2020-01-16-55-plenair-ip020x.u2	The President [[in front of the assembly standing]]
ParlaMint-BE_2020-01-16-55-plenair-ip020x.u3	[[for the standing meeting]] Philippe Blanchart, a former member of the House of Representatives, died on 26 December last in Namur, at the age of 56. Philippe Blanchart was born in Lobbes near Thuin on 13 February 1963, from a family of 7 children. After obtaining, among other things, a bachelor's degree in labour sciences at the ULB, he taught for 20 years in an education and training centre in alternation with young people in school leaving school and became an inspector of higher secondary education. Elected communal councillor of the City of Thuin from 1995 to 2018, he was President of the CPAS, educator and then 1st bishop from 2000 to 2012. He also served twice as mayor to replace Minister Paul Furlan, with whom he formed an inseparable duo. In 2009, he entered the Chamber of the Arrondissement of Hainaut as an alternate for Christian Dupont, who became Minister of Education of the French Community. He was part of our Assembly for ten years, until the elections of 2019. He was a member of the Committees for External Relations, Defence, Business, Climate and Sustainable Development and the Parliamentary Assembly of the Council of Europe. He became a member of the Walloon Parliament after the last parliamentary elections. We will remember an affable and diligent parliamentarian whose kindness, generosity and elegance we will miss. He was deeply committed to humanistic values and showed great determination in his social commitment. His long fight against the disease will have aroused the admiration of everyone. On behalf of the House, I offered our deepest condolences to his companion and his family.
ParlaMint-BE_2020-01-16-55-plenair-ip020x.u4	The day after Christmas, on 26 December, Philippe Blanchart died, after a long fight against the disease which he led with courage, aroused the admiration of all. Born in Lobbes in 1963, Philippe Blanchart was born to a family of seven children. A graduate of the ULB in the field of labour sciences and a trades teacher, he placed the development of young people at the heart of his struggle. He taught for 20 years in the centre for alternance education and training, before becoming its coordinator and developing its concept in his region. In 1994, Philippe Blanchart became involved in politics on Thuin's communal socialist list, alongside his always-loving friend, Paul Furlan. At the local level he performed various functions: city council member, ships, OCMW chairman and acting mayor. He worked with heart and soul for his city and his fellow citizens. He had a rich political career, because in 2009 he also became a federal member of parliament. He stayed that way for ten years, until the last election. In May last year, he was elected as a Walloon Member of Parliament with 6,000 votes, again a proof of his great popularity. Philippe Blanchart had an endearing and radiant personality. A man of fighting and values, he was appreciated for his listening qualities, his humour and his proximity to the citizens. On behalf of the Belgian Government, I extend our deepest condolences to his companion, his family and, of course, his friends.
ParlaMint-BE_2020-01-16-55-plenair-ip020x.u5	May I invite the Chamber to observe a few moments of silence in memory of our sorry colleague?
ParlaMint-BE_2020-01-16-55-plenair-ip020x.u6	In accordance with the opinion of the Conference of Presidents on 15 January 2020 and at the request of Mrs Van Hoof, I suggest that you postpone the following item to the plenary meeting on 23 January 2020: - the bill (Ms. Els Van Hoof and Nahima Lanjri) amending, with regard to the prohibition of discrimination in respect of paternity or comaternity, the Act of 10 May 2007 to combat discrimination between women and men, Nos. 165/1 to 8; - the draft law (Mr Patrick Prévot, Ms Eliane Tillieux, Mr Frédéric Daerden, Ms Laurence Zanchetta, Mr Marc Goblet, Ms Ludivine Dedonder and Mr Jean-Marc Delizée) amending the Act of 10 May 2007 to combat discrimination between women and men in order to enable the protection of paternity, Nos. 46/1 to 3; - the draft law (Ms. Catherine Fonck) amending the Act of 10 May 2007 to combat discrimination between women and men with a view to better protecting persons facing the issue of reconciliation between family and working life, No. 61/1; - the bill (Ms. Evita Willaert, Sarah Schlitz, Jessika Soors, Marie-Colline Leroy, Barbara Creemers, Laurence H annoyée and Séverine de Laveleye, Simon Moutquin and Mrs. Kim Buyst and Julie Chanson) to prohibit any discrimination related to breastfeeding, No. 696/1. In accordance with the opinion of the Conference of Presidents of 15 January 2020 and at the request of Mrs Van Hoof, I propose that the following point be postponed to the plenary session of 23 January 2020: - the legislative proposal (Els Van Hoof and Nahima Lanjri) amending the law of 10 May 2007 to combat discrimination between women and men as regards the prohibition of discrimination against paternity or co-motherhood, Nos 165/1 to 8; - the legislative proposal (Mr Patrick Prévot, Mrs Eliane Tillieux, Mr Frédéric Daerden, Mrs Laurence Zanchetta, Mr Marc Goblet, Mrs Ludivine Dedonder and Mr Jean-Marc Delizée) amending the law of 10 May 2007 on combating discrimination between women and men in order to protect paternity, Nos 46/1 to 3; - the bill (Mrs Catherine Fonck) amending the law of 10 May 2007 to combat discrimination between women and men in order to provide better protection for those who have to reconcile family and work, No. 61/1; - the bill (Evita Willaert, Sarah Schlitz, Jessika Soors, Marie-Colline Leroy, Barbara Creemers, Laurence Hennuy and Séverine de Laveleye, Mr Simon Moutquin and Mrs Kim Buyst and Mrs Julie Chanson), in order to prohibit any discrimination in relation to breastfeeding, No. 696/1. No observation? [[No]] That will be the case. Are you sure you don't mind? [[No.]] It is thus decided. In accordance with the opinion of the Conference of Presidents of 15 January 2020, I also propose that you include in the agenda of this afternoon's plenary session the appointment of an effective member of the Standing Committee on the Review of Intelligence and Security Services, No. 878/1. In accordance with the opinion of the Conference of Presidents of 15 January 2020, on the agenda of this afternoon's plenary session, I also propose the appointment of an effective member of the Standing Committee on the Monitoring of Intelligence and Security Services, No. 878/1, to be registered. No observation? [[No]] That will be the case. Are you sure you don't mind? [[No.]] It is thus decided.
ParlaMint-BE_2020-01-16-55-plenair-ip020x.u7	Madam Prime Minister, I take this opportunity to congratulate you on your birthday yesterday. Happy birthday!
ParlaMint-BE_2020-01-16-55-plenair-ip020x.u8	Madam Prime Minister, I would first of all like to join the President's birthday wishes. I wasn't aware of it, but that doesn't make the congratulations any less serious. Colleagues, 235 days ago there were not only elections to the Chamber, but also to the European Parliament. In their own country, it is still waiting for a pre-former or a reformer, for a project that allows citizens to gather and bring together. In Europe, on the other hand, a community of 28 democracies with a lot of differences has been speeded up. There's a project for that. A Commission has been designated and it is unpacking with the Green Deal. That Green Deal is, as far as we're concerned, a bitter necessity. Climate change has long been nothing abstract, it is very concrete: 2019 was the hottest year ever measured. However, the Green Deal is not only a bitter necessity, it is actually a gift from heaven. It's an opportunity for Europe. Unlike Belgium, the European Commission has discovered that climate warming is not only something to worry about, but also a huge opportunity. The Green Deal is a turbo for our citizens and our companies. The Commission is speeding up this process. Yesterday, the European Parliament called for more ambition. So serious work will have to be done. Madam Prime Minister, I call on us, Parliament and the Government, to work together to ensure that Belgium enters the cockpit and not the luggage carrier. That's my call, besides a lot of substantive questions I have. Let us together ensure that we are a climate leader and that current issues are not waiting. I look forward to your attitude on the matter and I am very curious to see if you will put your shoulders on it.
ParlaMint-BE_2020-01-16-55-plenair-ip020x.u9	Mr President, Prime Minister, ladies and gentlemen, if I have learned one thing from the forest fires in Australia, then it is that climate policy is not an or a story. I saw a Prime Minister there who, in the midst of forest fires, was very difficult to get away from the coal industry. However, that is not the point. It's not about industry or climate. It is about reforming industry and doing so in a way that everyone can go along with. He probably does that out of concern for the miners' jobs, but he needs to reform his industry to make sure everyone can come along. That is also what the European Green Deal is about. With this Green Deal we want to move towards a different economic policy and this in a way so that everyone is with us. As a socialist, I can only support that. I would also like to appeal today to all those entrepreneurs in our country who actually want the same thing. They know that reform costs money. After all, the money we will soon receive from Europe from the transition fund will not suffice. However, Australia teaches us that doing nothing will cost us even more money. Madam Prime Minister, I have the following question. This time we are not going to side with the Eastern European coal countries again and avoid our financial responsibility. Europe is counting on us when it comes to a financial contribution to their plans. This time we are going along with Europe's ambition. Today, however, there is a problem with the current European fiscal policy. Europe today does not allow some investments to be excluded from the budget. I believe that this should be possible for good, sustainable investment. I would have liked to know how you feel about that. Are you prepared to convince your European colleagues of this view?
ParlaMint-BE_2020-01-16-55-plenair-ip020x.u10	Mr President, Prime Minister, ladies and gentlemen, Europe is demarring in the area of climate policy and does not look back at the rest. Climate policy is absolutely important. I believe that all countries should be aware of this, but that they must all take responsibility worldwide. Today there is a story on the table around the Green Deal and there are also pennies on the table, but there are also a lot of questions about how to proceed. It is important that we look at a realistic and efficient policy with a Green Deal. The KU Leuven has once again made it quite clear to us this week that this is necessary and that there may indeed be some eco-realism in that story. We need this, but the EU also certainly needs it. The funds put forward in the Green Deal are partly removed from various funds, funds from which our country also uses. These funds seem to go first and foremost to countries that are among the poor pupils today, countries that are not at the right end today. We see funds shifting, mainly to Poland, Germany, Romania and the Czech Republic, the countries that are still stone toolmakers today. However, as an energy-intensive region, we also have needs. We said goodbye to the coal stream a long time ago, but now it seems that these resources are being taken away to transfer them to those countries which have not understood it and which are just getting started. Madam Prime Minister, we must stand firm. The big question then is how we will ensure that the climate policy that will be financed is indeed an efficient climate policy. In what way will we ensure that we deal with this in the right way? How do you ensure that we as a country (...)
ParlaMint-BE_2020-01-16-55-plenair-ip020x.u11	Mr President, Madam Prime Minister, becoming the world's first climate neutral continent by 2050 is the biggest challenge facing the European Union. As a reminder, last December, the European Commission chaired by Ursula von der Leyen placed the fight against global warming at the heart of its fight. From now on, all European policies, whether energy, industry, transport or agriculture, will have to be examined within the framework of the Green Deal. This Wednesday, the European Parliament adopted by a large majority, through a motion for a resolution, this Green Deal proposed by the European Commission. MEPs also stressed their willingness to strengthen it, particularly with regard to the 2030 targets and the reduction of greenhouse gases by 55%, compared with 50% for the Commission. They also want to be involved in its implementation. Madam Prime Minister, how do you view the vote on this European resolution? The press has announced that the Commission will propose a method for sharing the EUR 7.5 billion of the Fair Transition Fund between Member States. From this envelope integrated into the future European budget 2021-2027, Belgium is expected to receive EUR 68 million. Can you confirm this information? Do you know how this amount was calculated? What will be the continuation of the discussions?
