ParlaMint-BE_2020-11-19-55-plenair-ip071x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2020-11-19-55-plenair-ip071x.u2	Mr Prévot, you are asking for the floor.
ParlaMint-BE_2020-11-19-55-plenair-ip071x.u3	Madam President, I would like to take the floor to express our dissatisfaction with the fact that, for the second time in a row, issues that the cdH group is addressing to the Prime Minister are being diverted to other ministers, even though it is our own responsibility or our vision that we are waiting for. That was the case last week with my colleague Dallemagne's question about Nagorny Karabakh. I introduced a question that was not intended to know the substance of the neonicotinoid positioning, since Minister Clarinval was able to present it in his committee yesterday. But when he put forward in the Committee on Health the fact that he had extended the authorisation of the use of these pesticides for one year – which is better for the beet sector that needs it well – there was a furious reaction in committee from parliamentarians of the majority. Ecolo was very uncomfortable and the socialists even said that the minister was moving away from the government's position. It therefore seemed to me normal to question the head of the government, the head of the team and of its cohesion to see whether this decision to extend, which is in fact contrary to what Europe has been demanding for several years, is well assumed by all the parties in its government. And I'm being referred back to Minister Clarinval, whom I like very much personally. But I know his position. He explained it in committee. It was that of the team leader, the guarantor of government cohesion, whom I wanted to know, since the parties of the majority, of their own confessions, were uncomfortable with this posture and, again, I was not allowed to question the Prime Minister. I'm sorry. Madam President, you are already saving time because I will not ask Mr Clarinval my question. In this case, it is of no interest. I regret again a choice that gives the impression that the Prime Minister is pick and choose with the questions that interest him and does not answer those that might make him uncomfortable. However, a prime minister also assumes responsibility when there are differences of expression in his majority.
ParlaMint-BE_2020-11-19-55-plenair-ip071x.u4	I think it is, of course, up to the government to assume and ensure the answer to the questions, and to distribute the themes. Prime Minister, you want to react.
ParlaMint-BE_2020-11-19-55-plenair-ip071x.u5	Mr Prévot, there is no intention of not answering specifically questions from the CDH. But you are asking a question on a very specific subject which clearly belongs to the area of the minister concerned. I've listened to what you're saying, Mr. Prévot. You are referring to respect for the government agreement. This is a responsibility, which is not based solely on me. It is a collective responsibility of all ministers. So if you ask the minister, since it's everyone's responsibility and I say it's the minister's responsibility to answer, it means that I trust my team, and that everyone in my team will respect the elements in the government agreement. It's up to you to see if you want to ask the minister concerned or not, but I put my trust in my team.
ParlaMint-BE_2020-11-19-55-plenair-ip071x.u6	Prime Minister, I wanted to ask the team leader the question, since obviously, we see in the expressions, that you will be able to read again in the report – I did not invent them – that on both the environmental and the socialist bench, we were moved by this posture. What I was interested in was not a debate on the substance, but a question of the positioning and coherence of government action on the part of a government that has claimed, through your voice, to be the greenest it has ever been in a long time. A few weeks after taking office, it extends the use of these pesticides. So you just demonstrated that you could have taken the trouble to answer the question.
ParlaMint-BE_2020-11-19-55-plenair-ip071x.u7	Prime Minister, we are filled with sadness today. Of sadness when he learned of the death of Alison, in Liège, 24, who had just launched his independent company, as a barber; who had embarked with a lot of energy and who, today, saw his dream completely exploded. We are filled with sadness, but also with anger. We are filled with anger: how is it that our society, our state, is not able to protect these thousands of self-employed workers who are now victims of the VOCID-19 crisis? How is it possible that our State is not able to guarantee that these men, these women, that these young people – because young people are on the front line as a victim of this situation – that these men and women do not receive the means to pay their rent, to pay the rent of the premises they rent for their professional activity, to pay for their meals, to guarantee their end of months? How is it possible that this collective challenge cannot be met, Minister? Yet the issues are very concrete to solve. So why is it that the bridge right is not automatically granted for all these sectors which have been unilaterally decided to close? This was particularly the case in the hairdressing sector. Why is this right not automatic? We need to proactively get him. Other stories come to us, too. I take that of Marc Ronveaux, who is active in Namur, at the Moulin de Solières, who says to me: "But Raoul, I have 6,000 euros of charges per month. How can I keep up with the end of the month? Banks refuse me credit carryovers." Can you imagine? Why, with what reasons? Because he's in a high-risk area. But it is by definition that they are in an area at risk, since precisely they are in economic danger. Still, it's crazy to hear the banks use this kind of argument. I want to tell you, Minister: when are you going to intervene to force the banks to help those sectors that are not going to survive this crisis today? We need an answer, Prime Minister!
ParlaMint-BE_2020-11-19-55-plenair-ip071x.u8	Corona has had a huge and unseen impact on everyone's life for months now. We expect a great deal from our healthcare sector, from citizens, from entrepreneurs, but also from our policemen, as Mr Hedebouw has already said. We expect everyone to follow the corona measures correctly, but we also expect them to be maintained correctly. That doesn't seem obvious. The police are dealing with people who refuse to wear a mouth mask, who still come together, who have parties and so on. It's a minority. That's for sure. That minority is making things really difficult for our policemen and mayor. That minority is abusing the context of corona to challenge police officers, trap them and even use force. In the last 12 months, 38% of our policemen have been victims of physical violence. The number of facts can no longer be kept up to date. Elsene, Jette, Schaarbeek, Anderlecht, Antwerp, Ghent and Willebroek are bent down below. The mayor of Willebroek was forced to bring forward the existing curfew for corona because of persistent nuisance of ammo makers who spit on shopkeepers and passers-by, light fireworks, commit vandalism and also do not respect the corona measures. The mayor and two policemen were even physically attacked. In the meantime, that early curfew has been rescinded. Can we actually blame the mayors for taking far-reaching measures? If the federal government has been using ministerial decisions for months to take anti-freedom measures that many constitutional specialists agree can't actually do, then it can't be surprised that other governments will follow bad examples. The N-VA Group previously called for the establishment of a comprehensive legal framework around these corona measures. I repeat this call. Mr Prime Minister, when are you going to do that? What concrete action will your government take to tackle the zero tolerance of violence against the police?
ParlaMint-BE_2020-11-19-55-plenair-ip071x.u9	Mr Hedebouw, thank you very much. What you have just mentioned has touched us all enormously. A person wanted to start his business with ambition, full of hope and faced an exogenous situation for him. What's happening isn't his fault. It is clear that the psychological impact, the human impact in this second wave, is clearly superior to what was seen in the first wave. We can talk about financial support, but it is clear that alongside it, a human support, a support for people who, at some point, no longer see a solution to the situation in which they find themselves, is as important as the financial support that could be granted. The example you are referring to is an example that, as I said, really affects all of us. This financial support, of which I know the limits, is nevertheless considerable: the bridge right that you are talking about, the decision taken to double this bridge right in favour of businesses that are obliged to stop their activity with a certain flexibility granted, agreement with the banks, which has nevertheless been widely used. More than 100,000 independent businesses, often small independents, have requested and obtained this payment period, which is also granted in many other areas. The total economic support measures amount to 38 measures. It is therefore a considerable support, but I am fully aware that, alongside the financial support, there are also other types of support that we can give. To companies, we have to guarantee help when we see someone in a situation of problem. I think we should not hesitate to step in and try to help these people because, often, they are no longer able to seek some help. Mrs Ingels, as far as enforcement is concerned, we have been very clear about this. Failure to comply with the covid rules is punishable by immediate collection and if you do not accept it, it will end up on your criminal record. That's a priority for the police. Physical assault, like pushing it into a corner, and verbal assault on policemen, absolutely cannot be accepted. Questions have also been addressed to the Minister of Justice regarding zero tolerance in the case of violence against the police. The coalition agreement is very clear on this. Opportunity of violence against police will no longer be accepted. I share your concern about the legality of the measure and your demand for a legal basis that would be strong enough. We base ourselves on elements of the 2007 Civil Security Act, which allows us to take action and the 1992 Police Office Act, which gives the Minister the power to maintain public order. What you put your finger on is the use of the ministerial decision, which offers a lot of flexibility in order to intervene quickly, but where constitutional specialists and others are asking whether the method used is legally robust enough. That question was also asked several times to the Council of State. A total of 18 cases were brought before the Council of State, where the Council of State considered that the method used and the choice made were not questioned. However, it is not because the State Council has said 18 times that there is no problem there, that there should be no concern about the method used. I would like to stress that, in the measures we have taken, we have always looked at the need to protect public health and the proportionality of the crisis in which we find ourselves. We have sufficiently motivated this and have always ensured that there is accountability in Parliament. You have questions about fundamental fundamental rights in our society and how they are respected in the current crisis situation. That's a shaky balance. I think that's where you put your finger on the wound. The Justice and Home Affairs Ministers have already announced that they are seeking another legal instrument to ensure better stability, and I know that questions have been raised on several occasions in Parliament.
ParlaMint-BE_2020-11-19-55-plenair-ip071x.u10	Mr Prime Minister, may I ask you to respect the speaking time?
ParlaMint-BE_2020-11-19-55-plenair-ip071x.u11	Prime Minister, you have not responded to my anger, or to the anger of hundreds of thousands of people, whether they are small self-employed, young people or workers. You're already telling me you're doing a lot of work, but your answer is not enough. Let us take, for example, the right bridge, about which I have made a concrete proposal! For some sectors, the gateway right should be an automatic right! We must act proactively, go into contact with the citizens. The State has a responsibility to protect all these citizens, who today have the sole concern of surviving. Surviving in poverty and in the management of their business. The state should still be much more proactive than waiting for countless documents to be completed. You are telling me that you have an agreement with the banks but, if I believe the dozens of testimonies that have been reported to me, there is no deferral of credit because the independents in question are considered to be engaged in an activity in a sector at risk. How do you respond to these people and what are you waiting for to intervene? You tell them you've reached an agreement with the banks! I'm telling you, in fact, it's not! So, come in, for Christ's sake! That is still the question! Today we are facing a social emergency. Indeed, there is some solidarity among the population, but there is also, and above all, the duty of the State to protect its citizens.
ParlaMint-BE_2020-11-19-55-plenair-ip071x.u12	Madam President, Prime Minister, I am pleased that you share my concern. Those MBs and FAQs are, of course, a legacy of the previous government, I understand. However, I had hoped that you would get to work on this right away. I can't believe you're happy with those MBs. I cannot imagine that Minister of the Interior, a lawyer, is happy with that. We have already discussed it on a number of occasions in committee, but there will be nothing concrete. We really need that law. Perhaps we should also look at our neighbouring countries and look at an emergency law. Maybe we should go a little wider, because it's Corona now, but it might as well be something else soon. So I really want to ask you to do something about that. I think the local police will be a little disappointed with your answer. These are very good things, and we support you for 100 %. However, what does it do for the local police, who come into daily contact with these people, today? I really ask you to motivate your Minister of the Interior and Minister of Justice to take urgent action. I would therefore like to call for an urgent recall of the follow-up committee on violence against police forces, which was asked by my colleague Joy Donné, with the presence of the two ministers.
ParlaMint-BE_2020-11-19-55-plenair-ip071x.u13	Madam President, Prime Minister, some 30 years ago the Berlin Wall fell. The years after that all countries from behind the Iron Curtain came into contact with democracy. The Iron Curtain had to believe in it and the Hungarians, the Poles and the Slovenians were able to join parliamentary democracy, freedom of expression, freedom of the press and so on. Today we see that in recent years a number of enlightened despots have re-emerged in those countries at a very rapid pace. Today we see that, for example, in Poland, the Holebi movement is being treated in an incredibly aggressive way. Today, the separation of powers and an independent judiciary in Poland is under threat. Today, freedom of the press has been threatened in Hungary. In other words, how can this happen so quickly in countries that could only be connected with these important democratic achievements? I come to the topicality of today and tomorrow. The European Union has managed not only to draw up the multiannual budget, but also to set up a EUR 750 billion corona recovery fund. All this is blocked by a veto from a few countries which actually say that the rules of the club do not really interest them. They say that standards and values in Europe do not really interest them. They think the pennies are important, but they prefer to ignore the standards and values. I think it is incredibly important that Europe should now be able to manifest itself, not as a toothless tiger, but by pointing out that failing to accept or not respect these values will result in Europe going on with 25 or even 24 countries if necessary. Europe must point out that these standards and values cannot be accepted. I would like your government's position on this, Prime Minister.
ParlaMint-BE_2020-11-19-55-plenair-ip071x.u14	Madam President, Prime Minister, the European Union has been contributing to our prosperity and political stability for decades. Especially today, we need the European Union in this health and economic crisis. As a Member State, we may only be able to move faster, but together we are moving much further. This is very clear today with the EUR 1 800 billion huzzare, which is made available with the European multiannual programme and the European recovery fund. The European Parliament is quite clear on this: conditions are attached to this before we can get funds. I'm in favour of that myself. The European Commission agrees with this. They insist that the rule of law be respected. After all, what would the European Union be if we gave in to our fundamental rights and freedoms, for which we fought for decades? We really can't let that happen. Hungary and Poland are in favour. They're shooting into a cramp today. They veto the European Multiannual Programme and the European Corona Restoration Fund. Slovenia is also starting to support this. It is clear that we must find a solution. If we have to solve Hungary, Poland and perhaps Slovenia too, then European cooperation may also be under pressure. One thing is clear to us. Respect for the rule of law is a European fundamental value. We must not compromise on this. Prime Minister, what will be your position tonight on behalf of Belgium at the European Summit? Is there another agreement possible?
ParlaMint-BE_2020-11-19-55-plenair-ip071x.u15	Prime Minister, I am pleased to see you again. It is the cold shower for those who share the values of the European Union. Poland, Hungary and Slovenia link the rule of law to the recovery plan and what has been set by European countries to enable our economies and citizens to regain a standard of living comparable to that we knew before the crisis, because the economic difficulties are still before us. We share the same values as regards the European Union. When countries, which are part of the 27 Member States, say that they are going to free themselves from the rule of law, which was, however, called back by the European Parliament in a resolution adopted on 13 November, we are having a hard time in Europe. Of course, in recent months, we have all had to take action on a European and global scale, in the form of restrictions on freedoms related to education, on our journeys and arrivals, on our ways of living with families, etc. We have taken all these restrictions on the basis of three criteria - which I know are dear to you - namely, the proportionality, the necessity and the temporary nature of these measures. Today, you will meet by videoconference with the European Heads of State and Government. In concrete terms, what are you going to say to remind us that we cannot accept these positions from Poland, Hungary and Slovenia, which are to link the founding conditions of the European Union to a budget and a recovery plan that the European Union needs? This refinancing is necessary for Belgium. So what are you going to say so that these unacceptable statements and positions can finally give way to true European values? Secondly, Belgium's assessment on the basis of the rule of law criteria began on Tuesday. What lessons can you learn from these first meetings?
