ParlaMint-BE_2020-07-16-55-plenair-ip054x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2020-07-16-55-plenair-ip054x.u2	I have received a motion from Mr Georges Dallemagne and others to add the motion for a resolution (Mr Georges Dallemagne and Mrs Els Van Hoof) on Taiwan's place on the international stage (Nos. 1206/1 to 8) to the agenda. I have received a motion from Mr Georges Dallemagne cs to add the motion for a resolution (Mr Georges Dallemagne and Mrs Els Van Hoof) on Taiwan's international position (nrs 1206/1 to 8) to the order of business. I propose that this item be added to the agenda in a consensual manner, provided that each group agrees to limit itself to a speaking time of 5 minutes. Provided that each group confines itself to a five-minute speaking time, I propose that this item be entered on today's agenda by consensus. In the absence of consensus, I shall vote on the request for addition before the start of the vote on the proposals and drafts. If there is no consensus, I will vote on the request for an addition before the start of the votes on the legislative proposals and draft laws. No observation? [[No]] That will be the case. Are you sure you don't mind? [[No.]] It is thus decided. Then we shall deal with that point after the oral questions.
ParlaMint-BE_2020-07-16-55-plenair-ip054x.u3	Madam Prime Minister, welcome to the last plenary session in the hemisphere for the recess, which will not be a real recess for everyone. Not even for us, I suppose.
ParlaMint-BE_2020-07-16-55-plenair-ip054x.u4	Mr President, Prime Minister, ladies and gentlemen, we are going through a very difficult period. We have demanded enormous efforts from our people. They delivered them, too, and there was light at the end of the tunnel. We are looking for holidays and contacts with friends and family, but the last few days the number of corona infections is rising again. We must avoid a second wave at all times, because its impact would be detrimental to our economy and our population. We need to play the ball shortly so that we do not see our regained freedom slip away again. The National Security Council has given a good signal. Last week, there was already a decision to impose mouth masks in shops, among others, and there were no further relaxations yesterday. There is only one clear message today, we must all regroup and avoid a second lockdown. We also know how to do this, namely by smothering infection fires locally. Since March, our country has been in a federal phase. Local authorities must follow the measures taken by higher authorities and cannot depart from them. If a mayor's decision is taken today to force mouth masks, for example, in the town hall, that is not allowed. That's the world upside down, isn't it? However, as mayor, I know that local authorities are very well placed to act quickly and efficiently. Mayors should be able, if contamination rates increase, to tighten measures locally, to ban joint training, to force mouth masks everywhere and even to close certain institutions if necessary. To do so, we need to give our local authorities the tools, the dates and the powers to intervene in time. Madam Prime Minister, I have three questions for you. [[...]]
ParlaMint-BE_2020-07-16-55-plenair-ip054x.u5	Mr President, Madam Prime Minister, we are worried because the virus is still there, because the numbers of infections go back to Belgium and elsewhere, because the virus is evolving and affecting – it seems – a younger population. We are concerned because the virologists warn us about the risk of a second wave, but also because the relations between these virologists and your government are not fixed and there are more disagreements every day. We are concerned because it cannot be said that the federal government's management of the pandemic has been optimal so far. Unpreparation, lack of adequate equipment, exhaustion of medical personnel as a result of the cost-saving measures imposed on them. We do not claim – we have never done so – that everything is easy. But again, unclear or even contradictory messages are sent concerning the orange or red zones, with several modifications, in the same day, of information about what is allowed or not on the Foreign Affairs website. Citizens are lost. Measures appear too harsh, particularly with regard to the cultural sector, while others are not sufficient, as is the case in other sectors such as shops where the obligation to wear the mask has been far too late. Prime Minister, we are concerned and we ask you not to lower your guard. Our country must be ready for anything. He must be ready to deal with a second wave, new infections, an evolution of the virus, problematic holiday returns. To avoid the worst, it is necessary to prepare for it and to do everything necessary to prevent it. However, we do not have the impression that this is sufficiently the case. Citizens' membership is necessary if the virus is to be eradicated. This commitment and solidarity have allowed us to go through the last few months. To maintain them, more anticipation, preparation and, above all, clarity and accuracy of decisions are needed. Prime Minister, what is the mechanism planned this summer to monitor the evolution of the pandemic? When will the National Security Council meet again and with what agenda? What will be done in the event of a resurgence of the pandemic, because the virus will not take a vacation?
ParlaMint-BE_2020-07-16-55-plenair-ip054x.u6	Mr President, Prime Minister, the number of corona virus infections in our country is increasing. Everyone's holding their hearts. General practitioners, experts and a lot of other people are worried. The first question I would like to ask is what the precise situation is now. After all, since June 21, Sciensano no longer gives daily figures, but only weekly averages, making it difficult to get a precise idea of the rapid increase in the number of virus infections. Yesterday, therefore, we asked again for daily reporting of the figures of Sciensano. That's what experts are asking for. Madam Prime Minister, are you committed to reporting these figures on a daily basis? The second big question that everyone is asking is, of course, whether we are ready for a second wave and whether there is a plan. In the last few months, we've seen chaos. There was no pilot in the cockpit. Although many ministers have met a great deal, few concrete decisions have been taken. Some ministers did not know exactly what they were responsible for. Madam Prime Minister, will you deal with that and ensure unity of command? Is there gonna be better coordination, or are we gonna keep going after the facts? My third question concerns the preparation for the second wave. I wonder if, for example, we will have enough test capacity. I was surprised that on 15 July, four months after the start of the corona crisis, I read in De Standaard that it is going to be a fight to have enough tests in the autumn. Minister De Backer says that we are at the top of the list of tests, and you have also declared that, but he says that it is going to be a fight to have sufficient test capacity by the autumn. Madam Prime Minister, I summarise my questions for you. Are you committed to a daily reporting of the figures? Do you have a clear plan to tackle the second wave?
ParlaMint-BE_2020-07-16-55-plenair-ip054x.u7	Mr President, Madam Prime Minister, ladies and gentlemen, we are experiencing what is called a "paradoxic injunction". On the one hand, the holidays arrived, accompanied by a desire for relaxation and departure abroad. On the other hand, the numbers of the virus go back dangerously. The combination of these two phenomena can produce an impression of blur and insufficiently clear messages. My question concerns precisely the journeys and returns of the red or orange zones. For the former, a form available in English is distributed to passengers on flights to Belgium. It must be completed on board and deposited at the border control post, otherwise access to the territory is not allowed. This is a first step in the right direction, even if no specific procedure is provided for areas classified as orange. In addition, the Foreign Affairs website was modified this Tuesday, indicating that travellers returning from an orange or red zone were asked to be screened and quarantined – actions that fall within the jurisdiction of the Regions and Communities. These initiatives are not subject to any obligation. The civic sense of travellers and citizens, which is indeed high, is called for. However, there are already double test procedures: on this basis, we test on arrival and, again, a few days later. In this way, uncontaminated persons do not apply quarantines and can therefore work and not be deprived of income. Madam Prime Minister, you will certainly agree with me that a centralized health control process should be necessary to send a single and clear message from the federal government and the three regions. So, could you please let us know whether forms similar to those distributed to travellers from countries classified in the red zone will be provided for those from an orange zone? Is it planned that these forms will also be available in all three national languages, and not only in English? Are they being considered for distribution to people travelling by road? Is there any consultation with our neighbours on this matter? Finally, is the systematic and mandatory testing of returning vacationers being harmonized between the federal and the regions?
ParlaMint-BE_2020-07-16-55-plenair-ip054x.u8	Madam Prime Minister, ladies and gentlemen, we are at the heart of the summer in mid-July. It is the time of relaxation for many Belgians and a period that has rhymed for years with lightness, celebration and carefreeness. But for the virus, there are no moments of relaxation. COVID-19 doesn't take a summer vacation. Yesterday, at your press conference, you awakened some sleepy consciences, reminded of reality, called for responsibility and collective intelligence. We are aware that the truths of yesterday are not those of today. At each National Security Council, during your various communications, you have always reminded us that no freedom, no matter how precious, is acquired. Each decision is subject to reservation and depends on epidemiological factors. Those factors don't look good. The number of infections is rising again. The reproduction number is again above 1. In order to continue to enjoy our freedoms, it is important that each of us adopt the six golden rules that are now part of our daily lives. You may leave your barn, but certainly not too crazy. Of course we are concerned about the sectors covered by the fifth phase of the exit plan, think of all companies in the event sectors such as discotheques and organizers of fairs and fairs. We are aware that this unpredictability is very difficult for the sector. We would like to express our support for them. Madam Prime Minister, could you give us more details on how the next few days will unfold? We know that a National Security Council will be held next week. Will further advice be planned, if it is possible to plan in this context? With regard to phase 5, you have specified the postponement of phase 5. Its activation will only take place in the light of the evolution of the health crisis. Do you confirm that? Do you have any other information?
ParlaMint-BE_2020-07-16-55-plenair-ip054x.u9	Madam Prime Minister, when Belgian travels in Europe in corona times is not evident. The color codes of the countries change every day, and the meaning of the color orange even three times a day. Is orange dangerous now, a little dangerous, or not dangerous? We don't know. It's chaos trump card. The sp.a advocated clear communication before. We are doing that again today. Because admit it, Madam Prime Minister, for the good citizen who watches the Journal at night, this is not obvious. In the meantime, we also see that the number of infections is increasing again, and you rightly decided yesterday, I believe, together with the National Security Council, to wait for the decision on new relaxations. But what concerns us most, Madam Prime Minister, is the question of whether our country is ready for rising figures. Are we ready for the so-called second wave? The number of infections is increasing, but no one knows exactly where and to whom exactly. I think it's important to act locally quickly, but the federal phase doesn't allow it. The contact tracing is crucial, but it wouldn't be until the end of August. The worst is the constant disagreement between the experts on the one hand and the politicians on the other. It's not very trusting, Madam Prime Minister. I'd like to know what you'll do to get the unit of command now. In what way will you jointly prepare the second wave? And how are you going to deal with the problem of the code orange?
ParlaMint-BE_2020-07-16-55-plenair-ip054x.u10	Madam Prime Minister, all experts have now agreed that there is a second wave approaching. As far as we're concerned, it's already been deployed. After a period without fatalities, yesterday the first victim was lamented. The number of infections continues to increase, and it is likely that in the very short term this will also translate into the number of hospitalisations. The reproduction number is now higher than 1. The blunders that this government made during the first wave are still fresh in the collective memory of the population and cannot be repeated. Before that wave, the government had already been cocked into the first seat. It promises to be an early second sitting, especially when it is known that the government has set itself up as a Mexican army, which caused 10,000 coronados to be lamented, 250,000 jobs are currently under threat and an estimated 50,000 corona bankruptcies will be carried out after the summer holidays. I hope you are aware that despite the measures that have been taken, the water is on the lips of a large number of SMEs and that a little push is enough to make them fall into the abyss. I hope you are aware that the doctors and nursing staff, who felt abandoned, have given the best of themselves to save lives and that it would be of little respect if you had not done anything to prevent a second wave. No one can do that, ladies and gentlemen. However, you have learned nothing from the mistakes of the past, Madam Prime Minister, because if you had to sit down and meet on 7 July about what you would do with the returned travellers, then my clog breaks. Madam Prime Minister, are you prepared this time? What have you done to prevent a second wave? How will you ensure that hospitals are not flooded again and our economy and jobs protected?
ParlaMint-BE_2020-07-16-55-plenair-ip054x.u11	Madam Prime Minister, I am concerned and I do not think I am the only one, because you probably share my concerns. I am concerned about testing, about the fact that it takes far too long for people to know whether they are positive or negative and about the contact checks that are absolutely inadequate. I am also very concerned about the return from an orange zone. They refer to a general practitioner who has to give good advice, but also those general practitioners no longer know what wood to make arrows out of. I am also concerned about the mayors who have had to do so much, who had to wait so long for the new ministerial decisions to be taken and who had to take care of so much themselves. They know how many infections there are in their city, but they don't know where exactly they are or what they can do. Meanwhile, there are campgrounds, summer shelters and swimming pools open. I'm worried about that. I am also concerned about the lack of communication that is constantly changing, as this is reducing the level of acceptance. I am also concerned about our people, because I hear that we could go to a local lockdown as we see it in neighbouring countries. Madam Prime Minister, is there an emergency plan, a plan for such a local lockdown? Are there different scenarios for camps, for collections and for cases where we don't know where it comes from? Do the people on the premises know what to do? In Germany we see people working with fences. Is that what we're gonna do? Do the field disciplines know what to do when there's a local lockdown? By the way, who decides on such a local lockdown? Are those the mayors, the county governors, or are we gonna get that federally, since we're in a federal phase? From how many infections in a village or city can we proceed to a local lockdown? How are we going to make it clear to the public that they have to go back into lockdown and how long that's gonna take? Who's gonna take control?
