ParlaMint-BE_2020-07-02-55-plenair-ip049x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2020-07-02-55-plenair-ip049x.u2	Mr President, Madam Prime Minister, the King has written a letter this week. He would have taken the initiative himself, but you confirmed that the precise wording was done in consultation with the government. You gave your consent to that letter, which also makes you politically responsible for its content. As a great supporter of free speech, the King may write and quote from me what he wants, albeit in his personal name. In that respect an apology from his family is generously late, but certainly appropriate. However, that remorse should have come on behalf of the Belgian royal family. Everyone knows that these serious crimes date back to the period of the Congo Free State, when Congo was personally owned by Leopold II. By your approval, Madam Prime Minister, the King does not speak in his personal name, nor on behalf of the Belgian royal family, but on behalf of the country and the people, and perhaps soon at the expense of the people, because your consent also opens the door to reparation payments. Madam Prime Minister, do you think it is desirable, particularly at a time when everyone has to save and when the corona crisis is still bringing great financial challenges to us, that taxpayers should finance recovery payments for something from a distant past that has absolutely nothing to do with them? Perhaps you could also let us know how much money has flowed from this country to Congo since decolonization and whether you find it or whether it is well-spent. I have read that you are calling for an in-depth debate on Congo without taboo. Does this mean that you will also be addressing the horrors of decolonization in 1960? Will you finally make available the bulky and secret reports on this matter? (...)
ParlaMint-BE_2020-07-02-55-plenair-ip049x.u3	On 30 June it was 60 years since the Democratic Republic of Congo became independent. The health situation meant that the festivities in Congo, to which the King and I were invited, had to be postponed, but we could not just let that birthday go. The King wanted to speak for the occasion and has chosen to do so in the traditional form of an official letter to his colleague, President Félix Tshisekedi. The message was addressed to all Congolese. The message came from the King himself, but the text was, of course, submitted in advance to and covered by the government, as provided for in the Constitution. In his message, the King expresses his deep regret for the wounds of the past and encourages the reflection that is beginning in our Parliament. It is indeed up to the parliamentary committee that will be set up in the next few days to look at the colonial past and how it affects our future relations with Congo. It's not about rewriting history, it's about better understanding and learning from it. That's what it takes to build our future. The mayor of Ixelles also wanted to commemorate and celebrate the 60th anniversary of independence in his congregation. I wanted to take advantage of this memorial to meet the members of the Belgian-Congolese community and listen to their concerns. It was a constructive exchange of views. As I said in my speech in Ixelles, the 60th anniversary of independence is an opportunity to learn how to deal with our colonial past, which, let us admit, is also characterised by inequality and violence against the Congolese. The work of research, truth and memory begins with the recognition of the suffering of the other. In 2020, we must indeed be able, like other European countries, to look back on that colonial past in all objectivity and discernment. That is precisely the subject of the work of the committee. As far as apologies or reparations are concerned, let us not throw everything into a pile and let us not anticipate the work of the committee. Let her do her work in complete serenity and through a constructive debate. We await the conclusion of this committee and the lessons that we can draw from it.
ParlaMint-BE_2020-07-02-55-plenair-ip049x.u4	Madam Prime Minister, you have exceeded your speaking time. I have also stopped Mrs Pas' speaking time, and now she has one more minute to reply.
ParlaMint-BE_2020-07-02-55-plenair-ip049x.u5	Madam Prime Minister, when it comes to IS children, you say that these children should not be responsible for their parents' atrocities. However, when it comes to the misdeeds in Congo, it seems that this responsibility does not only turn to another descendant of the mass murderer in question, but even to all his compatriots. Madam Prime Minister, we do not need a committee in this Chamber to know that Congo was sucked out by the Belgian royal family and the French-speaking haute finance. The Flemings, who were themselves oppressed by them, had nothing to do with that. If there are any excuses or reparations to be made, it's up to that gang, to that royal house and that French-speaking bourgeoisie, but not to the Flemish taxpayer. Madam Prime Minister, you say you don't want to anticipate that committee. Before that committee starts, the Flemish Interest will, with all the democratic, legal means, oppose the fact that the Flemish should pay for reparations.
ParlaMint-BE_2020-07-02-55-plenair-ip049x.u6	Mr President, Minister, ladies and gentlemen, protecting democracy in Belgium and its citizens from national security threats is at the heart of the mission of State Security. However, as Pascal Pétry, number 2 in the press this morning, points out, this institution faces increasing challenges with increasingly small budgets. In addition to terrorism, the new breeding ground for which in recent years has been religious extremism and in particular Salafism, there are other threats, such as the rise of the far right, which seems to be arming itself and following paramilitary formations abroad, as well as economic espionage by Chinese military students who enrol in Belgian universities in order to make available to the Chinese State their knowledge acquired here. Meanwhile, new tasks are assigned to the State Security: to participate in the recognition of places of worship, residence permits, and soon to follow foreign investments in Belgium. In her last report, the State Security Service highlighted the impossibility, she said, of carrying out its tasks properly with the budget allocated to it. That is why it is asking for, among other things, a tripling of its budget and a doubling of its staff. Minister, could you let us know if you share the analysis of the State Security on its own situation? Are you considering, in the current difficult context, an increase in the budget allocated to this service? If yes, do you have an estimate of the amount involved? Are you considering an increase in the cadre of State Security personnel?
ParlaMint-BE_2020-07-02-55-plenair-ip049x.u7	Mr Minister, my question relates specifically to the annual report on State security. This warns against an increase in extremist violence. Let me be clear, ladies and gentlemen: democracy ends where violence begins. The Flemish Interest also uses weapons, but democratic: the free word and the pencil. Sometimes when I see the acidified faces from the left, I feel like they hurt enough. My question is, of course, not about that, Minister, but about what is in the report. On page 10 we read that state security warns Muslim extremists who come with the flows of migrants in our country, while your government still opens the gates wide. On page 11 we read that the Security of the State is concerned about Islamists radicalising prisons in Belgium. What does the Belgian Government do? He even brings ISIS women here. In the Netherlands they are already a step further. Last week there was a big debate in the Chamber about Muslim extremists who own holiday homes in the Belgian Ardennes, where they set up jihad camps. Mr Minister, my questions are quite simple. Are you prepared to respond to the state's security demand for more money and more resources? We believe that security is important and that the security of the state, but also the military security service and the federal police, should be given more resources. More importantly, are you prepared to finally take the recommendations, state security warnings to heart, tackle Muslim extremistism and stop being so naive by leaving the gates of our country wide open and bringing jihadists here? After all, they radicalize and only convince more people to reject our way of life and commit attacks.
ParlaMint-BE_2020-07-02-55-plenair-ip049x.u8	Mr President, Minister, our intelligence services, the Security of the State, play an essential role in protecting our democracy, our rule of law, our citizens, whether they are against internal or external threats. Our Committee of Inquiry into Terrorist Attacks had shown how weak these services were, and how important it was to provide them with new means and benchmarking, i.e. a comparison with similar states by size or type of threat. Today, however, we are far from the point of view. Of course, there have been significant efforts in terms of the effectiveness of our intelligence services. Of course, some means have been granted. But we see that the threats are still there, very present, and that they have even diversified. The Islamist threat is still there, it takes new faces through new forms of Salafism. There are also these ties between the Diyanet and the Millî Görüş, which is a radical extremist movement. Far-right militias seem to be growing in our country. And then there's this Chinese economic espionage. It is true that on this point it is particularly shocking to see students welcomed to our universities, financed by our universities, who return to their country to give technology and information to the Chinese army which, if necessary, could use it, why not, in the repression in Hong Kong or against the Uighurs. There are also other threats: cyber threat, the 5G that will arrive and facilitate espionage. Our intelligence services therefore need additional resources. Minister, how are we going to give them that threefold of the resources they're asking for? How will we improve the legislative framework? For example, the criminalization of espionage today does not seem sufficient in relation to this external espionage. How are we going to ensure that these students are eventually screened, if necessary, to prevent the reception we offer them from being used in the end to amplify the capacity of repression in their country?Thank you.
ParlaMint-BE_2020-07-02-55-plenair-ip049x.u9	Mr. Chair, Mr. Minister, the question could have been put to the Prime Minister, since it is the National Security Council - not the one dealing with the VOCID crisis but the Ministerial Security Committee - that must address this issue. More and more information is coming to us. An alarm cry is being launched today by the State Security - this is not the first time - but also by the outgoing chief of military security. In addition, there is a series of information that regularly reaches through the media about activities of the far right, military trainings but also other extremisms. Minister, even if the current situation is very difficult, we need to look at in a comprehensive way at additional means for these two services, so that they can work together in a coherent and efficient manner. There is an urgent need to put on the agenda of this Ministerial Security Committee the response to the inquiries made by the two departments at this time.
ParlaMint-BE_2020-07-02-55-plenair-ip049x.u10	Mr. President, Minister, this morning the State Security was commenting on a report on the main threats in our country. This report explains that the threat of Islamist terrorism is decreasing in Belgium but has not disappeared. We must continue to be vigilant about this form of terrorism and not leave space for hate preachers to express themselves. I also think that we must continue to question a prison system where this Islamist radicalization has its nest. The novelty of this report lies elsewhere and must also mobilize us. It is in the appearance of a concrete and disturbing extreme right threat. According to the report, isolated authors galvanized by far-right ideas are increasingly likely to act. They are all the more dangerous because some people organize themselves at the level of an international network and even go so far as to arm themselves and train in camps in Russia or in the countries of the East. They are physically preparing for a war they imagine "racial". For years, these extreme right-wing groups have been awakening in Europe or elsewhere and they are categorized as the main threat. Today, this threat is present in Belgium. Minister, the far right kills. She killed in Norway when Anders Breivik murdered 77 people. She killed 51 people in a mosque in New Zealand, she killed 11 people in Germany recently. In our home, she killed in Antwerp in 2007, when an extreme right-wing activist murdered a woman of Malian origin and a two-year-old girl. Minister, by what means does your government intend to fight against this rise of the extreme right-wing terrorist? What means are being put in place to monitor people who are arching and returning from training camps?
ParlaMint-BE_2020-07-02-55-plenair-ip049x.u11	Mr President, Minister, ladies and gentlemen, in recent weeks I have asked many questions about extremism and radicalism to our trade ministers and the answers have always been laconically reassuring, as if there were no problems. Today, the State Security report on the advance of the far right was published online, but also an old acquaintance reappeared, especially the radical Islamic terrorism. Left here likes to point to the right and right likes to point to the left. The N-VA is clearly opposed to any form of violent extremism and wants to put a stop to it. Radicalisation is taking place in front of our own eyes and it does not seem to be at the top of this government's agenda. What the report does not even highlight is the fact that at this very moment more than 399 radicalised ex-cons are on the loose, without the necessary control. That's exactly the number of employees the State Security has to provide us with intelligence. We have to do it. [[.]] Last week we witnessed a Palestinian peaceful demonstration calling for Jews to be murdered and, as if that were not enough, we imported violent extremism yesterday. Our government re-entered three IS women yesterday, along with their six children. The State Security spokesperson stressed that these women did not play an innocent role. Why they are not tried there and punished completely escapes me. The government says that we should be able to control them better so that we should not leave them there, but better bring them back in. If this government chooses to do so, it must make our security apparatus resilient and robust enough and provide it with the necessary resources. All this happens at a time - a colleague just reminded me - that our good Flemings have been stuck on their foreign destinations for the past few months (...)
