ParlaMint-BE_2020-07-09-55-plenair-ip050x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2020-07-09-55-plenair-ip050x.u2	Mr President, may I suggest that this be done at the end of the session but before the vote?
ParlaMint-BE_2020-07-09-55-plenair-ip050x.u3	That's right. Everyone is warned that at some point there are votes. This is the best time for this debate, at the end of the session, when it also comes to adopting the agenda for next week. Is there a consensus in this regard? [[Oui]] Thank you.
ParlaMint-BE_2020-07-09-55-plenair-ip050x.u4	Mr President, Prime Minister, ladies and gentlemen, today we are outraged and concerned. It is outraged that a number of important measures remain in place in the fight against the corona crisis. Concerned because our country does not seem prepared in any way or is in a second wave and because the absence of a number of measures threatens to increase the curve again. Now take wearing a mouth mask in stores. The virologists are in favour, the World Health Organization is in favour, today asks the High Health Council, our national experts, to oblige them, the popular support is large and shopkeepers are asking party. What does Mrs. De Block say? She says she'll set it up next week and discuss it. Madam Prime Minister, in corona time, a week is an eternity. That measure, that obligation, must now be put in place. Secondly, Belgians travel abroad. The borders opened on 15 June. Only yesterday were the first measures taken for people returning from high-risk areas. Today there is no card with red and orange. Apparently, people in this country today find that people who are travelling return as well. I don't understand. I know, Madam Prime Minister, that you are not responsible for everything. I do think that a number of measures are insisting, that the uncertainties should cease, that the steering wheel should be taken in hand. Ecolo-Green is not a group with easy criticism. I haven't been here much in the last few months. We are a group of cooperation and solutions. Just that, Madam Prime Minister, is lacking at the moment. That is why I ask you, as Prime Minister, who has a great deal of support in society, to cut those buttons. Make those mouth masks mandatory in the shops and ensure a clear policy for Belgians travelling and thus returning.
ParlaMint-BE_2020-07-09-55-plenair-ip050x.u5	Mr. Chair, Madam Prime Minister, I have asked the Minister of Health four times about our plan to re-establish in the event of a possible second wave of the epidemic. Four times, and I never got an answer. However, I believe that our citizens have the right to receive answers in the light of the current epidemiological situation. Indeed, even if the epidemiological curve is flattened in our country, at the same time we are seeing reconfinations in Germany, Portugal, Spain or Morocco. Let us be clear: our citizens are entitled to a holiday and need it more than ever, especially after the crisis we have just experienced. The past few months have been challenging for everyone, especially for workers, self-employed people, families, isolated people and students. Today, our role - and especially yours - is to frame these holidays in order to avoid them opening the door wide to a second wave. Of course, we will probably be better prepared than in March. We have just learned that a colour code had been assigned to the different holiday areas and that a circular had been sent to the hospitals in order to prepare them as best as possible for this famous second wave. All this must not make us forget one fundamental point: our healthcare staff is exhausted and does not have to endure a second wave. To inflict this second wave would be a real waste and, above all, a lack of respect for these people and for all the work they have done so far. Do all the actors concerned know exactly what we expect of them in the event of a second wave? Of course, I am thinking of hospital staff, but also of nursing homes, general practitioners, nurses, pharmacists, burgers, restaurateurs and shopkeepers who may, overnight, have to close their doors again, as we have seen in some countries. On the basis of which indicators could a reconfinition plan be triggered and how will it be implemented? By geographical area, by municipality or by district? Is tracing now - despite the flaws we know - making it possible to detect new outbreaks of contamination? Finally, do we have strategic reserves of protective equipment?
ParlaMint-BE_2020-07-09-55-plenair-ip050x.u6	Mr President, Madam Prime Minister, since yesterday, the question has been on all the lips, in any case for citizens who have the chance, the time or the possibility to take a few days off abroad. Are we leaving? Aren't we leaving? What is the colour of the intended destination? Is there a risk of quarantine? Can we get a refund? A month ago, we sent people the message that we were going to save the tourist season while protecting the workers. We announced the reopening of the borders. Then it took another month. It took the reconfinition of certain areas in Europe, the warnings of some experts, a meeting of the RMG convened in emergency at the request of the Regions to start to have a little more details on the modalities. Madam Prime Minister, one element seems indispensable to me. That's consistency. The same sanctions, the same rules and the same control procedures must apply to all, be they Brussels, Walloon or Flemish. If a quarantine measure is imposed on the return of a risk zone, this rule should be enforceable, whether Belgian or non-Belgian. It is therefore the federal responsibility to coordinate, harmonize and ensure coherence and effectiveness. At the same time, there is a need to bring clarity to travellers without further delay. The setting up of a color code is indeed a positive element, but we must be able to continue working on other elements. This morning, tour operators and consumer associations were unable to tell whether a traveller who planned to go to the orange zone will have the opportunity to cancel and get a refund. However, this is an issue that we believe is essential. Uncertain is also the question of whether a quarantined traveller will be entitled to temporary unemployment or other compensation. Prime Minister, it is July 9 and many people have already gone abroad. However, there are many uncertainties and a lot of confusion. We also lacked anticipation. I therefore invite you to make all the necessary clarifications quickly.
ParlaMint-BE_2020-07-09-55-plenair-ip050x.u7	Mr President, Madam Prime Minister, if many Belgians have actually decided to take a little rest and go on holiday, most of them in Europe and therefore not too far from our borders, it is precisely because they have, for the most part, regained confidence. I would like to point out that the figures are relatively good in Belgium and that Belgians are vigilant and also informed. At the end of this Wednesday's consultation committee, we learned that Belgium is putting in place a colour code to inform and clarify the areas at risk and the areas where one can visit. First of all, there are green areas: no problem, we can go. This concerns most of the countries close to us. There are also red zones: these are areas at risk where it is forbidden to go. It's very clear for tour operators. And finally, there are the orange areas that are less clear because it can be a region in orange zone but some cities in red zone. It is therefore a little less obvious for tour operators but also for tourists themselves. It must be stressed that we are the only country to have introduced such a code in order to really inform and bring all the transparency to the Belgians. But some things may have to be specified to tour operators. What about refunds if people go to the orange zone? Can they send tourists to an area that would be a little further than the area at risk? It seems useful to me to make some clarifications, in any case as regards the orange areas. For the rest, all information is given. I read that Foreign Affairs website was updated in the course of the day. We'll finally know where to go safely on vacation.
ParlaMint-BE_2020-07-09-55-plenair-ip050x.u8	Madam Prime Minister, after months of stress and restrictions on our citizens, it is finally time to get some rest. Looking for peace is best done with good guidelines, with directives that we all understand. Today, the guidelines on various websites, both at European level and on the Belgian website of Foreign Affairs, are still not clear to many travellers. Yesterday it was decided to use color codes. That seems clear, with red, orange and green, yet there are still a lot of travelers looking today. Travel bans will also be possible. If you book a trip today, you are not sure that you will be able to leave in two or three weeks' time. As far as the testing strategy is concerned, there are also many questions. We have a test capacity of 50,000 a day. Why can we not make more efforts to ensure that passengers who have been travelling can return home safely? I therefore have some very specific questions. I am very pleased with the communication from the past few weeks, but there are a few pertinent questions that keep our citizens awake. What took you so long to prepare us for the holidays? The GEES had already advised us to prepare travel advice on 10 June. When is the full list of coloured zones available? If there is a travel ban, how will we impose it and enforce it on our citizens who already travel today?
ParlaMint-BE_2020-07-09-55-plenair-ip050x.u9	Mr President, Madam Prime Minister, five months after the arrival of VOCID-19 in Belgium, one month after the GEES scientists told the National Security Council that a procedure had to be laid down for the return of Belgian tourists to the country, and whereas since June different European regions had had to reconfinish, at least one could expect that there would be anticipation, rigour and a clear framework. And what do we see, a month after the opening of the borders? Anything else. Total improvisation, blurryness, and a very bad ping-pong game between different governments. We just have the impression that no lessons have been learned from the return of the Carnival holidays. You're gonna tell me the situation isn't the same. You are right: the situation is not the same, since at that time you could still try to play the surprise. But today, of course, you can't say you didn't know. Of course, the concertation committee has defined the famous colour codes. But at the same time, the map on the Foreign Affairs website is not up to date. No one seems to know who is competent, whether for quarantine or sanctions. Anyway, it's boxing. Madam Prime Minister, why did it take until July 7th to move? Why didn't you anticipate and follow the advice of the experts? When will decisions be made? Will they be uniform throughout the country? When will the information be reliable, particularly on the Foreign Affairs website? I've got a few seconds left. I cannot fail to mention here a dossier which I have already repeated and repeated, which I have already pleaded and pleaded. If I say that again today, it is because the recommendation of the Higher Health Council has just fallen. She wants to make it mandatory to wear the mask in stores. I've been convinced of that for a long time. This gesture can help control the spread of the virus. Madam Prime Minister, I try again and again: will you, yes or no, move forward in this direction? This little gesture, if we all apply it, everyone can win it.
ParlaMint-BE_2020-07-09-55-plenair-ip050x.u10	Mr President, Madam Prime Minister, what chaos! After the saga of the masks, after the saga of the tests, here we are at the sketch of the holiday returns. On 4 July two regions of Spain were reconfined. We thought a plan had been drawn up. Indeed, if we have learned one thing well, it is that the epidemic started in our country with the return of ski holidaymakers and that the issue has not been properly managed. If things had been better managed, perhaps we would not have been confronted with the health crisis that we have experienced. We therefore hoped that a plan for travellers returning from risk areas had been drawn up, as well as a plan clearly indicating whether or not to go on vacation, since the borders have been open since 15 June. However, it must be noted that such a plan does not exist. Frankly, Prime Minister, I do not understand how this can be possible. At all the meetings in which you participated on crisis management, was there no one to draw attention to the need to have a plan for holiday returns in order to avoid being confronted again with the same situation? Apparently not. No plan! Worse still, Madam Prime Minister, since June 3rd, and not since June 24th, as Mrs De Block has tried to make us believe this Tuesday in the Health Committee, a GEES report was available. You have surrounded yourself with experts who you have asked to write reports to advise you on how to define our country. A full page of the report (cf. On page 7) is devoted to the issue of travel. It states that a plan is required, that clear travel advice is required for each region. It also states that data on an increase in the epidemic or not should be clearly indicated. It recommends that about 40 people return from regions where the epidemic is increasing. My question is very clear, Madam Prime Minister: why didn't you do anything?
ParlaMint-BE_2020-07-09-55-plenair-ip050x.u11	Mr President, the summer holiday period is indeed conducive to travel abroad, and the confinement to which we have been subjected in the context of the health crisis undoubtedly makes this desire we have to move more significant. Nevertheless, as we repeat, the virus has not disappeared. It is still circulating and new outbreaks of contamination have emerged in several of our neighbouring countries, pushing the authorities to re-establish certain communes or even certain regions. It is therefore essential to remain vigilant, to learn about the epidemiological situation of summer destinations and, in any event, to continue to respect the barriers that are or should be well known. First of all, let me recall the restrictions still in force on travel. The aim is to distinguish between essential and non-essential travel at the outset. I would point out that the National Security Council has already clearly regulated non-essential travel abroad, strictly limiting the list of countries accessible to Belgian nationals to European Member States and/or members of the Schengen area, i.e. to 31 countries in total. For each of these countries, a travel notice is already available on the Foreign Affairs website. This opinion already contains the colour codes to verify the extent to which a move to that country is possible, is possible with certain reservations, or is not possible at the moment. As a precautionary measure, the Consultation Committee, which met yesterday in the presence of the experts from GEES, defined a general approach to restrictions and recommendations on travel abroad by Belgians, given the resurgence of the virus in certain areas initially considered safe. In this approach, the distinction between red, orange and green zones remains. It is intended to refine and split the lists, in order to ensure inter alia quarantine and testing, by municipality, zone, region or country. These codes will probably be published on the Foreign Affairs website today. Areas where the epidemiological situation is very unfavourable or where the authorities have had to introduce new containment measures should be considered red. Belgium is therefore issuing a formal travel ban for this purpose. Travellers who nevertheless return from these zones will be treated as high risk contacts. This means that they must be tested and quarantined by a doctor. The doctor will also deliver a certificate of quarantine. This certificate will give access to a system of temporary unemployment and/or bridging rights. Areas for which no or low health risk has been identified on the basis of a CELEVAL opinion shall be considered green. No special restrictions will be imposed on these areas, but the precautionary measures will of course continue to apply. Of course, there are also areas where the situation is unfavourable, but not yet very unfavourable, and where a colour code had to be given to make people aware of the need to be vigilant. These zones get the color code orange. This distinction has the advantage that there is no too brutal transition from green to red. In these areas, the CELEVAL opinion will also be based on objective epidemiological criteria and follow-up of the health policy pursued. For these areas, Belgium will advise against travelling. Travellers returning from these areas will be advised to be tested and quarantined. Of course, this is done by a doctor. Questions on tour operators will be answered by Mrs Muylle. The list of the different zones should be updated as soon as possible by the CELEVAL experts and updated on the Foreign Affairs website. This will be updated regularly. The first update will probably happen today. CELEVAL is a common work. I repeat that CELEVAL is made up of health experts, including virologists, staff from the Interior, but also representatives from the Länder. The regions and the German-speaking Community, which are responsible for prevention policy, must establish the legal framework for making testing and quarantine compulsory for high-risk contacts. The intention is, of course, that there should be a coordinated policy. That is what is desirable, Mr Prévot, and that is what we have agreed on. Then I come to the issue of mandatory wearing of a mouth mask. As I announced after the last meeting of the National Security Council, the experts of the GEES are working on this. They will advise the National Security Council on this on Wednesday. Until then, we will continue to follow their most recent advice. I am sure they will take into account the advice of the High Health Council. The first thing to do to prepare a second wave is to do everything to avoid it. That is why we continue to restrict the freedoms of our fellow citizens. Let us not forget, unfortunately, the freedoms are still not 100% found. I hear those who plead that we should be at the same time attentive to a second wave and that we should open up the whole of the activities! We're trying to be consistent. The situation is difficult at the individual, collective and economic levels, but we must continue to do so, and it is about the health of all. I would point out, as far as federal jurisdiction is concerned, that despite the scale of the crisis that we have just undergone, hospitals have not been saturated. As a result, health care workers have been subjected to severe stress. At the peak of the crisis, however, the occupancy rate of intensive care units did not exceed 58 per cent throughout the country, which is quite different from what has unfortunately been experienced in other countries. Hospitals had organized themselves appropriately in relation to the issues at stake. Based on this experience, the hospital plan was adapted to the lessons learned from this first and painful experience. With regard to the provision of protective equipment, I would remind you that 100 million surgical masks and 2 million FFP2 masks have already been distributed. At the end of August, the strategic stock will be 200 million surgical masks – double what was needed during the first crisis – and 33 million FFP2 masks. All this, not to mention the stocks of equipment and protections that are still available in hospitals, nursing homes and other actors in the field. In the current phase, it is essential to manage quickly what is known as potential local resurgences and to do so, a resurgence management policy must be put in place. These are regional competences, as I recall, and the Interministerial Conference has worked on framework agreements and protocols to ensure coherence of strategies across the various federated entities, even though they remain, of course, responsible for drawing up their own plans. Moreover, you are aware that the inter-federal platform for testing and tracing has also been set up. Of course, this policy must be able to evolve according to the epidemiological situation. The so-called "second-wave" strategy also includes other aspects such as front-line management, communication and the supply of medicines - all of which must be brought together in a general vision, in collaboration with the federated entities. The federal and the latter have met regularly since the beginning of the crisis. We will continue to do so, in the collective interest. Indeed, even if we live in a country that is particularly complex at the institutional level, which, it is true, sometimes hinders us - and it is always a little easy to point fingers at one or a colleague - the difficulty is there, but we have crossed it together. It is our intention to continue this joint work in the same direction, because it is about the safety and health of our fellow citizens. Thank you for your attention.
ParlaMint-BE_2020-07-09-55-plenair-ip050x.u12	Madam Prime Minister, thank you for your very comprehensive answer. I agree with certain parts of your reply. You are right to applaud the resilience and efforts people have made in recent months in our residential care centres, hospitals and companies. There has also been titanic work in politics. Just because we can taste that freedom again, it is a pity that a number of measures are not being taken now, it is a pity that a number of things remain unclear. That's bad, even for the support. You say we live in a complex country. That's right. I myself have very strong ideas about this. However, people do not have a message about this at the moment. Sometimes it is not difficult, when the advice pours in, to force mouth masks in shops and crowded places. You hold a zoom meeting with all the entities and you just agree to that. Then Mrs. De Block won't say we'll wait another week. Mrs. De Block says we'll discuss this next week. Madam Prime Minister, that is an eternity. I don't understand. It is understandable that such mistakes were made in March, when we did not know Corona, but today we know Corona. [[...]]
