Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2020-06-10-55-commissie-ic205x	ParlaMint-BE_2020-06-10-55-commissie-ic205x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 10-06-2020	2020-06-10	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Chairperson	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	DepraetereMelissa	Depraetere, Melissa	F	1992	
ParlaMint-BE-en_2020-06-10-55-commissie-ic205x	ParlaMint-BE_2020-06-10-55-commissie-ic205x.u2	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 10-06-2020	2020-06-10	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	VB	Vlaams Belang	Opposition	Right to far-right	VanLommelReccino	Van Lommel, Reccino	M	1986	
ParlaMint-BE-en_2020-06-10-55-commissie-ic205x	ParlaMint-BE_2020-06-10-55-commissie-ic205x.u3	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 10-06-2020	2020-06-10	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	DucarmeDenis	Ducarme, Denis	M	1973	
ParlaMint-BE-en_2020-06-10-55-commissie-ic205x	ParlaMint-BE_2020-06-10-55-commissie-ic205x.u4	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 10-06-2020	2020-06-10	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	VB	Vlaams Belang	Opposition	Right to far-right	VanLommelReccino	Van Lommel, Reccino	M	1986	
ParlaMint-BE-en_2020-06-10-55-commissie-ic205x	ParlaMint-BE_2020-06-10-55-commissie-ic205x.u5	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 10-06-2020	2020-06-10	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Chairperson	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	DepraetereMelissa	Depraetere, Melissa	F	1992	
ParlaMint-BE-en_2020-06-10-55-commissie-ic205x	ParlaMint-BE_2020-06-10-55-commissie-ic205x.u6	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 10-06-2020	2020-06-10	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	DepraetereMelissa	Depraetere, Melissa	F	1992	
ParlaMint-BE-en_2020-06-10-55-commissie-ic205x	ParlaMint-BE_2020-06-10-55-commissie-ic205x.u7	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 10-06-2020	2020-06-10	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	notMinister	-	-	-	-	DeBackerPhilippe	De Backer, Philippe	U	-	
ParlaMint-BE-en_2020-06-10-55-commissie-ic205x	ParlaMint-BE_2020-06-10-55-commissie-ic205x.u8	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 10-06-2020	2020-06-10	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	DepraetereMelissa	Depraetere, Melissa	F	1992	
ParlaMint-BE-en_2020-06-10-55-commissie-ic205x	ParlaMint-BE_2020-06-10-55-commissie-ic205x.u9	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 10-06-2020	2020-06-10	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Chairperson	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	DepraetereMelissa	Depraetere, Melissa	F	1992	
ParlaMint-BE-en_2020-06-10-55-commissie-ic205x	ParlaMint-BE_2020-06-10-55-commissie-ic205x.u10	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 10-06-2020	2020-06-10	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	VB	Vlaams Belang	Opposition	Right to far-right	GilissenErik	Gilissen, Erik	M	1968	
ParlaMint-BE-en_2020-06-10-55-commissie-ic205x	ParlaMint-BE_2020-06-10-55-commissie-ic205x.u11	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 10-06-2020	2020-06-10	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	notMinister	-	-	-	-	DeBackerPhilippe	De Backer, Philippe	U	-	
