ParlaMint-BE_2020-12-15-definitief-55-plenair-ip075x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2020-12-15-definitief-55-plenair-ip075x.u2	In accordance with the opinion of the Conference of Presidents of 15 December 2020, you have received an amended agenda for today's meeting. In accordance with the opinion of the Conference of Presidents of 15 December 2020, you received an amended agenda for today's meeting. Is there any comment on this? Are there any comments on this? Accordingly, the agenda was adopted. The agenda has therefore been adopted.
ParlaMint-BE_2020-12-15-definitief-55-plenair-ip075x.u3	The government requested urgency in accordance with Rule 51 of the Rules of Procedure when the draft law establishing the army contingent for the year 2021, No. 1690/1 was tabled. The Government requested the urgency statement pursuant to Article 51 of the Rules of Procedure when submitting the draft law establishing the military quota for the year 2021, No. 1690/1. I give the floor to the government to develop the emergency request. I give the floor to the Government to explain the urgency question.
ParlaMint-BE_2020-12-15-definitief-55-plenair-ip075x.u4	Ladies and gentlemen, the urgency is invoked because the army's contingent must be approved annually, as you know. This is provided for in article 183 of the Constitution. The urgency is invoked because, as every year, we have to establish the military quota, in accordance with Article 183 of the Constitution.
ParlaMint-BE_2020-12-15-definitief-55-plenair-ip075x.u5	Thank you. I propose that the group presidents take a decision on this request. I propose that the group chairmen take a decision on this request.
ParlaMint-BE_2020-12-15-definitief-55-plenair-ip075x.u6	Proposal submitted by: Proposal tabled by: Koen Geens, Steven Matheï.
ParlaMint-BE_2020-12-15-definitief-55-plenair-ip075x.u7	The general discussion is open. The general discussion is open. The rapporteurs, Ms Katja Gabriëls and Mr Christophe Lacroix, referred to their written report.
ParlaMint-BE_2020-12-15-definitief-55-plenair-ip075x.u8	Madam President, Minister, ladies and gentlemen, we are today 15 December 2020. We are holding the debate today and will decide on Thursday 17 December 2020 on a number of measures, specifically for justice, which are needed under COOVID-19. Let me note that, knowing that the second lockdown is already being discussed about a third lockdown, we are already a little late with these measures, especially since a whole section of the measures under consideration has just been taken from the texts of your predecessor in the spring of 2020. There's more to it than that. Mr De Roover has pointed this out on several occasions. We have been pointing out for months that there is a need for a pandemic law. You know that, too. That pandemic law must also safeguard our fundamental rights, which you have been or are beginning to worry about over the last few days through all kinds of declarations. However, Minister, I understand that this pandemic law would gradually begin. I look forward to it, especially the provisions on justice. In the meantime, however, people are being beaten with the most diverse reports about drones and residential entrances. Is a ministerial decision a legal basis whereby Parliament is excluded and the Council of State can thus be quickly bypassed? Are we based far too much on a FAQ, which is not a legal basis? We are already on the thirteenth or fourteenth version, I have long lost count. As a guardian of the rule of law, as you have called yourself a long time ago, you also know that something needs to be done about this. We look forward to that. However, we note that there was some chaos in the handling of this draft. This procedure was somewhat delayed, but it was quickly discussed in committee after the urgency of the matter. We worked on it then. However, let me say that this also happened with some chaos. There were last minute amendments, which is not strange for this House. However, the fact that amendments specifically for the judiciary were to be dealt with in the Committee on Economic and Monetary Affairs at the beginning of this week is not correct. However, Minister, that is a procedural matter, which I simply had to address. In substance, I do have something else to say. First of all, something close to my colleague Van Vaerenbergh's heart, the video conferences. You know that we are very fond of using a video conference, including within the Justice Department. It is a pity that this chapter was apparently not sufficiently prepared to remain in this draft. It was taken out because it wasn't sufficiently worked out. I think this is a missed opportunity, and I sincerely hope that it is a delay and not a setback, because that is essential for the efficient functioning of justice. There are still a lot of provisions which are limited in time and which in themselves even make sense in this corona crisis. We have therefore supported it. Otherwise, it will be for the measures taken in the execution of the sentence. We have already had that debate, but I would like to say a few things in this plenary today. As far as punishment is concerned, this draft of covid measures is far less obvious to us. Because what will you do? You want an early release for inmates six months before the end of the sentence. That is actually a very nice Christmas present, a penalty discount which, as it is described in the legal texts, will be granted almost automatically, with hardly any conditions. It is only a question of how these conditions will be controlled. You are providing for a penalty interruption in the framework of COVID-19. In other words, prisoners are allowed to leave the prison temporarily. You want to avoid a va-et-vient, but you almost create a new one. That is a very easy solution to reduce or reduce the overpopulation in prisons. It did not say that at first, but it was added by means of an amendment. I was relieved at first that it wasn't in there, but it came with it. And then there is the letter of conversion, in which non-urgent convictions will no longer be carried out. The execution of the sentence will be put on hold. I have a question for you, Minister. You have been calling for stricter enforcement in the context of covid offences for a long time. Rightly, because action must be taken against those who violate the measures, otherwise they will continue to do so. This weekend, you even argued for even higher fines. I've heard and seen that. However, the current legislation already provides for higher fines for those who are sued in court, up to EUR 4,000 and a three-month prison sentence. The most important thing to do is to apply the law. Justice has the tools, apply them. If we adopt these measures, non-urgent convictions will no longer be carried out. I can already imagine that prison sentences will cover up to three months. On the one hand, you say that you will act harder against the covid offenders, but on the other hand that the convictions will not be carried out for the time being. This is how you organize the impunity right away, and that cannot be the intention. On the other hand, you want to reduce the overpopulation in prisons. I sincerely believe that we must be careful not to create a greater security problem than we are solving. Moreover, let us be honest: the overpopulation has been around for years. We know that, and that is not a new problem and should not, frankly, be used as an excuse. I know what you are going to say and I know what we said about it up to now, but they have been extended. Today we are in the second wave and now it is repeated. That is a much bigger problem for me, Minister, because the question was not whether there would be a second wave, but when it would come. You said in committee that you did not expect that, but I do not understand that. The Prime Minister said that, Minister Vandenbroucke said that, and you also said that the second wave was a surprise, but it was announced in May or June. So my reproach is that people were not prepared: they did not seek alternatives to a release, while one could have anticipated and be creative. There are possibilities, but apparently they didn't do that exercise. It is, of course, much easier to decide now that those who have only six months to serve may leave prison. That is almost a monopoly game: if one is lucky, one gets to the right place. Only six months to go: free. Punishment granted. Non-urgent convictions, we don't carry them out. I think that's a far too easy exercise. Be careful, I understand it's not obvious in prisons. I realise that it is not easy and I fully understand the difficult living and working conditions. As I said in committee, however, I should like to say something, as mayor who experienced a very serious outbreak in a residential care centre in the first wave: a prison is a collectivity, but so is a residential care centre. You open the prison gates now, but in other collections, such as residential care centres, the doors are closed. The people who live and stay there, mostly people in the fall of their lives, are cut off from family and friends. That's where the doors are closing, those people are being cohorted. I think that's a horrible word. Those people are being locked up, as it were. The prison door opens, while the residential care centers close their doors. That bothers me, because the people there have done nothing wrong, quite the contrary, but they are punished. That's really hard on my stomach and I wanted to say that. Mr Minister, above all, by taking this measure, it is shown that the government is failing. I also said it to Minister None. Punishment is a central task of the government. Now this is being put on hold too easily. The obviousness and the ease with which that happens, I find quite appalling. I am not okay with people who have been convicted, who have shown criminal behavior, being allowed to benefit from the health crisis. I'm not okay with that. I'm worried about that. Safety and justice must be guaranteed, even during a health crisis. Justice is an essential sector. It is also mentioned in the introduction to this draft law. So act like one. So just do the core job. I am even more disappointed by the fact, Minister, that this is the way in which the broad failure of the government is being masked throughout the course of this crisis. That bothers me a lot more. This weekend, in the media, you have again strongly argued in favour of severe punishment. You pleaded for higher fines. I understand that, there is a need to act against participants and organizers of lockdown parties. Your previous president doesn't think so, you should read her tweets, she doesn't think that high fines are necessary. You've argued for it. However, these stricter penalties are already in the legislation today, which are already perfectly possible. That can be done, Justice already has the tools today. Apply it. If we then apply it, and that is the problem of course, then we must also implement it. Why don't you go talk to the people on the premises? I know that you are happy to do so and have already done so, but do it again. Listen to those who have to do law enforcement in the provinces, who make findings. They do their best, they maintain, they file files, they even punish, but in execution, with those short prison sentences, there's a limp. Then there's no point. Eventually one tries to camouflage the fact that one does not fulfil one's task. On the one hand, severe penalties are announced and, on the other hand, measures are taken to prevent them from being implemented. You're the one who organizes the impunity here. After all, it is nothing more than a marketing talk, honking that there will be stricter and more severe penalties, while in practice they are doing the opposite. That is the reality. If you want to undermine your own credibility, you must do so above all. You have said that you want to be judged on the credibility of justice, but in this way you undermine it. That's very unfortunate. Shooting on the table or making strong statements won't help. Minister, two committee meetings ago you said in reply to a question that you should not only listen to your words, you should also look at your actions. You literally said that, and I wrote it down correctly, so I wouldn't forget it. It is difficult not to listen to you, because you can be heard and seen everywhere, with a message that cannot be punished enough. So that machine's running like hell. However, I would also like to do what you asked and look at your actions. This draft law is one of your actions and I believe that it is difficult for this act to be even more contrary to your words. Mr. Secretary, that jug's gonna be in the water for so long until it bursts. I am listening to your words and I am looking at your actions, but I have to say that they are in huge conflict with each other. That is a pity, because justice, society and security deserve better. We must continue to carry out this core task without scratching anything like you are doing right now. Minister, we expect not only words, but also consistent actions.
ParlaMint-BE_2020-12-15-definitief-55-plenair-ip075x.u9	Madam President, Minister, ladies and gentlemen, like what happened during the first wave, various measures must be taken to avoid contacts which are not absolutely indispensable, with a view to combating the pandemic while ensuring the continuity of the essential service of justice. Many of the measures provided for in this project do not present any difficulties for us. I quote, for example, the swearing-in by written declaration of various actors in the justice system, the free use of notarial power of attorneys, the extension of time limits for court and amicable court sales, the filing of documents initiating proceedings via the e-Deposit system, the extension of time limits for providing supporting documents to qualify for second-line legal aid. For other measures, the balance is sometimes very difficult to balance between the management of the exceptional health crisis and the protection of fundamental values and rights, such as the rights of defence, the protection of the rights of detainees and the rights of creditors, who can also become debtors. It is therefore important to stress that the majority of the measures before us today are applicable until 31 March 2021. Their possible extension by deliberate royal decree in the Council of Ministers will be evaluated. It was important to stress that. I welcome the opening of the minister who has accepted various advances during the discussions in committee. He and his firm have sometimes proposed amendments reflecting the discussions, and we have also been able, at the initiative of the MR, to provide that the bill now states that the trustee may hold a general meeting of the co-owners if a decision is required. The draft called for an urgent decision. This is no longer the case. For the sector we have listened to, this nuance is obviously very important. This avoids the possibility that work, which was not necessarily urgent and could not have been convened by the General Assembly, can be decided if the file is ready. Renovation of a roof or other important work that, if delayed, could jeopardize proper management of the property is considered. Following the advice of lawyers.be, other amendments were adopted, allowing victims to appear in person in the enforcement court or in the social welfare chamber. Initially, always in the interests of protection against the covid crisis, the victims had to be represented by their counsel. But we found it important for victims to be able to come in person to the enforcement court. Unfortunately, the exceptional health situation has led the Government to take extremely difficult measures for detainees. The suspension of decisions to grant leave or prison leave, coupled with the suspension of family visits and friendly visits, is obviously very complicated to accept and manage also for prison staff, especially since prisoners are often in short supply during this period. The measures must ensure that contamination does not spread from the outside world to prisons, in order to protect prisoners, but also all those who courageously continue their work there. These restrictions must be regularly re-evaluated, adapted and – we insist – limited in time to the strictest necessity. With a view to reducing prison overcrowding, which is a vector of spread, the bill provides – along the lines of Royal Decree No. 3 – for two measures: the interruption of the execution of the sentence and early release. These worked well during the first wave. It was therefore wise to reintroduce them into this project by adapting them, in order to reduce prison pressure. However, I must express a sense of regret. I believe that, like the United Kingdom, we could have considered a more systematic use of the electronic bracelet so that the penalty could continue to be carried out instead of being suspended, as is currently the case. In conclusion, I would like to return to the provisions on the moratorium on bankruptcies. For the MR group, it is essential to act quickly in the face of the danger they represent. According to an analysis of more than 400,000 companies carried out by the Federation of Belgian Enterprises (FEB) on 8 September, 25% of them were in financial difficulty. This means that they were at risk of bankruptcy or were in urgent need of liquidity. For the Horeca sector, the risk of bankruptcy is still estimated to be above 40%. In addition, the Graydon Economic Information Office expects, after the expiry of the moratorium and the support measures, an additional 50,000 bankruptcies in the coming quarters to be added to the 10,000 bankruptcies pronounced annually in Belgium. This report gives an idea of the scale of the crisis: between 10,000 bankruptcies each year and a projection of 50,000. The MR Group, at the initiative of Denis Ducrame, has tabled a text on the judicial reorganization procedure. We believe it is urgent to reduce and simplify the existing procedures that firms in difficulty can use. By January, the federal government will be working on this modernization of the judicial reorganization process. Pending its adaptation, provisions such as the moratorium on bankruptcies are indispensable. The MR will support the project but calls for the various measures to be re-evaluated gradually and regularly and relaxed as soon as the health situation permits.
ParlaMint-BE_2020-12-15-definitief-55-plenair-ip075x.u10	Madam President, Minister, ladies and gentlemen, this draft law is part of the fight against the coronavirus, at least to a large extent. Minister, you are bringing together a number of measures that have been taken in the past and giving them a legal basis. I refer, for example, to the numerous RBs and to a number of laws that have already been adopted in this Parliament, and in both cases the extension of time limits is indeed desirable. That's something I can understand. I would like to point out first of all that, irrespective of any legislative initiative, several professions have taken significant measures at the start of the corona crisis on their own initiative and without any legal obligation. I refer, for example, to the courts and courts, to the National Chamber of Court Bailiffs, to the Order of Lawyers, to the Supreme Court of Justice. In other words, all these judicial actors continued to work as well and as badly as they could from the start of the crisis. They put a number of proposals into practice at that time and I am pleased that several of the proposals have been included in this draft. Prior to that, I must tell you, Minister, as I did at the committee meeting, that our group would have preferred to pay attention to a real pandemic law or to legally anchor a general roadmap for possible future pandemics. Of course, I hope with you that this will not be the reality anymore, but I still think that working on a general script is anything but an unnecessary luxury. I think we're all aware of this on the ground. It is very important that all actors are involved in this. Not only is my group arguing in favour of this: I have just heard Mr De Wit say so. There are also more and more voices on the ground to make urgent work of it. You said, Minister, that you wanted to give this leadership to the Minister of the Interior. I think that you should not wait for this and that you should both take the lead on such an initiative together. Above all, you need to get to work on this quickly. The input of Justice will be at least as large as the input of Home Affairs, if it is not already greater. I come to the content of this draft. I repeat what I said in committee: our group can support the vast majority of the measures announced. Of course, I am not going to go into it in detail anymore. We have had sufficient opportunity to do so during the discussion in committee. I will confine myself today to a number of comments on things that our group does not think are good and which are important. Firstly, the Council of State has given a very detailed opinion despite the short period of time available to it. A number of chapters were criticised in a very fundamental way, in my view the right criticism. I have to tell you that, although this has often not been the case in the past, you have largely taken account of these criticisms and you have removed a number of chapters from the original preliminary draft. That shows respect for the Council of State. Unfortunately, not all other fundamental comments were followed. I'll come back to that later. You, Minister, and this is important, want to pay attention to further digitisation. The submission of petitions and the like via e-Deposit and videoconferencing are just a few examples. You will find an ally in our group. Nevertheless, and I think that is very important, I would like to give two warnings. Firstly, there is still a great deal of work to be done in the area of digitalisation. I refer to my speech during the discussion of your policy statement. I won't repeat that. Many offices are still not digitally accessible, Minister. No documents, documents or petitions can be submitted there via e-Deposit. There is not even a complete overview of the addresses of the Registry until today. That is, however, very important. You have announced that you will do so quickly, Minister. I believe that this does not require any great effort, so I hope that we will have those addresses at our disposal this year. There is also a need for a major catching-up in terms of infrastructure. Today we have to see that magistrates and clerks have to work with outdated computers and that some of them have to take care of their own digital infrastructure. That should no longer be allowed in a modern justice system. These are just a few examples, but I hope that you will make the necessary resources available as a matter of priority. I would like to warn you that this is perhaps an even more important consideration that in our society not every citizen has the necessary information material or has his own Internet connection. Unfortunately, digital illiteracy remains a reality. I fear that in practice this problem is far greater than we think. Once again, I would like to refer to the very interesting impact note on your draft law, which also warns against it. Many people still do not have the necessary knowledge about all computer technologies. It is rightly said that digital illiteracy is a problem in wider social circles. I am thinking, for example, of older people. It is very important that you continue to focus on a two-track policy. As an example, I mention co-ownership and the general meeting in large apartment blocks. It is very important that there should be sufficient safeguards so that all fellow citizens can be involved and have a say if they so wish. Well, often it's about older people. I hope, therefore, that the guaranteed presence of all co-owners will not be compromised because of the lack of knowledge about digitisation, because then it should be a priority to postpone the general meeting. As regards the videoconferencing in general, the Council of State expressed fundamental criticism in the general comments and complained that the general definition of a videoconferencing is not always the same. This concept is not always referred to in the draft law in the same way. The Council of State therefore called for a separate chapter to be set up to develop that concept, which is very important in the context of legal certainty. You have not chosen what you will have your reasons for. However, I hope that this will be taken into account in the future. Legal certainty is particularly important here. Once again, people with financial problems are given a very high level of protection. The Flemish interest will and can support the principle, let that be clear. This concerns, for example, the temporary increase of 20% of seizure thresholds. You also propose a further suspension of certain enforcements. This concerns the temporary containment of the executive and, in certain cases, protective attachment against individuals. Storage herds themselves, as a principle, remain allowed. The debtor can continue to enjoy the goods during this crisis period without being able to dispose of them. There's logic in that, no problem. However, the principle that this is important must protect everyone affected by the corona crisis and affected by it in financial difficulties. I'm afraid you won't. You're actually going a lot further. It is not correct to simply suspend executions of claims that have arisen in the past, long before the corona crisis, i.e. before 13 March 2020, with a number of exceptions. In a number of cases, no execution can be carried out. With regard to the payment of a sum of money, retention and execution of a third party attachment become completely impossible. From a social point of view, I understand the temporary impossibility of making a wage claim, even after the thresholds have been raised. To exclude any protective and executive third party attachment is really a bridge too far. The limitation of the measure to that payroll, to a maximum fixed amount of pay, in order to protect the less well-off debtor, is absolutely understandable given the crisis conditions. However, the measure now before us is far too general. Let me give you an example. A wealthy debtor who doesn't own real estate or other movable property in our country, but who does get bank accounts or other claims, thanks to this corona crisis, a wonderful opportunity to make himself inability for bona fide creditors. This must not be your intention, Minister. I have a number of other crucial concerns. The measure you are planning seems to be a very social measure at first sight, but I do have doubts as to whether this will be the case in reality. In the past, the bailiffs have called the alarm bell, pointing out the different risks of this measure. I think we agree that they are a very important partner in this issue. It is therefore important to listen to them and to take their position into account, especially because it is a position based on knowledge of the facts and experience. Minister, I do not think you have any knowledge of current practice. Today's execution is already much less than for the corona crisis. I refer here to recent figures from the Central File of Confiscation Reports which clearly show that this new legislation is superfluous. Most bailiffs have already limited many herds on their own initiative and this is certainly for social reasons. So there is no need for additional legislative initiatives. I know from many bailiffs that, on their own initiative, they have spontaneously contacted the debtors by e-mail, by SMS, and have agreed on proposals to reduce, for example, the monthly abbreviations, if the debtor is having difficulty because of this crisis. They have been focusing more on mediation and reasonable and flexible payment plans than ever before. Very important, they also pay particular attention to the specific approach to heavily affected sectors. I am thinking of the catering industry and the healthcare sector. Now just saying that any form of execution, except for the exceptions, becomes temporarily impossible, is really a step too far. You make no distinction between the nature and the origin of the claim. Nor is any nuance laid in the person of the debtor. Once again, debtors who are truly in good faith and are really the victims of this corona crisis deserve protection, but you know as well as I and probably better that not all debtors have been in trouble today because of this crisis and have already built up a debt problem before 13 March 2020. If they become aware of this law, they will postpone any voluntary payment again. Moreover, the rogue debtors who are also there, unfortunately, will eagerly use this temporary measure to simply not pay any more. This will lead to a cascade of economic and financial problems for creditors who, in turn, are threatened with difficulties in paying their bills. This again increases the risk of serious problems for creditors, resulting in insolvency and bankruptcies. Mr. Secretary, that can't be your intention, can it? Creditors also have rights and deserve protection, otherwise they risk becoming future debtors. This applies not only to companies, but also to the ordinary creditor. Let me give you one example: that of the retired self-employed person who has worked very hard all his life and bought some apartments for rent with his savings. In that way one can boost one's very tight pension a bit. Do these people have to stand in the cold now if the tenant doesn't pay the rent? After all, they need that money to be able to pay their bills. That can't be your intention, can it? Moreover, judgments which were already res judicata before the entry into force of this law cannot be implemented at the present time, at least until mid-January. Of course, that is not your responsibility, because it is separate from this law. However, expulsion on the basis of these judgments is no longer possible in practice. Minister, this often gives rise to abuse in the field. For the record, I'm not saying all tenants are crooked, but crooked tenants know only too well that they now have carte blanche. After all, they can stay in the rented good undisturbed until January at least. In fact, there is a very good chance that this problem will continue to drag on for a long time to come. Once the corona wave is over, which hopefully will be the case in mid-January, although I have my doubts about it in view of the figures, there is a good chance that these files will continue to accumulate with the bailiffs. There is then a new difficulty, as the bailiff cannot act without the supervision of police officers, which is a very serious problem on the ground. In short, the interests of both parties were not properly weighed. We do not want to cooperate in such an arrangement. Minister, also debtors who are fully in good faith and who have been in difficulty due to corona-related or non-corona-related circumstances are not protected. After all, they often have many old dossiers and are faced with new advances on top of the current ones, which means that they are entering a vicious circle. For them, the situation really becomes hopeless, totally unmanageable and unsustainable, which means that they have to resort to debt mediation. In practice, this means once again a violation of the rights of creditors, who will only see their claim partially realised. That is something you, as a liberal minister, must combat. Fortunately, a number of exceptions have been included, namely any conviction in criminal matters and I am very pleased that you have explicitly and in writing confirmed this in the committee's report on the bourgeois party's claim. In previous discussions, it took a long time before your predecessor expressly confirmed this. From the outset, you did not leave any ambiguity about this, which is very important for the bourgeois party and for the victims. The temporary measures for the submission of petitions and, therefore, the extension of e-Deposit are less detailed. It concerns the extension of the possibility of using the Justice Information System to digitally transmit a number of documents, more than was allowed today on the basis of the Judicial Code. In this context, as in the committee's discussion, I would like to point out once again an important point of concern: the computer system of the Justice Department is not reliable. These are not my words, nor are the warnings of both the Council of State and the Supreme Court of Justice. The Council of State considers that enlargement entails the risk of excessive or improper recourse to the electronic procedure, which could lead to technical distortions of the justice computer system. The computer systems are not working how they should be today. In addition, numerous magistrates also report that they have no, not always or not easy access to the e-Deposit application. You must not throw away those serious warnings from some very important fellow players in the Justice Department. Moreover, it is not natural for a private individual who does not call on the assistance of a lawyer to make use of it in practice. The submission of petitions requires knowledge of a special role number chosen for this purpose, otherwise the document cannot be presented. Individuals don't have that roll number. Will you make efforts to make such a number known to individuals in one way or another? You will extend the time limit for supporting documents under the second-line legal assistance, the pro-Deo procedure. That's very positive, a good principle. However, that deadline will only be extended for emergency second-line assistance. I would like to get some more information on what exactly the concept of emergency second-line assistance means. That did not happen during the discussion in committee. I think it is very important to clarify this in order to prevent the Legal Assistance Office from applying the concept very widely in one arrondissement, while another arrondissement, where there may be many more applications, interprets it in a very strict way. In order to avoid misunderstandings, it is important to have a clear answer today. Finally, a very important part of the text is the measures to support the fight against the health crisis in prisons. The proposed measures aim at temporarily reducing the prison population and improving the management of the state of health in prisons. I realise that the corona crisis is putting a very heavy pressure on the prisons and, above all, on the penitentiary staff. I have said this several times, and I would like to pay tribute to them here. But the corona pandemic has been going on for almost 10 months now and the Justice Department could have been looking for other solutions by now. Unfortunately, that has not happened. That is not only your responsibility, since you have not been Minister of Justice for a very long time, but it is a shared responsibility, given that the former Minister of Justice was a coalition partner. Moreover, the overpopulation in our prisons is not a new problem, as Mr De Wit has pointed out; it has been dragging on for decades and has not yet received a definitive answer. First of all, Minister, I believe that the measures contained in this draft law are de facto interference in the rulings of courts and courts and an infringement of the separation of powers. I understand that you are particularly concerned about reducing the burden in prisons, including for the penitentiary staff, in the current circumstances, but a judgment in force of res judicata must be carried out, corona or not. I do not need to remind you that sentences and judgments condemning a person to a term of imprisonment of less than three years are almost not enforced in practice, except in a number of exceptional circumstances, and in that case electronic surveillance is carried out. Punishments of more than three years are being carried out, but a great deal must have been misguided in order to be sentenced by our criminal courts to a prison sentence of more than three years. This is obviously not important to you, Minister, despite your roaring announcements in the policy statement. I had a great deal of hope when I read your policy statement: it was done with impunity, zero tolerance and a rigorous approach to crime were particularly important to you. I told you at that time that was almost transferred from the Flemish Interest programme. Not only in your policy statement, but also in your numerous tweets, which I follow with great interest, in your interviews and statements to the media, you leave no doubt about this to the citizen, but when it comes to adding the act to the speech, you do not give up at home and you actually do the opposite. I regret that. I and many of my fellow citizens had expressed our hopes in your announcements, but in your first legislative initiative you are doing the opposite of what you have promised. I call that word breach, Minister. For our party, this also lives with the population, a sentence must be served. Six months before the end of the sentence actually means six months before the execution of a third of the sentence and two thirds of the sentence. Well, that is absolutely the wrong signal, also from the point of view of the principle of equality. I said that in committee, and I would like to repeat it here. I am afraid that shaky criminalists - our country counts - will be eager to make use of it and will initiate proceedings on the violation of the principle of equality, because prisoners who are currently subject to the conditions of the draft law will have their sentence shortened by six months by the decision, while prisoners who are outside the conditions will not receive that favor from you. Perhaps the corona crisis can be left in the middle, but I do not believe in it to justify a penalty break, for everyone under the same conditions, but never an early release. This should be subject to the same conditions for all detainees. Fortunately, not all of the convicts get that beautiful gift from you and there are a number of exceptions. I refer to facts of terrorism and morals. You ruled them out of the scheme. I also have major reservations about the involvement of the victims. There's an obligation to notify the prosecution. But victims do not get a say, and we regret that. This is yet another violation of the rights of the victims. Once again, they get the feeling that impunity rules here. I would like to remind you once again of your policy statement, in which you have given extensive and proper attention to the victim, which you wish to put at the centre. Now, if you are serious, you must also take into account the interests of the victim, who are above the interests of the offender, in your draft law. The victim must have a say and be given the opportunity to resist. A trial period is introduced, linked to three conditions, namely not committing offences, not harassing the victim and complying with the corona measures. It shouldn't have happened. The question arises how the prison director will be able to judge whether the prisoner will comply with the corona measures or with the other measures? How can he know that the prisoner will not commit any new serious facts or that he will not disturb the victim? I have big questions about that. I hope, Minister, that the regulation can prevent new facts. You've already been warned. In this context, I have a brief question concerning the opinion of the Central Supervisory Board for the Prisoners, which calls for the necessary people and resources to be used for this early release for the supervision and follow-up of the convicted persons and their surroundings. This is all the more true in the case of a conviction for crimes of violence and, above all, in the case of risks of intra-family violence. Guarantees are also needed in this area, but unfortunately this is not your responsibility. I hope that you will discuss this with those responsible. The draft law now before us has a number of very good objectives, which we can endorse. However, as I have tried to explain in detail, our group has a number of important reservations. For these reasons, we will not approve this draft.
ParlaMint-BE_2020-12-15-definitief-55-plenair-ip075x.u11	Madam President, I should like to be brief, because if something is right, I do not think it is appropriate to emphasise it with too many words. I am glad that Mr Dillen has underlined it. Minister, your two draft laws, the Chamber, have been wise enough to divide your bill into two, both of which have their merit. The part proposed in the Committee on Justice takes over some of the provisions of the power of attorney decisions and adds a number of provisions. In particular, it allows the King to extend those temporary measures if necessary. This means that many of these things, as a foolish example, may perhaps be phased out gradually, in some cases, by the need to call two witnesses to a notary. Old traditions sometimes take a lot of time to disappear and the summoning of witnesses may be such a tradition that may be gradually abolished with your support by the King. The part of the draft proposed in the Committee on Economic and Monetary Affairs is even closer to my heart, as is Mr Matheï. In the previous legislature, I tried very hard to get the general meetings of companies and associations to meet virtually if necessary. It's unclear how long the corona crisis will last. In the long term, other circumstances will also be exceptional, while digitalisation has, in any case, taken an irreversible path. For this reason, I am very pleased that you are reconsidering the idea of allowing these meetings virtually, even if there is no statutory authorisation. In times of crisis, a company cannot give that statutory authorisation in a physical way. Similarly, large listed companies and large associations with hundreds of members are in difficulty and are unable to hold their annual special or extraordinary meetings. This is a definitive structural improvement, to the regret of whom it envies. Economic law is always something more avant-garde than civil law and criminal law. However, that is only a matter of time. I would like to remind you of Mr Matheï's question which you answered in the debate. This discussed the possibility of allowing boards of boards of non-profit organisations to take place remotely. You confirmed that. This is an important confirmation which should not be interpreted in any way as detrimental to companies. There it is a long tradition that virtual or telephone meetings can be held. We are grateful for the clarification and I am pleased that this draft can be voted safely before Christmas for 2021.
