ParlaMint-BE_2020-04-23-55-plenair-ip037x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2020-04-23-55-plenair-ip037x.u2	Mr President, I am very pleased that we are having this debate. It's had some feet in the earth, but now it's there and that's the most important thing. Perhaps we should have a plenary debate on this before each meeting of the European Council, following the example of the Netherlands. I break down an open door when I notice that we are facing an unprecedented crisis, a pandemic. At the same time, it is an opportunity for Europe to show that it can act quickly, decisively and efficiently. Never washed a good crisis, is sometimes said. Unfortunately, some seem to be using the crisis to conduct ideological debates, for example on coronabonds, which means that we will not only have to pay the Belgian debt, but also the Greek debt, for example. Or an ideological debate is still taking place, for example, to introduce European taxes as a new source of money or to transfer more powers to the European level. The subject of public health has already been touched. However, we are not helping the countries where the need is so high, such as Italy and Spain. Madam Prime Minister, will you support Germany in his plea at 3 p.m.? In other words, will Belgium, like Germany, advocate effective and rapid solidarity without additional transfers? Are you prepared, following the example of the Netherlands, to enter into a systematic debate with Parliament in the future, before a European summit is held?
ParlaMint-BE_2020-04-23-55-plenair-ip037x.u3	Madam Prime Minister, more than ever today, we will have to make decisive choices in order to redeploy our economy, after this unprecedented epidemic. As ecologists, we want to tell you that we need, more than ever, more Europe, a strong and united Europe. I'm sorry, the truth is that in hospitals, in SMEs, in Belgium, we don't see Europe enough. What we are asking you today at the European Council, Madam Prime Minister, is to include Belgium as a pioneer of a new era of European construction because, we are convinced, Europe will emerge from this crisis, growing or weakened. A new era with the Green Deal and all the jobs it means. A new era that will not forget anyone on his way and a new era that will create European loans because, if we borrow together, we will pay less. It will be good for our economy and it will be solidarity with countries that have suffered so much during this crisis. I am thinking of Spain but also of Italy. Please, let us not make the mistakes of the past! Let us not renew the experience of Greek debt and choose optimistic, courageous, bold, green and solidarity-oriented solutions for the future! Prime Minister, my questions are simple. Yes or no, are you going to support the creation of European loans at the European Council today, together with Belgium, as requested by the European Parliament? Yes or no, are you going to ask Belgium to move forward with a coalition of the most voluntary and thus to include our country in the ecological and solidarity transition at European level?
ParlaMint-BE_2020-04-23-55-plenair-ip037x.u4	Mr President, Madam Prime Minister, ladies and gentlemen, Europe has once again shown itself by its lack of solidarity and its disunity, as in other situations – this time it is even more marked. We therefore need a start for a human Europe, which we need, and a Europe of solidarity. We must choose this Europe of solidarity in the face of the Europe of austerity. Today, there will be this summit. Prime Minister, what position will we stand for? Are you going to defend the coronabonds or other equivalent formulas to allow for more flexibility and less fiscal fragility, to allow us to be up to the challenge and to meet all the challenges? What follow-up will you give to the letter from the President of the Council on the European Recovery Fund? How will the government position itself with regard to the creation of health monitoring through European coordination? At one time, there was much talk of European civil protection. We miss that today. Maybe it's an opportunity to fix this mistake. Thank you.
ParlaMint-BE_2020-04-23-55-plenair-ip037x.u5	Mr President, Madam Prime Minister, today you meet your counterparts during a new European Council on this issue of VOCID-19 and its economic implications. On 26 March 2020, the members of the European Council agreed that a coordinated exit strategy, a comprehensive recovery plan and unprecedented investments were needed. The President of the Council and the President of the Commission have been instructed by the Member States to work on a roadmap and action plan to ensure the well-being of all Europeans. The aim is to put the European Union back on track for strong, sustainable and inclusive growth. Finally, during the Council meeting on 26 March 2020, the Member States instructed the Eurogroup to submit proposals to address the socio-economic consequences of the crisis. On 9 April 2020, the Eurogroup reached an agreement focusing on three pillars: EUR 240 billion in loans from the European Stability Mechanism, the creation of a EUR 200 billion guarantee fund for businesses, a EUR 100 billion fund to support partial unemployment. These decisions are historic and demonstrate the willingness of the Member States and the Union to respond strongly to the challenge of VOCID-19. Madam Prime Minister, what progress has been made at European Union level since the beginning of this crisis? In what direction do you think the discussions will take place during today's Council? In concrete terms, what do you expect?
ParlaMint-BE_2020-04-23-55-plenair-ip037x.u6	I note that this Parliament only listens to dictations from a European summit. We must adapt our work if Charles Michel decides anything. The prime minister is Charles Michel's puppet. On the question of whether she wants to be a minister, Mrs Wilmès says yes. But the fact that she is a French-speaking minister who lives in Flanders is no problem here. If Mr Michel asks Mrs Wilmès to become Prime Minister, she will, and the fact that she only has 16,000 votes in favour and no one knows her is no problem. Even now, Mr Michel has called Mrs Wilmès asking if she would like to come to the European summit to support the proposal of the Eurobonds, the corona bonds. Again, this is not a problem. For our party, that's a problem. The Fleming is already the biggest payer to keep this place straight. As a Fleming, we are already the largest net contributor to the European Union. Now the coronabonds or Eurobonds are pounding through the throats of that hardworking Fleming, a bridge is too far. That is completely unacceptable! That is why I am asking you very explicitly, Mrs Wilmès, to stand back and not plead for the Eurobonds. But I also know that you are not going to listen to me, so I am addressing the colleagues from Open Vld, your liberal family, and group leader Lachaert. Elections are coming for the Presidency and you are very happy to be a dark blue. If you support this, we will be in debt at European level to help socialist countries out of need. Well, if I were a dark blue liberal, I'd vote for Els Ampe, because we could laugh again. (...)
ParlaMint-BE_2020-04-23-55-plenair-ip037x.u7	I do not know whether Mr Lachaert will be grateful for this publicity. I doubt that.
ParlaMint-BE_2020-04-23-55-plenair-ip037x.u8	Madam Prime Minister, these are extraordinary times. These are times when we also show that we are not living on an island in Belgium, but are connected with the rest of the world and thus with the rest of Europe. In this context, the European Summit and European recovery policy are of course important. There is no doubt that a recovery fund will also be discussed at the summit. We can ask two questions. First of all, what's in there? What should Europe do? Secondly, how will we pay for that? When we look at what can be done, the road map for recovery indicates a number of directions and principles that are also important to us: solidarity, responsibility and flexibility. The focus should be placed on the revival of the internal market and on much-needed investment. For us, it is important that the new corona priorities are combined with the old priorities. Every euro that is now being invested in Europe must also be invested in the future of the inhabitants, of all of us. As far as financing is concerned, there is a lot of discussion about how and through which system the payment should be made. We cannot rule out any financial instrument in advance, but it must be effective. Hence my questions. What are the important points that you will be defending from our country in relation to the European Recovery Fund? How will the funding happen? Do we argue for our own European income or for systems in which public debt is partly made common?
ParlaMint-BE_2020-04-23-55-plenair-ip037x.u9	Madam Prime Minister, you are going to the European Summit. There's gonna be a lot of pressure to reboot everything. We feel that Europe's pressure on Belgium is increasing enormously. That's already a hot item. How will we do it? I know how not to do it. That's very clear. Every week I call with fear with my family in Italy to find out if they are still healthy. The most affected region is Northern Italy, where industry has been kept in an irresponsible way. The trade unions then fought very hard to close the non-essential sectors. Their slogan was: "Noi siamo lavoratori, non carne da macello" or "we are workers and not slaughter cattle." Fortunately, due to pressure from the bottom up, from the trade unions mainly and from the workplace, we do not have any Italian situations here in Belgium at the moment. I spent hours on the phone every day with trade unionists from Audi, Volvo and many other companies to see how we could solve the cases and how we could make people work in a safe way. Madam Prime Minister, I address you to that, because it is important that you continue to defend it. The Labour Inspectorate still finds faults in 85% of the controlled workshops, where things don't happen as they should. You are thinking with the National Security Council, with pressure from all over Europe, of getting companies to start up again on 4 May. It's obvious that people want to go back to work. They urgently need money and also lack social contacts with their colleagues. However, restarting must be possible in a safe manner throughout Europe. The experts make it clear that if we are now all going to work back to run the economy, we are going to pump the hospitals again within two weeks. Madam Prime Minister, I would therefore like to ask you what you will defend: that profits are more important than the health of our workers, or not? If the companies start up again, the experts propose not to reopen all the companies at once. (...)
ParlaMint-BE_2020-04-23-55-plenair-ip037x.u10	I have to apply the speaking time strictly.
ParlaMint-BE_2020-04-23-55-plenair-ip037x.u11	Mr President, Madam Prime Minister, some people really want to see a great ideological agenda in this debate right now, but I think it is pure logic that is needed to find a just solidarity within the European Union without raising it to irresponsibility. Mr van Grieken, I understand that in this context, of course, you are not in favour of solidifying maladministration. We are not going to reward countries that have not taken responsibility in the past for putting their budgets in order and putting them into practice. Of course, as a liberal, I am not in favour of this either. I do have the next warning. The European construction has given us enormous prosperity. Belgium is an exporting country par excellence, which owes its economy and prosperity to the single European market. We must also be very aware that what is happening to us now is very exceptional; this has not happened in Western Europe for decades. If we now take a firm position and do not want to bear any responsibility for helping in the difficult circumstances of certain countries today, without showing any solidarity for what is happening now apart from the past, and with which everyone is exceptionally confronted, so if we do not even leave that opening, then we will undermine the entire European construction in the long term, because that will leave traces in the long term. Our country will be a great loser in itself if the internal market is compromised, if the currency union is compromised and if European cooperation is compromised. That is why we are open to a reasonable approach to this story, without falling into the solidarisation of past debts built up in an irresponsible way. Let us make that distinction. It is now about the current crisis. The consequences of the current crisis must be decided jointly with the European countries in order to help each other. The past is another account that we are not taking into account today.
