Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2009-03-24-lower	ParlaMint-NO_2009-03-24-lower.ana.ud1883e35	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-24	2009-03-24	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-24	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2009-03-24-lower	ParlaMint-NO_2009-03-24-lower.ana.ud1883e44	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-24	2009-03-24	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-24	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.PTA	Amundsen, Per-Willy	M	1971	
ParlaMint-NO-en_2009-03-24-lower	ParlaMint-NO_2009-03-24-lower.ana.ud1883e66	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-24	2009-03-24	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-24	-	Reference	English	Regular	MP	notMinister	H	Høyre	-	Centre-right	person.MARE	Engeset, Martin	M	1964	
ParlaMint-NO-en_2009-03-24-lower	ParlaMint-NO_2009-03-24-lower.ana.ud1883e90	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-24	2009-03-24	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-24	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.GEHN	Hansen, Geir-Ketil	M	1956	
ParlaMint-NO-en_2009-03-24-lower	ParlaMint-NO_2009-03-24-lower.ana.ud1883e107	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-24	2009-03-24	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-24	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.BJT	Tørresdal, Bjørg	F	1958	
ParlaMint-NO-en_2009-03-24-lower	ParlaMint-NO_2009-03-24-lower.ana.ud1883e127	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-24	2009-03-24	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-24	-	Reference	English	Regular	MP	notMinister	V	Venstre	-	Centre	person.VL	Lysklætt, Vera	F	1954	
ParlaMint-NO-en_2009-03-24-lower	ParlaMint-NO_2009-03-24-lower.ana.ud1883e138	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-24	2009-03-24	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-24	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2009-03-24-lower	ParlaMint-NO_2009-03-24-lower.ana.ud1883e146	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-24	2009-03-24	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-24	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2009-03-24-lower	ParlaMint-NO_2009-03-24-lower.ana.ud1883e371	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-24	2009-03-24	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-24	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2009-03-24-lower	ParlaMint-NO_2009-03-24-lower.ana.ud1883e382	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-24	2009-03-24	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-24	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2009-03-24-lower	ParlaMint-NO_2009-03-24-lower.ana.ud1883e395	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-24	2009-03-24	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-24	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2009-03-24-lower	ParlaMint-NO_2009-03-24-lower.ana.ud1883e413	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-24	2009-03-24	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-24	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
