Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2009-02-24-lower	ParlaMint-NO_2009-02-24-lower.ana.ud2500e35	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-02-24	2009-02-24	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-02-24	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2009-02-24-lower	ParlaMint-NO_2009-02-24-lower.ana.ud2500e44	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-02-24	2009-02-24	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-02-24	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.GKG	Gjul, Gunn Karin	F	1967	
ParlaMint-NO-en_2009-02-24-lower	ParlaMint-NO_2009-02-24-lower.ana.ud2500e65	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-02-24	2009-02-24	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-02-24	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.UEK	Knudsen, Ulf Erik	M	1964	
ParlaMint-NO-en_2009-02-24-lower	ParlaMint-NO_2009-02-24-lower.ana.ud2500e112	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-02-24	2009-02-24	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-02-24	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2009-02-24-lower	ParlaMint-NO_2009-02-24-lower.ana.ud2500e115	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-02-24	2009-02-24	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-02-24	-	Reference	English	Regular	MP	notMinister	H	Høyre	-	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2009-02-24-lower	ParlaMint-NO_2009-02-24-lower.ana.ud2500e132	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-02-24	2009-02-24	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-02-24	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.KNAH	Hareide, Knut Arild	M	1972	
ParlaMint-NO-en_2009-02-24-lower	ParlaMint-NO_2009-02-24-lower.ana.ud2500e155	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-02-24	2009-02-24	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-02-24	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2009-02-24-lower	ParlaMint-NO_2009-02-24-lower.ana.ud2500e158	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-02-24	2009-02-24	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-02-24	-	Reference	English	Regular	MP	notMinister	V	Venstre	-	Centre	person.TSG	Grande, Trine Skei	F	1969	
ParlaMint-NO-en_2009-02-24-lower	ParlaMint-NO_2009-02-24-lower.ana.ud2500e173	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-02-24	2009-02-24	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-02-24	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2009-02-24-lower	ParlaMint-NO_2009-02-24-lower.ana.ud2500e176	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-02-24	2009-02-24	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-02-24	-	Reference	English	Regular	MP	Minister	A	Arbeiderpartiet	Coalition	Centre-left	person.TG	Giske, Trond	M	1966	
ParlaMint-NO-en_2009-02-24-lower	ParlaMint-NO_2009-02-24-lower.ana.ud2500e203	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-02-24	2009-02-24	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-02-24	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
