Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2009-03-23-lower	ParlaMint-NO_2009-03-23-lower.ana.ud2546e29	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-23	2009-03-23	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-23	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2009-03-23-lower	ParlaMint-NO_2009-03-23-lower.ana.ud2546e32	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-23	2009-03-23	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-23	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.KETS	Solvik-Olsen, Ketil	M	1972	
ParlaMint-NO-en_2009-03-23-lower	ParlaMint-NO_2009-03-23-lower.ana.ud2546e37	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-23	2009-03-23	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-23	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2009-03-23-lower	ParlaMint-NO_2009-03-23-lower.ana.ud2546e51	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-23	2009-03-23	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-23	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2009-03-23-lower	ParlaMint-NO_2009-03-23-lower.ana.ud2546e60	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-23	2009-03-23	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-23	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.ANMB	Bjørnflaten, Anne Marit	F	1969	
ParlaMint-NO-en_2009-03-23-lower	ParlaMint-NO_2009-03-23-lower.ana.ud2546e81	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-23	2009-03-23	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-23	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.JAE	Ellingsen, Jan Arild	M	1958	
ParlaMint-NO-en_2009-03-23-lower	ParlaMint-NO_2009-03-23-lower.ana.ud2546e92	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-23	2009-03-23	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-23	-	Reference	English	Regular	MP	notMinister	H	Høyre	-	Centre-right	person.ADA	Dahl, André Oktay	M	1975	
ParlaMint-NO-en_2009-03-23-lower	ParlaMint-NO_2009-03-23-lower.ana.ud2546e105	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-23	2009-03-23	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-23	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.HOSY	Syversen, Hans Olav	M	1966	
ParlaMint-NO-en_2009-03-23-lower	ParlaMint-NO_2009-03-23-lower.ana.ud2546e121	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-23	2009-03-23	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-23	-	Reference	English	Regular	MP	notMinister	V	Venstre	-	Centre	person.ODDØ	Dørum, Odd Einar	M	1943	
ParlaMint-NO-en_2009-03-23-lower	ParlaMint-NO_2009-03-23-lower.ana.ud2546e136	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-23	2009-03-23	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-23	-	Reference	English	Regular	MP	Minister	A	Arbeiderpartiet	Coalition	Centre-left	person.TG	Giske, Trond	M	1966	
ParlaMint-NO-en_2009-03-23-lower	ParlaMint-NO_2009-03-23-lower.ana.ud2546e153	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-23	2009-03-23	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-23	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2009-03-23-lower	ParlaMint-NO_2009-03-23-lower.ana.ud2546e156	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-23	2009-03-23	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-23	-	Reference	English	Regular	MP	notMinister	H	Høyre	-	Centre-right	person.ADA	Dahl, André Oktay	M	1975	
ParlaMint-NO-en_2009-03-23-lower	ParlaMint-NO_2009-03-23-lower.ana.ud2546e161	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-23	2009-03-23	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-23	-	Reference	English	Regular	MP	Minister	A	Arbeiderpartiet	Coalition	Centre-left	person.TG	Giske, Trond	M	1966	
ParlaMint-NO-en_2009-03-23-lower	ParlaMint-NO_2009-03-23-lower.ana.ud2546e169	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-23	2009-03-23	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-23	-	Reference	English	Regular	MP	notMinister	V	Venstre	-	Centre	person.ODDØ	Dørum, Odd Einar	M	1943	
ParlaMint-NO-en_2009-03-23-lower	ParlaMint-NO_2009-03-23-lower.ana.ud2546e174	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-23	2009-03-23	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-23	-	Reference	English	Regular	MP	Minister	A	Arbeiderpartiet	Coalition	Centre-left	person.TG	Giske, Trond	M	1966	
ParlaMint-NO-en_2009-03-23-lower	ParlaMint-NO_2009-03-23-lower.ana.ud2546e181	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-23	2009-03-23	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-23	-	Reference	English	Regular	MP	notMinister	V	Venstre	-	Centre	person.ODDØ	Dørum, Odd Einar	M	1943	
ParlaMint-NO-en_2009-03-23-lower	ParlaMint-NO_2009-03-23-lower.ana.ud2546e186	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-23	2009-03-23	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-23	-	Reference	English	Regular	MP	Minister	A	Arbeiderpartiet	Coalition	Centre-left	person.TG	Giske, Trond	M	1966	
