year,term,context
2000,nature,only draw attention to the essential comments of a principled in this regard the vice president of the committee paula
2000,nature,appointment of a constitutional judge is primarily of a political the national assembly appoints a constitutional judge by a simple
2000,nature,of a constitutional judge will be primarily of a political in so far as the constitution and legislation provide for
2000,nature,paragraph of article 1 the secretariat points out that the of the transitional arrangements is to be excluded from the
2000,nature,government proposes five amendments three of which are editorial in and two of which relate to the more appropriate regulation
2000,nature,more important to this national assembly than our taxpayers and conservationists in posoča as well as elsewhere the socialist party
2000,nature,on the basis of expert reviews and assessments by the protection authority the ljubljana exposition the hydrotechnic dam manager and
2000,nature,not least the beaches unfortunately the matter it seems that also plays with us in this part of europe or
2000,nature,discussion to light if these are elements of an economic of course the law can save them i myself believe
2000,nature,opposed to the fact that certain commitments of a legal are respected but not at all costs and not all
2000,nature,we are building a monetary fund for example international in such as some of the european union as regards the
2000,nature,that will be raised are indeed of a global moral mechanisms exist to address such problems and if this national
2000,nature,have given some of the preliminary questions of a professional with which we have been addressed differently the opinion that
2000,nature,s reports unfortunately we have been able to understand that has not yet calmed down not where it has been
2001,nature,slovenia the second problem of course is of a financial we know what kind of rolling stock we have we
2001,nature,comments and amendments that are both substantive and editorial in the slovenian liberal democracy group fully supports the committee s
2001,nature,noting that the amendment to the amendment is editorial in anybody want to talk because no we re moving on
2001,nature,carry out some minor corrections to the text purely editorial for which amendments were not necessary at the conclusion of
2001,nature,therefore firefighting is an activity of a humanitarian or humanitarian and character and firefighting in slovenia is also of exceptional
2001,nature,and neglecting this activity mainly because of the non profit of this activity unfortunately in slovenia the value of profits
2001,nature,mission more effectively which i stress is of a humanitarian with regard to non compliance with the directives of the
2001,nature,the fact is somehow man cannot prevent the morbidity of and cannot influence the fact that nature would not relax
2001,nature,the morbidity of nature and cannot influence the fact that would not relax its forces it is true though that
2001,nature,also true that there is much too much especially because and the extent of fires have changed and this is
2001,nature,to take care of this job because say fire in for example at pohorje it is not only a matter
2001,nature,marriage is that the area will remain permanently populated and preserved and maintained i would like to warn you that
2001,nature,had an introductory explanation and was also of a substantive i have no options in the rules of procedure to
2001,nature,the early years the funds have mainly gone to goričko park this was the first and second phase of the
2001,nature,the secretariat does not have any comments of a constitutional to the draft law but from a legal and legal
2001,nature,8 9 10 and 16 the amendment of the editorial is introduced after which the word dln is replaced by
2001,nature,to 1 1 it is controlled by a more consultative that in particular those who have done something in this
2001,nature,actually be fewer injuries and of course fatal accidents in and practice thank you parlamint si 2001 07 20 sdz3
2001,nature,you spoke in your presentation about the stiffness of this of public service did you simply think with this stiffness
2001,nature,seems to us that the amendment is more editorial in namely that the title of article 17 should be amended
2001,nature,ask that we vote on this proposal of a procedural there are 63 colleagues and colleagues present there were 32
2001,nature,is meeting and will continue to meet is confidential in therefore of course the commission can contact the public at
2001,nature,it possible to obtain this information which is confidential in because of course i would like to see the differences
2001,nature,violation of the most basic rules of human origin of and of constitutional provisions slovenia is a land of countless
2001,nature,have been sent by the slovenian fish association to the protection board since january this year and have not yet
2001,nature,organisation the second law which specifically regulates this is the conservation act of 1999 which provides that any construction operation
2001,nature,on the watercourse must be based on a previously acquired protection guidelines the component of which is also a requirement
2001,nature,the director of the environment agency to which the former protection authority belongs today ask what is going on with
2001,nature,denationalisation beneficiary for the return of the school premises in upon the announcement of the results of the june graduation
2001,nature,also be traced for the return of school premises in if recovery in nature is carried out in this case
2001,nature,the return of school premises in nature if recovery in is carried out in this case the problem of one
2001,nature,requests how many of these applications are for recovery in what will the financial consequences of this fact be if
2001,nature,fact be if in many other cases it returns in how can this fact of returning in nature affect the
2001,nature,returns in nature how can this fact of returning in affect the future design of the school network thank you
2001,nature,number how much of these claims are for recovery in or what are the financial consequences we ll let you
2001,nature,that europe is putting before us negotiations on return in are difficult for our ministry in any case from one
2001,nature,in the negotiations we are demanding that the return in cannot occur before we find the replacement facility but the
2001,nature,a higher level of local self government this is the of the landscapes in these starting points this project is
