Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IS-en_2020-11-13-20	ParlaMint-IS_2020-11-13-20.u1	Speeches in the national parliament of Iceland, 23. term, regular meeting 151-20, 13.11.2020.	2020-11-13	Unicameralism	23. kjörtímabil	151. löggjafarþing	Hefðbundinn	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	GudmundurGudbrandsson	Guðbrandsson, Guðmundur Ingi	M	1977	
ParlaMint-IS-en_2020-11-13-20	ParlaMint-IS_2020-11-13-20.u2	Speeches in the national parliament of Iceland, 23. term, regular meeting 151-20, 13.11.2020.	2020-11-13	Unicameralism	23. kjörtímabil	151. löggjafarþing	Hefðbundinn	-	-	COVID	English	Regular	MP	notMinister	S	Sjálfstæðisflokkur	Coalition	Centre to centre-right	BryndisHaraldsdottir	Haraldsdóttir, Bryndís	F	1976	
ParlaMint-IS-en_2020-11-13-20	ParlaMint-IS_2020-11-13-20.u3	Speeches in the national parliament of Iceland, 23. term, regular meeting 151-20, 13.11.2020.	2020-11-13	Unicameralism	23. kjörtímabil	151. löggjafarþing	Hefðbundinn	-	-	COVID	English	Regular	MP	notMinister	-	-	-	-	AndresJonsson	Jónsson, Andrés Ingi	M	1979	
ParlaMint-IS-en_2020-11-13-20	ParlaMint-IS_2020-11-13-20.u4	Speeches in the national parliament of Iceland, 23. term, regular meeting 151-20, 13.11.2020.	2020-11-13	Unicameralism	23. kjörtímabil	151. löggjafarþing	Hefðbundinn	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	GudmundurGudbrandsson	Guðbrandsson, Guðmundur Ingi	M	1977	
ParlaMint-IS-en_2020-11-13-20	ParlaMint-IS_2020-11-13-20.u5	Speeches in the national parliament of Iceland, 23. term, regular meeting 151-20, 13.11.2020.	2020-11-13	Unicameralism	23. kjörtímabil	151. löggjafarþing	Hefðbundinn	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	GudmundurGudbrandsson	Guðbrandsson, Guðmundur Ingi	M	1977	
ParlaMint-IS-en_2020-11-13-20	ParlaMint-IS_2020-11-13-20.u6	Speeches in the national parliament of Iceland, 23. term, regular meeting 151-20, 13.11.2020.	2020-11-13	Unicameralism	23. kjörtímabil	151. löggjafarþing	Hefðbundinn	-	-	COVID	English	Regular	MP	notMinister	M	Miðflokkurinn	-	Centre to centre-right	AnnaArnadottir	Árnadóttir, Anna Kolbrún	F	1970	
ParlaMint-IS-en_2020-11-13-20	ParlaMint-IS_2020-11-13-20.u7	Speeches in the national parliament of Iceland, 23. term, regular meeting 151-20, 13.11.2020.	2020-11-13	Unicameralism	23. kjörtímabil	151. löggjafarþing	Hefðbundinn	-	-	COVID	English	Regular	MP	notMinister	P	Píratar	-	Pirate Party	BjornGunnarsson	Gunnarsson, Björn Leví	M	1976	
ParlaMint-IS-en_2020-11-13-20	ParlaMint-IS_2020-11-13-20.u8	Speeches in the national parliament of Iceland, 23. term, regular meeting 151-20, 13.11.2020.	2020-11-13	Unicameralism	23. kjörtímabil	151. löggjafarþing	Hefðbundinn	-	-	COVID	English	Regular	MP	notMinister	P	Píratar	-	Pirate Party	THorhildurAEvarsdottir	Ævarsdóttir, Þórhildur Sunna	F	1987	
ParlaMint-IS-en_2020-11-13-20	ParlaMint-IS_2020-11-13-20.u9	Speeches in the national parliament of Iceland, 23. term, regular meeting 151-20, 13.11.2020.	2020-11-13	Unicameralism	23. kjörtímabil	151. löggjafarþing	Hefðbundinn	-	-	COVID	English	Regular	notMP	notMinister	P	Píratar	-	Pirate Party	SaraTHordardottir	Þórðardóttir, Sara Elísa	F	1981	
ParlaMint-IS-en_2020-11-13-20	ParlaMint-IS_2020-11-13-20.u10	Speeches in the national parliament of Iceland, 23. term, regular meeting 151-20, 13.11.2020.	2020-11-13	Unicameralism	23. kjörtímabil	151. löggjafarþing	Hefðbundinn	-	-	COVID	English	Regular	MP	notMinister	V	Viðreisn	-	Centre-right	HannaFridriksson	Friðriksson, Hanna Katrín	F	1964	
ParlaMint-IS-en_2020-11-13-20	ParlaMint-IS_2020-11-13-20.u11	Speeches in the national parliament of Iceland, 23. term, regular meeting 151-20, 13.11.2020.	2020-11-13	Unicameralism	23. kjörtímabil	151. löggjafarþing	Hefðbundinn	-	-	COVID	English	Regular	MP	notMinister	Flf	Flokkur fólksins	-	Centre-left	GudmundurKristinsson	Kristinsson, Guðmundur Ingi	M	1955	
ParlaMint-IS-en_2020-11-13-20	ParlaMint-IS_2020-11-13-20.u12	Speeches in the national parliament of Iceland, 23. term, regular meeting 151-20, 13.11.2020.	2020-11-13	Unicameralism	23. kjörtímabil	151. löggjafarþing	Hefðbundinn	-	-	COVID	English	Regular	MP	notMinister	S	Sjálfstæðisflokkur	Coalition	Centre to centre-right	BrynjarNielsson	Níelsson, Brynjar	M	1960	
ParlaMint-IS-en_2020-11-13-20	ParlaMint-IS_2020-11-13-20.u13	Speeches in the national parliament of Iceland, 23. term, regular meeting 151-20, 13.11.2020.	2020-11-13	Unicameralism	23. kjörtímabil	151. löggjafarþing	Hefðbundinn	-	-	COVID	English	Regular	MP	notMinister	F	Framsóknarflokkur	Coalition	Centre to centre-right	THorunnEgilsdottir	Egilsdóttir, Þórunn	F	1964	
ParlaMint-IS-en_2020-11-13-20	ParlaMint-IS_2020-11-13-20.u14	Speeches in the national parliament of Iceland, 23. term, regular meeting 151-20, 13.11.2020.	2020-11-13	Unicameralism	23. kjörtímabil	151. löggjafarþing	Hefðbundinn	-	-	COVID	English	Regular	MP	notMinister	Vg	Vinstrihreyfingin - grænt framboð	Coalition	Centre-left to left	SteinunnArnadottir	Árnadóttir, Steinunn Þóra	F	1977	
ParlaMint-IS-en_2020-11-13-20	ParlaMint-IS_2020-11-13-20.u15	Speeches in the national parliament of Iceland, 23. term, regular meeting 151-20, 13.11.2020.	2020-11-13	Unicameralism	23. kjörtímabil	151. löggjafarþing	Hefðbundinn	-	-	COVID	English	Regular	MP	notMinister	-	-	-	-	AndresJonsson	Jónsson, Andrés Ingi	M	1979	
ParlaMint-IS-en_2020-11-13-20	ParlaMint-IS_2020-11-13-20.u16	Speeches in the national parliament of Iceland, 23. term, regular meeting 151-20, 13.11.2020.	2020-11-13	Unicameralism	23. kjörtímabil	151. löggjafarþing	Hefðbundinn	-	-	COVID	English	Regular	MP	notMinister	-	-	-	-	RosaBrynjolfsdottir	Brynjólfsdóttir, Rósa Björk	F	1975	
ParlaMint-IS-en_2020-11-13-20	ParlaMint-IS_2020-11-13-20.u17	Speeches in the national parliament of Iceland, 23. term, regular meeting 151-20, 13.11.2020.	2020-11-13	Unicameralism	23. kjörtímabil	151. löggjafarþing	Hefðbundinn	-	-	COVID	English	Regular	MP	notMinister	Sf	Samfylking	-	Centre-left	OddnyHardardottir	Harðardóttir, Oddný G.	F	1957	
