Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IS-en_2020-03-13-74	ParlaMint-IS_2020-03-13-74.u1	Speeches in the national parliament of Iceland, 23. term, regular meeting 150-74, 13.03.2020.	2020-03-13	Unicameralism	23. kjörtímabil	150. löggjafarþing	Hefðbundinn	-	-	COVID	English	Regular	MP	notMinister	S	Sjálfstæðisflokkur	Coalition	Centre to centre-right	OliKarason	Kárason, Óli Björn	M	1960	
ParlaMint-IS-en_2020-03-13-74	ParlaMint-IS_2020-03-13-74.u2	Speeches in the national parliament of Iceland, 23. term, regular meeting 150-74, 13.03.2020.	2020-03-13	Unicameralism	23. kjörtímabil	150. löggjafarþing	Hefðbundinn	-	-	COVID	English	Regular	MP	notMinister	V	Viðreisn	-	Centre-right	THorgerdurGunnarsdottir	Gunnarsdóttir, Þorgerður K.	F	1965	
ParlaMint-IS-en_2020-03-13-74	ParlaMint-IS_2020-03-13-74.u3	Speeches in the national parliament of Iceland, 23. term, regular meeting 150-74, 13.03.2020.	2020-03-13	Unicameralism	23. kjörtímabil	150. löggjafarþing	Hefðbundinn	-	-	COVID	English	Regular	MP	notMinister	S	Sjálfstæðisflokkur	Coalition	Centre to centre-right	OliKarason	Kárason, Óli Björn	M	1960	
ParlaMint-IS-en_2020-03-13-74	ParlaMint-IS_2020-03-13-74.u4	Speeches in the national parliament of Iceland, 23. term, regular meeting 150-74, 13.03.2020.	2020-03-13	Unicameralism	23. kjörtímabil	150. löggjafarþing	Hefðbundinn	-	-	COVID	English	Regular	MP	notMinister	V	Viðreisn	-	Centre-right	THorgerdurGunnarsdottir	Gunnarsdóttir, Þorgerður K.	F	1965	
ParlaMint-IS-en_2020-03-13-74	ParlaMint-IS_2020-03-13-74.u5	Speeches in the national parliament of Iceland, 23. term, regular meeting 150-74, 13.03.2020.	2020-03-13	Unicameralism	23. kjörtímabil	150. löggjafarþing	Hefðbundinn	-	-	COVID	English	Regular	MP	notMinister	S	Sjálfstæðisflokkur	Coalition	Centre to centre-right	OliKarason	Kárason, Óli Björn	M	1960	
ParlaMint-IS-en_2020-03-13-74	ParlaMint-IS_2020-03-13-74.u6	Speeches in the national parliament of Iceland, 23. term, regular meeting 150-74, 13.03.2020.	2020-03-13	Unicameralism	23. kjörtímabil	150. löggjafarþing	Hefðbundinn	-	-	COVID	English	Regular	MP	notMinister	Sf	Samfylking	-	Centre-left	OddnyHardardottir	Harðardóttir, Oddný G.	F	1957	
ParlaMint-IS-en_2020-03-13-74	ParlaMint-IS_2020-03-13-74.u7	Speeches in the national parliament of Iceland, 23. term, regular meeting 150-74, 13.03.2020.	2020-03-13	Unicameralism	23. kjörtímabil	150. löggjafarþing	Hefðbundinn	-	-	COVID	English	Regular	MP	notMinister	V	Viðreisn	-	Centre-right	THorsteinnViglundsson	Víglundsson, Þorsteinn	M	1969	
ParlaMint-IS-en_2020-03-13-74	ParlaMint-IS_2020-03-13-74.u8	Speeches in the national parliament of Iceland, 23. term, regular meeting 150-74, 13.03.2020.	2020-03-13	Unicameralism	23. kjörtímabil	150. löggjafarþing	Hefðbundinn	-	-	COVID	English	Regular	MP	notMinister	P	Píratar	-	Pirate Party	SmariMcCarthy	McCarthy, Smári	M	1984	
ParlaMint-IS-en_2020-03-13-74	ParlaMint-IS_2020-03-13-74.u9	Speeches in the national parliament of Iceland, 23. term, regular meeting 150-74, 13.03.2020.	2020-03-13	Unicameralism	23. kjörtímabil	150. löggjafarþing	Hefðbundinn	-	-	COVID	English	Regular	MP	notMinister	M	Miðflokkurinn	-	Centre to centre-right	BirgirTHorarinsson	Þórarinsson, Birgir	M	1965	
ParlaMint-IS-en_2020-03-13-74	ParlaMint-IS_2020-03-13-74.u10	Speeches in the national parliament of Iceland, 23. term, regular meeting 150-74, 13.03.2020.	2020-03-13	Unicameralism	23. kjörtímabil	150. löggjafarþing	Hefðbundinn	-	-	COVID	English	Regular	MP	notMinister	Sf	Samfylking	-	Centre-left	LogiEinarsson	Einarsson, Logi	M	1964	
ParlaMint-IS-en_2020-03-13-74	ParlaMint-IS_2020-03-13-74.u11	Speeches in the national parliament of Iceland, 23. term, regular meeting 150-74, 13.03.2020.	2020-03-13	Unicameralism	23. kjörtímabil	150. löggjafarþing	Hefðbundinn	-	-	COVID	English	Regular	MP	notMinister	Sf	Samfylking	-	Centre-left	LogiEinarsson	Einarsson, Logi	M	1964	
ParlaMint-IS-en_2020-03-13-74	ParlaMint-IS_2020-03-13-74.u12	Speeches in the national parliament of Iceland, 23. term, regular meeting 150-74, 13.03.2020.	2020-03-13	Unicameralism	23. kjörtímabil	150. löggjafarþing	Hefðbundinn	-	-	COVID	English	Regular	MP	notMinister	V	Viðreisn	-	Centre-right	THorgerdurGunnarsdottir	Gunnarsdóttir, Þorgerður K.	F	1965	
