Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-FI-en_2021-09-24-ps-104	ParlaMint-FI_2021-09-24-ps-104.u1	Minutes of the Finnish Parliament's plenary session 104/2021, 2021-09-24	2021-09-24	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 104	2021-09-24	-	COVID	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	AnuVehviläinen	Vehviläinen, Anu	F	1963	
ParlaMint-FI-en_2021-09-24-ps-104	ParlaMint-FI_2021-09-24-ps-104.u2	Minutes of the Finnish Parliament's plenary session 104/2021, 2021-09-24	2021-09-24	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 104	2021-09-24	-	COVID	English	Regular	MP	notMinister	KOK	National Coalition Party	Opposition	Centre-right	TimoHeinonen	Heinonen, Timo	M	1975	
ParlaMint-FI-en_2021-09-24-ps-104	ParlaMint-FI_2021-09-24-ps-104.u3	Minutes of the Finnish Parliament's plenary session 104/2021, 2021-09-24	2021-09-24	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 104	2021-09-24	-	COVID	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	AnuVehviläinen	Vehviläinen, Anu	F	1963	
ParlaMint-FI-en_2021-09-24-ps-104	ParlaMint-FI_2021-09-24-ps-104.u4	Minutes of the Finnish Parliament's plenary session 104/2021, 2021-09-24	2021-09-24	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 104	2021-09-24	-	COVID	English	Regular	MP	notMinister	KOK	National Coalition Party	Opposition	Centre-right	JaanaPelkonen	Pelkonen, Jaana	F	1977	
ParlaMint-FI-en_2021-09-24-ps-104	ParlaMint-FI_2021-09-24-ps-104.u5	Minutes of the Finnish Parliament's plenary session 104/2021, 2021-09-24	2021-09-24	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 104	2021-09-24	-	COVID	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	AnuVehviläinen	Vehviläinen, Anu	F	1963	
ParlaMint-FI-en_2021-09-24-ps-104	ParlaMint-FI_2021-09-24-ps-104.u6	Minutes of the Finnish Parliament's plenary session 104/2021, 2021-09-24	2021-09-24	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 104	2021-09-24	-	COVID	English	Regular	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	RitvaElomaa	Elomaa, Ritva	F	1955	
ParlaMint-FI-en_2021-09-24-ps-104	ParlaMint-FI_2021-09-24-ps-104.u7	Minutes of the Finnish Parliament's plenary session 104/2021, 2021-09-24	2021-09-24	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 104	2021-09-24	-	COVID	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	AnuVehviläinen	Vehviläinen, Anu	F	1963	
ParlaMint-FI-en_2021-09-24-ps-104	ParlaMint-FI_2021-09-24-ps-104.u8	Minutes of the Finnish Parliament's plenary session 104/2021, 2021-09-24	2021-09-24	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 104	2021-09-24	-	COVID	English	Regular	MP	notMinister	SDP	Social Democratic Party of Finland	Coalition	Centre-left	MariaGuzenina	Guzenina, Maria	F	1969	
ParlaMint-FI-en_2021-09-24-ps-104	ParlaMint-FI_2021-09-24-ps-104.u9	Minutes of the Finnish Parliament's plenary session 104/2021, 2021-09-24	2021-09-24	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 104	2021-09-24	-	COVID	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	AnuVehviläinen	Vehviläinen, Anu	F	1963	
ParlaMint-FI-en_2021-09-24-ps-104	ParlaMint-FI_2021-09-24-ps-104.u10	Minutes of the Finnish Parliament's plenary session 104/2021, 2021-09-24	2021-09-24	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 104	2021-09-24	-	COVID	English	Regular	MP	notMinister	SDP	Social Democratic Party of Finland	Coalition	Centre-left	KimmoKiljunen	Kiljunen, Kimmo	M	1951	
ParlaMint-FI-en_2021-09-24-ps-104	ParlaMint-FI_2021-09-24-ps-104.u11	Minutes of the Finnish Parliament's plenary session 104/2021, 2021-09-24	2021-09-24	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 104	2021-09-24	-	COVID	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	AnuVehviläinen	Vehviläinen, Anu	F	1963	
ParlaMint-FI-en_2021-09-24-ps-104	ParlaMint-FI_2021-09-24-ps-104.u12	Minutes of the Finnish Parliament's plenary session 104/2021, 2021-09-24	2021-09-24	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 104	2021-09-24	-	COVID	English	Regular	MP	notMinister	KESK	Centre Party	Coalition	Centre	JouniOvaska	Ovaska, Jouni	M	1986	
ParlaMint-FI-en_2021-09-24-ps-104	ParlaMint-FI_2021-09-24-ps-104.u13	Minutes of the Finnish Parliament's plenary session 104/2021, 2021-09-24	2021-09-24	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 104	2021-09-24	-	COVID	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	AnuVehviläinen	Vehviläinen, Anu	F	1963	
ParlaMint-FI-en_2021-09-24-ps-104	ParlaMint-FI_2021-09-24-ps-104.u14	Minutes of the Finnish Parliament's plenary session 104/2021, 2021-09-24	2021-09-24	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 104	2021-09-24	-	COVID	English	Regular	MP	notMinister	KOK	National Coalition Party	Opposition	Centre-right	TimoHeinonen	Heinonen, Timo	M	1975	
ParlaMint-FI-en_2021-09-24-ps-104	ParlaMint-FI_2021-09-24-ps-104.u15	Minutes of the Finnish Parliament's plenary session 104/2021, 2021-09-24	2021-09-24	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 104	2021-09-24	-	COVID	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	AnuVehviläinen	Vehviläinen, Anu	F	1963	
ParlaMint-FI-en_2021-09-24-ps-104	ParlaMint-FI_2021-09-24-ps-104.u16	Minutes of the Finnish Parliament's plenary session 104/2021, 2021-09-24	2021-09-24	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 104	2021-09-24	-	COVID	English	Regular	MP	notMinister	VIHR	Green League	Coalition	Centre-left	PirkkaPekkaPetelius	Petelius, Pirkka-Pekka	M	1953	
ParlaMint-FI-en_2021-09-24-ps-104	ParlaMint-FI_2021-09-24-ps-104.u17	Minutes of the Finnish Parliament's plenary session 104/2021, 2021-09-24	2021-09-24	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 104	2021-09-24	-	COVID	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	AnuVehviläinen	Vehviläinen, Anu	F	1963	
ParlaMint-FI-en_2021-09-24-ps-104	ParlaMint-FI_2021-09-24-ps-104.u18	Minutes of the Finnish Parliament's plenary session 104/2021, 2021-09-24	2021-09-24	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 104	2021-09-24	-	COVID	English	Regular	MP	notMinister	SDP	Social Democratic Party of Finland	Coalition	Centre-left	KimmoKiljunen	Kiljunen, Kimmo	M	1951	
ParlaMint-FI-en_2021-09-24-ps-104	ParlaMint-FI_2021-09-24-ps-104.u19	Minutes of the Finnish Parliament's plenary session 104/2021, 2021-09-24	2021-09-24	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 104	2021-09-24	-	COVID	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	AnuVehviläinen	Vehviläinen, Anu	F	1963	
ParlaMint-FI-en_2021-09-24-ps-104	ParlaMint-FI_2021-09-24-ps-104.u20	Minutes of the Finnish Parliament's plenary session 104/2021, 2021-09-24	2021-09-24	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 104	2021-09-24	-	COVID	English	Regular	MP	notMinister	KOK	National Coalition Party	Opposition	Centre-right	TimoHeinonen	Heinonen, Timo	M	1975	
ParlaMint-FI-en_2021-09-24-ps-104	ParlaMint-FI_2021-09-24-ps-104.u21	Minutes of the Finnish Parliament's plenary session 104/2021, 2021-09-24	2021-09-24	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 104	2021-09-24	-	COVID	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	AnuVehviläinen	Vehviläinen, Anu	F	1963	
