Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-FI-en_2021-06-04-ps-71	ParlaMint-FI_2021-06-04-ps-71.u1	Minutes of the Finnish Parliament's plenary session 71/2021, 2021-06-04	2021-06-04	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 71	2021-06-04	-	COVID	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	AnuVehviläinen	Vehviläinen, Anu	F	1963	
ParlaMint-FI-en_2021-06-04-ps-71	ParlaMint-FI_2021-06-04-ps-71.u2	Minutes of the Finnish Parliament's plenary session 71/2021, 2021-06-04	2021-06-04	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 71	2021-06-04	-	COVID	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	AnuVehviläinen	Vehviläinen, Anu	F	1963	
ParlaMint-FI-en_2021-06-04-ps-71	ParlaMint-FI_2021-06-04-ps-71.u3	Minutes of the Finnish Parliament's plenary session 71/2021, 2021-06-04	2021-06-04	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 71	2021-06-04	-	COVID	English	Regular	MP	notMinister	KOK	National Coalition Party	Opposition	Centre-right	ArtoSatonen	Satonen, Arto	M	1966	
ParlaMint-FI-en_2021-06-04-ps-71	ParlaMint-FI_2021-06-04-ps-71.u4	Minutes of the Finnish Parliament's plenary session 71/2021, 2021-06-04	2021-06-04	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 71	2021-06-04	-	COVID	English	Regular	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	RiikkaSlungaPoutsalo	Slunga-Poutsalo, Riikka	F	1971	
ParlaMint-FI-en_2021-06-04-ps-71	ParlaMint-FI_2021-06-04-ps-71.u5	Minutes of the Finnish Parliament's plenary session 71/2021, 2021-06-04	2021-06-04	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 71	2021-06-04	-	COVID	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	AnuVehviläinen	Vehviläinen, Anu	F	1963	
ParlaMint-FI-en_2021-06-04-ps-71	ParlaMint-FI_2021-06-04-ps-71.u6	Minutes of the Finnish Parliament's plenary session 71/2021, 2021-06-04	2021-06-04	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 71	2021-06-04	-	COVID	English	Regular	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	RiikkaSlungaPoutsalo	Slunga-Poutsalo, Riikka	F	1971	
ParlaMint-FI-en_2021-06-04-ps-71	ParlaMint-FI_2021-06-04-ps-71.u7	Minutes of the Finnish Parliament's plenary session 71/2021, 2021-06-04	2021-06-04	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 71	2021-06-04	-	COVID	English	Regular	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	RiikkaPurra	Purra, Riikka	F	1977	
ParlaMint-FI-en_2021-06-04-ps-71	ParlaMint-FI_2021-06-04-ps-71.u8	Minutes of the Finnish Parliament's plenary session 71/2021, 2021-06-04	2021-06-04	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 71	2021-06-04	-	COVID	English	Regular	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	RiikkaSlungaPoutsalo	Slunga-Poutsalo, Riikka	F	1971	
ParlaMint-FI-en_2021-06-04-ps-71	ParlaMint-FI_2021-06-04-ps-71.u9	Minutes of the Finnish Parliament's plenary session 71/2021, 2021-06-04	2021-06-04	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 71	2021-06-04	-	COVID	English	Regular	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	RiikkaPurra	Purra, Riikka	F	1977	
ParlaMint-FI-en_2021-06-04-ps-71	ParlaMint-FI_2021-06-04-ps-71.u10	Minutes of the Finnish Parliament's plenary session 71/2021, 2021-06-04	2021-06-04	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 71	2021-06-04	-	COVID	English	Regular	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	RiikkaSlungaPoutsalo	Slunga-Poutsalo, Riikka	F	1971	
ParlaMint-FI-en_2021-06-04-ps-71	ParlaMint-FI_2021-06-04-ps-71.u11	Minutes of the Finnish Parliament's plenary session 71/2021, 2021-06-04	2021-06-04	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 71	2021-06-04	-	COVID	English	Regular	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	RiikkaPurra	Purra, Riikka	F	1977	
