Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-EE-en_2011-10-20	ParlaMint-EE_2011-10-20_U1	XII Parliament term, II Session, Plenary Assembly regular meeting on Thursday, 20.10.2011, 10:00	2011-10-20	Unicameralism	XII Riigikogu	II regular session	-	2011-10-20	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2011-10-20	ParlaMint-EE_2011-10-20_U2	XII Parliament term, II Session, Plenary Assembly regular meeting on Thursday, 20.10.2011, 10:00	2011-10-20	Unicameralism	XII Riigikogu	II regular session	-	2011-10-20	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	-	Centre-left	d_boroditš_19791101	Boroditš, Deniss	M	1979	
ParlaMint-EE-en_2011-10-20	ParlaMint-EE_2011-10-20_U3	XII Parliament term, II Session, Plenary Assembly regular meeting on Thursday, 20.10.2011, 10:00	2011-10-20	Unicameralism	XII Riigikogu	II regular session	-	2011-10-20	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2011-10-20	ParlaMint-EE_2011-10-20_U4	XII Parliament term, II Session, Plenary Assembly regular meeting on Thursday, 20.10.2011, 10:00	2011-10-20	Unicameralism	XII Riigikogu	II regular session	-	2011-10-20	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	-	Centre-left	y_toom_19661015	Toom, Yana	F	1966	
ParlaMint-EE-en_2011-10-20	ParlaMint-EE_2011-10-20_U5	XII Parliament term, II Session, Plenary Assembly regular meeting on Thursday, 20.10.2011, 10:00	2011-10-20	Unicameralism	XII Riigikogu	II regular session	-	2011-10-20	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2011-10-20	ParlaMint-EE_2011-10-20_U6	XII Parliament term, II Session, Plenary Assembly regular meeting on Thursday, 20.10.2011, 10:00	2011-10-20	Unicameralism	XII Riigikogu	II regular session	-	2011-10-20	-	Reference	English	Regular	MP	notMinister	SDE	Sotsiaaldemokraatlik erakond	-	Centre-left	k_kotkas_19600410	Kotkas, Kalev	M	1960	
ParlaMint-EE-en_2011-10-20	ParlaMint-EE_2011-10-20_U7	XII Parliament term, II Session, Plenary Assembly regular meeting on Thursday, 20.10.2011, 10:00	2011-10-20	Unicameralism	XII Riigikogu	II regular session	-	2011-10-20	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2011-10-20	ParlaMint-EE_2011-10-20_U8	XII Parliament term, II Session, Plenary Assembly regular meeting on Thursday, 20.10.2011, 10:00	2011-10-20	Unicameralism	XII Riigikogu	II regular session	-	2011-10-20	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2011-10-20	ParlaMint-EE_2011-10-20_U9	XII Parliament term, II Session, Plenary Assembly regular meeting on Thursday, 20.10.2011, 10:00	2011-10-20	Unicameralism	XII Riigikogu	II regular session	-	2011-10-20	-	Reference	English	Regular	notMP	Minister	-	-	-	-	u_paet_19740420	Paet, Urmas	M	1974	
ParlaMint-EE-en_2011-10-20	ParlaMint-EE_2011-10-20_U10	XII Parliament term, II Session, Plenary Assembly regular meeting on Thursday, 20.10.2011, 10:00	2011-10-20	Unicameralism	XII Riigikogu	II regular session	-	2011-10-20	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2011-10-20	ParlaMint-EE_2011-10-20_U11	XII Parliament term, II Session, Plenary Assembly regular meeting on Thursday, 20.10.2011, 10:00	2011-10-20	Unicameralism	XII Riigikogu	II regular session	-	2011-10-20	-	Reference	English	Regular	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	pe_rummo_19420119	Rummo, Paul-Eerik	M	1942	
