Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BA-en_2000-06-09-0	ParlaMint-BA_2000-06-09-0.u522	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 18	2000-06-09	Unicameralism	2. mandat	-	Sjednica 18	2000-06-09	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpski narodni savez	-	Centre-right	LjubičićDrago	Ljubičić, Drago	M	1949	
ParlaMint-BA-en_2000-06-09-0	ParlaMint-BA_2000-06-09-0.u524	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 18	2000-06-09	Unicameralism	2. mandat	-	Sjednica 18	2000-06-09	-	Reference	English	Regular	MP	notMinister	SNSD	Savez nezavisnih socijaldemokrata	-	Syncretic politics	RistanRistić	Ristić, Ristan	M	-	
ParlaMint-BA-en_2000-06-09-0	ParlaMint-BA_2000-06-09-0.u525	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 18	2000-06-09	Unicameralism	2. mandat	-	Sjednica 18	2000-06-09	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpski narodni savez	-	Centre-right	LjubičićDrago	Ljubičić, Drago	M	1949	
ParlaMint-BA-en_2000-06-09-0	ParlaMint-BA_2000-06-09-0.u526	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 18	2000-06-09	Unicameralism	2. mandat	-	Sjednica 18	2000-06-09	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	KovačevićMatko	Kovačević, Matko	U	-	
ParlaMint-BA-en_2000-06-09-0	ParlaMint-BA_2000-06-09-0.u527	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 18	2000-06-09	Unicameralism	2. mandat	-	Sjednica 18	2000-06-09	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpski narodni savez	-	Centre-right	LjubičićDrago	Ljubičić, Drago	M	1949	
ParlaMint-BA-en_2000-06-09-0	ParlaMint-BA_2000-06-09-0.u528	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 18	2000-06-09	Unicameralism	2. mandat	-	Sjednica 18	2000-06-09	-	Reference	English	Regular	MP	notMinister	SNSD	Savez nezavisnih socijaldemokrata	-	Syncretic politics	RistanRistić	Ristić, Ristan	M	-	
ParlaMint-BA-en_2000-06-09-0	ParlaMint-BA_2000-06-09-0.u529	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 18	2000-06-09	Unicameralism	2. mandat	-	Sjednica 18	2000-06-09	-	Reference	English	Regular	MP	notMinister	SDA	Stranka demokratske akcije	-	Centre-right to right	ČamparaAvdo	Čampara, Avdo	M	1937	
ParlaMint-BA-en_2000-06-09-0	ParlaMint-BA_2000-06-09-0.u530	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 18	2000-06-09	Unicameralism	2. mandat	-	Sjednica 18	2000-06-09	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpski narodni savez	-	Centre-right	LjubičićDrago	Ljubičić, Drago	M	1949	
ParlaMint-BA-en_2000-06-09-0	ParlaMint-BA_2000-06-09-0.u531	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 18	2000-06-09	Unicameralism	2. mandat	-	Sjednica 18	2000-06-09	-	Reference	English	Regular	MP	notMinister	HDZ_BiH	Hrvatska demokratska zajednica Bosne i Hercegovine	Opposition	Centre-right	ŠoljićVladimir	Šoljić, Vladimir	M	1943	
ParlaMint-BA-en_2000-06-09-0	ParlaMint-BA_2000-06-09-0.u532	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 18	2000-06-09	Unicameralism	2. mandat	-	Sjednica 18	2000-06-09	-	Reference	English	Regular	MP	notMinister	SBiH	Stranka za Bosnu i Hercegovinu	-	Centre	ŽigićIzet	Žigić, Izet	M	1956	
ParlaMint-BA-en_2000-06-09-0	ParlaMint-BA_2000-06-09-0.u533	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 18	2000-06-09	Unicameralism	2. mandat	-	Sjednica 18	2000-06-09	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpski narodni savez	-	Centre-right	LjubičićDrago	Ljubičić, Drago	M	1949	
ParlaMint-BA-en_2000-06-09-0	ParlaMint-BA_2000-06-09-0.u534	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 18	2000-06-09	Unicameralism	2. mandat	-	Sjednica 18	2000-06-09	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	TomićJadranko	Tomić, Jadranko	U	-	
ParlaMint-BA-en_2000-06-09-0	ParlaMint-BA_2000-06-09-0.u535	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 18	2000-06-09	Unicameralism	2. mandat	-	Sjednica 18	2000-06-09	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpski narodni savez	-	Centre-right	LjubičićDrago	Ljubičić, Drago	M	1949	
ParlaMint-BA-en_2000-06-09-0	ParlaMint-BA_2000-06-09-0.u536	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 18	2000-06-09	Unicameralism	2. mandat	-	Sjednica 18	2000-06-09	-	Reference	English	Regular	MP	notMinister	SRSRS	Srpska radikalna stranka Republike Srpske	Opposition	Right	PajićĐoko	Pajić, Đoko	M	1949	
ParlaMint-BA-en_2000-06-09-0	ParlaMint-BA_2000-06-09-0.u537	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 18	2000-06-09	Unicameralism	2. mandat	-	Sjednica 18	2000-06-09	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpski narodni savez	-	Centre-right	LjubičićDrago	Ljubičić, Drago	M	1949	
ParlaMint-BA-en_2000-06-09-0	ParlaMint-BA_2000-06-09-0.u538	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 18	2000-06-09	Unicameralism	2. mandat	-	Sjednica 18	2000-06-09	-	Reference	English	Regular	MP	notMinister	SRSRS	Srpska radikalna stranka Republike Srpske	Opposition	Right	PajićĐoko	Pajić, Đoko	M	1949	
ParlaMint-BA-en_2000-06-09-0	ParlaMint-BA_2000-06-09-0.u539	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 18	2000-06-09	Unicameralism	2. mandat	-	Sjednica 18	2000-06-09	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpski narodni savez	-	Centre-right	LjubičićDrago	Ljubičić, Drago	M	1949	
