Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BA-en_2000-10-13-0	ParlaMint-BA_2000-10-13-0.u718	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 23	2000-10-13	Unicameralism	2. mandat	-	Sjednica 23	2000-10-13	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpski narodni savez	-	Centre-right	LjubičićDrago	Ljubičić, Drago	M	1949	
ParlaMint-BA-en_2000-10-13-0	ParlaMint-BA_2000-10-13-0.u721	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 23	2000-10-13	Unicameralism	2. mandat	-	Sjednica 23	2000-10-13	-	Reference	English	Regular	MP	notMinister	SRSRS	Srpska radikalna stranka Republike Srpske	Opposition	Right	PajićĐoko	Pajić, Đoko	M	1949	
ParlaMint-BA-en_2000-10-13-0	ParlaMint-BA_2000-10-13-0.u722	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 23	2000-10-13	Unicameralism	2. mandat	-	Sjednica 23	2000-10-13	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpski narodni savez	-	Centre-right	LjubičićDrago	Ljubičić, Drago	M	1949	
ParlaMint-BA-en_2000-10-13-0	ParlaMint-BA_2000-10-13-0.u723	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 23	2000-10-13	Unicameralism	2. mandat	-	Sjednica 23	2000-10-13	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	TomićJadranko	Tomić, Jadranko	U	-	
ParlaMint-BA-en_2000-10-13-0	ParlaMint-BA_2000-10-13-0.u724	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 23	2000-10-13	Unicameralism	2. mandat	-	Sjednica 23	2000-10-13	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpski narodni savez	-	Centre-right	LjubičićDrago	Ljubičić, Drago	M	1949	
ParlaMint-BA-en_2000-10-13-0	ParlaMint-BA_2000-10-13-0.u725	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 23	2000-10-13	Unicameralism	2. mandat	-	Sjednica 23	2000-10-13	-	Reference	English	Regular	MP	notMinister	SRSRS	Srpska radikalna stranka Republike Srpske	Opposition	Right	PajićĐoko	Pajić, Đoko	M	1949	
ParlaMint-BA-en_2000-10-13-0	ParlaMint-BA_2000-10-13-0.u726	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 23	2000-10-13	Unicameralism	2. mandat	-	Sjednica 23	2000-10-13	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpski narodni savez	-	Centre-right	LjubičićDrago	Ljubičić, Drago	M	1949	
ParlaMint-BA-en_2000-10-13-0	ParlaMint-BA_2000-10-13-0.u727	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 23	2000-10-13	Unicameralism	2. mandat	-	Sjednica 23	2000-10-13	-	Reference	English	Regular	MP	notMinister	SNSD	Savez nezavisnih socijaldemokrata	-	Syncretic politics	RistanRistić	Ristić, Ristan	M	-	
ParlaMint-BA-en_2000-10-13-0	ParlaMint-BA_2000-10-13-0.u728	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 23	2000-10-13	Unicameralism	2. mandat	-	Sjednica 23	2000-10-13	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpski narodni savez	-	Centre-right	LjubičićDrago	Ljubičić, Drago	M	1949	
ParlaMint-BA-en_2000-10-13-0	ParlaMint-BA_2000-10-13-0.u729	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 23	2000-10-13	Unicameralism	2. mandat	-	Sjednica 23	2000-10-13	-	Reference	English	Regular	MP	notMinister	SRSRS	Srpska radikalna stranka Republike Srpske	Opposition	Right	PajićĐoko	Pajić, Đoko	M	1949	
ParlaMint-BA-en_2000-10-13-0	ParlaMint-BA_2000-10-13-0.u730	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 23	2000-10-13	Unicameralism	2. mandat	-	Sjednica 23	2000-10-13	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpski narodni savez	-	Centre-right	LjubičićDrago	Ljubičić, Drago	M	1949	
ParlaMint-BA-en_2000-10-13-0	ParlaMint-BA_2000-10-13-0.u731	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 23	2000-10-13	Unicameralism	2. mandat	-	Sjednica 23	2000-10-13	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	KurtovićMirsad	Kurtović, Mirsad	U	-	
ParlaMint-BA-en_2000-10-13-0	ParlaMint-BA_2000-10-13-0.u732	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 23	2000-10-13	Unicameralism	2. mandat	-	Sjednica 23	2000-10-13	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpski narodni savez	-	Centre-right	LjubičićDrago	Ljubičić, Drago	M	1949	
ParlaMint-BA-en_2000-10-13-0	ParlaMint-BA_2000-10-13-0.u733	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 23	2000-10-13	Unicameralism	2. mandat	-	Sjednica 23	2000-10-13	-	Reference	English	Regular	MP	notMinister	SRSRS	Srpska radikalna stranka Republike Srpske	Opposition	Right	PajićĐoko	Pajić, Đoko	M	1949	
ParlaMint-BA-en_2000-10-13-0	ParlaMint-BA_2000-10-13-0.u734	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 23	2000-10-13	Unicameralism	2. mandat	-	Sjednica 23	2000-10-13	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpski narodni savez	-	Centre-right	LjubičićDrago	Ljubičić, Drago	M	1949	
ParlaMint-BA-en_2000-10-13-0	ParlaMint-BA_2000-10-13-0.u735	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 23	2000-10-13	Unicameralism	2. mandat	-	Sjednica 23	2000-10-13	-	Reference	English	Regular	MP	notMinister	SBiH	Stranka za Bosnu i Hercegovinu	-	Centre	ŽigićIzet	Žigić, Izet	M	1956	
ParlaMint-BA-en_2000-10-13-0	ParlaMint-BA_2000-10-13-0.u736	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 23	2000-10-13	Unicameralism	2. mandat	-	Sjednica 23	2000-10-13	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpski narodni savez	-	Centre-right	LjubičićDrago	Ljubičić, Drago	M	1949	
ParlaMint-BA-en_2000-10-13-0	ParlaMint-BA_2000-10-13-0.u737	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 23	2000-10-13	Unicameralism	2. mandat	-	Sjednica 23	2000-10-13	-	Reference	English	Regular	MP	notMinister	SBiH	Stranka za Bosnu i Hercegovinu	-	Centre	ŽigićIzet	Žigić, Izet	M	1956	
ParlaMint-BA-en_2000-10-13-0	ParlaMint-BA_2000-10-13-0.u738	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 23	2000-10-13	Unicameralism	2. mandat	-	Sjednica 23	2000-10-13	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpski narodni savez	-	Centre-right	LjubičićDrago	Ljubičić, Drago	M	1949	
ParlaMint-BA-en_2000-10-13-0	ParlaMint-BA_2000-10-13-0.u739	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 23	2000-10-13	Unicameralism	2. mandat	-	Sjednica 23	2000-10-13	-	Reference	English	Regular	MP	notMinister	HDZ_BiH	Hrvatska demokratska zajednica Bosne i Hercegovine	Opposition	Centre-right	ŠoljićVladimir	Šoljić, Vladimir	M	1943	
ParlaMint-BA-en_2000-10-13-0	ParlaMint-BA_2000-10-13-0.u740	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 23	2000-10-13	Unicameralism	2. mandat	-	Sjednica 23	2000-10-13	-	Reference	English	Regular	MP	notMinister	SRSRS	Srpska radikalna stranka Republike Srpske	Opposition	Right	PajićĐoko	Pajić, Đoko	M	1949	
ParlaMint-BA-en_2000-10-13-0	ParlaMint-BA_2000-10-13-0.u741	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 23	2000-10-13	Unicameralism	2. mandat	-	Sjednica 23	2000-10-13	-	Reference	English	Regular	MP	notMinister	HDZ_BiH	Hrvatska demokratska zajednica Bosne i Hercegovine	Opposition	Centre-right	ŠoljićVladimir	Šoljić, Vladimir	M	1943	
