Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BA-en_2000-03-30-0	ParlaMint-BA_2000-03-30-0.u466	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 15	2000-03-30	Unicameralism	2. mandat	-	Sjednica 15	2000-03-30	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpski narodni savez	-	Centre-right	LjubičićDrago	Ljubičić, Drago	M	1949	
ParlaMint-BA-en_2000-03-30-0	ParlaMint-BA_2000-03-30-0.u468	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 15	2000-03-30	Unicameralism	2. mandat	-	Sjednica 15	2000-03-30	-	Reference	English	Regular	MP	notMinister	HDZ_BiH	Hrvatska demokratska zajednica Bosne i Hercegovine	Opposition	Centre-right	ZorićVinko	Zorić, Vinko	M	1961	
ParlaMint-BA-en_2000-03-30-0	ParlaMint-BA_2000-03-30-0.u469	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 15	2000-03-30	Unicameralism	2. mandat	-	Sjednica 15	2000-03-30	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpski narodni savez	-	Centre-right	LjubičićDrago	Ljubičić, Drago	M	1949	
ParlaMint-BA-en_2000-03-30-0	ParlaMint-BA_2000-03-30-0.u470	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 15	2000-03-30	Unicameralism	2. mandat	-	Sjednica 15	2000-03-30	-	Reference	English	Regular	MP	notMinister	SDA	Stranka demokratske akcije	-	Centre-right to right	ČamparaAvdo	Čampara, Avdo	M	1937	
ParlaMint-BA-en_2000-03-30-0	ParlaMint-BA_2000-03-30-0.u471	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 15	2000-03-30	Unicameralism	2. mandat	-	Sjednica 15	2000-03-30	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpski narodni savez	-	Centre-right	LjubičićDrago	Ljubičić, Drago	M	1949	
ParlaMint-BA-en_2000-03-30-0	ParlaMint-BA_2000-03-30-0.u472	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 15	2000-03-30	Unicameralism	2. mandat	-	Sjednica 15	2000-03-30	-	Reference	English	Regular	MP	notMinister	HDZ_BiH	Hrvatska demokratska zajednica Bosne i Hercegovine	Opposition	Centre-right	ŠoljićVladimir	Šoljić, Vladimir	M	1943	
ParlaMint-BA-en_2000-03-30-0	ParlaMint-BA_2000-03-30-0.u473	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 15	2000-03-30	Unicameralism	2. mandat	-	Sjednica 15	2000-03-30	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpski narodni savez	-	Centre-right	LjubičićDrago	Ljubičić, Drago	M	1949	
ParlaMint-BA-en_2000-03-30-0	ParlaMint-BA_2000-03-30-0.u474	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 15	2000-03-30	Unicameralism	2. mandat	-	Sjednica 15	2000-03-30	-	Reference	English	Regular	MP	notMinister	SRSRS	Srpska radikalna stranka Republike Srpske	Opposition	Right	PajićĐoko	Pajić, Đoko	M	1949	
ParlaMint-BA-en_2000-03-30-0	ParlaMint-BA_2000-03-30-0.u475	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 15	2000-03-30	Unicameralism	2. mandat	-	Sjednica 15	2000-03-30	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpski narodni savez	-	Centre-right	LjubičićDrago	Ljubičić, Drago	M	1949	
ParlaMint-BA-en_2000-03-30-0	ParlaMint-BA_2000-03-30-0.u476	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 15	2000-03-30	Unicameralism	2. mandat	-	Sjednica 15	2000-03-30	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	RečicaNudžeim	Rečica, Nudžeim	U	-	
ParlaMint-BA-en_2000-03-30-0	ParlaMint-BA_2000-03-30-0.u477	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 15	2000-03-30	Unicameralism	2. mandat	-	Sjednica 15	2000-03-30	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpski narodni savez	-	Centre-right	LjubičićDrago	Ljubičić, Drago	M	1949	
ParlaMint-BA-en_2000-03-30-0	ParlaMint-BA_2000-03-30-0.u478	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 15	2000-03-30	Unicameralism	2. mandat	-	Sjednica 15	2000-03-30	-	Reference	English	Regular	MP	notMinister	SRSRS	Srpska radikalna stranka Republike Srpske	Opposition	Right	PajićĐoko	Pajić, Đoko	M	1949	
ParlaMint-BA-en_2000-03-30-0	ParlaMint-BA_2000-03-30-0.u479	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 15	2000-03-30	Unicameralism	2. mandat	-	Sjednica 15	2000-03-30	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpski narodni savez	-	Centre-right	LjubičićDrago	Ljubičić, Drago	M	1949	
ParlaMint-BA-en_2000-03-30-0	ParlaMint-BA_2000-03-30-0.u480	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 15	2000-03-30	Unicameralism	2. mandat	-	Sjednica 15	2000-03-30	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	RečicaNudžeim	Rečica, Nudžeim	U	-	
ParlaMint-BA-en_2000-03-30-0	ParlaMint-BA_2000-03-30-0.u481	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 15	2000-03-30	Unicameralism	2. mandat	-	Sjednica 15	2000-03-30	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpski narodni savez	-	Centre-right	LjubičićDrago	Ljubičić, Drago	M	1949	
ParlaMint-BA-en_2000-03-30-0	ParlaMint-BA_2000-03-30-0.u482	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 15	2000-03-30	Unicameralism	2. mandat	-	Sjednica 15	2000-03-30	-	Reference	English	Regular	MP	notMinister	SRSRS	Srpska radikalna stranka Republike Srpske	Opposition	Right	PajićĐoko	Pajić, Đoko	M	1949	
ParlaMint-BA-en_2000-03-30-0	ParlaMint-BA_2000-03-30-0.u483	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 15	2000-03-30	Unicameralism	2. mandat	-	Sjednica 15	2000-03-30	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpski narodni savez	-	Centre-right	LjubičićDrago	Ljubičić, Drago	M	1949	
ParlaMint-BA-en_2000-03-30-0	ParlaMint-BA_2000-03-30-0.u484	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 15	2000-03-30	Unicameralism	2. mandat	-	Sjednica 15	2000-03-30	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	TomićJadranko	Tomić, Jadranko	U	-	
ParlaMint-BA-en_2000-03-30-0	ParlaMint-BA_2000-03-30-0.u485	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 15	2000-03-30	Unicameralism	2. mandat	-	Sjednica 15	2000-03-30	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpski narodni savez	-	Centre-right	LjubičićDrago	Ljubičić, Drago	M	1949	
ParlaMint-BA-en_2000-03-30-0	ParlaMint-BA_2000-03-30-0.u486	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 15	2000-03-30	Unicameralism	2. mandat	-	Sjednica 15	2000-03-30	-	Reference	English	Regular	MP	notMinister	SBiH	Stranka za Bosnu i Hercegovinu	-	Centre	ŽigićIzet	Žigić, Izet	M	1956	
ParlaMint-BA-en_2000-03-30-0	ParlaMint-BA_2000-03-30-0.u487	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 15	2000-03-30	Unicameralism	2. mandat	-	Sjednica 15	2000-03-30	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpski narodni savez	-	Centre-right	LjubičićDrago	Ljubičić, Drago	M	1949	
