ParlaMint-GR_2018-09-11-S1-commons.u1	Ladies and gentlemen, the meeting begins. [[Note: The following table of contents is not the final text because rationalisation and editorial corrections are pending]] I would like to make some announcements to the Department before entering the agenda. The Minister of Culture and Sport and the Ministers of Digital Policy, Telecommunications and Information, Education, Research and Religion, Work, Social Security and Social Solidarity, Economic and Administrative Reconstruction, as well as the Deputy Minister of Finance, tabled a draft law on 7-9-2018: "The establishment of a Metropolitan Organisation of Arts Museums of Thessaloniki". It shall be referred to the competent Standing Committee. The Member of the Association of Centres Mr.Ioannis Saridis submitted on 7-9-2018 a proposal for a law: "Modification and supplementation of Law 3226/2004 (Law 24/A/4.2.2004) "Providing legal aid to low-income citizens and other provisions" - Adjustment of criteria to the Law and enlargement of its scope". It shall be referred to the competent Standing Committee. The Minister of Health and the Ministers for Education, Research and Religious Affairs and Finance, as well as the Deputy Minister of Health, submitted a draft law on 10-9-2018: "Following the Donation Convention between the Foundation "Common Benefits Foundation S. Niarchos" and the Greek State in order to strengthen and upgrade infrastructure in the field of health". It shall be referred to the competent Standing Committee. Ladies and gentlemen, we are entering the agenda of the LEGISLATIVE WORK Only discussion and vote on the principle, articles and all the draft law of the Ministry of Digital Policy, Telecommunications and Information: "Access to permanent residents of areas outside television coverage in Greek free-range television stations". The Conference of Presidents decided at its meeting on 10 September 2018 that the draft law should be discussed at a single meeting in principle, articles, amendments and all. Does the Department agree?
ParlaMint-GR_2018-09-11-S1-commons.u2	The department agreed. Before I give the floor to the majority rapporteur, Mr Apostolos Karastasis, for 15 minutes, I would like to say that everyone you want to sign as speakers will have to come here because the system is not working online. Mr. Karanastassis has the floor for 15 minutes.
ParlaMint-GR_2018-09-11-S1-commons.u3	Mr President, Minister, Deputy Minister, ladies and gentlemen, the bill under discussion represents in a way the physical continuation and completion of the arrangement initiated with the KHS in 2017 by the Ministers for the Interior, Digital Policy, Telecommunications and Information, entitled "Supported satellite access for the permanent residents of the remote areas of the country to Greek free television stations". This joint ministerial decision attempted, in fact, to resolve the problem of the lack of terrestrial digital television coverage in specific remote and nationally sensitive areas of the Prefectures of Evros, Dodecanese, Xanthi, Rhodope, Samos and Chios. As I shall mention below, the problem does not only arise in remote and nationally sensitive areas. With the present draft law therefore attempts for the first time in our country to resolve the existing problem of digital terrestrial television coverage throughout Greece. The existing problem that I mentioned is well known - I believe - to all of us. In summary, one can describe it as follows: in 2009 the transition from the terrestrial analogue television broadcast to the terrestrial digital television broadcast began gradually. The above transition was finalised in 2014. With the completion of the digital television transition to our country, around 96.2% of its total population gained access through the terrestrial digital broadcasting to Greek television stations' programmes. At the same time, the possibility of non-digital access to the domestic television product was completely excluded for the whole territory. So it stopped broadcasting on analogues. Therefore, the remaining 3.8% of the country's total population - which mainly concerns citizens living and operating in difficult and remote areas of the island and mainland Greek territory - remained without any kind of access to Greek television channels. According to official figures of the population census in 2011 from ELSTAT, the problem directly touches around 411,000 citizens, who make up 217,000 estimated households. These citizens are included outside the permanent residents of remote continental and island regions of Greece, which have specific geomorphological specificities, and residents of non-remote areas in which the same problem arises, i.e. a lack of terrestrial digital television coverage from the existing network. But let me say here, Mr President, because, in the discussions in committee, almost all the parties to be heard had a positive opinion, that it was heard by the Opposition, particularly the New Democracy, that the problem was almost solved by its Government, that we were late to regulate it, that they would regulate it better, and that - listen - listen! - it is the ERT because, as a state channel - it is in the Minutes what I am saying now - it has not been arranged to cover for its own frequencies 98% of the territory, as is the case in European state channels. Let me remind the Department and the Greek people of the events of the previous governments. It is known that a few years ago the then New Democracy and PASOK coup d'état introduced a law that defined the digital terrestrial television signal and proceeded with a competition for the appointment of a contractor. At the same time, with the shameful 'black' which he imposed on the ERT, the only public body that had both the infrastructure and the know-how to participate in the competition, he excluded it from it by clarifying the landscape in favour of the shape that created the country's large private channels at the time. We went to a competition with a contestant for pan-Hellenic frequencies and a smaller one for regionals with no contestant. Then the total-scale licence was awarded to the sole participant and we gave him a gift, as the law at the time of the case did, and the regional ones, since no one had been interested in them. In any civilised and favored country in the world this competition would of course have been declared barren. It should be noted at the time that the law was incompatible between the capacity of the television channel owner and that of the network service provider. However, the scheme in favour of which the tender was awarded was only a cooperative of channel owners, which should also lead to the annulment of the tender. Then the National Telecommunications and Post Committee was fortified behind the assumption that they are different legal persons and accepted the outcome of the tender. We are therefore talking about a'since' procedure which has led to a distorting effect, which must be raised. The result of the monopolistic situation created was the circumvention of basic provisions of the law at the time, such as geographical and population coverage of the Greek area and the coincidence of regional frequency bands with the corresponding geographical and administrative areas. Thus, instead of setting up two hundred and seventy-five emission points, the 'DIGEA', with the tolerance of the government, implemented only one hundred and fifty-six points. In the periphery, we have cases where the channels - I say for a particular area - of Central Greece do not see all of them, but can see the channels of the Peloponnese and tanapalin. In addition, the granting of the public asset of frequencies to a single provider created or favours the creation of interoperable economic, political and other interests. Therefore, there are responsibilities both on the side of the contractor and on the side of the State and in particular on the bodies which had the obligation to oversee and receive DIGEA's work, which, of course, must be sought. Reverting to the bill, I would point out that its main objective is to resolve this issue immediately and definitively by removing the existing exclusion of permanent residents from the areas outside the television coverage of the entire Greek territory from access to the programmes as a minimum to Greek free-range television channels and reducing the existing digital divide and the inequality that this creates between the citizens of the country and the geographical sections. The aim, therefore, is to complete our country's digital television transition in line with the European Union's demands and instructions. I note by way of outlines the main articles of the draft law that Article 3 defines the bodies involved in the project implementation. The clear definition of the relevant responsibilities substantially facilitates the immediate and effective implementation of the project, ensure its smooth and uninterrupted completion, and monitor both at and after the completion of the project. These bodies are the Directorate-General for Telecommunications and Post, the municipalities in the region of which are located outside the television coverage area, for what we are doing at the moment, and the Civic Service Centres, as well as the National Telecommunications and Post Commission with a back-up role and their responsibilities are identified. In particular for the Directorate-General for Telecommunications and Posts, it is foreseen that, through sampling checks, the proper exercise of the responsibilities of the project promoters and the fulfilment of the service providers' obligations and ensures the smooth financing of the project. Article 4 defines the permanent residents of areas outside television coverage as beneficiaries. Who are these beneficiaries? It should be noted that a permanent resident of a particular area is characterised by the citizen who has his principal and permanent establishment in such a way that he has become the fixed centre of his general life relations. It is certain that the Minister will also consider cases where someone shares their residence time between the urban areas and those areas which are facing the problem of reception. As regards the identification of areas outside television coverage, it is carried out and appears in the Annex to the draft law. It has proceeded through consultation, and of course the list is open, and perhaps in this case we should see, Minister, some public bodies or places where people are conspiring, such as the CFP, and the schools to which we could give the opportunity to have this digital coverage. It should be clarified that the provision of the access services of the project is due to the specific nature of the services provided per household and not per beneficiary. Article 5 sets out the categories and specifys the main obligations of providers who have the right to participate in the implementation of the project by providing beneficiaries with access to the programmes of the Greek television stations referred to. The participation of each relevant provider shall be free and equal if, of course, the provider concerned fulfils the conditions for participation and fulfils its defined obligations. The duration of the access services provided shall be eight years and may be amended by a ministerial decision. During this time period, the provider is required - and here is a question raised at the hearing of the bodies - to provide the beneficiaries of the work with the services irrespective of any change in its ownership or legal status or its location in liquidation or forced management or bankruptcy. Article 6 sets out how to obtain the services of the project, and in particular provides for the provision of a public grant of a maximum amount of EUR 110 to each beneficiary household, which can only be redeemed once by that household to a provider of its free choice from whom to obtain the abovementioned access services to the domestic television product. And so that there are no misunderstandings, I would like to clarify that the government is subsidising the equipment for the reception of free channels, whether it is from the satellite mirror, the LNB and the receivers, which exist on the providers' platforms, and not their subscription services, except, of course, those which are free of charge. All the free Greek channels and the regional channels each provider has are listed in them. For this purpose, the amount of subsidy, because this has also been mentioned, is absolutely sufficient. Article 9 provides that the relevant access services may be granted to the beneficiary by any technological means available, provided that it guarantees their reliable and qualitative provision to the end-user. What are these trustworthy and what are these ways of covering them? It is the satellite through the two platforms - these are the two platforms we are talking about, it is the 'NOVA' and it is the 'COSMOTE TV' - their terrestrial coverage, such as 'DIGEA', and the possibility of getting online coverage of those who want it. All the comments and comments made in the draft law, which had been put into public electronic consultation through OpenGov, have been taken into account. Finally, we have to say that the proposed draft gives rise to annual expenditure on the National Telecommunications and Post Commission amounting to EUR 1 million per year from the grant of the Hellenic Space Agency, which will be covered by the committee's reserve. The State budget is also caused by the public subsidy of the beneficiaries for access to the provision of services from free-range television channels. This expenditure amounts to more than EUR 24 million of VAT. It can be paid through the Public Investment Programme or by the reserve of the National Telecommunications and Post Commission. Mr President, Minister, Deputy Minister, ladies and gentlemen, television coverage throughout the country will enable citizens to participate equally and to enjoy the benefits of the services offered by television providers. The state's constitutional obligation to lift the unjust situation created against a portion of its citizens is obvious. I therefore consider it necessary to vote for this draft law. Thank you.
ParlaMint-GR_2018-09-11-S1-commons.u4	Thank you, too. Mrs Anna-Michel Asmakopoulou, rapporteur for the New Democracy, has the floor now.
ParlaMint-GR_2018-09-11-S1-commons.u5	Thank you, Mr President. [[Applause from the New Democracy wing]] Minister, I see you are tweeting from the live transmission of the Prime Minister's speech to the European Parliament. I hope that Mr Tsipras, who speaks of the future of Europe, does not propose to them when they make referendums to apply the backwards or put pan-European capital control! I'm coming to the bill. I shall begin, Mr President, ladies and gentlemen, with three things that we agree with. Firstly, it has been demonstrated over time that the information, as one defines it, is the smallest information either today or the so-called Big Data, is a force. Dissemination of information is an essential condition for the effective functioning of democracy, forcing informed citizens and, ultimately, for establishing a genuine democracy with up-to-date and strong citizens. Secondly, we agree that the citizen's right to information is established in the Greek Constitution, namely Articles 5a and 14. It may sound self-evident, but we agree on that. The New Democracy, a party that is loyal to the values of constitutional legitimacy, supports the citizen's right to information and pluralism and opposes any attempt to create media control conditions, wherever this is the case. Thirdly, we agree that the so-called 'white areas' - for those who are following the debate on the bill for the first time, these are the areas in the territory that do not have a television signal - stemmed from the transition to terrestrial digital broadcasting and that the Greek State has an obligation to cover these areas. So, Minister, you 'violate open doors' when you ask to agree on the principle that there is equal access even to the most improper point in the State and especially to the remote parts of our country, to Greek free-range television stations. On these three points, therefore, at the outset, in order for there to be no misunderstanding, we have nothing to talk about. Our political disagreements on this matter start from the past, how and why these so-called 'white areas' emerged. Greece, as your rapporteur said, had a Community and international obligation, initially until 31/12/2012, and after an exceptional derogation until 1-11-2014, to institutionalise the transition from the outdated analogue transmission of the television programme to the improved and modern digital transmission technology. It also had to deliver the so-called digital frequency divide, this was a Memorandum of Understanding, in order to give the mobile phone companies an extra spectrum and to allow the development of broadband fast internet, 4G, etc. in remote areas. I am not going to go into details of the competition that highlighted DIGEA in February 2014, but I will mention that 18.6m euros have entered the state funds through the tender. This is the highest price in Europe for this service, namely for a terrestrial digital broadcasting network. Subsequently, in October 2014 for the 800 MHz digital dividend, an auction of EUR 381.114,000 was launched. In other words, ladies and gentlemen, as a whole, some EUR 400 million has been entered into the public funds. Coverage of a 100% television signal throughout the territory cannot be achieved for technical reasons. There's nowhere in this thing. In fact, the average population coverage in Europe is 92%. In Greece, the coverage requirement according to the ECT measurements is 96.2%. In other words, there are 3.8% white areas for which the Government of the New Democracy had, as it were, arranged by including in a Community programme total coverage for eastern Macedonia, Thrace and the islands of the North Aegean. He had arranged for total coverage, without separation if you see regional channels, if you see them if you're a permanent resident, if you see them if you drink coffee at the CFP and with EU money without charging the state budget. In fact, this file was made within seven months and all that was left to do when you took over power was to sign your predecessor, Minister, Mr. Spirtzis. Because I heard a point of order in committee saying that accession took place in January 2015, a few days before the elections, what argument is that? Are you questioning the previous government that it has been working until the last minute with a commitment to safeguarding the public interest? Because we hadn't downloaded the pencils ahead of the election so that Community funds and resources would not be lost and you could find a solution ready, is that all of a sudden? And you come back, answer the work, and after three and a half years bring in a bill to solve a problem that you found solved. As your rapporteur and many of SYRIZA's colleagues in their committees have spoken about the issue of 'DIGEA' - responsibility, he says, they must be attributed - I would remind you that Mr Spirtz had appealed against the EBRD's plenary session on this matter and this appeal by decision of the prosecutor was filed as unfounded. What responsibilities are you now discussing when this issue has been adopted? So it is enough political candy that it is all the previous ones who are to blame. At last spit it out. After three and a half years of old idealism and inability, you are boasting today that you are bringing a solution which is not only immediate and definitive, but has less coverage, higher costs and is paid by the state corps. You'll tell me now, you're boasting about this when you boast of your biggest political crusader, the license of television channels with your famous law that was judged unconstitutional by the CCT, which, instead of being completely, slow and tortured for two years now, you have been unconstitutional with ten amendments. Twelve of the fifteen articles have been amended. 400m euros entered the state corps by DIGEA and the digital dividend and you boast why? That you were forced to return EUR 85 million that you had taken as an advance, and now will you get an advance of 3.5 million this year? When we all know by amendment that in November 2017 you reduced the tax rate on television advertising to 5%? You brought us a piece of paper about how much they've invaded the public ads. To bring us a piece of paper to tell us how much they were lost from a 20% reduction in taxation to 5%, how much you would get. Of course, you did this for national channels, because regional channels, as shown by this bill, are second-class. We don't care much about regional channels. And you dare now tell us about a photographic competition of "DIGEA", you who accepted Kalogerica's pastures as a guarantee for the competition for television licenses. The four emblematic digital works announced by Mr. Tsipras have made them a management ball of the Ping Pong between your Ministry and the ETF. One day, the ESI Funds are good to make the management, the next day the project management returns to the Ministry. Why is that? You have issued a notice on the Intelligent Agriculture project in public consultation and the stakeholders say it excludes dozens of Greek enterprises involved in the subject. And I read: "The notice is photographic to the point where the few trained can understand it." And that's not what I'm saying, Minister. It is not even said by the stakeholders, who say that there is a selfishness in the business interests that move around. That's what SYRIZA's agricultural sector says. That's what he says. And for the "Barcode" project in the press - another flagship project - the board of the ESIB has commissioned - I see - to the "DIAGY" - to a special panel of experts to examine whether the project specifications are photographic, since there is only one particular company in the market that has the specific "Barcode" scanning device and no one else can go down. He, by the way, rapporteur, is a contest in which there is only one interested party, such as ‘DIGEA’. But he is not photographic and scandalous - for God's sake! - because he's yours. As far as the media are concerned, your objective has always been one and is still one, media control. That was the plan, that's it now. Moreover, the constitutional right of citizens to have proper information does not apply to those who choose to see channels that do not transmit information as you think should be transmitted. For example, SKAY. SKAY's on leave, but you're not going, because you're cutting yourself off for the fullness of citizens' information. So, for the flagship projects, for which we will have the opportunity to discuss parliamentary control, let us remember the phrase of Mr Krimiz who said leaving NASA, 'follow the money'. And by the way, we obviously do not vote on Article 12, which gives EUR 1 million a year to "Greek NASA" to ELDO for the expenses of members who serve. So for a start, we start with the 1 million euros. To conclude, Mr President, we obviously agree with the legislative initiative to cover the 'white areas', because this is a real problem, which many of us of the New Democracy's chosen colleagues have shown. We are also voting on'representations' at the outset. Why? Because we have serious doubts and serious objections to the effectiveness of the solution you are proposing. And I encode our objections: the source of funding is the first. The source of funding should be Community funds, not the public investment programme, Minister. And not to tell us that there are no other solutions or more economic solutions, even if you want to use the public investment programme or state money, did you consider the case where it could be made available by the State to DIGEA by satellite from the one that HELLAS SAT has free of charge for satellite transmission of a television signal? In the face of this provision, the 'DIGEA' could be given free access - a key, that is - to citizens who do not have free access. And in that case, even if you wanted to subsidize the equipment, that would be much cheaper. More importantly, however, we would have had full and lasting service coverage for all. Second objection is the adequacy and involvement of providers. Is it ensured that suppliers are involved, Minister? And the services that will offer how long will they finally have? Will they be enough? The providers didn't come to the operators' hearing. I read the letter from the 'COSMOTE' sent against their presence at the hearing. There it says: ‘The public grant should not be less than the cost of the provision of services.’ Meaning? I think it's an elegant way of saying that with this money they don't come out to provide this service for eight years. That's what I read. 'NOVA' and 'FORTHNET' have not come and have not brought in a memo. You couldn't have spoken with them. Don't you know what they're going to do? They think they can with this coupon cover services for eight years? I don't know, Minister. They didn't come to the board hearing. But you, Minister, may not have spoken with them. You'll know more than that. If you have noble kindness, enlighten us about the intentions of 'NOVA'. Informality. Not all channels participate, only regionals, on the platform. Isn't that right? Of course, it is only for permanent residents. So regional channels are the poor relatives. Those who have money to be promoted by the providers have been informed. For the rest, it's okay. Of course, everyone pays the advertising tax without a discount, but only permanent residents are entitled to information, not two - three months in the summer. But everyone pays the fee for the ERT. [[At this point, the end of the speaking time of the honourable Member hits a warning bell.]] Mr President, with your tolerance, I would like to make a brief reference to the articles for a moment. With regard to Article 11, Minister, I do not feel that we have received a sufficient explanation of why the Ministry is taking over the supervision of the MEN. By the way, I would like to ask you if you want to expand. For the metropolitan fibre optic networks, what is the amount that the state pays for the maintenance of the network, on the basis of its contract between OTE and the Ministry? With regard to Article 12, which is the subsidy to the ELDE, we are obviously voting against it. With regard to Article 15, to abolish the identity of publishers, what can I say to you? All I can say here is that I take it as a petty demonstration of political power. You brought an amendment last night. First of all, what are these terrain? There's in it a piece of audiovisual, which is almost a new bill. We have no objections. We are positive about this bill, when you bring it and we have no objection to discussing in detail how it can be improved, because it is very important for the country. Do not put it into action now. Bring it to the debate, since you're actually legislating again. But you can collect this with a shocking article, which has to do with the complete photographic transfer or secondment to the press offices abroad. There's no way it's photographic! To understand the world, those who are now serving abroad, while they are taking fifteen molecules to speak a foreign language, are now taking eight. It's no longer important to speak a foreign language to go abroad. When they had doctors, they got four molecules, now they get two. And what's going on? Almost double the molecules they get for the interview. Why is that? To favor yours. Are you bringing this along with the reinforcement of audiovisual? So you can tell us what? That we voted for one and didn't vote for the other? What are these things? Is that a serious piece of legislation? As far as the rest of the articles are concerned, we shall be placed by our vote. In conclusion - and I thank you for your tolerance, Mr President - this is a bill of law, but it is not doing so. You share coupons from ideoscopy and inability. With your well-known irresponsibleness, you are completely unresponsible for the effectiveness of this purely electoral provision. You don't care about regional channels. You don't care about citizens being fully informed, but you know that citizens don't expect you to be informed anymore. They are now aware and will also inform you by voting on the poll. Thank you, Mr President.
ParlaMint-GR_2018-09-11-S1-commons.u6	Thank you, too. Mr Gregorakos, rapporteur for the Democratic Alliance, has the floor.
ParlaMint-GR_2018-09-11-S1-commons.u7	Thank you very much, Mr President. Ladies and gentlemen, today we were called on to discuss the bill of the Ministry of Digital Policy, Telecommunications and Information on access for permanent residents to areas outside television coverage at Greek free-range television stations. The fact is that in the past few years, in my prefecture, we have had huge problems. I think this bill is in the right direction. In studying the bill, however, one should see that the ministry's political leadership or those who wrote the bill should not have much to do with reality. I say this because no matter how hard I have tried, I have not seen it. The only thing that arises from this draft law is that many of his articles have to do with customer logic. In other words, they are attempting through his articles once again to make scriptures. Like all the policies of the SYRIZA - ANEL Government, it has a unique concern to get the benefit of some citizens, promising small rewards, especially in the region. I will come back to the bill soon, because I would now like to comment on the news. Colleagues of the Couple, SYRIZA - ANELs have completed about three and a half years at the helm of power. Like every government, yours has left its print in the country, in society and in the economy. Your print is completely negative. As much as you try to make it look good, all you will achieve is to keep your eyes on the conscience of the Greek citizens. Do you really think about what you can say to your voters - let the voters of the other parties - about the work you have done? You know the memorials did not bring the crisis, but you insist on talking about the memorials. You've been doing it for many years and you haven't corrected it yet. You have not accepted, in other words you yourself, that the very opposite happened, that is, that the crisis brought the memos. However, you still talk about what you said to the Greek people at the time and insist on mocking Greek citizens, who may not be aware of it yet. No serious person can argue that what happened in post-multiple years was all right and perfect. I have repeatedly stressed this. We didn't make it all right, we made a lot of mistakes, so the people brought us where they brought us. I'm talking specifically about my party. There have been distortions, inconsistencies, inconsistencies and, of course, there have been problems of deterioration and corruption. However, ladies and gentlemen, after 1974 Greece managed to belong to the thirty richest countries in the world. This fact is undeniable. No one can question it. After all, in these years we have made the great leap to enter the EEC with the endless insistence of Constantine Karamanlis. Andreas Papandreou then sealed the end of an abnormal multi-year postmortem period. The division of the Greeks into "mixtures" and "national-minded" became a past. Don't go on with it, i.e. whoever you don't like is far-right. The suppressive social state was founded after 1981, with its shortcomings, its condolences, etc. The follow-up is known. Our country did what former Prime Minister Costas Karamanlis had called "a dream of summer night". She entered EMU with her sword, with Kostas Simitis' sound and effective guidance. Historical events are not erased, not distorted, are not isolated. How we have come to the crisis, you all know it, but you do not confess it. The worst part, however, is that you deliberately cover it for reasons of micropolitical feasibility. You of SYRIZA, who highlight the values and principles of the Left, refuse to blame those who have them. Of course, your refusal is in exchange for the underground support of a portion of the new "Karmanlic" in your Government. On the other hand, Mr Kammenos said today that he represents 'Carmanism'. That was his statement today. And Mrs Papakostas' notorious Ministership is 'all the money'. And as far as Marilissa is concerned, when she went to a minister, she closed the door and now they're both sitting on the same table! How time changes! Listen, Minister, dignity is a matter of strict staff. Nothing else. That is my answer to this lady's question. So we have the infamous Ministership of the lady who then called the Minister an amoralist, and now you have her and you are talking with her at the same ministerial table. I've learned something on the left. There is a need for historical memory. However, you have made this memory "a haircut". What should I first remember? Your infamous co-operation with Kammenos in order to button your presence in power? The civilian tradition and all that happened yesterday in Thessaloniki? Does it not bother you that seven to eight MPs and ANELs have been subjugated? Only one or two have been left here in the parliamentary group. This sympathy with the populist nationalist extreme right is dictated by some political authorities? I don't think so. It is only clearly inspired by a political morality which at least the Left did not have in the past years. Ladies and gentlemen, how a populist nationalist group took over the country is also known. With a gun, the lie was able to convince you of an important portion of the voters. And what you didn't say! You said you would abolish the memorandum with a law. You said that HNVIA doesn't change, but it's abolished. You said you would not grant the national wealth to the loan sharks. But you come and bind Greece a hundred years, twenty-five billion state-owned property if we can't pay the one dose. You've given it all. Does it bother you to see you? The struggle of memory with oblivion, Milan Kouder said many years ago, is unknown and it is a struggle for power. It now seems clear that your bourgia for power is your real and unique "is". The bad news, however, is that this country has regressed upon the SYRIZA - ANEL government. The acquis of sacrifices that we had achieved by 2014 spurred your furious agony to take over the country's rulership. Remember that today it was revealed that the president and Vice-President of the National Bank of Greece of EUR 700,000, when Mr Kurublis came out and said that the Venizelos car would be auctioned? That's what you said, isn't it? That's all. You're hugging them. The tragic semester of your first term of office has ceased to support it even by the Prime Minister himself, choosing the well-known practice of the garger. What was next is not proved by the tactics 'I make the lie true', 'I do the damn thing whenever I want'. Since you are still saying left-wing, then, to remind you of Mao Chetung's famous phrase that the act is the only criterion of truth. From deeds and truth you have nothing to do with it. Everything else is the distortion of reality, flaming things and primarily communication pirates. The most recent example is the speech and interview of the Prime Minister in Thessaloniki. Knowing that his government has suffered an unprecedented political and social suffocation, all he seeks is to cultivate his own virtual reality. The appreciation for his speech and the answers he gave at the press conference has been made by the Greek people. No serious citizen adopts the Prime Minister's over-represented complacency, as was done with your celebrations of the so-called end of the memorials. All polls record a 70% to 75% that they think our country still remains at the highest level of the memoranda. After all, yesterday's statements of the top factors of the lenders confirm it. As Klaus Regling says, without reform, debt relief does not apply. No matter what benefits, then, you give the unfavourable climate that has been recorded for the Tsipras - Kammenos government is not going to change. On the other hand, I have lived as a Member of the European Parliament. No matter what benefits we had in the election, no one listened to us. The deterioration of political things has gone its way. The elections, whenever they are held, will seal the end of the most unresolved, incompetent and inadequate government that has been in place since 1974. I'm coming back to the bill, wanting to point out this. As my colleague, who was in the committees during the joint meetings, has made clear, of course, the draft law is positive because he is seeking to resolve the problem of about 4% of the people in the country, i.e. some 400,000 people today lacking access to television coverage for national television stations. In the Laconia Prefecture there are villages that really did not have access to ERT1, ERT2, ERT3, national channels. So imagine what's going on with the private. This problem must be resolved because it is about equality towards Greek citizens and the provision of equal rights for access to information and entertainment. However, this draft law does not solve any real problems. Although it presents all the necessary steps set out by the bodies responsible for carrying out a project, such as the beneficiaries who are privately-owned, permanent residents of the areas identified in the Annex, the process that is being followed, the deadlines and all the rest are unclear and no one knows how they will be implemented. The Ministry entrusts private individuals with its own obligation to cover the entire Greek territory with a television signal. The only essential thing that the Ministry does, in accordance with Article 6 of the draft law, is to grant a small amount of EUR 110 - and even one-off - those who do not have a badge to find and pay for their own service. We are well aware that the logic of benefits is your favorite voting method. But is it the safest and most economical option for this case, and especially for those people who have no television coverage to get EUR 110? We asked you, as a Democratic Participation, during the debate on the bill: How do you certify that beneficiaries will receive the EUR 110 bonus will be contacted with the private provider? So, what are the guarantees of the bill which show us that this project will eventually be carried out? How will you ensure that the project is carried out in full so that the Greek people's money is not lost? How will there be no doubt that the project will have been implemented and will have an effective participation by both companies, or at least by one provider? We have not received a clear answer, Minister. We're waiting for her. Ladies and gentlemen of the Collapse, in Chapter II of the bill of other arrangements you follow your favorite tactics. You are bringing further regulations of a substantive nature without having been consulted. Article 11 is therefore entrusted to the Secretariat-General for Telecommunications and Posts, the oversight, management, maintenance, exploitation and exploitation of metropolitan fibre networks belonging to the LAGs and financed from national and Union resources. Of course, the General Secretariat may have supervisory control. But why should it be transferred to the specific responsibilities of the TAs and the General Secretariat? Why does this thing have to be done? Can't anyone else keep that? Why should we go to local authorities? Article 12 also defines the amount of EUR 1 million as an annual grant by the Hellenic Space Agency from the reserve of the National Telecommunications Commission after a return to the State budget of the planned amount of the committee’s national result and to cover the operational and development needs of the Agency. As we have placed in committee, in the light of the latest revelations on the ELDE from the past by President Krimizis, in Article 12(2) we consider this subsidy to be outrageous. We also consider that it is not appropriate to amend the amount by means of a ministerial decision. Article 13 provides for the possibility of a staff member from the Ministry of Digital Policy with a spouse or a associate serving in the European Union by secondment. But why should this apply only to the employees of this ministry? Aren't there other employees in other ministries with the same problems? Why don't you just generalize it, Minister, and you only bring it for your own Ministry? This provision is photographic, as is photographic and the provision for the amendment you bring, which we will not vote on, contrary to the two amendments of the Ministry of Education, which we shall vote on. Finally, pursuant to Article 15, Article 9 of Law 1798/1951 is repealed, according to which members of the Association of Newspaper Owners may be provided with a special identity, giving them the rights granted to members of the Athens Newspapers' Association. We believe that such a provision may cause some problems to the already existing members of this category. Ladies and gentlemen, we will vote for this bill in principle and reserve the articles in the special debate that will take place. Thank you very much.
ParlaMint-GR_2018-09-11-S1-commons.u8	Thank you, too. Now Mr. Ilioopoulos has the floor from Golden Dawn.
ParlaMint-GR_2018-09-11-S1-commons.u9	Thank you, Mr President. I wish all Greeks a good season, because they will unfortunately have to go down the street many times to claim self-evident. In other countries people come down on various issues. In Greece you brought together all the Greeks to protest for the self-evident fact that Macedonia is Greek. You see it every day that the Greeks tell you in every way that they will not let you sell our Macedonia. Today the President of Parliament went and made a manifest statement - so I would like to begin - saying: 'We are not giving any language. Do you see any Macedonian speaking in Greece? I am surprised that Mr Voutsis, representing the Greeks, the Greeks - say as you wish - Members of the Greek Parliament. Because you can't have a national conscience and say we don't grant the language because there are no Macedonians. Clearly the Macedonians speak Greek, but there is no Macedonian language belonging to the Gypsies, who are trying to get us what they can. You see all foreign forces are trying in every way...
ParlaMint-GR_2018-09-11-S1-commons.u10	Are these characterisations for the Greek Parliament?
ParlaMint-GR_2018-09-11-S1-commons.u11	What are you talking about, Mr. President?
