Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2022-06-14-tweedekamer-27	ParlaMint-NL_2022-06-14-tweedekamer-27.u1	Report of the meeting of the Dutch Lower House, Meeting 91, Session 27 (2022-06-14)	2022-06-14	Lower house	Meeting of the 30th Tweede Kamer	Session 27	Meeting 91	Sitting 2022-06-14	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-06-14-tweedekamer-27	ParlaMint-NL_2022-06-14-tweedekamer-27.u2	Report of the meeting of the Dutch Lower House, Meeting 91, Session 27 (2022-06-14)	2022-06-14	Lower house	Meeting of the 30th Tweede Kamer	Session 27	Meeting 91	Sitting 2022-06-14	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-06-14-tweedekamer-27	ParlaMint-NL_2022-06-14-tweedekamer-27.u3	Report of the meeting of the Dutch Lower House, Meeting 91, Session 27 (2022-06-14)	2022-06-14	Lower house	Meeting of the 30th Tweede Kamer	Session 27	Meeting 91	Sitting 2022-06-14	-	COVID,War	English	Regular	notMP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	SuzanneKröger	Kröger, Suzanne	F	1976	
ParlaMint-NL-en_2022-06-14-tweedekamer-27	ParlaMint-NL_2022-06-14-tweedekamer-27.u4	Report of the meeting of the Dutch Lower House, Meeting 91, Session 27 (2022-06-14)	2022-06-14	Lower house	Meeting of the 30th Tweede Kamer	Session 27	Meeting 91	Sitting 2022-06-14	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-06-14-tweedekamer-27	ParlaMint-NL_2022-06-14-tweedekamer-27.u5	Report of the meeting of the Dutch Lower House, Meeting 91, Session 27 (2022-06-14)	2022-06-14	Lower house	Meeting of the 30th Tweede Kamer	Session 27	Meeting 91	Sitting 2022-06-14	-	COVID,War	English	Regular	notMP	notMinister	PvdA	Partij van de Arbeid	Opposition	Centre-left	BarbaraKathmann	Kathmann, Barbara	F	1978	
ParlaMint-NL-en_2022-06-14-tweedekamer-27	ParlaMint-NL_2022-06-14-tweedekamer-27.u6	Report of the meeting of the Dutch Lower House, Meeting 91, Session 27 (2022-06-14)	2022-06-14	Lower house	Meeting of the 30th Tweede Kamer	Session 27	Meeting 91	Sitting 2022-06-14	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-06-14-tweedekamer-27	ParlaMint-NL_2022-06-14-tweedekamer-27.u7	Report of the meeting of the Dutch Lower House, Meeting 91, Session 27 (2022-06-14)	2022-06-14	Lower house	Meeting of the 30th Tweede Kamer	Session 27	Meeting 91	Sitting 2022-06-14	-	COVID,War	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	ChrisSimons	Simons, Chris	M	1965	
ParlaMint-NL-en_2022-06-14-tweedekamer-27	ParlaMint-NL_2022-06-14-tweedekamer-27.u8	Report of the meeting of the Dutch Lower House, Meeting 91, Session 27 (2022-06-14)	2022-06-14	Lower house	Meeting of the 30th Tweede Kamer	Session 27	Meeting 91	Sitting 2022-06-14	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-06-14-tweedekamer-27	ParlaMint-NL_2022-06-14-tweedekamer-27.u9	Report of the meeting of the Dutch Lower House, Meeting 91, Session 27 (2022-06-14)	2022-06-14	Lower house	Meeting of the 30th Tweede Kamer	Session 27	Meeting 91	Sitting 2022-06-14	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-06-14-tweedekamer-27	ParlaMint-NL_2022-06-14-tweedekamer-27.u10	Report of the meeting of the Dutch Lower House, Meeting 91, Session 27 (2022-06-14)	2022-06-14	Lower house	Meeting of the 30th Tweede Kamer	Session 27	Meeting 91	Sitting 2022-06-14	-	COVID,War	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	BartvanKent	van Kent, Bart	M	1983	
ParlaMint-NL-en_2022-06-14-tweedekamer-27	ParlaMint-NL_2022-06-14-tweedekamer-27.u11	Report of the meeting of the Dutch Lower House, Meeting 91, Session 27 (2022-06-14)	2022-06-14	Lower house	Meeting of the 30th Tweede Kamer	Session 27	Meeting 91	Sitting 2022-06-14	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-06-14-tweedekamer-27	ParlaMint-NL_2022-06-14-tweedekamer-27.u12	Report of the meeting of the Dutch Lower House, Meeting 91, Session 27 (2022-06-14)	2022-06-14	Lower house	Meeting of the 30th Tweede Kamer	Session 27	Meeting 91	Sitting 2022-06-14	-	COVID,War	English	Regular	notMP	notMinister	D66	Democraten 66	Coalition	Centre	MarijkevanBeukering-Huijbregts	van Beukering-Huijbregts, Marijke	F	1971	
ParlaMint-NL-en_2022-06-14-tweedekamer-27	ParlaMint-NL_2022-06-14-tweedekamer-27.u13	Report of the meeting of the Dutch Lower House, Meeting 91, Session 27 (2022-06-14)	2022-06-14	Lower house	Meeting of the 30th Tweede Kamer	Session 27	Meeting 91	Sitting 2022-06-14	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-06-14-tweedekamer-27	ParlaMint-NL_2022-06-14-tweedekamer-27.u14	Report of the meeting of the Dutch Lower House, Meeting 91, Session 27 (2022-06-14)	2022-06-14	Lower house	Meeting of the 30th Tweede Kamer	Session 27	Meeting 91	Sitting 2022-06-14	-	COVID,War	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	HildePalland	Palland, Hilde	F	1979	
ParlaMint-NL-en_2022-06-14-tweedekamer-27	ParlaMint-NL_2022-06-14-tweedekamer-27.u15	Report of the meeting of the Dutch Lower House, Meeting 91, Session 27 (2022-06-14)	2022-06-14	Lower house	Meeting of the 30th Tweede Kamer	Session 27	Meeting 91	Sitting 2022-06-14	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-06-14-tweedekamer-27	ParlaMint-NL_2022-06-14-tweedekamer-27.u16	Report of the meeting of the Dutch Lower House, Meeting 91, Session 27 (2022-06-14)	2022-06-14	Lower house	Meeting of the 30th Tweede Kamer	Session 27	Meeting 91	Sitting 2022-06-14	-	COVID,War	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	LeondeJong	de Jong, Leon	M	1982	
