Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2022-06-14-tweedekamer-25	ParlaMint-NL_2022-06-14-tweedekamer-25.u1	Report of the meeting of the Dutch Lower House, Meeting 91, Session 25 (2022-06-14)	2022-06-14	Lower house	Meeting of the 30th Tweede Kamer	Session 25	Meeting 91	Sitting 2022-06-14	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-06-14-tweedekamer-25	ParlaMint-NL_2022-06-14-tweedekamer-25.u2	Report of the meeting of the Dutch Lower House, Meeting 91, Session 25 (2022-06-14)	2022-06-14	Lower house	Meeting of the 30th Tweede Kamer	Session 25	Meeting 91	Sitting 2022-06-14	-	COVID,War	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	PeterKwint	Kwint, Peter	M	1984	
ParlaMint-NL-en_2022-06-14-tweedekamer-25	ParlaMint-NL_2022-06-14-tweedekamer-25.u3	Report of the meeting of the Dutch Lower House, Meeting 91, Session 25 (2022-06-14)	2022-06-14	Lower house	Meeting of the 30th Tweede Kamer	Session 25	Meeting 91	Sitting 2022-06-14	-	COVID,War	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	PeterKwint	Kwint, Peter	M	1984	
ParlaMint-NL-en_2022-06-14-tweedekamer-25	ParlaMint-NL_2022-06-14-tweedekamer-25.u4	Report of the meeting of the Dutch Lower House, Meeting 91, Session 25 (2022-06-14)	2022-06-14	Lower house	Meeting of the 30th Tweede Kamer	Session 25	Meeting 91	Sitting 2022-06-14	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-06-14-tweedekamer-25	ParlaMint-NL_2022-06-14-tweedekamer-25.u5	Report of the meeting of the Dutch Lower House, Meeting 91, Session 25 (2022-06-14)	2022-06-14	Lower house	Meeting of the 30th Tweede Kamer	Session 25	Meeting 91	Sitting 2022-06-14	-	COVID,War	English	Regular	notMP	notMinister	D66	Democraten 66	Coalition	Centre	RomkedeJong	de Jong, Romke	M	1984	
ParlaMint-NL-en_2022-06-14-tweedekamer-25	ParlaMint-NL_2022-06-14-tweedekamer-25.u6	Report of the meeting of the Dutch Lower House, Meeting 91, Session 25 (2022-06-14)	2022-06-14	Lower house	Meeting of the 30th Tweede Kamer	Session 25	Meeting 91	Sitting 2022-06-14	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-06-14-tweedekamer-25	ParlaMint-NL_2022-06-14-tweedekamer-25.u7	Report of the meeting of the Dutch Lower House, Meeting 91, Session 25 (2022-06-14)	2022-06-14	Lower house	Meeting of the 30th Tweede Kamer	Session 25	Meeting 91	Sitting 2022-06-14	-	COVID,War	English	Regular	notMP	notMinister	D66	Democraten 66	Coalition	Centre	RomkedeJong	de Jong, Romke	M	1984	
ParlaMint-NL-en_2022-06-14-tweedekamer-25	ParlaMint-NL_2022-06-14-tweedekamer-25.u8	Report of the meeting of the Dutch Lower House, Meeting 91, Session 25 (2022-06-14)	2022-06-14	Lower house	Meeting of the 30th Tweede Kamer	Session 25	Meeting 91	Sitting 2022-06-14	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-06-14-tweedekamer-25	ParlaMint-NL_2022-06-14-tweedekamer-25.u9	Report of the meeting of the Dutch Lower House, Meeting 91, Session 25 (2022-06-14)	2022-06-14	Lower house	Meeting of the 30th Tweede Kamer	Session 25	Meeting 91	Sitting 2022-06-14	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-06-14-tweedekamer-25	ParlaMint-NL_2022-06-14-tweedekamer-25.u10	Report of the meeting of the Dutch Lower House, Meeting 91, Session 25 (2022-06-14)	2022-06-14	Lower house	Meeting of the 30th Tweede Kamer	Session 25	Meeting 91	Sitting 2022-06-14	-	COVID,War	English	Guest	notMP	Minister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	KarienVanGennip	van Gennip, Karien	F	1968	
ParlaMint-NL-en_2022-06-14-tweedekamer-25	ParlaMint-NL_2022-06-14-tweedekamer-25.u11	Report of the meeting of the Dutch Lower House, Meeting 91, Session 25 (2022-06-14)	2022-06-14	Lower house	Meeting of the 30th Tweede Kamer	Session 25	Meeting 91	Sitting 2022-06-14	-	COVID,War	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	PeterKwint	Kwint, Peter	M	1984	
ParlaMint-NL-en_2022-06-14-tweedekamer-25	ParlaMint-NL_2022-06-14-tweedekamer-25.u12	Report of the meeting of the Dutch Lower House, Meeting 91, Session 25 (2022-06-14)	2022-06-14	Lower house	Meeting of the 30th Tweede Kamer	Session 25	Meeting 91	Sitting 2022-06-14	-	COVID,War	English	Guest	notMP	Minister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	KarienVanGennip	van Gennip, Karien	F	1968	
ParlaMint-NL-en_2022-06-14-tweedekamer-25	ParlaMint-NL_2022-06-14-tweedekamer-25.u13	Report of the meeting of the Dutch Lower House, Meeting 91, Session 25 (2022-06-14)	2022-06-14	Lower house	Meeting of the 30th Tweede Kamer	Session 25	Meeting 91	Sitting 2022-06-14	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-06-14-tweedekamer-25	ParlaMint-NL_2022-06-14-tweedekamer-25.u14	Report of the meeting of the Dutch Lower House, Meeting 91, Session 25 (2022-06-14)	2022-06-14	Lower house	Meeting of the 30th Tweede Kamer	Session 25	Meeting 91	Sitting 2022-06-14	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
