Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2022-03-30-tweedekamer-7	ParlaMint-NL_2022-03-30-tweedekamer-7.u1	Report of the meeting of the Dutch Lower House, Meeting 66, Session 7 (2022-03-30)	2022-03-30	Lower house	Meeting of the 30th Tweede Kamer	Session 7	Meeting 66	Sitting 2022-03-30	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-03-30-tweedekamer-7	ParlaMint-NL_2022-03-30-tweedekamer-7.u2	Report of the meeting of the Dutch Lower House, Meeting 66, Session 7 (2022-03-30)	2022-03-30	Lower house	Meeting of the 30th Tweede Kamer	Session 7	Meeting 66	Sitting 2022-03-30	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-03-30-tweedekamer-7	ParlaMint-NL_2022-03-30-tweedekamer-7.u3	Report of the meeting of the Dutch Lower House, Meeting 66, Session 7 (2022-03-30)	2022-03-30	Lower house	Meeting of the 30th Tweede Kamer	Session 7	Meeting 66	Sitting 2022-03-30	-	COVID,War	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	RenskeLeijten	Leijten, Renske	F	1979	
ParlaMint-NL-en_2022-03-30-tweedekamer-7	ParlaMint-NL_2022-03-30-tweedekamer-7.u4	Report of the meeting of the Dutch Lower House, Meeting 66, Session 7 (2022-03-30)	2022-03-30	Lower house	Meeting of the 30th Tweede Kamer	Session 7	Meeting 66	Sitting 2022-03-30	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-03-30-tweedekamer-7	ParlaMint-NL_2022-03-30-tweedekamer-7.u5	Report of the meeting of the Dutch Lower House, Meeting 66, Session 7 (2022-03-30)	2022-03-30	Lower house	Meeting of the 30th Tweede Kamer	Session 7	Meeting 66	Sitting 2022-03-30	-	COVID,War	English	Regular	notMP	notMinister	D66	Democraten 66	Coalition	Centre	JoostSneller	Sneller, Joost	M	1982	
ParlaMint-NL-en_2022-03-30-tweedekamer-7	ParlaMint-NL_2022-03-30-tweedekamer-7.u6	Report of the meeting of the Dutch Lower House, Meeting 66, Session 7 (2022-03-30)	2022-03-30	Lower house	Meeting of the 30th Tweede Kamer	Session 7	Meeting 66	Sitting 2022-03-30	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-03-30-tweedekamer-7	ParlaMint-NL_2022-03-30-tweedekamer-7.u7	Report of the meeting of the Dutch Lower House, Meeting 66, Session 7 (2022-03-30)	2022-03-30	Lower house	Meeting of the 30th Tweede Kamer	Session 7	Meeting 66	Sitting 2022-03-30	-	COVID,War	English	Guest	notMP	Minister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	HankeBruinsSlot	Bruins Slot, Hanke	F	1977	
ParlaMint-NL-en_2022-03-30-tweedekamer-7	ParlaMint-NL_2022-03-30-tweedekamer-7.u8	Report of the meeting of the Dutch Lower House, Meeting 66, Session 7 (2022-03-30)	2022-03-30	Lower house	Meeting of the 30th Tweede Kamer	Session 7	Meeting 66	Sitting 2022-03-30	-	COVID,War	English	Regular	notMP	notMinister	D66	Democraten 66	Coalition	Centre	JoostSneller	Sneller, Joost	M	1982	
ParlaMint-NL-en_2022-03-30-tweedekamer-7	ParlaMint-NL_2022-03-30-tweedekamer-7.u9	Report of the meeting of the Dutch Lower House, Meeting 66, Session 7 (2022-03-30)	2022-03-30	Lower house	Meeting of the 30th Tweede Kamer	Session 7	Meeting 66	Sitting 2022-03-30	-	COVID,War	English	Guest	notMP	Minister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	HankeBruinsSlot	Bruins Slot, Hanke	F	1977	
ParlaMint-NL-en_2022-03-30-tweedekamer-7	ParlaMint-NL_2022-03-30-tweedekamer-7.u10	Report of the meeting of the Dutch Lower House, Meeting 66, Session 7 (2022-03-30)	2022-03-30	Lower house	Meeting of the 30th Tweede Kamer	Session 7	Meeting 66	Sitting 2022-03-30	-	COVID,War	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	RenskeLeijten	Leijten, Renske	F	1979	
ParlaMint-NL-en_2022-03-30-tweedekamer-7	ParlaMint-NL_2022-03-30-tweedekamer-7.u11	Report of the meeting of the Dutch Lower House, Meeting 66, Session 7 (2022-03-30)	2022-03-30	Lower house	Meeting of the 30th Tweede Kamer	Session 7	Meeting 66	Sitting 2022-03-30	-	COVID,War	English	Guest	notMP	Minister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	HankeBruinsSlot	Bruins Slot, Hanke	F	1977	
ParlaMint-NL-en_2022-03-30-tweedekamer-7	ParlaMint-NL_2022-03-30-tweedekamer-7.u12	Report of the meeting of the Dutch Lower House, Meeting 66, Session 7 (2022-03-30)	2022-03-30	Lower house	Meeting of the 30th Tweede Kamer	Session 7	Meeting 66	Sitting 2022-03-30	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-03-30-tweedekamer-7	ParlaMint-NL_2022-03-30-tweedekamer-7.u13	Report of the meeting of the Dutch Lower House, Meeting 66, Session 7 (2022-03-30)	2022-03-30	Lower house	Meeting of the 30th Tweede Kamer	Session 7	Meeting 66	Sitting 2022-03-30	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
